GeneID,log2FoldChange,logCPM,PValue,padj,GeneName
KH2013:KH.C14.457,-0.0702575023,5.5880013663,0.7459291665,1,CCDC94
KH2013:KH.C14.458,0.275496399,2.3079580624,0.5958866772,1,LYRM5
KH2013:KH.C14.459,0.9015049939,0.8278405185,0.1889981171,1,KH2013:KH.C14.459
KH2013:KH.C1.446,0.2249519976,5.002231001,0.4172642338,1,TGFB1I1
KH2013:KH.C14.46,-0.1417608205,4.6487003322,0.566701185,1,ATX-1
KH2013:KH.C14.460,-0.5598754323,1.4952681185,0.4202145307,1,ATG12
KH2013:KH.C14.461,0.1901443953,6.1334247499,0.3982260303,1,RPA1
KH2013:KH.C14.462,0.1380457061,4.667435996,0.5970650065,1,KH2013:KH.C14.462_MATN1/4
KH2013:KH.C14.463,0.0623694107,2.910111155,0.9102532701,1,KH2013:KH.C14.463_WBSCR27
KH2013:KH.C14.464,0.6681775917,8.4516211194,0.0001292198,1,FRS2/3
KH2013:KH.C14.465,-0.3156963037,1.4035324005,0.9252647809,1,KH2013:KH.C14.465_DUR3
KH2013:KH.C14.466,0.0440706147,2.3036803462,1,1,KH2013:KH.C14.466
KH2013:KH.C14.467,0.6077519846,2.9449933525,0.1014452744,1,KH2013:KH.C14.467_LPGAT1
KH2013:KH.C14.468,-0.3983355152,3.5487762909,0.2470314392,1,KH2013:KH.C14.468
KH2013:KH.C14.469,-0.8852507475,0.6475659026,0.3610868469,1,KH2013:KH.C14.469
KH2013:KH.C1.447,0.0282024404,7.1707877133,0.8623700726,1,IPO5
KH2013:KH.C14.47,0.2707932461,7.3288163949,0.0993630497,1,PRKCI
KH2013:KH.C14.470,-1.7921675984,-0.5914508655,0.5346470221,1,KH2013:KH.C14.470
KH2013:KH.C14.471,-0.5634012425,5.5692502851,0.0085641589,1,KH2013:KH.C14.471_MCH2
KH2013:KH.C14.472,0.1497604104,2.7772760261,0.6832832945,1,KH2013:KH.C14.472
KH2013:KH.C14.473,-0.3914282048,1.7323751055,0.5976770809,1,KH2013:KH.C14.473_FET3
KH2013:KH.C14.474,-0.0867782841,4.4109309861,0.9011892016,1,KH2013:KH.C14.474
KH2013:KH.C14.475,-0.1972362884,4.4950949598,0.457651735,1,B3GALT6
KH2013:KH.C14.476,0.2113016555,3.1615245275,0.6924839257,1,UNC13C
KH2013:KH.C14.477,4.5990473769,-0.5858662887,0.1027797454,1,KH2013:KH.C14.477
KH2013:KH.C14.478,-0.6899029208,1.1545662711,0.3678841329,1,KH2013:KH.C14.478
KH2013:KH.C14.479,-0.7073736101,3.0816967414,0.1046571859,1,KH2013:KH.C14.479
KH2013:KH.C1.448,-0.2792300032,6.8436766094,0.1447475591,1,RAP1GAP/2
KH2013:KH.C14.48,-0.0291480311,9.2883854091,0.8713688227,1,KH2013:KH.C14.48
KH2013:KH.C14.480,-0.1147467061,3.9389929177,0.7458179679,1,WDR17
KH2013:KH.C14.481,1.5340792037,0.2818407177,0.0795678041,1,KH2013:KH.C14.481
KH2013:KH.C14.482,-0.2486027448,2.9878013441,0.5745755888,1,KH2013:KH.C14.482
KH2013:KH.C14.483,-0.5934487804,2.7865052905,0.1700518842,1,KH2013:KH.C14.483
KH2013:KH.C14.484,-0.7916383308,2.4109072368,0.1278187994,1,KH2013:KH.C14.484_DUR3
KH2013:KH.C14.485,-0.3725544661,2.3929694361,0.5909738387,1,KH2013:KH.C14.485_SORD
KH2013:KH.C14.486,0.7275610338,1.7608767894,0.1573378327,1,KH2013:KH.C14.486
KH2013:KH.C14.487,-0.1397838312,5.342810771,0.5200010619,1,KH2013:KH.C14.487
KH2013:KH.C14.488,1.0821487317,0.5674459749,0.1699824905,1,KH2013:KH.C14.488_ADRB2
KH2013:KH.C14.489,-0.2401432168,-0.4815201533,1,1,KH2013:KH.C14.489
KH2013:KH.C1.449,-0.7343599367,1.5476214908,0.2792752428,1,KH2013:KH.C1.449
KH2013:KH.C14.49,-0.0028390468,5.9121136704,1,1,INPP4B
KH2013:KH.C14.490,-0.0001480334,1.6695180111,1,1,KH2013:KH.C14.490_MATN1/4
KH2013:KH.C14.491,-1.3098076332,0.7970351958,0.2949129138,1,KH2013:KH.C14.491_PRKG2
KH2013:KH.C14.492,0.0437307322,8.371501418,0.798005605,1,KH2013:KH.C14.492_DCK
KH2013:KH.C14.493,-0.020594925,4.2785033693,0.927231988,1,TRAPPC6B
KH2013:KH.C14.494,-2.0249034555,-1.5201279083,1,1,KH2013:KH.C14.494
KH2013:KH.C14.495,0.0302984996,6.1985515143,0.8766073682,1,UGDH
KH2013:KH.C14.496,-1.1275397409,-0.9672221449,1,1,SLC5A11/6
KH2013:KH.C14.497,0.0945680782,4.3480569996,0.7425260421,1,SQRDL
KH2013:KH.C14.498,0.0518393268,3.7824017947,0.8742233779,1,CHST11/13
KH2013:KH.C14.499,-0.2494189196,-0.554315624,1,1,KH2013:KH.C14.499
KH2013:KH.C1.45,0.6490511453,1.4932276882,0.2536499209,1,KH2013:KH.C1.45_C6
KH2013:KH.C14.5,-0.1581909702,5.5849158176,0.457288696,1,SLC25A18/22
KH2013:KH.C1.450,0.2678424303,0.1200516596,0.9050332433,1,KH2013:KH.C1.450
KH2013:KH.C14.50,-0.1261847947,5.8155326207,0.578619884,1,ACAD10
KH2013:KH.C14.500,-0.289246402,1.9404511709,0.7651746236,1,KH2013:KH.C14.500_SLC5A7
KH2013:KH.C14.501,0.0729676408,6.7080899731,0.6778283993,1,FAM171A1/2
KH2013:KH.C14.502,0.0892417592,4.9304286681,0.7567040189,1,KH2013:KH.C14.502
KH2013:KH.C14.503,0,-1.6351972215,1,1,KH2013:KH.C14.503
KH2013:KH.C14.504,-0.0714520865,4.3232115246,0.8076075064,1,KH2013:KH.C14.504
KH2013:KH.C14.505,0,-1.5150613798,1,1,KH2013:KH.C14.505_THBS1
KH2013:KH.C14.506,0.0452960899,6.3167127379,0.8381871795,1,LIN54
KH2013:KH.C14.507,-0.1037901891,5.93783233,0.6158473535,1,LRRC59
KH2013:KH.C14.508,-0.3329506403,1.0731580236,0.7785081836,1,KH2013:KH.C14.508_EXO1
KH2013:KH.C14.509,0.2252477159,5.8270986559,0.2283032157,1,KH2013:KH.C14.509_LRRC15
KH2013:KH.C1.451,0.2490880182,3.7971923869,0.4264387802,1,KH2013:KH.C1.451_CG8147
KH2013:KH.C14.51,0.0446159286,3.2586616479,0.922048536,1,KH2013:KH.C14.51_RIPK1/2/3
KH2013:KH.C14.510,-0.6510434538,1.1998010541,0.383948365,1,CHST10/8
KH2013:KH.C14.511,-0.1251383233,6.7083177544,0.4980819159,1,MTMR1/2
KH2013:KH.C14.512,0.2777155207,3.539038153,0.4613753258,1,KH2013:KH.C14.512_PRKG1
KH2013:KH.C14.513,-4.4731143725,-0.3926408965,0.0846031781,1,CBLN1/12/2/3/4
KH2013:KH.C14.514,0.0669891843,7.5497011855,0.6833053953,1,KIF4A
KH2013:KH.C14.515,-0.1258900963,3.7112690929,0.7528396897,1,KH2013:KH.C14.515
KH2013:KH.C14.516,0.53502549,0.104980065,0.6401665625,1,KH2013:KH.C14.516_RGR
KH2013:KH.C14.517,-0.3062002589,2.5883599803,0.4938323366,1,SPATA4
KH2013:KH.C14.518,-0.5063368656,1.0215571207,0.7241865472,1,KH2013:KH.C14.518
KH2013:KH.C14.519,-0.6122074541,2.5722594428,0.1568333861,1,SI:DKEY-241L7.2/3/4/5/6
KH2013:KH.C1.452,-1.1108988854,0.8640011386,0.2702530104,1,KH2013:KH.C1.452_CG14331
KH2013:KH.C14.52,-0.0784398144,13.4294046546,0.6660729328,1,KH2013:KH.C14.52_EEF1A1/2
KH2013:KH.C14.520,0.0095945353,7.7454474342,0.9502695915,1,FOXI2
KH2013:KH.C14.521,0.4555584282,4.9286439905,0.0671537094,1,KH2013:KH.C14.521_JMJD5/7
KH2013:KH.C14.522,0.0356354435,5.3374031673,0.8944072699,1,SCFD2
KH2013:KH.C14.523,-0.508879231,-0.3233986816,1,1,KH2013:KH.C14.523_TMED6
KH2013:KH.C14.524,0.2814271504,5.5361334386,0.1673434555,1,EXOSC10
KH2013:KH.C14.525,0.1590324989,5.4345384194,0.4442557715,1,SV2C
KH2013:KH.C14.527,-0.0808753774,3.1197722185,0.8011574469,1,VWA3B
KH2013:KH.C14.528,-1.0456052469,1.4818674486,0.0977859148,1,KH2013:KH.C14.528_FBN2
KH2013:KH.C14.529,0.4105689144,5.4234783252,0.0525461701,1,GTF3C3
KH2013:KH.C1.453,-2.8122478633,-1.4136353918,1,1,KH2013:KH.C1.453
KH2013:KH.C14.53,-0.121199883,8.1698678794,0.4951593844,1,KH2013:KH.C14.53_ARFGAP2/3
KH2013:KH.C14.530,1.551238631,-0.0133503475,0.2032563704,1,GDA1
KH2013:KH.C14.531,0.1024322447,6.1065694394,0.6121808525,1,CCT2
KH2013:KH.C14.532,0,-1.5241424656,1,1,COL11A2
KH2013:KH.C14.533,-3.5053652309,-0.9020750558,0.2838709105,1,KH2013:KH.C14.533_COCH
KH2013:KH.C14.534,0.128679811,7.385484393,0.5128623392,1,ADCY9
KH2013:KH.C14.535,-0.3736461621,6.7296352027,0.2945343052,1,KH2013:KH.C14.535
KH2013:KH.C14.536,2.7284230267,-1.3166270737,1,1,KH2013:KH.C14.536
KH2013:KH.C14.537,0.1868145993,6.8427103072,0.3018605378,1,KH2013:KH.C14.537
KH2013:KH.C14.538,-0.1143196785,6.3097001862,0.5572453761,1,SUZ12
KH2013:KH.C14.539,0.7474007328,6.257342144,0.0001500259,1,SCYL
KH2013:KH.C1.454,-0.01406951,5.3641019042,0.9846875939,1,STARD3
KH2013:KH.C14.54,-0.4321652639,5.6572149851,0.2117981647,1,CABZ01111729.1
KH2013:KH.C14.540,-0.004891686,4.8104961084,0.9695702869,1,KH2013:KH.C14.540_ACAN
KH2013:KH.C14.541,-0.1113640501,3.7913355889,0.7095469052,1,MED7
KH2013:KH.C14.542,4.1061624497,-1.2028568852,0.2871637528,1,KH2013:KH.C14.542
KH2013:KH.C14.543,-0.1142222031,2.9279705692,0.8310741965,1,KH2013:KH.C14.543
KH2013:KH.C14.544,0.0217161724,5.6012157649,0.9381360314,1,LDB1/2
KH2013:KH.C14.545,-0.3041679754,3.0284402214,0.4473022957,1,KH2013:KH.C14.545
KH2013:KH.C14.546,0.029863328,3.1196908008,1,1,KH2013:KH.C14.546_IL1RAPL1/2
KH2013:KH.C14.547,-3.6662453137,-0.9867927584,0.5242775651,1,KH2013:KH.C14.547
KH2013:KH.C14.548,0,-0.9757376573,1,1,KH2013:KH.C14.548_OTOP1/2/3
KH2013:KH.C14.549,-0.2057986444,7.700776397,0.6015715344,1,KH2013:KH.C14.549
KH2013:KH.C1.455,0.0057714307,8.0393536239,0.9796313258,1,YME1L1
KH2013:KH.C14.55,0.2635492454,3.961955565,0.4431248395,1,KH2013:KH.C14.55
KH2013:KH.C14.550,0.055707115,7.4585613982,0.7813813626,1,PSEN1/2
KH2013:KH.C14.551,-0.1749059435,2.5459381422,0.8063605144,1,NCOA1
KH2013:KH.C14.552,-0.3012354926,5.3100623905,0.170863079,1,EXOSC8
KH2013:KH.C14.553,0.0537822685,9.6050796802,0.8074467191,1,H2AFV
KH2013:KH.C14.554,-0.8286834174,-0.1347134519,0.6456372558,1,HOXA10/3/9
KH2013:KH.C14.555,-0.4140650342,3.340237406,0.3348224139,1,TSNAX
KH2013:KH.C14.556,2.5038876837,-1.0281504072,0.092155872,1,KH2013:KH.C14.556_AGXT
KH2013:KH.C14.557,-0.4666069828,3.8346739716,0.1831514848,1,KH2013:KH.C14.557
KH2013:KH.C14.559,-0.055763782,7.6454485831,0.7427492082,1,PDS5A
KH2013:KH.C1.456,0.1967414999,6.4182776673,0.2677382071,1,CHEK1
KH2013:KH.C14.56,-0.3915782131,6.8577806944,0.3109456168,1,KH2013:KH.C14.56_HMCN1
KH2013:KH.C14.560,1.3816260622,-0.2555073861,0.2557122368,1,KH2013:KH.C14.560_AGPHD1
KH2013:KH.C14.561,-0.5534496633,1.9140562707,0.3321336542,1,COMMD3
KH2013:KH.C14.562,-0.0838248367,-1.3087183708,1,1,KH2013:KH.C14.562_GPR133
KH2013:KH.C14.563,-0.3402611597,2.0482196018,0.496432237,1,KH2013:KH.C14.563
KH2013:KH.C14.564,-0.1144350742,5.1547881421,0.6197092885,1,KH2013:KH.C14.564_CDKN1B
KH2013:KH.C14.565,-0.6903467468,3.3188672219,0.0760914744,1,CCKLR-17D1/3
KH2013:KH.C14.566,0.1427373067,5.2643498385,0.5067421156,1,KH2013:KH.C14.566_F41E7.1/2
KH2013:KH.C14.567,-0.2889496704,-0.7364395791,1,1,KH2013:KH.C14.567_HMCN1
KH2013:KH.C14.568,-0.1378244009,4.3417160701,0.6382428191,1,GTF2E2
KH2013:KH.C14.569,-0.1280911284,1.6261759818,0.8280013868,1,KH2013:KH.C14.569
KH2013:KH.C1.457,-0.1362953902,7.4246650282,0.4173828794,1,KLHL1/4/5
KH2013:KH.C14.57,-0.1578250071,2.5589887713,0.7485719985,1,C06A5.8
KH2013:KH.C14.570,-0.2616926949,-1.2166800405,1,1,C4BPA
KH2013:KH.C14.571,-0.0472025568,5.2646644383,0.8265740235,1,POMT1/2
KH2013:KH.C14.572,-0.6641297847,1.264607335,0.3643841866,1,KH2013:KH.C14.572
KH2013:KH.C14.573,-0.0042044493,6.1108874203,0.9907873187,1,RP2
KH2013:KH.C14.574,-0.1119639492,6.9323306209,0.5020534177,1,TALDO1
KH2013:KH.C14.575,0.1310238379,4.8431012711,0.5975106746,1,DUSP16/8
KH2013:KH.C14.576,-0.4173021282,2.8221677896,0.3166579733,1,RBCK1
KH2013:KH.C14.577,0.2024510518,3.6996983511,0.673211919,1,OTOP2
KH2013:KH.C14.578,0.0830424399,5.1226850009,0.7341597709,1,VPS11
KH2013:KH.C14.579,0.1701896485,5.0664438899,0.4527426161,1,FAM149A
KH2013:KH.C1.458,-0.3372523033,3.1143964471,0.3963037624,1,D2HGDH
KH2013:KH.C14.58,-0.0961405867,3.8837477256,0.7516711483,1,KH2013:KH.C14.58
KH2013:KH.C14.580,-0.2708226073,1.2734506057,0.8800278915,1,KH2013:KH.C14.580
KH2013:KH.C14.581,-0.0724423898,4.9578794957,0.7678265815,1,PLK4
KH2013:KH.C14.582,0.0549493091,3.5349051541,0.9020342566,1,KH2013:KH.C14.582_GBP1/2/3/4/5/6/7
KH2013:KH.C14.583,0.1443176989,5.4100966604,0.4923084352,1,DDI1/2
KH2013:KH.C14.584,0.6659297988,-0.3570204946,1,1,KH2013:KH.C14.584_LYG2
KH2013:KH.C14.585,1.7555454197,4.0003669328,0.000008749,0.1327224902,KH2013:KH.C14.585
KH2013:KH.C14.586,0.2784460548,5.8025414172,0.1714556635,1,KH2013:KH.C14.586_MET31/32
KH2013:KH.C14.587,-0.2362879473,4.3996314404,0.3914570765,1,KH2013:KH.C14.587
KH2013:KH.C14.588,0.1340747102,5.719643237,0.5599589535,1,SMPD4
KH2013:KH.C14.589,-0.7478839281,-0.0406960769,0.6310544922,1,KH2013:KH.C14.589
KH2013:KH.C1.459,0.0901922055,7.2308755867,0.6035052568,1,SH3PX1
KH2013:KH.C14.590,0.4549831423,3.8473453586,0.1291275698,1,MTPN
KH2013:KH.C14.591,0.4380229757,0.9157669926,0.7259464549,1,LDHA
KH2013:KH.C14.592,0.7086633482,3.8531885378,0.0382911351,1,KH2013:KH.C14.592
KH2013:KH.C14.593,-0.0337407559,4.8419893173,0.9339314037,1,CHRAC1
KH2013:KH.C14.594,-0.3976268125,2.678913356,0.4295231899,1,KH2013:KH.C14.594_GLCAT-S
KH2013:KH.C14.595,-0.1545957429,1.8542459291,0.9170238057,1,FGG
KH2013:KH.C14.596,0.2508081267,0.1687510551,0.8323148903,1,KH2013:KH.C14.596_CABZ01035080.1
KH2013:KH.C14.597,0.8298345689,2.4637629343,0.0514787144,1,KH2013:KH.C14.597_CSMD2
KH2013:KH.C14.598,-0.174252788,2.5956700133,0.732041688,1,IAP2
KH2013:KH.C14.599,0.6989160703,-0.6748800789,0.7533139691,1,KH2013:KH.C14.599
KH2013:KH.C14.6,0.0475545596,7.5367263702,0.7791735489,1,CNOT3
KH2013:KH.C1.460,0.1641724975,3.2497699402,0.6284056986,1,KH2013:KH.C1.460_CYP2C29/37/38/39/40/44/50/54/55/65/66/67/68/69/70
KH2013:KH.C14.600,0.1997248762,1.9373642881,0.7443373209,1,KH2013:KH.C14.600
KH2013:KH.C14.601,-0.0820789305,7.1613746095,0.6545264829,1,SAR1A
KH2013:KH.C14.602,-0.011338251,7.7765456139,0.9437058551,1,KH2013:KH.C14.602
KH2013:KH.C14.603,-1.0062600788,-0.7199255049,1,1,KH2013:KH.C14.603
KH2013:KH.C14.604,1.8381063836,4.8216511732,7.53860196585415E-11,1.14707367512437E-06,HAND/1/2
KH2013:KH.C14.605,-3.3064816411,-1.0644039606,0.524503765,1,KH2013:KH.C14.605
KH2013:KH.C14.606,0.2703558156,3.6779370845,0.4650699178,1,KLHL18/20
KH2013:KH.C14.607,0.0868744982,0.010846739,1,1,KH2013:KH.C14.607_TLD
KH2013:KH.C14.608,-3.8535287702,-1.1286722468,0.2844575841,1,KH2013:KH.C14.608_ALOX5
KH2013:KH.C14.609,0.0411470962,7.1588676299,0.8102282165,1,ETF1
KH2013:KH.C1.461,-0.8201755238,3.7782973081,0.0847937349,1,KH2013:KH.C1.461
KH2013:KH.C14.61,-0.0346573791,5.4942507489,0.8881149913,1,SI:CH73-382F3.1
KH2013:KH.C14.610,0.9129992132,1.4297455053,0.1538518104,1,KH2013:KH.C14.610_CRG1
KH2013:KH.C14.611,0.0102321412,7.4014762126,0.9565144919,1,INCENP
KH2013:KH.C14.612,-0.0407193654,3.6866073497,0.8765274038,1,TMEM110
KH2013:KH.C14.613,-0.1235801079,0.2715242102,1,1,METTL22
KH2013:KH.C14.614,-0.0991021489,5.1307975537,0.6586850639,1,SMARCAL1
KH2013:KH.C14.615,-0.1240534252,3.2870231102,0.7585594369,1,KH2013:KH.C14.615
KH2013:KH.C14.616,-2.0249034555,-1.4176149297,1,1,KH2013:KH.C14.616_COCH
KH2013:KH.C14.617,-0.2572052152,0.6449369891,0.7205829734,1,KH2013:KH.C14.617_CCDC18
KH2013:KH.C14.618,0.1789907437,0.1867381102,1,1,KH2013:KH.C14.618
KH2013:KH.C14.619,0.9375820525,0.295820858,0.3416477351,1,KH2013:KH.C14.619
KH2013:KH.C1.462,-0.0961511569,5.9774462132,0.61026285,1,BTBD7
KH2013:KH.C14.62,1.6089555295,-0.8169211398,0.28210097,1,KH2013:KH.C14.62
KH2013:KH.C1.463,0.0327009008,7.0582305799,0.8435967293,1,PASK
KH2013:KH.C14.63,0.3115587811,2.3962209583,0.6463581317,1,TEX26
KH2013:KH.C1.464,-0.0842993317,3.9453394108,0.8411047334,1,F40F8.5
KH2013:KH.C14.64,-3.4052969579,-0.4065420401,0.5200500258,1,KH2013:KH.C14.64
KH2013:KH.C1.465,-0.7150122049,2.5135514323,0.1435045434,1,TSN
KH2013:KH.C14.65,0.8693286194,7.3826932886,8.12116484903973E-06,0.1232061919,DCDC2B
KH2013:KH.C1.466,-0.2241896557,3.2845004332,0.5453382388,1,HRSP12
KH2013:KH.C14.66,0.0683520684,3.0086446253,0.9126685789,1,KH2013:KH.C14.66
KH2013:KH.C1.467,0.0597021621,3.6133614711,0.8362199338,1,NPR-9
KH2013:KH.C14.67,2.6457217988,-0.5329806459,0.0667901965,1,KH2013:KH.C14.67
KH2013:KH.C1.468,-0.5465145269,0.1284619164,0.7297047747,1,KH2013:KH.C1.468
KH2013:KH.C14.68,-0.2929708866,5.5106365608,0.1879077065,1,UBL3
KH2013:KH.C1.469,0.1542260667,3.7816773461,0.6153333098,1,BNIP1
KH2013:KH.C14.69,0.0225340914,5.1042426489,0.9475425928,1,KH2013:KH.C14.69_WLS
KH2013:KH.C1.47,1.4706349397,-0.8380920888,0.7001917112,1,KH2013:KH.C1.47
KH2013:KH.C14.7,-0.005128818,10.5070597623,0.9773280281,1,PUM/1/2
KH2013:KH.C1.470,1.0437623693,0.1694996359,0.358409764,1,C9ORF116
KH2013:KH.C14.70,-0.4193031505,2.3566338989,0.4519592482,1,FGF20
KH2013:KH.C1.471,0.1154395406,7.284834344,0.4881353495,1,NCAPD2
KH2013:KH.C14.71,-0.1925123526,5.7446284515,0.3445540432,1,KH2013:KH.C14.71
KH2013:KH.C1.472,-0.2703077157,1.6919434583,0.658839404,1,KH2013:KH.C1.472
KH2013:KH.C14.72,-0.2022346303,6.3238824259,0.2859596557,1,BDP1
KH2013:KH.C1.473,0.3969440474,4.6494911952,0.2194544677,1,KH2013:KH.C1.473
KH2013:KH.C14.73,-0.0476965615,5.4278007282,0.8684171795,1,C4ORF27
KH2013:KH.C14.74,0.1694243739,3.2492607476,0.7537185139,1,NT5DC1
KH2013:KH.C1.475,2.7410935393,-0.9924584084,1,1,KH2013:KH.C1.475
KH2013:KH.C14.75,0.1897779562,5.9227297291,0.344590407,1,LARP1
KH2013:KH.C1.476,-0.7217546502,2.7376882585,0.1432203296,1,KH2013:KH.C1.476
KH2013:KH.C14.76,0.7583477327,4.1449890245,0.0385615093,1,KH2013:KH.C14.76
KH2013:KH.C1.477,0.4388610904,4.3532974514,0.1169016575,1,UBA3
KH2013:KH.C14.77,-0.3937156544,1.3288292661,0.6943971679,1,KH2013:KH.C14.77
KH2013:KH.C1.478,0.1294279521,4.1469499107,0.6633105564,1,Y67H2A.10
KH2013:KH.C14.78,4.0265081814,-0.6278049608,0.306024728,1,KH2013:KH.C14.78
KH2013:KH.C1.479,-0.45077913,8.7517847757,0.0154836742,1,KH2013:KH.C1.479_NEB
KH2013:KH.C14.79,0.7176560041,-0.8524510887,1,1,SIGIRR
KH2013:KH.C1.48,-0.3265399953,5.0783339709,0.2909352217,1,DCAF6/8
KH2013:KH.C14.8,-0.4034740403,1.715330217,0.4857231045,1,KH2013:KH.C14.8_PTPRA
KH2013:KH.C1.480,0.0288189165,2.9458734077,0.9210476755,1,FBXO36
KH2013:KH.C14.80,-0.0242018578,1.7304256953,1,1,KH2013:KH.C14.80_SRR
KH2013:KH.C1.481,0.095338981,2.5708191392,0.8840621383,1,KH2013:KH.C1.481_GST-12/13/14/15/16/17/18/19/2/21/22/24/27/28/29/3/30/31/32/33/34/35/37/38/39/4/5/6/7/8/9
KH2013:KH.C14.81,-0.1318161667,5.1013557422,0.6023978792,1,4933403F05RIK
KH2013:KH.C1.482,-0.1933290547,5.1627652622,0.394999622,1,FMO-1/2
KH2013:KH.C14.82,-0.376849857,1.9331680862,0.5242088274,1,KH2013:KH.C14.82_GLRX2
KH2013:KH.C1.483,0.2660905625,5.2706505767,0.5270407335,1,CAPN3/8
KH2013:KH.C14.83,-0.0870388697,4.3022750333,0.8356027274,1,EIF2B5
KH2013:KH.C1.484,-0.2104693439,5.701097243,0.4337156449,1,KH2013:KH.C1.484_MS4A15/2
KH2013:KH.C14.84,0.6138160212,1.4196181796,0.352841931,1,KH2013:KH.C14.84
KH2013:KH.C1.485,-2.0249034555,-1.5201279083,1,1,KH2013:KH.C1.485
KH2013:KH.C14.85,-0.3177506644,3.2265354535,0.4580772256,1,ZRSR1/2
KH2013:KH.C1.486,0.3887276489,4.7279316279,0.171516042,1,SFRP5
KH2013:KH.C14.86,-0.0193430053,7.4926529425,0.9183123092,1,KH2013:KH.C14.86
KH2013:KH.C1.487,-0.0742784557,5.4510185688,0.710497655,1,TIMELESS
KH2013:KH.C14.87,-0.1356712012,4.5204169038,0.7336663871,1,KH2013:KH.C14.87_BHLHA15
KH2013:KH.C1.488,-0.1855002338,5.4737438551,0.4032539696,1,ZNF143
KH2013:KH.C14.88,-0.2126901868,6.2803889225,0.2287207673,1,FAT1/2/3/4
KH2013:KH.C1.489,0.182021486,1.8360562893,0.7577920383,1,SERPINI1
KH2013:KH.C14.89,1.6547272539,-0.3884143008,0.4936897201,1,KH2013:KH.C14.89_SULT1ST1/2/3/4
KH2013:KH.C1.49,0.0715681443,2.7807047546,0.9137819766,1,Y55D5A.3
KH2013:KH.C14.9,-0.0546167498,5.4720971502,0.7836322993,1,TOPORS
KH2013:KH.C1.490,-1.1632395316,0.7768949549,0.2661484826,1,KH2013:KH.C1.490_CG42749
KH2013:KH.C14.90,-1.0271920378,0.4358561459,0.3734926481,1,KH2013:KH.C14.90_ATL1/3
KH2013:KH.C1.491,-0.3081972902,5.2151566384,0.1878888406,1,USP8
KH2013:KH.C14.91,1.1558415429,4.2506869981,7.05732488825138E-05,1,KH2013:KH.C14.91
KH2013:KH.C1.492,0,-1.6351972215,1,1,Y22D7AL.9
KH2013:KH.C14.92,0,-1.5241424656,1,1,KH2013:KH.C14.92_CNTNAP2
KH2013:KH.C1.493,0.4687717317,2.2513651103,0.3094874143,1,KH2013:KH.C1.493_NAS-30/33/36/37/38
KH2013:KH.C14.93,0.1962636272,5.661644169,0.4141763512,1,MPI
KH2013:KH.C1.494,-0.1591459117,4.1501394684,0.5843063448,1,KH2013:KH.C1.494
KH2013:KH.C14.94,3.641745773,-1.1171035526,0.2840137616,1,KH2013:KH.C14.94_DP
KH2013:KH.C1.495,-0.1186424133,5.5310782131,0.7266295271,1,PLG
KH2013:KH.C14.95,0.8962131136,1.4954751681,0.2467068645,1,KH2013:KH.C14.95_RASL11B
KH2013:KH.C1.496,-0.2779500484,4.2062840726,0.4278620199,1,KH2013:KH.C1.496
KH2013:KH.C14.96,-0.1279789909,5.5445222512,0.53887301,1,SDCBP/2
KH2013:KH.C1.497,-0.1637896388,7.0407264044,0.4143618454,1,KH2013:KH.C1.497
KH2013:KH.C14.97,-0.4382643399,2.5462543783,0.2822603081,1,TDRD3
KH2013:KH.C1.498,-1.172468872,2.6138626844,0.0115548132,1,SLC18A1/2/3
KH2013:KH.C14.98,-2.8132788463,-0.9943673952,1,1,KH2013:KH.C14.98
KH2013:KH.C1.499,0.5787547275,-0.6734531985,1,1,KH2013:KH.C1.499
KH2013:KH.C14.99,4.050184358,-0.9698230506,0.2870510931,1,KH2013:KH.C14.99_BBOX1
KH2013:KH.C1.5,0.2385261364,4.1397785409,0.4658270591,1,DUOX/1/2
KH2013:KH.C1.50,-0.0361563235,4.5088713153,0.9683230563,1,KH2013:KH.C1.50_CHDH
KH2013:KH.C1.500,0.2495428565,1.8172386562,0.630086979,1,KH2013:KH.C1.500_SRC
KH2013:KH.C1.501,-0.3898176679,3.2684725184,0.373190687,1,KH2013:KH.C1.501
KH2013:KH.C1.502,1.0813347143,1.920226643,0.0751921111,1,KH2013:KH.C1.502_COL14A1
KH2013:KH.C1.503,4.1036884971,-1.1108528775,0.3043525013,1,KH2013:KH.C1.503
KH2013:KH.C1.504,-0.179219663,7.7236263752,0.5151568285,1,TRIP12
KH2013:KH.C1.505,0.0797364274,6.1893498891,0.6458425129,1,CASK
KH2013:KH.C1.506,0,-1.6351972215,1,1,KH2013:KH.C1.506
KH2013:KH.C1.507,0.1832999934,4.52184275,0.5665632199,1,KH2013:KH.C1.507_XKR4/6/7
KH2013:KH.C1.508,0.0292077072,7.9152898565,0.8690274314,1,ITGB1/2/3/7
KH2013:KH.C1.509,-2.0249183979,-1.1503432407,1,1,KH2013:KH.C1.509
KH2013:KH.C1.51,-0.7618870219,2.4629144529,0.3800809154,1,KH2013:KH.C1.51_NAS-30/33/36/37/38
KH2013:KH.C1.510,0.8152723761,-0.5450557445,0.553968426,1,KH2013:KH.C1.510
KH2013:KH.C1.511,0.0537655892,7.4782286803,0.7696263962,1,SRP14
KH2013:KH.C1.512,-3.9137843169,-0.6040729819,0.2609279586,1,KH2013:KH.C1.512
