GeneID,log2FoldChange,logCPM,PValue,padj,GeneName
KH2013:KH.C11.622,0.0795962643,3.9879799515,0.8559068843,1,DZANK1
KH2013:KH.C11.623,0.0694834626,3.9559030282,0.944934412,1,CRIP1
KH2013:KH.C11.624,0.4214656647,3.9939355876,0.1531034746,1,KH2013:KH.C11.624
KH2013:KH.C11.625,0.2058749407,4.3807964497,0.4932558031,1,SLC22A18
KH2013:KH.C11.626,0.0784778845,4.8722010386,0.7550928597,1,C17ORF85
KH2013:KH.C11.627,0.1392915373,2.4306122943,0.8173246099,1,KH2013:KH.C11.627_CLC-2/5
KH2013:KH.C11.628,-0.3970978821,7.296380532,0.0273925502,1,GYS1/2
KH2013:KH.C11.629,0.0570822943,0.5736473024,1,1,KH2013:KH.C11.629
KH2013:KH.C1.163,-0.0594843588,5.0929289543,0.8049429184,1,KH2013:KH.C1.163_FRK
KH2013:KH.C11.63,0.1529545159,2.1961138207,0.7953186282,1,KH2013:KH.C11.63_CYP3A11/13/16/25/4/43/44/5/57/59/65/7
KH2013:KH.C11.630,-0.419394172,3.3545338476,0.2364114102,1,NHL-1
KH2013:KH.C11.631,0.5599869003,0.1086414297,0.8540853577,1,AKAP6
KH2013:KH.C11.632,-0.3594052328,3.8744856428,0.2660379901,1,Ci-cytochrome
KH2013:KH.C11.633,0.8724329013,0.3198734477,0.8537830982,1,KH2013:KH.C11.633
KH2013:KH.C11.634,-0.9725165344,-0.864826583,1,1,KH2013:KH.C11.634
KH2013:KH.C11.635,0.0930865166,7.5170670455,0.5734333396,1,ILF3A
KH2013:KH.C11.636,0.368038672,5.374110282,0.1552862876,1,SPRED1/2/3
KH2013:KH.C11.637,0.0513151581,5.9547722442,0.7952053508,1,CHAC2
KH2013:KH.C11.638,0.209106604,3.4523421445,0.5750149418,1,MALT1
KH2013:KH.C11.639,2.1539379934,-0.6312804322,0.2857709166,1,KH2013:KH.C11.639_CCDC37
KH2013:KH.C1.164,-0.0144401579,6.3304718293,0.9922096018,1,MCPH1
KH2013:KH.C11.64,0.0366786522,0.9145281324,1,1,KH2013:KH.C11.64_WDR64
KH2013:KH.C11.640,1.4146118596,0.2106399352,0.3623497158,1,KH2013:KH.C11.640_SLC17A5
KH2013:KH.C11.641,-0.5466890236,-0.4438259061,0.7269526024,1,KH2013:KH.C11.641_AIF1
KH2013:KH.C11.642,0.1133470094,2.4691185926,0.7867283158,1,KH2013:KH.C11.642
KH2013:KH.C11.643,-0.1486247394,6.5745536954,0.4284196833,1,UCR-2.1/2/3
KH2013:KH.C11.644,0.4262422912,5.3452025157,0.0742817703,1,KH2013:KH.C11.644_TMEM179
KH2013:KH.C11.645,-0.0969701458,7.2161818183,0.5821432851,1,KH2013:KH.C11.645_CG31705
KH2013:KH.C11.646,2.9645170927,-1.0970469457,1,1,KH2013:KH.C11.646
KH2013:KH.C11.647,0.2683050826,4.5884731021,0.3168733523,1,MRPS27
KH2013:KH.C11.648,0.3550536105,0.5100157959,0.8960372734,1,SERPINB6C
KH2013:KH.C1.165,0.040375469,6.8253566447,0.8471777827,1,VAMP1/2/3
KH2013:KH.C11.65,-0.2006369599,5.7509930284,0.3441182169,1,TOMM22
KH2013:KH.C11.650,1.7720035535,-1.1856946354,0.6566838195,1,KH2013:KH.C11.650
KH2013:KH.C11.651,0.4991623687,-0.4117399421,1,1,KH2013:KH.C11.651
KH2013:KH.C11.652,-0.25135813,4.1433567099,0.4249622545,1,KH2013:KH.C11.652_YBR139W
KH2013:KH.C11.653,0.0731925813,5.5130044226,0.7062458166,1,CG2662
KH2013:KH.C11.654,-0.3472446018,-0.9353601902,1,1,KH2013:KH.C11.654_ODF3L2
KH2013:KH.C11.655,0.4398957172,5.6517903847,0.0356059262,1,EVI5
KH2013:KH.C11.656,0.2127163945,5.461403666,0.2767210039,1,PIWIL2
KH2013:KH.C11.657,0.8772200298,0.7534458943,0.2209218547,1,HLX/1
KH2013:KH.C11.658,0.2506328087,1.4476233076,0.6416348876,1,B630005N14RIK
KH2013:KH.C11.659,0,-1.5202957475,1,1,KH2013:KH.C11.659
KH2013:KH.C1.166,-0.4986878386,0.1789933134,0.525410532,1,KH2013:KH.C1.166
KH2013:KH.C11.66,0.1821956094,4.3412467252,0.4882238289,1,KH2013:KH.C11.66_PHYHD1
KH2013:KH.C11.660,0.1398182428,5.5871180821,0.5539005835,1,CED-11
KH2013:KH.C11.662,-2.8448934008,-0.9374111416,0.5262463863,1,KH2013:KH.C11.662
KH2013:KH.C11.663,0.1298766824,1.5518337166,0.9180104306,1,KREMEN1/2
KH2013:KH.C11.664,-0.0358558942,-0.8510319676,1,1,KH2013:KH.C11.664
KH2013:KH.C11.665,-2.069905417,-1.2941595379,1,1,KH2013:KH.C11.665_CETN3
KH2013:KH.C11.666,-1.9217700901,-1.4089757191,1,1,KH2013:KH.C11.666
KH2013:KH.C11.667,0.4076444894,4.0502729401,0.4326844335,1,KH2013:KH.C11.667
KH2013:KH.C11.668,-0.889562116,1.8538391519,0.1151633207,1,KH2013:KH.C11.668_STAB1/2
KH2013:KH.C11.669,-1.9227803244,-0.5390422177,0.3581540664,1,KH2013:KH.C11.669
KH2013:KH.C1.167,-0.1770379273,4.6681962865,0.5003282094,1,MIEN1
KH2013:KH.C11.67,0.2622012035,-0.0101665411,1,1,STAB1
KH2013:KH.C11.670,0.2649417305,4.8229743815,0.3591671367,1,TMEM184A
KH2013:KH.C11.671,1.8205587868,-0.917959431,0.6615547861,1,SPATA22
KH2013:KH.C11.672,0.3428227376,4.7836114645,0.1763952353,1,INTS8
KH2013:KH.C11.673,-0.050870153,10.4070257481,0.7986343172,1,TNNI1/2/3
KH2013:KH.C11.674,0.225524279,-0.1037067669,1,1,OIT3
KH2013:KH.C11.675,-0.5609744016,-0.6595498879,0.7203389359,1,KH2013:KH.C11.675
KH2013:KH.C11.676,-0.2193335434,7.5571430708,0.2180729061,1,TP53RK
KH2013:KH.C11.677,-0.0447125187,6.1761852909,0.809028346,1,MED25
KH2013:KH.C11.678,-0.098474425,6.1635829203,0.6243802406,1,C5ORF34
KH2013:KH.C11.679,-0.8364772108,2.2256847386,0.1588952573,1,KH2013:KH.C11.679
KH2013:KH.C1.168,-0.7163466624,0.2896537407,0.4930630233,1,KH2013:KH.C1.168_TECTA
KH2013:KH.C11.68,-0.0307227715,5.3270129642,0.9181269374,1,KH2013:KH.C11.68
KH2013:KH.C11.680,0.3880323536,1.5603119855,0.6513803999,1,KH2013:KH.C11.680_UNC93A
KH2013:KH.C11.681,-0.2545651616,4.5385262151,0.6077246634,1,KH2013:KH.C11.681_LARGE
KH2013:KH.C11.682,-0.2342371383,3.8164849092,0.584361027,1,KH2013:KH.C11.682
KH2013:KH.C11.683,-0.0383195766,2.6026370526,0.9483695687,1,KH2013:KH.C11.683
KH2013:KH.C11.684,1.6455246874,-0.9158785286,0.4255015681,1,KH2013:KH.C11.684_FAM55A
KH2013:KH.C11.685,-0.0686874351,4.0427790437,0.8112632707,1,DPCD
KH2013:KH.C11.687,-2.069905417,-1.2892888173,1,1,KH2013:KH.C11.687_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C11.688,-0.3129867841,5.6299014754,0.1318566764,1,TMX1/4
KH2013:KH.C11.689,0.904614482,-0.8316608321,1,1,SHOX/2
KH2013:KH.C1.169,-0.0191499958,6.669507516,0.9231702081,1,GLD-2
KH2013:KH.C11.69,0.030689538,6.5795465222,0.8735204437,1,FKBP2
KH2013:KH.C11.690,-0.2457334372,4.4746160436,0.3712636743,1,KH2013:KH.C11.690_C47F8.3/5/6
KH2013:KH.C11.691,0.1480645245,5.7624063015,0.5488511273,1,RPS6KA4/5
KH2013:KH.C11.692,-0.0403552491,6.3494205752,0.859724439,1,NEK2
KH2013:KH.C11.693,-0.2666162255,2.811082873,0.5419374904,1,CCDC42
KH2013:KH.C11.694,-0.1119647233,3.8978748911,0.7243899985,1,KIAA1919
KH2013:KH.C11.695,0.0975468699,2.5968869963,0.8394802072,1,KH2013:KH.C11.695
KH2013:KH.C11.696,0,-1.1074541303,1,1,DRD1/5
KH2013:KH.C11.697,0.1489385224,8.3059856546,0.3914919699,1,HUNK
KH2013:KH.C11.698,0.3195744354,9.3412111395,0.1021551745,1,LGR4/5/6
KH2013:KH.C11.699,-1.3876708336,-0.5979841394,0.7223771735,1,NYX
KH2013:KH.C1.17,0.0306406696,7.3992040174,0.8637669256,1,TRNAU1AP
KH2013:KH.C11.7,0.089629024,6.2835511555,0.631290855,1,DICER1
KH2013:KH.C1.170,0.5011444108,5.3110611254,0.0282532344,1,KH2013:KH.C1.170_SLC7A6/7
KH2013:KH.C11.70,-1.0070634484,0.7047406922,0.3114028793,1,KH2013:KH.C11.70
KH2013:KH.C11.700,-0.0717955221,6.5394657472,0.6774376828,1,SIAH1
KH2013:KH.C11.701,-0.0990447748,1.1510103842,1,1,NAT8
KH2013:KH.C11.702,-0.2994157943,3.6597936388,0.391882786,1,TCHP
KH2013:KH.C11.703,0.270530147,6.3973262464,0.1926314471,1,MBTPS1
KH2013:KH.C11.704,-0.0566941611,4.8444596533,0.7804580892,1,KH2013:KH.C11.704
KH2013:KH.C11.705,-1.6459517688,-0.3992508277,0.5293960861,1,KH2013:KH.C11.705
KH2013:KH.C11.706,0.0653902088,6.3786348875,0.7315075778,1,MLXIP
KH2013:KH.C11.707,0.5223952711,3.6961266052,0.1773387696,1,NIPA2
KH2013:KH.C11.708,-0.4665732195,0.562058928,0.7372090415,1,KH2013:KH.C11.708
KH2013:KH.C11.709,0.1126683699,1.6148905843,0.9306326248,1,CRHBP
KH2013:KH.C1.171,0.0718600935,4.7836317545,0.7774145794,1,KH2013:KH.C1.171
KH2013:KH.C11.71,0.0788313795,3.9773441054,0.8075680982,1,KH2013:KH.C11.71_GS1-211B7.1
KH2013:KH.C11.710,-0.0575868562,3.0741022899,0.9056828013,1,KH2013:KH.C11.710
KH2013:KH.C11.711,-0.2861450779,1.2950247323,0.6438225956,1,KH2013:KH.C11.711
KH2013:KH.C11.712,0.1415330113,5.6252760982,0.472997874,1,NSUN5
KH2013:KH.C11.713,2.3560290763,-0.0694632398,0.1367117206,1,KH2013:KH.C11.713
KH2013:KH.C11.714,-0.0398136793,6.6182693383,0.844791881,1,KH2013:KH.C11.714
KH2013:KH.C11.715,-0.5060743175,3.6488772019,0.2715318442,1,SLIT1/3
KH2013:KH.C11.716,0.3493376036,4.9937782804,0.1825506168,1,KH2013:KH.C11.716_PHGDH
KH2013:KH.C11.717,-2.9801222051,-1.1903729377,0.5225180375,1,KH2013:KH.C11.717
KH2013:KH.C11.718,1.6794249485,-0.7057688711,1,1,FOXA1/2/3
KH2013:KH.C11.719,0.0834800873,1.2154915612,0.8829247464,1,KH2013:KH.C11.719
KH2013:KH.C1.172,0.161627514,5.6778839658,0.4245446453,1,MPHOSPH10
KH2013:KH.C11.72,-3.7252793515,-0.8689692033,0.5496742136,1,F46F11.7
KH2013:KH.C11.720,-0.1151092125,8.7472190284,0.5018900343,1,TRA2A
KH2013:KH.C11.721,0.0345162032,5.2050492531,0.8467543451,1,KH2013:KH.C11.721_GPR144
KH2013:KH.C11.722,-1.1174256886,3.4800979822,0.0358586592,1,DDHD2
KH2013:KH.C11.723,0.2188381656,5.4062343172,0.3952751792,1,PKMYT1
KH2013:KH.C11.724,0.1743985647,6.5160390231,0.3042430079,1,CRLS1
KH2013:KH.C11.725,-4.9489214349,-0.1571357365,0.0250513995,1,KH2013:KH.C11.725
KH2013:KH.C11.726,-0.3646268933,2.3146832594,0.47575565,1,SLC2A1/3
KH2013:KH.C11.727,-0.1112558285,6.2824737383,0.5219543176,1,SAP18
KH2013:KH.C11.729,-0.1932395957,2.3036092458,0.744496705,1,KH2013:KH.C11.729_GS1-211B7.1
KH2013:KH.C1.173,0.014581284,6.5673947439,0.9421964294,1,TBL2
KH2013:KH.C11.73,0.0206735593,5.7412269758,0.9139713417,1,KH2013:KH.C11.73
KH2013:KH.C11.730,-0.3672277584,0.502080476,0.7368985046,1,ZGC:101130
KH2013:KH.C11.731,-0.1377270497,4.8084609086,0.595123633,1,C19ORF12
KH2013:KH.C11.732,-0.1159757076,0.3348682863,1,1,KH2013:KH.C11.732
KH2013:KH.C11.733,-3.3072311452,-0.8517716069,0.5643891795,1,KH2013:KH.C11.733
KH2013:KH.C11.734,0.4909550258,1.9548620842,0.3821470554,1,KH2013:KH.C11.734_STAB1/2
KH2013:KH.C11.735,0.452518342,1.8749023606,0.409711973,1,KH2013:KH.C11.735_MET31/32
KH2013:KH.C11.736,-1.9217700901,-1.4089757191,1,1,KH2013:KH.C11.736
KH2013:KH.C11.737,0.1658393048,3.7245866371,0.6034745929,1,KH2013:KH.C11.737
KH2013:KH.C1.174,-0.3132327563,5.8171951089,0.113412003,1,UST
KH2013:KH.C11.74,-0.1877492359,6.853815502,0.348684616,1,KH2013:KH.C11.74
KH2013:KH.C1.175,0.0788783515,5.0651694176,0.8030791325,1,KLRC1/2/3
KH2013:KH.C11.75,-0.0537132237,6.1588205275,0.7949484961,1,TMT1
KH2013:KH.C1.176,-0.4393646904,1.0746274588,0.6180705255,1,KH2013:KH.C1.176
KH2013:KH.C11.76,0.006056424,6.8303184836,1,1,MAPK11/14
KH2013:KH.C1.177,-0.1623855261,5.6781882879,0.5054535454,1,TMCO3
KH2013:KH.C11.77,-0.6354927904,0.4943905635,0.6413798485,1,LGI1/2/3/4
KH2013:KH.C1.178,-0.1042436162,3.1620527257,0.7829240554,1,SSU72
KH2013:KH.C11.78,-0.2430805266,0.6885777677,0.8433387518,1,KH2013:KH.C11.78
KH2013:KH.C1.179,0.0687640091,5.6806832669,0.7312114148,1,ABCF3
KH2013:KH.C11.79,-0.9813655061,-0.0612701291,0.328198558,1,TEPP
KH2013:KH.C1.18,0.8848258277,1.8822956048,0.078374516,1,PI16
KH2013:KH.C11.8,-0.0477205655,5.1295331113,0.8599156444,1,SLC39A1/2/3
KH2013:KH.C1.180,0.0888917643,5.6828107193,0.6481135802,1,FAM13A
KH2013:KH.C11.80,0.0688727914,5.3011650146,0.7490866328,1,KH2013:KH.C11.80_KIF5C
KH2013:KH.C1.181,-0.1093459661,4.3079733561,0.7960663842,1,KH2013:KH.C1.181_CUZD1
KH2013:KH.C11.81,-0.1090832636,6.1289832588,0.5675511536,1,COG1
KH2013:KH.C1.182,-0.3166264084,5.4409359326,0.1961782801,1,KH2013:KH.C1.182
KH2013:KH.C11.82,-0.1277392873,5.5727701762,0.5213546533,1,HNRNPL/2
KH2013:KH.C1.183,-0.4460295977,6.1763989854,0.1800236821,1,TDH
KH2013:KH.C11.83,0.1726021165,4.499351088,0.4986967403,1,FCF2
KH2013:KH.C1.184,0.0292035334,4.5665638681,0.9584127205,1,KH2013:KH.C1.184_FBN2
KH2013:KH.C11.84,-0.2555331454,3.8896649851,0.4207169107,1,MAP2K5
KH2013:KH.C1.185,-0.1895637666,4.5338629048,0.5512833096,1,KH2013:KH.C1.185_TRPT1
KH2013:KH.C11.85,-0.396272052,3.3823256997,0.2873329103,1,KH2013:KH.C11.85_GBH-2
KH2013:KH.C1.186,0.2136248792,3.7750533502,0.4858378463,1,C1ORF50
KH2013:KH.C11.86,0.014573233,6.735762629,0.928379534,1,PTK7
KH2013:KH.C1.187,0.0670064042,4.9265912657,0.7804811318,1,TNFAIP8L1/2/3
KH2013:KH.C11.87,-0.3659549049,2.7745330107,0.4172598198,1,CCDC65
KH2013:KH.C1.188,-0.4463194758,10.8082380223,0.1959767566,1,Ci-epi1
KH2013:KH.C11.88,-0.3027593323,4.8567764363,0.2759533145,1,CNIH4
KH2013:KH.C1.189,-0.3030912333,4.2442765436,0.2843353731,1,KH2013:KH.C1.189_FOXRED2
KH2013:KH.C11.89,0.2131155039,13.8375474407,0.2464187925,1,NID1/2
KH2013:KH.C1.19,-0.1350325512,6.9162131416,0.5325193019,1,ANKMY2
KH2013:KH.C11.9,-0.0383450943,6.16417111,0.89104488,1,ASUN
KH2013:KH.C1.190,0.1313893675,4.8288421816,0.6061932548,1,KH2013:KH.C1.190_ATG3
KH2013:KH.C11.90,-0.2660994275,2.1477398872,0.7321030756,1,KH2013:KH.C11.90_R106.2
KH2013:KH.C1.191,-0.0731960077,4.5700491118,0.7995189281,1,KH2013:KH.C1.191
KH2013:KH.C11.91,-0.0625513808,5.1692754703,0.8445768627,1,KH2013:KH.C11.91_LRP1B
KH2013:KH.C1.192,0.0450608371,3.8082943098,0.9418132793,1,C20ORF72
KH2013:KH.C1.193,0.4746907196,1.1929448722,0.6802251246,1,KH2013:KH.C1.193
KH2013:KH.C11.93,0.0445795108,6.2493030947,0.8277853776,1,NAT6
KH2013:KH.C1.194,-0.0521682747,3.2722184137,1,1,POLR3H
KH2013:KH.C11.94,0.0917059834,8.2905849864,0.5874118588,1,KIAA0020
KH2013:KH.C1.195,-0.060889857,4.0258232156,0.9011718126,1,CCDC62
KH2013:KH.C11.95,-0.7537434893,2.9958569783,0.107822846,1,Ci-clstr01137
KH2013:KH.C1.196,0.17243195,7.3247995828,0.323432038,1,ETV1/4/5
KH2013:KH.C11.96,-1.5359956557,-0.3579051018,0.2660422625,1,KH2013:KH.C11.96_PSG1/11/2/3/4/5/6/7/8/9
KH2013:KH.C1.197,-0.2130334512,0.9494399799,0.8859703226,1,KH2013:KH.C1.197
KH2013:KH.C11.97,0.0670606915,5.6705126993,0.8055445251,1,DSCC1
KH2013:KH.C1.198,0.0802934358,6.9496058236,0.6347501721,1,RERE
KH2013:KH.C11.98,-0.032838975,5.4623739672,0.8640657917,1,GAL3ST1/2/3
KH2013:KH.C1.199,-0.1628297339,4.0935665375,0.6003164587,1,BBS1
KH2013:KH.C11.99,0.011076279,12.4095254923,0.955064036,1,KH2013:KH.C11.99_ATP2A1/2
KH2013:KH.C1.2,0.0512240337,7.4281902922,0.7904867528,1,IMPDH1/2
KH2013:KH.C1.20,-0.1316675085,9.2431676177,0.5006174777,1,KH2013:KH.C1.20_K04C1.4
KH2013:KH.C1.200,-0.3439701104,6.1733294975,0.058548157,1,FAM110C
KH2013:KH.C1.201,-0.4323551446,1.3928469149,0.5327190215,1,KH2013:KH.C1.201_MCH2
KH2013:KH.C1.202,0.4998271124,4.4484906904,0.0896453581,1,DNAPOL-ALPHA60
KH2013:KH.C1.203,0.0933626003,5.8832647569,0.6921884809,1,CG
KH2013:KH.C1.204,0.5329394705,3.6051582548,0.1461568532,1,KCNB1/2
KH2013:KH.C1.205,-0.127533577,-0.1814606391,1,1,KH2013:KH.C1.205
KH2013:KH.C1.206,-0.0996711163,6.6132325802,0.5682599978,1,ECE1/2
KH2013:KH.C1.207,-0.8305026777,2.2009232588,0.0974552114,1,KH2013:KH.C1.207_TSPAN4/9
KH2013:KH.C1.208,1.158497576,0.8246570977,0.2106827357,1,TEX14
KH2013:KH.C1.209,-0.127218091,4.8498059911,0.6509097552,1,MRPS22
KH2013:KH.C1.21,0.0644847821,5.6184021581,0.8169330219,1,KH2013:KH.C1.21_CG2781
KH2013:KH.C12.1,0.8229324467,2.8406156851,0.0316384367,1,KH2013:KH.C12.1_ACOT1/2/3/4/5/6
KH2013:KH.C1.210,-2.1333444819,-0.2950094337,0.179222165,1,KH2013:KH.C1.210
KH2013:KH.C12.10,0.3485105814,1.5948358173,0.7147234071,1,GM4736
KH2013:KH.C12.100,0.1731925483,6.4018611115,0.3296033866,1,GON4L
KH2013:KH.C12.101,0.217526092,2.9639748299,0.5571267617,1,KH2013:KH.C12.101_GBP1/2/3/4/5/6/7
KH2013:KH.C12.102,-0.6504168568,1.4383660672,0.3626846112,1,KH2013:KH.C12.102
KH2013:KH.C12.103,0.0668993709,9.4393103138,0.6957972856,1,LMNB1/2
KH2013:KH.C12.104,-3.8192672313,-0.9560044989,0.5222943727,1,CASP3/7
KH2013:KH.C12.105,-0.0158307962,1.8394403401,1,1,KH2013:KH.C12.105_EGR1/2/3/4
KH2013:KH.C12.106,-0.2542160623,-0.1488381806,1,1,KH2013:KH.C12.106_LYPD2
KH2013:KH.C12.107,-0.0494622698,6.6039102304,0.7742728203,1,RPL10
KH2013:KH.C12.108,0.1504667804,7.2993569638,0.3568139475,1,RRP12
KH2013:KH.C12.109,0.2976459885,3.516582146,0.4035080012,1,C40A11.2/3/4/6/7
KH2013:KH.C1.211,-0.0272390782,4.6192966648,1,1,SYX-7
KH2013:KH.C12.11,-0.0610697191,7.8386492397,0.7436061517,1,KH2013:KH.C12.11
KH2013:KH.C12.110,-0.1928664518,3.4728073233,0.5471086275,1,CASC1
KH2013:KH.C12.111,0.8780318551,-0.6982985307,1,1,KH2013:KH.C12.111_SI:DKEY-165A24.5
KH2013:KH.C12.112,-0.2618992385,3.8182154251,0.4820775178,1,KH2013:KH.C12.112_ALOX5
KH2013:KH.C12.113,0,-1.5202957475,1,1,KH2013:KH.C12.113
KH2013:KH.C12.114,-0.0763494349,6.6138288024,0.6672951741,1,UBE2D3
KH2013:KH.C12.115,0.3498453216,3.6533832257,0.3385233805,1,KH2013:KH.C12.115_T07G12.2/5
KH2013:KH.C12.116,0.1546961809,7.0377818882,0.3805386062,1,POU2F1/2
KH2013:KH.C12.117,-0.0134521765,4.9944920018,0.9670375321,1,NGDN
KH2013:KH.C12.118,-0.1583187598,4.5459939959,0.5440881117,1,FBXL4
KH2013:KH.C12.119,-0.1485231296,6.9737103955,0.4198869588,1,SH3KBP1
KH2013:KH.C1.212,-0.4471578175,8.7543743041,0.1375756002,1,DPY19L1/2
KH2013:KH.C12.12,0.4095135084,1.9329487561,0.6104821907,1,KH2013:KH.C12.12_E1C120_CHICK
KH2013:KH.C12.120,0.8280907359,1.1884891493,0.1645945505,1,KH2013:KH.C12.120
KH2013:KH.C12.121,-0.3403643772,2.7392070778,0.5141623366,1,KH2013:KH.C12.121_PRKG1
KH2013:KH.C12.122,-1.3697227622,0.2170694665,0.1807890505,1,KH2013:KH.C12.122
KH2013:KH.C12.123,-0.7359726738,2.2460423994,0.1428723513,1,KH2013:KH.C12.123
KH2013:KH.C12.124,2.1673052153,-0.370818495,0.2227193034,1,KH2013:KH.C12.124
KH2013:KH.C12.125,0.0143392294,2.8134223055,0.9481545119,1,KH2013:KH.C12.125
KH2013:KH.C12.126,0,-1.5202957475,1,1,KH2013:KH.C12.126
KH2013:KH.C12.127,0.0224785267,4.8451433965,0.9530504449,1,CCDC104
KH2013:KH.C12.128,0.0161323158,5.4071736133,0.9542398709,1,ATG2B
KH2013:KH.C12.129,0.1226684073,7.75616397,0.4702025249,1,EZR
KH2013:KH.C1.213,-0.3962218552,3.1494075874,0.4287134454,1,KH2013:KH.C1.213
KH2013:KH.C12.13,0.3977693948,5.6312748765,0.0545926944,1,FRAS1
KH2013:KH.C12.130,-0.2446268496,0.1901164393,1,1,KH2013:KH.C12.130
KH2013:KH.C12.131,-0.5166264723,2.6461285711,0.4385442778,1,MYO9A
KH2013:KH.C12.133,-0.4347970856,0.1229873273,0.8162088184,1,KH2013:KH.C12.133
KH2013:KH.C12.134,-0.0354458489,6.4147060831,0.8576446613,1,WAPAL
KH2013:KH.C12.135,0.2277148937,2.0845292078,0.5948137979,1,KH2013:KH.C12.135_GP1BA
KH2013:KH.C12.136,0,-1.4053514135,1,1,KH2013:KH.C12.136_LYPD2
KH2013:KH.C12.137,0.0926642719,7.1397832789,0.6072786573,1,PPP3CB
KH2013:KH.C12.138,-0.0391094249,4.6196065707,0.9259485978,1,MRPS31
KH2013:KH.C12.139,-0.6268215685,1.0199566087,0.526180027,1,FGFR2
KH2013:KH.C1.214,-0.0592260665,0.6970808302,1,1,KH2013:KH.C1.214_NLRP1/10/11/12/13/14/2/3/4/5/6/7/8/9
KH2013:KH.C12.14,0.0771961635,8.8479733466,0.6538078984,1,CDH10/11/12/18/19/20/22/24/5/6/7/8/9
KH2013:KH.C12.140,0,-1.2989801135,1,1,KH2013:KH.C12.140
KH2013:KH.C12.141,0.0333078692,4.0327259152,0.8715254232,1,KH2013:KH.C12.141_CSTF1
KH2013:KH.C12.142,-0.0519038283,6.3179900975,0.830618358,1,SNZ1/2/3
KH2013:KH.C12.143,0.0246405719,7.421781251,0.899093055,1,EIF4E-3/4/5
KH2013:KH.C12.144,-0.0489616531,3.4832750896,0.8919037217,1,4732471D19RIK
KH2013:KH.C12.145,-0.2261592413,1.0828555134,0.8750583415,1,KH2013:KH.C12.145
KH2013:KH.C12.146,-0.5159096739,3.091673694,0.2387287656,1,KH2013:KH.C12.146
KH2013:KH.C12.147,2.9033136705,-1.4014457914,1,1,KH2013:KH.C12.147
KH2013:KH.C12.148,-0.5026811931,3.2027065754,0.270250805,1,SYCP2L
KH2013:KH.C12.149,0.041333129,6.3177799531,0.7973029524,1,KH2013:KH.C12.149_FAR1/2
KH2013:KH.C1.215,0.6942866893,1.8687721256,0.2518903931,1,ACCN1/2
KH2013:KH.C12.15,-0.1456868395,3.6522883838,0.7204560572,1,BAR-1
KH2013:KH.C12.150,0.1168900261,5.8076175521,0.6186573014,1,OXA1L
KH2013:KH.C12.151,0.9510549368,-0.2573903651,0.6307819341,1,KH2013:KH.C12.151_BDS1
KH2013:KH.C12.152,-0.6573172498,2.8168364073,0.3547662497,1,NUB
KH2013:KH.C12.153,0.1065938764,6.5091749313,0.6023711765,1,BCKDHB
KH2013:KH.C12.154,-5.0232053846,-0.1031407316,0.0516205827,1,KH2013:KH.C12.154_BDS1
KH2013:KH.C12.155,0.0719922399,2.2744572026,0.934048193,1,C6ORF118
KH2013:KH.C12.156,0.3814252001,10.9288293511,0.0498469498,1,NAS-30/33/36/37/38/39
KH2013:KH.C12.157,-0.345861333,5.1151734118,0.135404327,1,KH2013:KH.C12.157_KLHL20
KH2013:KH.C12.158,0.2726088004,2.7430589641,0.5393345186,1,KH2013:KH.C12.158_BIRC2/3
KH2013:KH.C12.159,-0.0817517609,4.7092979808,0.7501409399,1,ETNK1/2
KH2013:KH.C1.216,-0.1132275098,8.9699943116,0.511186739,1,MYL1/3/4/6
KH2013:KH.C12.16,0.2668245377,2.4774639812,0.6373668418,1,CPE
KH2013:KH.C12.160,0.3908517711,3.4568390734,0.291491928,1,ADGB
KH2013:KH.C12.161,0.4563405825,2.7807651432,0.2187445918,1,KH2013:KH.C12.161_CG7381
KH2013:KH.C12.162,0,-1.5202957475,1,1,KH2013:KH.C12.162
KH2013:KH.C12.163,0.3827136823,3.2700171007,0.301344877,1,DPA
KH2013:KH.C12.164,0.0883287301,8.0350121002,0.5997996842,1,CTPS/2
KH2013:KH.C12.165,-1.9217700901,-1.4089757191,1,1,TSP74F
KH2013:KH.C12.166,-0.3829564481,4.040858332,0.1925132978,1,STK16
KH2013:KH.C12.167,0,-1.5202957475,1,1,KH2013:KH.C12.167
KH2013:KH.C12.168,-0.4852486788,2.032452173,0.4275915761,1,PYROXD1
KH2013:KH.C12.169,0.1119205962,6.5513230447,0.5268709758,1,RBM20
KH2013:KH.C1.217,0.2249801904,4.9273692028,0.3473141545,1,NSMCE4A
KH2013:KH.C12.17,-0.3058665828,3.0899243223,0.5152316389,1,CASR
KH2013:KH.C12.170,3.7899507881,-0.7754699647,0.5200603508,1,SI:CH211-197G15.10/5/6/7/8/9
KH2013:KH.C12.171,-0.4868534664,2.5460226018,0.3009783098,1,KH2013:KH.C12.171
KH2013:KH.C12.172,0.0375070251,5.1419086028,0.8376108229,1,KH2013:KH.C12.172
KH2013:KH.C12.173,0.1293824888,5.5595601924,0.5265666948,1,GRY
KH2013:KH.C12.174,-0.2965166289,4.9135457204,0.2250168649,1,TSGA13
KH2013:KH.C12.175,-0.079078295,0.460215224,1,1,KH2013:KH.C12.175_KBTBD12
KH2013:KH.C12.176,0.7069649445,2.8667910632,0.0807162238,1,CYP1A/1/2
