GeneID,log2FoldChange,logCPM,PValue,padj,GeneName
KH2013:KH.C5.12,0.0178337853,7.8912677531,0.9177022154,1,CDC25A
KH2013:KH.C5.120,-1.9217700901,-1.4089757191,1,1,KH2013:KH.C5.120
KH2013:KH.C5.121,0.1127782217,6.6308442237,0.5267469417,1,AC114947.1
KH2013:KH.C5.122,0.1107008531,6.2021469679,0.5842450301,1,KH2013:KH.C5.122_GAL10
KH2013:KH.C5.123,-1.310792537,0.4453750694,0.1373448538,1,ANKS1B
KH2013:KH.C5.124,0.6511022525,3.5384384173,0.0687437162,1,CLDN16/17/19
KH2013:KH.C5.126,0.4795976989,1.8432364857,0.4502592324,1,CABZ01080599.1
KH2013:KH.C5.127,0.1851132517,3.490446352,0.7387733911,1,KH2013:KH.C5.127_FMO1
KH2013:KH.C5.128,-0.4121864667,6.2726286727,0.0497233726,1,PDE4D
KH2013:KH.C5.129,-0.0501884129,5.2077314199,0.8533238945,1,KH2013:KH.C5.129
KH2013:KH.C5.13,-0.517635296,5.5000720787,0.180039848,1,KH2013:KH.C5.13_NRP1
KH2013:KH.C5.130,0.1664813244,6.3718442433,0.4348118169,1,KR-H1
KH2013:KH.C5.131,0.1974153543,5.4547104941,0.4168257284,1,POC1A
KH2013:KH.C5.132,0.0117513636,5.601804208,1,1,PORCN
KH2013:KH.C5.133,-0.3919883034,2.6941342331,0.3756904599,1,KH2013:KH.C5.133
KH2013:KH.C5.134,-0.3578124864,8.0684571987,0.1010315926,1,NUCB1/2
KH2013:KH.C5.135,0.1118999019,7.0969805599,0.4999273284,1,PYC1/2
KH2013:KH.C5.136,-0.1747498588,5.8014021735,0.363263245,1,DPH2
KH2013:KH.C5.137,0.2525048321,5.4625476896,0.2422537773,1,RPRD1A
KH2013:KH.C5.138,0.2511764994,4.2443496489,0.4675613746,1,POLE4
KH2013:KH.C5.139,0,-1.5202957475,1,1,KH2013:KH.C5.139
KH2013:KH.C5.14,0.0661751638,6.2595265834,0.740586594,1,SLC35E1
KH2013:KH.C5.140,-0.6769194544,2.1999951975,0.2647475607,1,KH2013:KH.C5.140_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C5.141,0.0619917047,7.0659036182,0.7164934499,1,ZCCHC11/6
KH2013:KH.C5.142,0.1768658172,5.4281567104,0.4006080673,1,ASF1A
KH2013:KH.C5.143,0.3123680141,7.1594189698,0.0870219358,1,DUSP6/7/9
KH2013:KH.C5.144,-0.0832847211,0.2274733,1,1,PDZK1IP1
KH2013:KH.C5.145,0.1572949548,5.7472689119,0.5113373513,1,FAM193A
KH2013:KH.C5.146,0.1792047974,6.073103645,0.5174196453,1,HEATR1
KH2013:KH.C5.147,0.2050185478,4.8199818457,0.5335276801,1,KH2013:KH.C5.147_MYO7A
KH2013:KH.C5.148,-0.0385186574,5.9477113141,0.8457792574,1,SH3BGRL/2
KH2013:KH.C5.149,0.1090807606,5.3348813511,0.602372208,1,MVP
KH2013:KH.C5.15,-0.0512187762,4.3861084781,0.8796050705,1,USMG5
KH2013:KH.C5.150,0.5562417006,2.2401440326,0.3144755908,1,FOXE1/3
KH2013:KH.C5.151,-0.0481626676,2.8771779248,1,1,MAP7D1/2/3
KH2013:KH.C5.152,0.1036533054,5.6328738341,0.6054953761,1,KH2013:KH.C5.152
KH2013:KH.C5.153,-0.2172674494,2.5843429523,0.5827036919,1,KH2013:KH.C5.153
KH2013:KH.C5.154,0.4809682764,5.7798620816,0.1433754607,1,KLF5
KH2013:KH.C5.155,-0.0658004685,7.5483921194,0.7089366903,1,KH2013:KH.C5.155
KH2013:KH.C5.156,-0.6697497581,1.4722083844,0.4983493918,1,KH2013:KH.C5.156
KH2013:KH.C5.157,-0.1174119902,2.342956241,0.8788498641,1,KH2013:KH.C5.157
KH2013:KH.C5.158,0.2190241208,7.8731725073,0.1918211822,1,NOP14
KH2013:KH.C5.159,-0.1566035244,9.4467287186,0.4231630617,1,KH2013:KH.C5.159
KH2013:KH.C5.16,0.3460079002,7.6472976418,0.1069961621,1,CD109
KH2013:KH.C5.160,-4.3840849133,-0.9348543574,0.0920008886,1,KH2013:KH.C5.160_CLCN7
KH2013:KH.C5.161,0.1538478343,5.8628637421,0.4852519275,1,KH2013:KH.C5.161_PRMT5
KH2013:KH.C5.162,0.1241897977,6.0069437254,0.5137834273,1,MIF4GD
KH2013:KH.C5.163,0.0794478608,5.0057142553,0.7605159042,1,DMXL1/2
KH2013:KH.C5.164,0.2737057446,2.8174317412,0.6235482315,1,ALG6
KH2013:KH.C5.165,0.0210849229,6.2365605656,0.9347989055,1,UBE2NL
KH2013:KH.C5.166,-0.1549777838,5.9112936365,0.449912961,1,RPL32
KH2013:KH.C5.167,-0.2534504965,3.6387868165,0.4409894475,1,KH2013:KH.C5.167
KH2013:KH.C5.168,-0.0375244004,2.107787164,0.8930471527,1,ADAR
KH2013:KH.C5.17,-0.0932216398,6.4006063422,0.5986934075,1,RFC3
KH2013:KH.C5.170,-0.0590733782,2.7562636504,0.9593002032,1,LIPI
KH2013:KH.C5.171,0.0002332214,5.9051968161,1,1,FAM105B
KH2013:KH.C5.172,0.7293928074,0.0924537268,0.4295292915,1,KH2013:KH.C5.172
KH2013:KH.C5.173,1.0793582988,-0.3867757815,0.4023626668,1,GDF5/6
KH2013:KH.C5.174,-0.096695972,5.0616690337,0.6891606209,1,KH2013:KH.C5.174_BSC6
KH2013:KH.C5.175,0.0975454317,5.4895770098,0.6527327064,1,DDX31
KH2013:KH.C5.176,-0.6486870697,-0.5223548369,0.7166627313,1,CiEnds1
KH2013:KH.C5.177,-0.0700562416,5.9416898031,0.6903170024,1,HIAT1
KH2013:KH.C5.178,0.0653547566,4.7816176945,0.8178889991,1,WDPCP
KH2013:KH.C5.179,0.2194118231,4.6582368597,0.375707502,1,KH2013:KH.C5.179
KH2013:KH.C5.18,0.3880489309,4.6659021873,0.1354618471,1,SOWAHB
KH2013:KH.C5.180,-0.3534196942,1.8149969974,0.5952625206,1,KH2013:KH.C5.180
KH2013:KH.C5.181,0.0178638596,5.1384276993,0.9707377469,1,TOE1
KH2013:KH.C5.182,-1.8858625261,-0.4966534566,0.2940331505,1,ELOVL1/7
KH2013:KH.C5.183,0.2330254026,6.7398766735,0.1954050395,1,PTPRD
KH2013:KH.C5.184,-0.0124287463,9.1461205755,0.9424779017,1,RPS2
KH2013:KH.C5.185,0.39002115,4.2564146352,0.240066518,1,MAN2C1
KH2013:KH.C5.186,0.258387636,-0.2948959386,1,1,KH2013:KH.C5.186_GLCAT-S
KH2013:KH.C5.187,-0.3105508896,0.6445089042,0.7147353559,1,KH2013:KH.C5.187
KH2013:KH.C5.188,-3.3119102608,-1.1097439902,0.5225180375,1,KH2013:KH.C5.188_CHODL
KH2013:KH.C5.189,0.2125579318,6.4544164151,0.2399100739,1,KH2013:KH.C5.189_ALS2CR8
KH2013:KH.C5.19,0.2595043861,5.3565698356,0.2133274945,1,KH2013:KH.C5.19_SH3PXD2B
KH2013:KH.C5.190,-0.2405270935,4.2485097742,0.4837900214,1,KH2013:KH.C5.190
KH2013:KH.C5.191,-0.1742058086,5.7920269471,0.3688663019,1,PSMA5
KH2013:KH.C5.192,-0.1465682261,4.8414375165,0.5432053804,1,NDUFB6
KH2013:KH.C5.193,-0.1212461761,5.7446779926,0.5755206539,1,ATP6V0E/1/2
KH2013:KH.C5.194,-4.730429142,-0.5907531289,0.0588084161,1,KH2013:KH.C5.194
KH2013:KH.C5.195,0.1563546227,3.3307962034,0.6520115829,1,KH2013:KH.C5.195
KH2013:KH.C5.196,-0.7806365147,1.3111190037,0.2392264102,1,KH2013:KH.C5.196
KH2013:KH.C5.197,0.0004919429,5.4924221856,1,1,S1PR1/4
KH2013:KH.C5.198,-0.0833648758,5.2992494234,0.6899594115,1,C16ORF93
KH2013:KH.C5.199,1.0393988624,-0.4470342191,0.5550092167,1,KH2013:KH.C5.199
KH2013:KH.C5.2,-0.0923884985,6.1419995242,0.6375316664,1,ALKBH8
KH2013:KH.C5.20,-0.1388849713,1.9622902061,0.9461738143,1,KH2013:KH.C5.20
KH2013:KH.C5.200,-0.1902395339,3.7835096666,0.6194369504,1,NACP60E
KH2013:KH.C5.201,-0.0008526037,5.4552207895,0.9881510408,1,PXK
KH2013:KH.C5.202,-0.0527818675,3.8754482113,0.9722170719,1,TWIST1
KH2013:KH.C5.203,-0.0701743323,3.437020411,0.9013581693,1,KH2013:KH.C5.203
KH2013:KH.C5.204,-1.8905062279,-0.2294542667,0.2710444297,1,KH2013:KH.C5.204
KH2013:KH.C5.205,1.9549195823,-0.423029651,0.1428483457,1,CG3759
KH2013:KH.C5.206,0.1250526805,2.9678063722,0.8012159569,1,KH2013:KH.C5.206
KH2013:KH.C5.207,-0.0589375569,3.7813508641,0.8713597944,1,MUL1
KH2013:KH.C5.208,-0.517604312,4.4059982053,0.2356950405,1,KH2013:KH.C5.208
KH2013:KH.C5.209,0.4853451937,0.1339980916,0.8708052603,1,KH2013:KH.C5.209
KH2013:KH.C5.21,-0.6810661641,4.5575934579,0.0587992437,1,KH2013:KH.C5.21_CUBN
KH2013:KH.C5.210,0.3353469299,5.7474127962,0.1067523121,1,KH2013:KH.C5.210_PRDM16
KH2013:KH.C5.211,-0.076789157,5.1268659059,0.8134605095,1,ACOT11/12
KH2013:KH.C5.212,-0.1685063302,6.0046898879,0.4043357281,1,COX4I1/2
KH2013:KH.C5.213,0.2020716498,4.9188860052,0.42179614,1,ARNT/2
KH2013:KH.C5.214,-0.1869495234,4.992178099,0.4566372369,1,KH2013:KH.C5.214
KH2013:KH.C5.215,0.1075177429,7.7284876692,0.5867793596,1,ADD1/2/3
KH2013:KH.C5.216,-0.0517460371,4.8151022578,0.8768313207,1,TRIM23
KH2013:KH.C5.217,0.2893497244,6.462678751,0.1055744679,1,CASKIN1/2
KH2013:KH.C5.218,-0.3199455203,2.5675949725,0.4915818673,1,KH2013:KH.C5.218
KH2013:KH.C5.219,-0.2595480966,3.552849489,0.4778108778,1,KH2013:KH.C5.219
KH2013:KH.C5.22,-0.1218795328,1.8521559684,0.7589153939,1,KH2013:KH.C5.22_AGPHD1
KH2013:KH.C5.220,-0.4956594869,-0.1969727974,0.8224928951,1,KH2013:KH.C5.220
KH2013:KH.C5.221,-0.0397622868,4.7922390657,0.8684322888,1,NAGK
KH2013:KH.C5.222,0.193718938,6.2442189847,0.2672638212,1,TNPO1/2
KH2013:KH.C5.223,-0.1084428494,3.8763476958,0.7489204713,1,C18H16ORF70
KH2013:KH.C5.224,-0.0855934105,2.8552823176,0.822404722,1,ZBBX
KH2013:KH.C5.225,-0.1970456165,4.9100600481,0.4147206187,1,NOTCH2/3
KH2013:KH.C5.226,-0.176276056,3.9355189404,0.5864727819,1,LRRC71
KH2013:KH.C5.227,0.4016412682,7.2292417168,0.2233108586,1,KH2013:KH.C5.227_F56C4.4
KH2013:KH.C5.228,0.0347936107,4.7682352764,0.9072686646,1,KH2013:KH.C5.228_JMJD5
KH2013:KH.C5.229,0.2402919379,4.9423996556,0.309805555,1,FH/1
KH2013:KH.C5.23,0.0569676113,9.0601870045,0.7461379911,1,OGT
KH2013:KH.C5.230,-4.2876537851,-0.5312457295,0.1707187582,1,KH2013:KH.C5.230
KH2013:KH.C5.231,0.3533093243,5.744243371,0.0665647162,1,ELAVL1/2/3/4
KH2013:KH.C5.232,-0.0416598571,7.2622525154,0.8336990135,1,TIMP4
KH2013:KH.C5.233,1.073153217,1.2164945266,0.2235582034,1,KEK6
KH2013:KH.C5.234,-0.2291910527,5.3303441975,0.331575632,1,SAC3D1
KH2013:KH.C5.235,-0.1590888234,5.9924383456,0.5780223864,1,KH2013:KH.C5.235_KRTAP10-4/6/7
KH2013:KH.C5.236,0.0773857683,6.4248788519,0.7174258104,1,MMP21
KH2013:KH.C5.237,-2.2784178825,0.3469973475,0.2839091605,1,KH2013:KH.C5.237
KH2013:KH.C5.238,-0.2389098199,3.9227505179,0.4438711396,1,Ci-TRPA2
KH2013:KH.C5.239,0.1290726901,7.1603629552,0.4967971443,1,SLK
KH2013:KH.C5.24,-0.0021029451,6.5670759308,0.9780066531,1,TMEM9
KH2013:KH.C5.240,-0.4210652702,9.1064094177,0.2329024237,1,KH2013:KH.C5.240_LRP5/8
KH2013:KH.C5.242,0.3212634753,0.55781259,0.6766361664,1,KH2013:KH.C5.242
KH2013:KH.C5.243,-0.0248773052,5.8423199859,0.8879749054,1,GADD45GIP1
KH2013:KH.C5.244,-1.8573454744,0.0252179362,0.2049596243,1,KH2013:KH.C5.244_MBL1/2
KH2013:KH.C5.245,-0.4188125059,3.2290809541,0.3298536718,1,KH2013:KH.C5.245_KLHL12
KH2013:KH.C5.246,-0.1464056117,3.4459317924,0.6589218932,1,KH2013:KH.C5.246_PIPOX
KH2013:KH.C5.247,0.0310939688,6.9078156766,0.8579728574,1,EIF4B
KH2013:KH.C5.248,0.1753272252,3.3930160803,0.7467212236,1,KH2013:KH.C5.248
KH2013:KH.C5.249,0.0864428328,6.795842394,0.6091717442,1,ARHGEF10L
KH2013:KH.C5.25,-0.0428784661,11.3497542113,0.8179487607,1,KH2013:KH.C5.25_SLC25A4/5/6
KH2013:KH.C5.250,0.0747013011,6.6293042306,0.6633536877,1,PDE8B
KH2013:KH.C5.251,0.0471768059,5.1853319398,0.8279682501,1,RRP36
KH2013:KH.C5.252,-3.4479818748,-1.1939564359,0.2837770562,1,KH2013:KH.C5.252
KH2013:KH.C5.253,0.1256709202,2.1552202354,0.888938569,1,KCNIP1/2/3/4
KH2013:KH.C5.254,0.061661206,3.7545556532,0.8920701331,1,FYB
KH2013:KH.C5.255,0.7938191147,1.1052549035,0.2494841875,1,KH2013:KH.C5.255_NFIL3
KH2013:KH.C5.256,0.0243503859,2.5734250254,1,1,KH2013:KH.C5.256
KH2013:KH.C5.257,-0.0409783736,6.5199784576,0.8162719477,1,MCM10
KH2013:KH.C5.258,0.0547502832,8.0569933521,0.7646392765,1,KH2013:KH.C5.258_RNF38/44
KH2013:KH.C5.259,-0.2149827212,3.9935068923,0.4925283834,1,DGCR8
KH2013:KH.C5.26,-0.0513771223,3.2894629832,0.9040162678,1,KH2013:KH.C5.26_CSAD
KH2013:KH.C5.260,-0.7546815589,-0.7197829601,1,1,KH2013:KH.C5.260
KH2013:KH.C5.261,0.2259484413,0.93155635,0.8592003513,1,CYP1A/1
KH2013:KH.C5.262,-0.8856655365,0.5428934803,0.3426675369,1,KH2013:KH.C5.262
KH2013:KH.C5.263,-0.1156670684,6.3665885814,0.5214634771,1,POFUT1
KH2013:KH.C5.264,0.0435247737,1.7283040571,1,1,KH2013:KH.C5.264
KH2013:KH.C5.265,-0.4003293662,5.5160135878,0.0742081633,1,CLCN1/2
KH2013:KH.C5.266,0.1160687781,-0.7810632296,1,1,KH2013:KH.C5.266
KH2013:KH.C5.267,-0.2303864261,5.51258823,0.277475651,1,LTA4H
KH2013:KH.C5.268,0.0603831222,5.8080139127,0.7555110039,1,RAB3GAP1
KH2013:KH.C5.269,-0.0172099701,7.5685848349,0.9184404853,1,TMEM56
KH2013:KH.C5.27,-1.495769014,3.1705695303,0.0331160265,1,KH2013:KH.C5.27_FUT3/4/5/6/7/9
KH2013:KH.C5.271,-0.5881426219,-0.861713967,1,1,KH2013:KH.C5.271_PLB1
KH2013:KH.C5.272,0.6602301206,0.542703277,0.582657177,1,KH2013:KH.C5.272
KH2013:KH.C5.273,0.1662313978,4.5949046935,0.5292076257,1,RRP15
KH2013:KH.C5.274,-0.3164976725,5.0662218917,0.2120101334,1,AK3/4
KH2013:KH.C5.275,-1.3527525689,0.6766970257,0.1881647178,1,KH2013:KH.C5.275_NRP2
KH2013:KH.C5.276,0.0327220381,5.4596966427,0.9038033534,1,TSSC4
KH2013:KH.C5.277,0.0434972347,9.0066625456,0.7987678533,1,VCP
KH2013:KH.C5.278,-0.2343737131,5.2035983208,0.3786068043,1,VEZT
KH2013:KH.C5.279,-0.0111786841,4.6300130327,1,1,KH2013:KH.C5.279
KH2013:KH.C5.28,-0.1721058626,6.3243560023,0.3240443098,1,AGPAT6/9
KH2013:KH.C5.281,0.0449628115,7.6396301318,0.8064036355,1,KIAA0494
KH2013:KH.C5.282,0.1272431155,4.7178432293,0.6795101226,1,ANKRD13C
KH2013:KH.C5.283,-1.1243590763,0.3241688696,0.3268791829,1,KH2013:KH.C5.283
KH2013:KH.C5.284,0.7724084941,0.7572842189,0.3343429705,1,KH2013:KH.C5.284
KH2013:KH.C5.285,-0.1348143081,6.78605892,0.4386958343,1,WDR1
KH2013:KH.C5.286,-0.1432637212,6.5399728214,0.4347372804,1,ATP5D
KH2013:KH.C5.287,-0.1590705702,4.3720461685,0.6567428517,1,PRKCQ
KH2013:KH.C5.288,0.0745926899,2.9623400853,0.9116825618,1,KH2013:KH.C5.288
KH2013:KH.C5.289,0.0271512282,8.2231468676,0.8781795988,1,ALAS/1/2
KH2013:KH.C5.29,-0.0921180119,6.2775676483,0.606547157,1,GLDC
KH2013:KH.C5.290,-0.2577182924,4.1865679765,0.4714268966,1,HCCS
KH2013:KH.C5.291,-0.4487907333,1.0225374914,0.7876839208,1,KH2013:KH.C5.291_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C5.292,-0.083000951,5.2097439078,0.7093433117,1,TDRD12
KH2013:KH.C5.293,-0.0333930621,4.1734141281,0.9760825659,1,KH2013:KH.C5.293
KH2013:KH.C5.294,0.2507791773,1.4805119748,0.7417424396,1,KH2013:KH.C5.294
KH2013:KH.C5.295,-0.1618174716,1.8324144902,0.7632008883,1,AMDHD1
KH2013:KH.C5.296,-3.5391397852,-1.0345459677,0.5225083456,1,KH2013:KH.C5.296_PLB1
KH2013:KH.C5.297,-0.3683289662,2.5466181184,0.4610627238,1,KH2013:KH.C5.297
KH2013:KH.C5.298,-0.0171863406,8.0941739729,0.9223937552,1,TCEAL3/5/6
KH2013:KH.C5.299,-0.1023565577,5.0227888739,0.6991114144,1,KH2013:KH.C5.299_CAPSL
KH2013:KH.C5.3,-0.0767694847,8.9654098573,0.663586323,1,CALR
KH2013:KH.C5.30,-0.1696867654,4.8764287651,0.6056936757,1,KH2013:KH.C5.30
KH2013:KH.C5.301,2.5283552666,-0.7066986916,0.1735423054,1,KH2013:KH.C5.301
KH2013:KH.C5.302,0.28084419,2.1714335063,0.6559932449,1,BLVRB
KH2013:KH.C5.303,-0.2722368603,4.3887741323,0.3061327762,1,MAGEB10/16/17/18/4
KH2013:KH.C5.304,0.1496311485,4.587570176,0.5348765231,1,ALOX12
KH2013:KH.C5.305,0.1449364422,2.1879417702,0.8860225681,1,KH2013:KH.C5.305_C7ORF72
KH2013:KH.C5.306,0.2275855455,4.4319522067,0.4097021457,1,NAGPA
KH2013:KH.C5.307,0.5832218502,0.4265654413,0.5198106005,1,KH2013:KH.C5.307
KH2013:KH.C5.308,0.1437777197,5.2706492925,0.4843182722,1,KH2013:KH.C5.308
KH2013:KH.C5.309,0.1008070414,0.5335408762,0.8444679686,1,KH2013:KH.C5.309_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C5.31,-0.145063007,7.1585391384,0.4037017147,1,CTSB
KH2013:KH.C5.311,0.3996542556,4.4292150162,0.1183140054,1,VBP1
KH2013:KH.C5.312,0.1174822335,7.2663526649,0.5332341885,1,KMO
KH2013:KH.C5.313,-0.0777292951,3.5266763624,0.771247081,1,KH2013:KH.C5.313
KH2013:KH.C5.314,0.0042433245,4.5126311567,0.9780445353,1,KH2013:KH.C5.314_C07E3.9
KH2013:KH.C5.315,0.1126005821,5.7776510927,0.6327449462,1,PAIP1
KH2013:KH.C5.316,0.0837132016,5.867753249,0.7095143172,1,KIAA0368
KH2013:KH.C5.317,-0.2801978389,3.7663957386,0.3835664984,1,ORAOV1
KH2013:KH.C5.318,0.4177359744,1.0177830351,0.6042485871,1,KH2013:KH.C5.318
KH2013:KH.C5.32,0.8284780483,3.4487934954,0.0559424952,1,CSMD1/2/3
KH2013:KH.C5.320,-0.0398190956,7.4682176453,0.8069958224,1,KH2013:KH.C5.320
KH2013:KH.C5.321,0.0718509522,6.7665119493,0.7170641742,1,DDHD1
KH2013:KH.C5.322,0.1373274315,6.2384097218,0.47397985,1,KH2013:KH.C5.322
KH2013:KH.C5.323,-0.1893140109,3.8793626517,0.5911604709,1,SCP2
KH2013:KH.C5.324,0.2393456815,6.7087828545,0.1566989246,1,TRPM/1/3/6/7
KH2013:KH.C5.325,-0.1821515124,1.2373015694,1,1,KH2013:KH.C5.325_MGST1
KH2013:KH.C5.326,0.4044824001,2.6121736206,0.4703633074,1,KH2013:KH.C5.326_FUT8
KH2013:KH.C5.327,-0.8521567199,1.6955590492,0.2142631412,1,KH2013:KH.C5.327_TRY-2
KH2013:KH.C5.328,-0.2257999464,0.1286311516,1,1,KH2013:KH.C5.328_C20ORF152
KH2013:KH.C5.329,-0.0177228152,3.0725585458,1,1,KH2013:KH.C5.329
KH2013:KH.C5.33,-0.3168831655,4.2800686492,0.3256944553,1,KH2013:KH.C5.33
KH2013:KH.C5.330,-1.1168453671,3.1148383987,0.0711886088,1,KH2013:KH.C5.330
KH2013:KH.C5.331,-0.1773443799,6.4964902812,0.3178380835,1,IWS1
KH2013:KH.C5.332,0.0592469624,5.8795835713,0.8094595465,1,KH2013:KH.C5.332_XDH
KH2013:KH.C5.333,0.0007789306,5.2523869743,0.9859587312,1,KH2013:KH.C5.333
KH2013:KH.C5.335,0.2183577057,2.6501088094,0.7023827969,1,KH2013:KH.C5.335
KH2013:KH.C5.336,-0.2061692873,5.2337851583,0.352532029,1,BNIP2
KH2013:KH.C5.337,1.0427470026,-1.2969922522,0.5225180375,1,KH2013:KH.C5.337
KH2013:KH.C5.338,2.826656724,-0.3365982645,0.0818100946,1,KH2013:KH.C5.338_LRP5/8
KH2013:KH.C5.339,0.0058381833,6.0406621974,0.9903494912,1,KH2013:KH.C5.339
KH2013:KH.C5.34,0.2748444485,1.9265296533,0.6909603682,1,RX1/2/3
KH2013:KH.C5.340,-0.9922596191,1.5240819317,0.1576743081,1,FBXW4
KH2013:KH.C5.341,0.098383834,7.0780566873,0.5642731763,1,STK3/4
KH2013:KH.C5.342,-0.0212238591,6.8086818817,0.9372695545,1,EIF5B
KH2013:KH.C5.343,-0.0640263554,11.3479147603,0.7260944009,1,Ci-cluster00020
KH2013:KH.C5.344,-0.2440678933,3.6810725243,0.4989588811,1,TRUB2
KH2013:KH.C5.345,-0.4505660036,3.506503835,0.1808153456,1,KH2013:KH.C5.345_TMEM180
KH2013:KH.C5.346,-0.4615471785,4.2926871911,0.0984354206,1,KH2013:KH.C5.346_DDC
KH2013:KH.C5.347,-0.0299447125,4.2152416761,0.9494956692,1,SMG9
KH2013:KH.C5.348,0.0532263897,7.4040458304,0.7776987918,1,KH2013:KH.C5.348_EPS15
KH2013:KH.C5.349,-0.4667012404,3.1618016944,0.3093231376,1,PIGV
KH2013:KH.C5.35,0.1398544922,6.3002221711,0.4437176236,1,UMPS
KH2013:KH.C5.350,-1.6534990979,0.059358303,0.4987314744,1,ERM
KH2013:KH.C5.351,0.3812782671,2.224444464,0.5913650137,1,KH2013:KH.C5.351_PSG1/11/2/3/4/5/6/7/8/9
KH2013:KH.C5.352,0.485070135,3.0513091801,0.2445882202,1,HUM-4
KH2013:KH.C5.353,-2.010360208,-0.4934367571,0.1744783987,1,KH2013:KH.C5.353_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C5.355,-0.5266607949,3.5861211119,0.1564579033,1,APBB1/2
KH2013:KH.C5.356,-0.1288526947,8.4387157553,0.4836835964,1,KH2013:KH.C5.356_F23F1.6
KH2013:KH.C5.357,0.5748308014,2.7932304092,0.1530370676,1,DNAH12/7
KH2013:KH.C5.358,0.0089550153,7.3432174716,0.9643170027,1,DMTF1
KH2013:KH.C5.359,0.4480311209,5.4488560378,0.0273231925,1,FANCI
KH2013:KH.C5.36,-0.1042553942,6.8237419149,0.5763620723,1,ZNF280B
KH2013:KH.C5.360,0.5289243221,2.1153492366,0.5507567581,1,KH2013:KH.C5.360
KH2013:KH.C5.361,-0.2235543099,3.7934465853,0.5490120271,1,DUSP16
KH2013:KH.C5.362,-0.0991950164,6.5183661014,0.5708148664,1,CIR1
KH2013:KH.C5.363,0.1321578041,6.8860121268,0.4410331874,1,KH2013:KH.C5.363_GPR161
KH2013:KH.C5.364,0.1168448146,3.4740985348,0.828942895,1,TCEB2
KH2013:KH.C5.365,0.3722516911,5.2625842756,0.1548462923,1,ZFYVE16/9
KH2013:KH.C5.366,0.0199419808,6.9450748799,0.9108721011,1,U2SURP
KH2013:KH.C5.367,-0.0481291044,3.4436551248,0.9101417916,1,LRP2
KH2013:KH.C5.368,0.525119486,2.490602545,0.2694714853,1,KH2013:KH.C5.368
KH2013:KH.C5.369,0.0278241878,7.2493782918,0.8580537107,1,DEPDC1B
KH2013:KH.C5.37,-0.7927505755,4.7789321019,0.0392527045,1,KH2013:KH.C5.37
KH2013:KH.C5.370,0.118847181,5.7991315264,0.560200279,1,KH2013:KH.C5.370_SLC38A9
KH2013:KH.C5.371,0.0235331794,4.2079753061,0.9647958429,1,CCDC164
KH2013:KH.C5.372,0.0684689478,6.5947967332,0.7095769397,1,RAD54L2
KH2013:KH.C5.373,-0.0254024508,5.5115165395,0.917615824,1,MAX
KH2013:KH.C5.374,-0.0866329852,5.9010845167,0.6646666601,1,STOML2
KH2013:KH.C5.375,0.2761670065,6.2450280587,0.121535162,1,PCCA
KH2013:KH.C5.376,0.4065244209,2.9817861754,0.2733484004,1,SPATA17
KH2013:KH.C5.377,0.001503181,5.571358859,0.9697506189,1,LMBRD2
KH2013:KH.C5.378,0.0645301598,7.0306069968,0.6953836363,1,C9ORF93
KH2013:KH.C5.379,-0.2092051997,4.6951507432,0.4330743659,1,CEP41
KH2013:KH.C5.38,0.0775811788,5.1184758315,0.7429071755,1,CG5098
KH2013:KH.C5.380,0.060337298,4.5754122059,0.8091517247,1,MRPL37
KH2013:KH.C5.381,0.1369663843,7.5848898801,0.4098106817,1,DOT1L
KH2013:KH.C5.382,0.2384789049,6.3285922401,0.2621328936,1,DOCK1/2/5
KH2013:KH.C5.383,1.2078296066,0.3659349059,0.3023919529,1,KH2013:KH.C5.383
KH2013:KH.C5.384,0.1770157587,5.0747115968,0.6464116582,1,FNDC1
KH2013:KH.C5.385,-0.2105770091,5.5155514996,0.493362763,1,SUSD2
KH2013:KH.C5.386,-0.3809914219,4.2874895821,0.2114226982,1,REXO1
KH2013:KH.C5.387,-0.1144309177,3.1882021018,0.7612150142,1,KH2013:KH.C5.387
KH2013:KH.C5.388,-0.6454317646,1.0370689462,0.4326011827,1,C1ORF177
KH2013:KH.C5.389,1.1115448003,1.3955871542,0.058241073,1,Ci-TK;
KH2013:KH.C5.39,0.0665467859,-0.7759260268,1,1,KH2013:KH.C5.39
KH2013:KH.C5.390,-0.0093161022,3.1386831798,1,1,KH2013:KH.C5.390_AGBL2/3
KH2013:KH.C5.391,0.390875072,1.6697457231,0.3925934657,1,KH2013:KH.C5.391
KH2013:KH.C5.392,-0.1527274208,4.520493573,0.5592253207,1,IDH3B
KH2013:KH.C5.393,-0.0890183001,3.7482613329,0.8629210872,1,DAO
KH2013:KH.C5.394,0.0170734178,7.4591019162,0.9316593898,1,BUB3
KH2013:KH.C5.395,-0.2231445491,1.7776832789,0.8432935772,1,KH2013:KH.C5.395
KH2013:KH.C5.396,-0.2221863961,2.3119310737,0.5860349982,1,LRRC23
KH2013:KH.C5.397,0.2006651646,6.1738377439,0.2759504537,1,KH2013:KH.C5.397
KH2013:KH.C5.398,-0.3268284569,3.9384079029,0.3712258471,1,PAD-2
