counts	countsheart15.promoter500	countsheart15.promoter1k	countsheart15.TSS	countsheart15.five_prime_utr	countsheart15.CDS	countsheart15.intron	countsheart15.TTS	countsheart15.three_prime_utr	countsheart15.intergenic	countsheart15.TSC	countsheart15.genome	countsasm15.promoter500	countsasm15.promoter1k	countsasm15.TSS	countsasm15.five_prime_utr	countsasm15.CDS	countsasm15.intron	countsasm15.TTS	countsasm15.three_prime_utr	countsasm15.intergenic	countsasm15.TSC	countsasm15.genome	log2OddsRatioheart15.promoter500	log2OddsRatioheart15.promoter1k	log2OddsRatioheart15.TSS	log2OddsRatioheart15.five_prime_utr	log2OddsRatioheart15.CDS	log2OddsRatioheart15.intron	log2OddsRatioheart15.TTS	log2OddsRatioheart15.three_prime_utr	log2OddsRatioheart15.intergenic	log2OddsRatioheart15.TSC	log2OddsRatioheart15.genome	log2OddsRatioasm15.promoter500	log2OddsRatioasm15.promoter1k	log2OddsRatioasm15.TSS	log2OddsRatioasm15.five_prime_utr	log2OddsRatioasm15.CDS	log2OddsRatioasm15.intron	log2OddsRatioasm15.TTS	log2OddsRatioasm15.three_prime_utr	log2OddsRatioasm15.intergenic	log2OddsRatioasm15.TSC	log2OddsRatioasm15.genome	pheart15.promoter500	pheart15.promoter1k	pheart15.TSS	pheart15.five_prime_utr	pheart15.CDS	pheart15.intron	pheart15.TTS	pheart15.three_prime_utr	pheart15.intergenic	pheart15.TSC	pheart15.genome	pasm15.promoter500	pasm15.promoter1k	pasm15.TSS	pasm15.five_prime_utr	pasm15.CDS	pasm15.intron	pasm15.TTS	pasm15.three_prime_utr	pasm15.intergenic	pasm15.TSC	pasm15.genome	fdrheart15.promoter500	fdrheart15.promoter1k	fdrheart15.TSS	fdrheart15.five_prime_utr	fdrheart15.CDS	fdrheart15.intron	fdrheart15.TTS	fdrheart15.three_prime_utr	fdrheart15.intergenic	fdrheart15.TSC	fdrheart15.genome	fdrasm15.promoter500	fdrasm15.promoter1k	fdrasm15.TSS	fdrasm15.five_prime_utr	fdrasm15.CDS	fdrasm15.intron	fdrasm15.TTS	fdrasm15.three_prime_utr	fdrasm15.intergenic	fdrasm15.TSC	fdrasm15.genome
XBP1.2	1957	0	2	0	0	3	2	1	0	3	0	8	6	3	4	3	3	8	2	1	3	3	14	-Inf	0.882902086385918	-Inf	-Inf	1.08935296385334	-0.439026008501444	1.33036106335714	-Inf	0.492112133353751	-Inf	0.423470467748621	0.287292341465253	-0.406604530809067	0.449942679109812	0.541865168550851	-0.658667818821857	0.266230725937424	0.397475259215676	-0.117097913614082	-0.179833668962045	1.73089899294087	-0.137562016173798	1	0.307741364428302	1	1	0.180055196891796	0.754559515003702	0.347017722566209	1	0.368182983157841	1	0.258372724354421	0.375863776231153	0.75884556091486	0.344905978933522	0.349025493734668	0.850327503341973	0.355625856918973	0.457083853069975	0.667534852119375	0.662237242166055	0.0727507335372879	0.674247342979519	1	1	1	1	1	0.978629532470707	1	1	1	1	1	0.977650138672305	1	1	0.95747517587637	1	0.96811294888321	1	1	1	0.483912355101157	0.996883262862533
ATF3	8223	0	2	0	3	5	6	0	0	2	0	12	17	18	9	5	21	22	3	6	12	5	55	-Inf	-1.36559593969096	-Inf	-0.266060266140049	-0.346230614824033	-1.02348996286597	-Inf	-Inf	-2.36559593969096	-Inf	-1.20465972147591	-0.337026787494193	0.141364049028919	-0.536707856083718	-0.918136962719742	0.113433116281128	-0.40866466158285	-1.23129484797937	0.482400966863986	-0.283133779498991	0.339660794747904	-0.266060266140049	1	0.959343401351214	1	0.704647166825505	0.757161019607343	0.977057069409446	1	1	0.999375265165446	1	0.99944282785247	0.848128712332011	0.390595778018187	0.892199053562378	0.951139325359909	0.406554161708189	0.916617050258885	0.965957810167921	0.297854926881478	0.778865808211475	0.392936244762684	0.914417064467044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.96811294888321	1	0.986972318658765	1	0.874600028665329	0.996883262862533
CREB3L1.2	2045	3	4	2	2	2	3	0	0	2	0	7	3	3	3	2	9	10	2	2	5	1	15	1.66509471515263	1.91663348214859	1.47606089076261	1.2645567855689	0.402060309318835	0.099497539298404	-Inf	-Inf	-0.182902191402321	-Inf	0.156303894916877	-0.809990167796154	-0.472408808597306	-0.04860109969073	-0.133992590921375	0.928129120986423	0.538121858894864	0.331670981427437	0.866007409078625	0.522354543036547	-0.0308990979572711	-0.100440031210348	0.080663461959454	0.0281176014414191	0.17727861948172	0.217476310075424	0.455918214829012	0.535997439981049	1	1	0.665603669653552	1	0.443923899813852	0.894212112206278	0.784641799243952	0.603229568006272	0.647947922402771	0.057153305145239	0.165367876910933	0.480118187388979	0.31288894148845	0.279717109109617	0.646612250911339	0.640641325416057	0.743738960788153	0.431136555435093	0.909180505362115	0.867026010986182	1	0.978629532470707	1	1	1	1	1	1	1	1	0.97478453089795	1	0.96811294888321	1	0.986972318658765	1	0.991472118064054	0.996883262862533
E2F.1.2.3	1215	0	1	0	0	1	0	0	0	0	0	2	2	2	2	1	3	4	1	3	0	1	5	-Inf	0.542924505317427	-Inf	-Inf	0.139568811086218	-Inf	-Inf	-Inf	-Inf	-Inf	-0.920731699181596	-0.632162201240664	-0.297295050645804	0.122081384357377	-0.385522233657539	0.048660314888008	-0.0574680359733354	0.0708560610022042	2.27472839436785	-Inf	0.742233313540833	-0.945822680144426	1	0.503903778203651	1	1	0.601531278342446	1	1	1	1	1	0.891075707095462	0.815496106876785	0.705472131493582	0.552194405416846	0.731439623824468	0.557183876758989	0.599714894582829	0.618620065493842	0.0290458252471287	1	0.458460940077992	0.962540307052408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.97478453089795	1	0.96811294888321	1	0.926921910331368	1	0.890248763409715	0.996883262862533
ERF	1199	0	1	0	0	0	1	0	0	0	0	1	5	6	4	4	1	7	1	0	1	2	12	-Inf	0.562469748207102	-Inf	-Inf	-Inf	-0.731261454849608	-Inf	-Inf	-Inf	-Inf	-1.90959869610812	0.740562070520813	1.36016157291399	1.17681605570935	1.70931113653637	-1.53861637690721	0.792639520135269	0.0904013038918793	-Inf	-1.06829644212718	1.81622634045289	0.360161572913986	1	0.499252753734343	1	1	1	0.810803198899142	1	1	1	1	0.976341072135216	0.188725813982215	0.034758533274808	0.109213828621196	0.0394791924904447	0.944919909240998	0.119205867469644	0.613694542746102	1	0.877274504666629	0.119929731202128	0.235522347732065	1	1	1	1	1	0.978629532470707	1	1	1	1	1	0.713849083585449	0.747095679671098	0.528469068601743	0.363208570912091	1	0.96811294888321	1	1	1	0.483912355101157	0.996883262862533
ELK1.3.4	806	0	2	0	0	0	4	0	1	1	0	6	2	0	1	1	2	2	1	1	1	0	5	-Inf	2.19304775918888	-Inf	-Inf	-Inf	1.91011379591738	-Inf	2.39949863665631	0.169201017234514	-Inf	1.3011965630445	-0.0293446621475667	-Inf	-0.29237906798136	0.217295305435559	0.0555442354389464	-0.469917253533548	0.673673600095302	1.19304775918888	-0.485024145923756	-Inf	-0.343005141051329	1	0.0770823815456008	1	1	1	0.0251069059711892	1	0.183443985721031	0.592567647008795	1	0.0396426910859006	0.607191165692791	1	0.708063666869772	0.580587712931994	0.575656140267431	0.764593144043655	0.471177456868102	0.361615907545991	0.75467964991072	1	0.758918743263145	1	0.571861050316429	1	1	1	0.72071218895057	1	0.950302438147354	1	1	0.718689775498357	1	1	1	0.97478453089795	1	0.96811294888321	1	0.986972318658765	1	1	0.996883262862533
EHF	1059	0	1	0	0	0	1	0	0	0	0	1	2	3	1	1	0	3	0	0	1	1	7	-Inf	0.745273740118318	-Inf	-Inf	-Inf	-0.548457462938392	-Inf	-Inf	-Inf	-Inf	-1.7267947041969	-0.429812966439773	0.50307283770169	-0.692847372273567	-0.183172998856648	-Inf	-0.277809872994723	-Inf	-Inf	-0.885492450215963	0.944582548341725	-0.251398242163927	1	0.456713469472443	1	1	1	0.769773715229686	1	1	1	1	0.963214347522618	0.751198596902486	0.359769552211963	0.802378347229612	0.681540680934952	1	0.704856199337331	1	1	0.842842169641712	0.413647649370684	0.726207389925553	1	1	1	1	1	0.978629532470707	1	1	1	1	1	1	1	1	0.97478453089795	1	0.96811294888321	1	1	1	0.890248763409715	0.996883262862533
ETV1.4.5	816	0	2	0	0	0	4	0	1	1	0	6	2	0	1	1	2	2	1	1	1	0	5	-Inf	2.1749974614575	-Inf	-Inf	-Inf	1.892063498186	-Inf	2.38144833892493	0.151150719503132	-Inf	1.28314626531312	-0.047394959878948	-Inf	-0.310429365712742	0.199245007704177	0.0374939377075651	-0.487967551264929	0.655623302363921	1.1749974614575	-0.503074443655138	-Inf	-0.36105543878271	1	0.0787344924348707	1	1	1	0.0261127604692236	1	0.185509627531158	0.597114304131068	1	0.0416631753912091	0.61391278378603	1	0.712521664663942	0.585117815592025	0.58237901517326	0.770531770600982	0.475371602373963	0.365186858968796	0.75895050097323	1	0.768198114801347	1	0.571861050316429	1	1	1	0.72071218895057	1	0.950302438147354	1	1	0.718689775498357	1	1	1	0.97478453089795	1	0.96811294888321	1	0.986972318658765	1	1	0.996883262862533
FLI1	899	0	2	0	0	0	3	0	0	0	0	4	5	2	2	2	2	4	1	1	1	0	8	-Inf	2.0330775042346	-Inf	-Inf	-Inf	1.31547723493532	-Inf	-Inf	-Inf	-Inf	0.539088663560933	1.16386411176995	0.145552233493012	0.564928668496193	1.08198710471555	-0.104426019515336	0.38537924816548	0.51370334514102	1.0330775042346	-0.644994400878039	-Inf	0.185080597679649	1	0.0928682358020461	1	1	1	0.126497262167006	1	1	1	1	0.301521080022589	0.0791099206687204	0.542650153007832	0.39621699500919	0.250009921785308	0.635171553631378	0.370249015590645	0.508950988289711	0.394088986164652	0.791672820538104	1	0.409149807287115	1	0.607034135517049	1	1	1	0.93959494386989	1	1	1	1	1	0.507226300865074	1	1	0.95747517587637	1	0.96811294888321	1	0.986972318658765	1	1	0.996883262862533
KH2013.KH.C10.148	960	0	2	0	0	1	2	0	0	0	0	4	3	1	2	3	2	5	2	2	3	0	8	-Inf	1.93676878976144	-Inf	-Inf	0.486107380751872	0.614840694874075	-Inf	-Inf	-Inf	-Inf	0.442779949087771	0.309680813367604	-0.963695536687649	0.468619954023031	1.59573187192637	-0.200734733988498	0.618693020369681	1.45134196259119	1.98567839024238	0.874033034413474	-Inf	0.0887718832064868	1	0.103697698573094	1	1	0.515837600738292	0.380537586682853	1	1	1	1	0.343920042583655	0.439309262304409	0.858115785231236	0.428381480231966	0.0836221512136381	0.670572511114435	0.233529721511215	0.173640718219508	0.0982880257832287	0.231445181919884	1	0.480828948187987	1	0.607034135517049	1	1	1	0.978629532470707	1	1	1	1	1	1	1	1	0.545373146283479	1	0.96811294888321	1	0.926921910331368	1	1	0.996883262862533
ETS96B	950	0	2	0	0	0	2	0	0	0	0	3	4	1	2	2	2	4	1	1	2	0	8	-Inf	1.95213734807072	-Inf	-Inf	-Inf	0.630209253183362	-Inf	-Inf	-Inf	-Inf	0.0345995082626974	0.750503486901074	-0.948326978378361	0.483988512332318	1.00104694855167	-0.18536617567921	0.304439092001606	0.432763188977145	0.952137348070724	0.289172335348295	-Inf	0.104140441515774	1	0.101898540772389	1	1	1	0.375634666518205	1	1	1	1	0.563119028005412	0.221098662077211	0.855174824408747	0.423167221361325	0.270251518537514	0.664963697137327	0.409581773692962	0.528532353816689	0.411212039635119	0.490731866007929	1	0.469185180838636	1	0.607034135517049	1	1	1	0.978629532470707	1	1	1	1	1	0.782349111965515	1	1	0.95747517587637	1	0.96811294888321	1	0.986972318658765	1	1	0.996883262862533
FOXE1.3	3954	7	4	6	6	2	10	2	1	4	3	16	14	8	10	6	7	14	2	3	12	4	32	2.13593262316603	0.913540201829586	2.39896702899983	2.13593262316603	-0.601032971000173	0.97673402831678	1.39896702899983	0.0204554057460977	-0.137085871240382	3.72089512388719	0.426274374995563	0.528250045944794	0.0066496062210673	0.814004528278671	0.550970122444877	-0.460434640827372	0.0525166149783962	-0.671422298891571	0.498502702550742	0.896466688470644	1.13593262316603	0.0484697819156942	0.00272407146793959	0.186022550870171	0.00263353309661046	0.00544389766261537	0.805878133769783	0.0436574249801215	0.205518153896155	0.640682552301763	0.644372381012934	0.00595288010784964	0.161858170194342	0.127933563502942	0.547357730177063	0.0756893419451505	0.246844799700543	0.840936539922757	0.487750318761102	0.826217663962214	0.375094938695873	0.0401103531842053	0.13125968777858	0.453662327599209	0.187960931287832	0.802222250627613	0.181713783666122	0.37562893872046	1	0.814974230050138	0.905885532468691	1	1	0.410748727441625	0.797729553100687	0.563169633080808	1	0.50180527736193	0.95747517587637	1	0.96811294888321	1	0.986972318658765	1	0.503162136484558	0.996883262862533
FOXI1.3	2918	3	2	4	3	2	5	1	1	7	0	13	11	7	8	5	6	9	3	2	5	4	21	1.12872125523564	0.280724348680692	2.10015210303887	1.38026002223161	-0.134313150598152	0.339618037734261	0.728183325651913	0.487175226148119	1.21361015282216	-Inf	0.56612656754294	0.613623561389058	0.267049411783616	0.920828403594309	0.728183325651913	-0.227422554989633	-0.158159892552519	0.415025440392283	0.329633949161639	-0.01401891688044	1.60265244356805	-0.130874066631381	0.176603991559217	0.50138050928828	0.0214975764035136	0.126553145105266	0.649633193012419	0.372276491233738	0.473325096244411	0.526710236565095	0.0415306733037922	1	0.118030890873315	0.12219604440037	0.37362029873519	0.074719071084768	0.201252603188501	0.702683135869667	0.672285180769938	0.403097712717309	0.484482842239678	0.57261549489796	0.0552896128338401	0.688441811486491	0.870405386970427	1	0.74166638592122	0.867026010986182	1	0.978629532470707	1	1	1	1	0.796549030104341	0.563169633080808	1	0.50180527736193	0.865852365279509	1	0.96811294888321	1	0.986972318658765	1	0.476872910691871	0.996883262862533
FOXL1	3247	3	1	4	4	3	6	1	0	4	2	11	10	5	8	6	4	12	1	1	7	2	24	0.96563939472609	-0.929663226607217	1.93707024252932	1.7026049888923	0.324093365638566	0.459748464996132	0.565101465142361	-Inf	0.166552088652086	3.02453308377966	0.144114699532331	0.302067059308567	-0.408426323496448	0.757746543084757	0.854608082337346	-0.997834729248796	0.11764248817114	-1.40173167092244	-0.88235751182886	0.340034909507588	0.324093365638566	-0.0909441336402777	0.218951147263036	0.851738380118514	0.0304138143968677	0.0471146709129665	0.441818265636853	0.286901961345203	0.511130548930292	1	0.486269685187776	0.0429887078593778	0.418824212254992	0.307874899404496	0.789510002510301	0.118714066135174	0.1327298350615	0.954862363157702	0.434815266792805	0.92754993130016	0.842622923787469	0.330198897062244	0.48777028117015	0.647529347148321	0.974520853195393	1	0.839421277353548	0.811398640214889	1	0.978629532470707	1	1	1	0.607359615153856	1	0.905693422296074	1	0.528469068601743	0.678396934758777	1	0.96811294888321	1	1	1	0.890248763409715	0.996883262862533
KH2013.KH.C1.1304	3814	5	6	3	4	3	7	1	1	5	1	13	14	8	13	9	5	15	2	3	7	5	28	1.5751381448014	1.66129478855111	1.19180950524989	1.45484391108369	0.0763322878299576	0.454843911083688	0.317340387333753	0.0763322878299576	0.26581008669367	1.45484391108369	0.15528362922478	0.584126928028654	0.0625264883049272	1.30728672266983	1.27427166544187	-0.912527154564842	0.216057051496571	-0.61554541680771	0.554379584634602	0.0922738316989791	1.5751381448014	-0.102373599154564	0.0383796808027729	0.0193069291879444	0.168122097700151	0.0762933858494384	0.550918370721844	0.26872209219788	0.570497573037725	0.626934305686297	0.414699358271264	0.344620305632585	0.395952451028117	0.103762579472357	0.505667909827302	0.00478557598577491	0.0195057633507061	0.954366193585217	0.326859508917761	0.81016173827983	0.353451522603823	0.491849527826817	0.0383796808027729	0.66941551810332	0.743738960788153	0.380622318276619	0.909180505362115	0.811398640214889	1	0.978629532470707	1	1	1	1	1	0.549952381675528	1	0.132081897207388	0.22431627853312	1	0.96811294888321	1	0.986972318658765	1	0.358218455259562	0.996883262862533
FOXK1.2	3838	0	1	1	2	1	4	0	0	4	0	8	15	9	12	7	7	14	1	2	7	4	29	-Inf	-1.18713666811947	-0.554868452619956	0.307628023630109	-1.59049236235068	-0.422764916612611	-Inf	-Inf	-0.090921352860166	-Inf	-0.59926257197841	0.685265551103759	0.236544925568626	1.16219758410855	0.846494109761811	-0.414270122447156	0.0986811333586125	-1.65920511243469	-0.090921352860166	0.0825614679953355	1.18209714154625	-0.0579539462867047	1	0.896562716814872	0.774343639429517	0.495872414904378	0.949108627706972	0.780930495400722	1	1	0.620598264651794	1	0.911332625482632	0.0623359541266342	0.368663549505934	0.0128579648377823	0.11438542498192	0.818105692281068	0.442609012249181	0.955839829785933	0.635978087190866	0.498567756612897	0.121174075181839	0.610260123429281	1	1	1	0.942361079619342	1	0.978629532470707	1	1	1	1	1	0.477908981637529	1	0.202882064395227	0.607122640288651	1	0.96811294888321	1	1	1	0.483912355101157	0.996883262862533
FOXN1	2202	1	0	1	1	1	3	1	1	2	0	5	8	7	3	1	0	2	2	2	5	1	14	-0.141809832661442	-Inf	0.291149574614665	0.0895157134450142	-0.744474335116057	-0.0114131954057665	1.15364605086473	0.912637951360935	-0.293812926106491	-Inf	-0.457311658389371	0.546988479044255	0.692512136996432	-0.1595118343949	-1.26956537985981	-Inf	-1.95677793882892	0.220760246723267	0.755096674374455	0.411443808332377	-0.141809832661442	-0.314277028666207	0.674263911057894	1	0.568806032523998	0.617640695855209	0.814131531684897	0.586631298340784	0.381615463478876	0.429226291097678	0.705173155273832	1	0.813110426288688	0.195950581776	0.156689300656033	0.653439820135266	0.909668938882328	1	0.995993613896013	0.519763662145377	0.345070146709174	0.332900995536471	0.674263911057894	0.822861755792597	1	1	1	1	1	0.978629532470707	1	1	1	1	1	0.713849083585449	1	1	1	1	0.995993613896013	1	0.986972318658765	1	1	0.996883262862533
FOXM1	4065	6	5	4	4	3	7	2	1	2	1	13	12	6	10	8	4	15	4	4	12	3	30	1.80340868463153	1.24491839527156	1.59041496129733	1.35594970766031	-0.0225619155934227	0.355949707660307	1.35594970766031	-0.0225619155934227	-1.22901279306085	1.35594970766031	0.0563894258013993	0.240472490240371	-0.478626683132322	0.770987206939151	0.977438084406577	-1.34449001048079	0.11716284807319	0.355949707660307	0.922990300384201	0.853449367131124	0.618984113494101	-0.0947117013492581	0.0135997179884439	0.0783562049117986	0.0611613977883428	0.0916485817263916	0.595333042329917	0.323961432161857	0.21441301695675	0.651246944634951	0.945011766959948	0.363276589687316	0.487662673176403	0.33342794353372	0.835898454181891	0.087270483019466	0.0670089777706447	0.989479274475125	0.420105338635049	0.396510207150012	0.183969420204156	0.0478102829520542	0.331411592418703	0.662621217088126	0.466799667425498	0.571861050316429	0.909180505362115	0.811398640214889	1	0.978629532470707	0.905885532468691	1	1	1	1	0.930847185412827	1	0.50180527736193	0.51373549624161	1	0.96811294888321	1	0.986972318658765	1	0.862340208360832	0.996883262862533
FOXJ2.3	2496	3	4	2	2	2	5	1	1	5	0	10	6	4	3	3	5	6	1	1	3	2	13	1.36548796756353	1.6170267345595	1.17645414317352	0.964950037979805	0.10245356172974	0.576384750062153	0.964950037979805	0.723941938476011	0.913419737339723	-Inf	0.397581597273387	-0.0781186839120806	-0.343802668159824	-0.348207847279825	0.176454143173517	-0.264917503918789	-0.529814653769773	-1.001883098085	-0.482508938991416	-0.545244694339379	0.723941938476011	-0.613270884862296	0.126666383505418	0.0522388861809832	0.239532875914059	0.289754567592694	0.563172119032284	0.258170959922014	0.420911447425518	0.471314466861528	0.14149824940963	1	0.242915300806569	0.608910314688265	0.745627644707887	0.73507353343924	0.502846248505079	0.716329347407713	0.86003367238865	0.865162437034006	0.756227367486211	0.811464356559722	0.355926397619271	0.957027410374755	0.743738960788153	0.571861050316429	0.909180505362115	0.867026010986182	1	0.978629532470707	1	1	1	1	1	1	1	1	0.97478453089795	1	0.96811294888321	1	1	1	0.862340208360832	0.996883262862533
FOXF1.2	2204	0	1	1	2	1	3	1	0	0	0	4	9	5	5	3	5	10	3	3	4	1	21	-Inf	-0.34248194108959	0.289786274409923	1.15228275065999	-0.745837635320798	-0.0127764956105085	1.15228275065999	-Inf	-Inf	-Inf	-0.789165066984899	0.726356935238408	0.178754962021179	0.611714369297285	0.3637868558537	-0.0775847912386068	0.425847823985951	0.839124865400358	1.38932194796084	0.0725555581892538	-0.143173132866183	0.293225358376694	1	0.722834559151541	0.569142040278422	0.242820775136861	0.814421151113535	0.587253923856669	0.381890844159177	1	1	1	0.911790685233919	0.107976778978356	0.458270387704687	0.242145971906201	0.421104377313514	0.609232584857063	0.224989100864262	0.248904100639982	0.120902857869309	0.532331309479485	0.674602328722543	0.210258394013854	1	1	1	0.867026010986182	1	0.978629532470707	1	1	1	1	1	0.549952381675528	1	0.863373775780809	0.97478453089795	1	0.96811294888321	1	0.926921910331368	1	1	0.996883262862533
FOXS1	2470	1	2	2	3	2	4	0	0	2	0	6	10	4	10	7	8	16	3	3	7	5	24	-0.314699229765585	0.533297676789365	1.1922607589543	1.63283335034028	0.118260177510521	0.250363713517866	-Inf	-Inf	-0.466702323210635	-Inf	-0.358553519355013	0.717722247926792	-0.327996052379043	1.53329767678937	1.51962273989229	0.462908348897967	0.980756653760586	0.667598768500956	1.21779585106144	0.755690098125813	2.23855441122823	0.324711054977948	0.716715062890042	0.414523195947442	0.235886277882122	0.0868089112005764	0.557394456929075	0.44159732403177	1	1	0.763845697826116	1	0.777851298593062	0.0973733851530342	0.738181386517761	0.00416614158487691	0.0160230133757902	0.238893628442941	0.0112443709157674	0.305996331414529	0.15460061564033	0.13602323630007	0.00694777981832104	0.166994738967118	1	1	0.909180505362115	0.811398640214889	1	0.978629532470707	1	1	1	1	1	0.537501086044749	1	0.132081897207388	0.22431627853312	1	0.517241062125302	1	0.986972318658765	1	0.159798935821384	0.996883262862533
FOXO.1.3.4.6	1868	1	0	1	2	0	4	1	1	3	1	7	12	8	8	8	7	12	3	3	4	8	20	0.104424466212821	-Inf	0.537383873488927	1.39988034973899	-Inf	0.669487409496272	1.39988034973899	1.1588722502352	0.561631419735604	2.53738387348893	0.291627459086968	1.42190665606899	1.14506645071017	1.59252542768139	2.1588722502352	0.677982203661727	0.952421372767771	1.08672246447936	1.63691954703984	0.320153157268258	3.53738387348893	0.466994545597529	0.612722977843428	1	0.509051525496498	0.189657771603398	1	0.254565963632884	0.334016446954712	0.377646667795994	0.341142680177341	0.183912822029218	0.354719092240338	0.00292915700077341	0.0354460692901365	0.007435991070946	0.000818078117951735	0.160634178103268	0.0279431174171259	0.180157761550118	0.0831511778809597	0.405145409043613	2.55358139152943e-06	0.101781139110776	1	1	1	0.867026010986182	1	0.978629532470707	1	1	1	0.717073158988585	1	0.134741222035577	0.747095679671098	0.171027794631758	0.112894780277339	1	0.771230040712675	1	0.926921910331368	1	0.000352394232031061	0.996883262862533
FOXA1.2.3	1498	1	1	2	3	1	5	2	1	3	1	8	7	5	5	6	1	6	2	1	3	3	13	0.432692520696071	0.233383712472664	1.93965250941595	2.38022510080194	-0.169971981758545	1.33958311630459	2.86565192797218	1.48714030471845	0.889899474218854	2.86565192797218	0.821257808613723	0.918119347866312	0.754620615583433	1.18758002285954	2.01765502141723	-1.86770241264165	0.233383712472664	0.795262600080779	0.28068942725102	0.217953671903058	2.12868633380597	0.149927481380141	0.531467753192391	0.579574873743827	0.107207995300182	0.0253307284398579	0.679338577756385	0.0552542000567354	0.0393911427764784	0.31547301266037	0.229866020054115	0.149923121740941	0.0936677019613819	0.0871328556796326	0.185308014933558	0.0774569921674349	0.00526596778797197	0.973530762698007	0.406770019365016	0.329227201974897	0.56803188811065	0.481339319638413	0.0379163637943384	0.395074688241862	1	1	0.909180505362115	0.691327660787132	1	0.814974230050138	0.905885532468691	1	1	0.667399703233866	0.796549030104341	0.507226300865074	1	0.50180527736193	0.206183684089734	1	0.96811294888321	1	1	1	0.358218455259562	0.996883262862533
FOXN1.1	1211	1	0	1	2	0	4	2	1	1	1	5	6	4	4	5	1	5	2	1	4	2	12	0.747095920787925	-Inf	1.18005532806403	2.0425518043141	-Inf	1.31215886407138	3.18005532806403	1.8015437048103	-0.428753914611493	3.18005532806403	0.431594095059996	0.999483082422211	0.733799098174467	1.16213342006677	2.0425518043141	-1.5532990125498	0.277017057951119	1.10966600017263	0.595092827342875	0.962824611843362	1.8015437048103	0.345478937271403	0.457354296735948	1	0.367733980531075	0.0940752046625959	1	0.0853871424909972	0.0266297882228466	0.263326688105172	0.74179591381359	0.122752919637385	0.318913147172066	0.0882132697156651	0.228183872655432	0.112172693427216	0.00954029730348072	0.946512116916543	0.399877678090288	0.24561766121333	0.491765967126464	0.158239623604399	0.121905625652351	0.245577908950929	0.974520853195393	1	0.909180505362115	0.811398640214889	1	0.915019371441381	0.905885532468691	0.950302438147354	1	0.607359615153856	1	0.507226300865074	1	0.528469068601743	0.22431627853312	1	0.96811294888321	1	0.986972318658765	1	0.483912355101157	0.996883262862533
FOXD1.2.3.5	3812	6	6	3	4	2	6	1	0	5	0	14	11	7	10	6	4	12	2	2	7	4	25	1.90311480671298	1.66210670720919	1.19262142390797	1.45565582974176	-0.54434417025824	0.212799305845596	0.318152305991825	-Inf	0.266622005351743	-Inf	0.272055891402371	0.203592541728969	-0.142981607876473	0.870693329020604	0.60765892318681	-1.24478388839933	-0.129306670979396	-0.614733498149638	-0.08039707049845	0.0930857503570517	1.19262142390797	-0.27552741183044	0.0100919730857107	0.0192618384959457	0.167936920950847	0.0761769234569258	0.788759446872076	0.426275050076302	0.57030032549207	1	0.414253615943885	1	0.288293220604909	0.37166412778569	0.654005224062293	0.0623729396509961	0.221720177671155	0.983240177315762	0.659421660711864	0.80992337103003	0.632186628056147	0.491288568479949	0.118963814264837	0.848565291201534	0.464230761942692	0.380622318276619	0.909180505362115	0.811398640214889	1	0.978629532470707	1	1	1	1	1	0.977650138672305	1	0.50180527736193	0.899923074077039	1	0.96811294888321	1	1	1	0.483912355101157	0.996883262862533
FOXI1.2	4264	6	4	5	5	3	8	2	1	3	2	14	17	9	14	10	7	18	4	3	13	4	36	1.72892758776062	0.796041783619162	1.92532480056413	1.67739728712054	-0.0970430124643262	0.494872248898597	1.2814686107894	-0.0970430124643262	-0.694283842963919	2.60339670567677	0.0978686724500146	0.725075262265018	0.0728819889779859	1.26100450822969	1.2814686107894	-0.577933059037796	0.33037821127035	0.281468610789404	0.381004284340318	0.911519001039098	1.01843420495561	0.115110224367283	0.0169130314284601	0.223141162020977	0.0184152405604874	0.0318476348088369	0.628580401239461	0.229744497426285	0.230488713289097	0.669467986533283	0.859682940705472	0.0705475565903545	0.444243051942944	0.0418542950990092	0.492540333633266	0.00473224240647625	0.0144248103225508	0.89097524075702	0.209805453392908	0.432538557173782	0.422604429745174	0.0321029336755196	0.159913249137273	0.347560052866349	0.466799667425498	0.905690598791026	0.74166638592122	0.691327660787132	1	0.978629532470707	0.905885532468691	1	1	0.607359615153856	1	0.438698115876428	1	0.132081897207388	0.22431627853312	1	0.96811294888321	1	0.986972318658765	1	0.538244594657163	0.996883262862533
