counts	countsheart15.promoter500	countsheart15.promoter1k	countsheart15.TSS	countsheart15.five_prime_utr	countsheart15.CDS	countsheart15.intron	countsheart15.TTS	countsheart15.three_prime_utr	countsheart15.intergenic	countsheart15.TSC	countsheart15.genome	countsasm15.promoter500	countsasm15.promoter1k	countsasm15.TSS	countsasm15.five_prime_utr	countsasm15.CDS	countsasm15.intron	countsasm15.TTS	countsasm15.three_prime_utr	countsasm15.intergenic	countsasm15.TSC	countsasm15.genome	log2OddsRatioheart15.promoter500	log2OddsRatioheart15.promoter1k	log2OddsRatioheart15.TSS	log2OddsRatioheart15.five_prime_utr	log2OddsRatioheart15.CDS	log2OddsRatioheart15.intron	log2OddsRatioheart15.TTS	log2OddsRatioheart15.three_prime_utr	log2OddsRatioheart15.intergenic	log2OddsRatioheart15.TSC	log2OddsRatioheart15.genome	log2OddsRatioasm15.promoter500	log2OddsRatioasm15.promoter1k	log2OddsRatioasm15.TSS	log2OddsRatioasm15.five_prime_utr	log2OddsRatioasm15.CDS	log2OddsRatioasm15.intron	log2OddsRatioasm15.TTS	log2OddsRatioasm15.three_prime_utr	log2OddsRatioasm15.intergenic	log2OddsRatioasm15.TSC	log2OddsRatioasm15.genome	pheart15.promoter500	pheart15.promoter1k	pheart15.TSS	pheart15.five_prime_utr	pheart15.CDS	pheart15.intron	pheart15.TTS	pheart15.three_prime_utr	pheart15.intergenic	pheart15.TSC	pheart15.genome	pasm15.promoter500	pasm15.promoter1k	pasm15.TSS	pasm15.five_prime_utr	pasm15.CDS	pasm15.intron	pasm15.TTS	pasm15.three_prime_utr	pasm15.intergenic	pasm15.TSC	pasm15.genome	fdrheart15.promoter500	fdrheart15.promoter1k	fdrheart15.TSS	fdrheart15.five_prime_utr	fdrheart15.CDS	fdrheart15.intron	fdrheart15.TTS	fdrheart15.three_prime_utr	fdrheart15.intergenic	fdrheart15.TSC	fdrheart15.genome	fdrasm15.promoter500	fdrasm15.promoter1k	fdrasm15.TSS	fdrasm15.five_prime_utr	fdrasm15.CDS	fdrasm15.intron	fdrasm15.TTS	fdrasm15.three_prime_utr	fdrasm15.intergenic	fdrasm15.TSC	fdrasm15.genome
FOXK1_1	1188	1	1	1	0	0	0	0	0	3	0	4	3	1	4	2	3	4	2	1	0	0	7	0.775364462054775	0.576055653831369	1.20832386933088	-Inf	-Inf	-Inf	-Inf	-Inf	1.23257141557756	-Inf	0.12937252793606	-0.00372660778410698	-1.27710295783936	1.19040196133362	0.672270969090672	0.0817914634019502	-0.0243368874593932	1.13793454143948	0.623361368609726	-Inf	-Inf	-0.420616328450876	0.450948654513908	0.496030700355594	0.36214488637194	1	1	1	1	1	0.144115502992994	1	0.500050702213524	0.581203401985767	0.911213624778535	0.106533407970554	0.363878825795331	0.541940141879299	0.581975911523346	0.238922973531887	0.485119371457313	1	1	0.824730219553371	0.998084064709988	0.906432147983592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXL1_1	4661	6	4	4	3	5	9	1	4	8	0	19	14	15	6	6	8	13	3	3	10	4	37	1.58940156588765	0.65651576174619	1.37640784255345	0.65651576174619	0.576345413062207	0.546332843995767	0.00443906516649709	2.14194258891643	0.708983181640326	-Inf	0.445011656552478	0.271225605861398	0.756051435297105	-0.254947563652152	0.293945682361482	-0.513409239696122	-0.31950537531937	-0.308718820093133	0.241478262467346	0.342855282842428	0.878908183082638	0.0186880209047769	0.0251501699781298	0.27342574131412	0.0913654832841486	0.321555444900465	0.268256198413872	0.188121813003745	0.646958827002827	0.0242128650746554	0.140569555645781	1	0.129252525026773	0.291789504834502	0.0475622916110472	0.718745948194809	0.381338491854094	0.876456808899198	0.815749959458934	0.7195817255424	0.481874684876951	0.285518905265274	0.199806236501465	0.494887143021823	0.61960873309756	0.882123522572933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXL1_2	3106	4	3	3	3	2	4	2	1	4	1	8	12	7	7	4	4	8	2	2	7	3	24	1.50746452778475	0.819408534099489	1.50746452778475	1.2850721064483	-0.229501066381457	-0.0973975303741122	1.77049893361854	0.391987310364813	0.234446033378333	1.77049893361854	-0.273895185739911	0.655021716198607	0.17186149600031	0.614379731701261	0.285072106448301	-0.929940784522549	-0.431134927551108	-0.299890394272855	0.234446033378333	0.407928854233835	1.03353333945234	-0.0230501889140308	0.0665890608065301	0.26003341633469	0.107345748476451	0.144965073230008	0.683714977092297	0.623032174722883	0.140095456871072	0.549609815604015	0.451618875918936	0.289524668572141	0.747404255181142	0.0959069039076711	0.436148376882701	0.191069779124547	0.426662111320736	0.942882930679079	0.839424895907196	0.708232226579536	0.518258908688349	0.2909327259327	0.200502067939048	0.56007363513282	0.685657997284913	0.882123522572933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GABPA_1	965	0	3	0	0	0	1	0	0	0	0	3	3	2	1	1	2	1	0	0	0	0	6	-Inf	2.56301550365775	-Inf	-Inf	-Inf	-0.411893515379421	-Inf	-Inf	-Inf	-Inf	0.0116055626476191	0.302055426061814	0.0416181317140587	-0.556283424714596	-0.0466090512976765	-0.208360121294289	-1.74139482997158	-Inf	-Inf	-Inf	-Inf	-0.340554733659158	1	0.0173791698560316	1	1	1	0.737417035860036	1	1	1	1	0.57374807025229	0.44263083017098	0.581196244909626	0.771500933697587	0.647182868009234	0.673348586362799	0.964483009986891	1	1	1	1	0.769586616901793	1	0.470407475274883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GATA3_1	746	2	2	1	0	1	1	0	0	2	0	5	2	3	2	1	1	2	0	0	2	0	5	2.5126677599766	2.30621688250917	1.89117938323033	-Inf	0.855555473499607	-0.0348200353258953	-Inf	-Inf	1.30621688250917	-Inf	1.14271815022629	0.0838244611727238	1.01671026531419	0.838068046770766	0.330464428755849	-0.8421749573835	-0.356748130213258	-Inf	-Inf	0.643251869786742	-Inf	-0.229836017731038	0.0531780559574878	0.0674174812956727	0.245141977129676	1	0.430249794757738	0.64359203717555	1	1	0.199607234664685	1	0.0822160039064608	0.565023829743002	0.190909259440879	0.312471054205516	0.552367699811596	0.834090019065175	0.726119129849272	1	1	0.37044047251744	1	0.697411969166207	0.685657997284913	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GATA3_2	746	2	2	1	0	1	1	0	0	2	0	5	2	3	2	1	1	2	0	0	2	0	5	2.5126677599766	2.30621688250917	1.89117938323033	-Inf	0.855555473499607	-0.0348200353258953	-Inf	-Inf	1.30621688250917	-Inf	1.14271815022629	0.0838244611727238	1.01671026531419	0.838068046770766	0.330464428755849	-0.8421749573835	-0.356748130213258	-Inf	-Inf	0.643251869786742	-Inf	-0.229836017731038	0.0531780559574878	0.0674174812956727	0.245141977129676	1	0.430249794757738	0.64359203717555	1	1	0.199607234664685	1	0.0822160039064608	0.565023829743002	0.190909259440879	0.312471054205516	0.552367699811596	0.834090019065175	0.726119129849272	1	1	0.37044047251744	1	0.697411969166207	0.685657997284913	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GATA4_1	746	2	2	1	0	1	1	0	0	2	0	5	2	3	2	1	1	2	0	0	2	0	5	2.5126677599766	2.30621688250917	1.89117938323033	-Inf	0.855555473499607	-0.0348200353258953	-Inf	-Inf	1.30621688250917	-Inf	1.14271815022629	0.0838244611727238	1.01671026531419	0.838068046770766	0.330464428755849	-0.8421749573835	-0.356748130213258	-Inf	-Inf	0.643251869786742	-Inf	-0.229836017731038	0.0531780559574878	0.0674174812956727	0.245141977129676	1	0.430249794757738	0.64359203717555	1	1	0.199607234664685	1	0.0822160039064608	0.565023829743002	0.190909259440879	0.312471054205516	0.552367699811596	0.834090019065175	0.726119129849272	1	1	0.37044047251744	1	0.697411969166207	0.685657997284913	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GATA5_1	746	2	2	1	0	1	1	0	0	2	0	5	2	3	2	1	1	2	0	0	2	0	5	2.5126677599766	2.30621688250917	1.89117938323033	-Inf	0.855555473499607	-0.0348200353258953	-Inf	-Inf	1.30621688250917	-Inf	1.14271815022629	0.0838244611727238	1.01671026531419	0.838068046770766	0.330464428755849	-0.8421749573835	-0.356748130213258	-Inf	-Inf	0.643251869786742	-Inf	-0.229836017731038	0.0531780559574878	0.0674174812956727	0.245141977129676	1	0.430249794757738	0.64359203717555	1	1	0.199607234664685	1	0.0822160039064608	0.565023829743002	0.190909259440879	0.312471054205516	0.552367699811596	0.834090019065175	0.726119129849272	1	1	0.37044047251744	1	0.697411969166207	0.685657997284913	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSC_1	835	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	-Inf	-Inf	-Inf	-Inf	-Inf	-0.199742502021662	-Inf	-Inf	-Inf	-Inf	-1.37807974328017	-1.09136634097687	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-0.536777489299233	-Inf	-1.72660204817925	1	1	1	1	1	0.685159675522589	1	1	1	1	0.925636754178642	0.881461619704856	1	1	1	1	1	1	1	0.766863390292259	1	0.989786609142204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSX1_1	1076	0	1	0	0	0	1	0	0	1	0	2	3	3	2	1	3	5	1	0	2	0	11	-Inf	0.721852509977581	-Inf	-Inf	-Inf	-0.57187869307913	-Inf	-Inf	-0.25468851719843	-Inf	-0.741803694521442	0.142070248362105	0.479651607560952	0.301009389017531	-0.206594228997385	0.227588319548162	0.451082455364182	0.249784065662358	-Inf	0.106193212033508	-Inf	0.390646601502207	1	0.462059902770199	1	1	1	0.775189919555876	1	1	0.699284392141142	1	0.846780363309816	0.51417565513439	0.369092982192779	0.486994301631015	0.687392964838094	0.475724894487774	0.308830670082446	0.573696281985565	1	0.557632876863917	1	0.227785445228346	1	0.906432147983592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSX2_1	1283	1	1	1	1	0	2	0	0	2	1	4	5	3	4	2	2	4	1	0	4	1	12	0.661879589575907	0.462570781352501	1.09483899685201	0.893205135682363	-Inf	0.187948401243495	-Inf	-Inf	0.509876496130857	3.09483899685201	0.0158876554571917	0.640663103666211	0.220369878935872	1.07691708885475	0.558786096611804	-0.627627027619078	-0.137821759938262	-0.00949766296272203	-Inf	0.877608280631345	0.661879589575907	0.260262606059385	0.476944230184293	0.523208000165875	0.384930307541377	0.426195259781668	1	0.528369519178333	1	1	0.416163350795489	0.129636191209442	0.560599397250114	0.226240611280926	0.479585035359775	0.130661966284412	0.400175474610674	0.814119959094978	0.642351420783359	0.638877602177794	1	0.182403174496596	0.476944230184293	0.308899028024788	0.998084064709988	0.907633745751693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEY1_1	1603	3	2	1	1	2	3	1	1	1	0	5	3	1	1	1	3	3	1	1	5	2	13	2.02817204008913	1.18017513353418	0.765137634255334	0.563503773085683	0.765137634255334	0.462574864234903	1.6276341105054	1.3866260110016	-0.84367160842019	-Inf	0.0166764012512981	-0.446912842859655	-1.72028919291491	-1.30525169363606	-0.795577320219145	-0.361394771673598	-0.890214194357221	-0.339199025559402	0.180175133534178	0.885431867973045	1.3866260110016	0.0494131876632978	0.0448895754825104	0.232340834924152	0.456112919021135	0.501441559732856	0.338547876127438	0.378244244826026	0.293886614397737	0.333678753171028	0.834487331062578	1	0.55234403910539	0.77490760142348	0.962364370838762	0.915117185148224	0.824594211404694	0.740413343747384	0.914310171958511	0.720930424802029	0.593064858016993	0.145082019374665	0.190183428124188	0.490664607383703	0.685657997284913	0.827567315026225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEY2_1	1569	3	2	1	1	2	3	1	1	1	0	5	3	1	1	1	3	3	1	1	3	2	11	2.06000107718613	1.21200417063118	0.796966671352339	0.595332810182688	0.796966671352339	0.494403901331908	1.6594631476024	1.41845504809861	-0.811842571323185	-Inf	0.0485054383483031	-0.41508380576265	-1.6884601558179	-1.27342265653906	-0.76374828312214	-0.329565734576593	-0.858385157260215	-0.307369988462397	0.212004170631183	0.14926841528322	1.41845504809861	-0.166507452622547	0.0425649492193777	0.225147662268418	0.448939824810779	0.49391969953402	0.329174228006385	0.365502874093522	0.288580498285565	0.327833382307536	0.827956825096672	1	0.533258413521261	0.762303585175637	0.959612757630055	0.910491267440124	0.817900944286128	0.727104460871288	0.906857823918613	0.713161458359928	0.585116743386743	0.512263376638191	0.184035369250517	0.688377331935921	0.685657997284913	0.827567315026225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEY2_2	1537	3	2	1	1	2	2	1	1	1	0	4	3	1	1	1	2	2	1	0	4	2	11	2.09057577678781	1.24257887023286	0.827541370954013	0.625907509784362	0.827541370954013	-0.0793492246545053	1.69003784720408	1.44902974770028	-0.78126787172151	-Inf	-0.251409970440809	-0.384509106160976	-1.65788545621623	-1.24284795693738	-0.733173583520466	-0.894924653517078	-1.42038614248957	-0.276795288860722	-Inf	0.610310654733344	1.44902974770028	-0.135932753020873	0.0404352273729034	0.218397008736734	0.442106444047434	0.486741043288364	0.320323800322942	0.627082054916185	0.283553143142943	0.322288393138188	0.821579201711859	1	0.700825460369429	0.749930262519659	0.956841225721488	0.905910257091532	0.811372283959277	0.884933930010083	0.969290385610857	0.70565663210559	1	0.275541472682039	0.178279494556146	0.662536933702123	0.685657997284913	0.81635295679524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HLF_1	1276	0	1	0	0	0	0	0	0	2	0	3	2	2	2	1	4	4	0	0	1	0	8	-Inf	0.470647873236968	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	0.517953588015325	-Inf	-0.399584251792702	-0.704438833321123	-0.369571682726262	0.0498047522769188	-0.457798865737998	0.402476370595389	-0.129744668053794	-Inf	-Inf	-1.16011831709731	-Inf	-0.330043318539625	1	0.521254902089531	1	1	1	1	1	1	0.413465626311518	1	0.756121339792374	0.836339835839404	0.730752371723013	0.578945138588865	0.74878586695511	0.363729840941736	0.638101115678866	1	1	0.89291042552592	1	0.784813510133719	1	0.907633745751693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF1A_1	942	1	2	1	1	0	2	0	0	0	0	2	1	1	1	0	1	2	0	0	0	0	3	1.11655019369136	1.96454710024631	1.54950960096747	1.34787573979782	-Inf	0.642619005358948	-Inf	-Inf	-Inf	-Inf	-0.546414819031069	-1.26811365654396	-0.935917226202775	-0.520879726923931	-Inf	-1.18384473964636	-0.698417912476119	-Inf	-Inf	-Inf	-Inf	-1.31508927292461	0.377712404982592	0.100465783690739	0.299346841398608	0.334071913241417	1	0.371701420087732	1	1	1	1	0.789299995347952	0.910015410060389	0.852778619653554	0.763247186125268	1	0.896923569546952	0.834864832043492	1	1	1	1	0.979061082815086	0.998084064709988	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF1B_1	850	1	2	1	1	0	2	0	0	1	0	3	2	2	1	0	1	3	0	0	0	0	5	1.26721916595688	2.11521607251183	1.70017857323299	1.49854471206334	-Inf	0.793287977624468	-Inf	-Inf	0.0913693305574631	-Inf	0.197678232703803	-0.107176348824617	0.227690801770243	-0.370210754658411	-Inf	-1.03317576738084	0.0448267446204325	-Inf	-Inf	-Inf	-Inf	-0.420836827728379	0.347973290157901	0.0844353769347867	0.274382410295067	0.306886073384356	1	0.325865204043681	1	1	0.612202691624564	1	0.488420541957507	0.636112970991922	0.512503625316534	0.72718152680989	1	0.871092129804319	0.558216183392879	1	1	1	1	0.797722454307654	0.998084064709988	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF1B_2	884	1	2	1	1	0	2	0	0	1	0	3	1	1	1	0	1	2	0	0	0	0	3	1.20974739115443	2.05774429770938	1.64270679843054	1.44107293726089	-Inf	0.735816202822019	-Inf	-Inf	0.033897555755014	-Inf	0.140206457901355	-1.17491645908089	-0.842720028739704	-0.42768252946086	-Inf	-1.09064754218329	-0.605220715013048	-Inf	-Inf	-Inf	-Inf	-1.22189207546154	0.35912007364594	0.0902605154123807	0.283705494836872	0.317054643242555	1	0.342921406927726	1	1	0.626734784062789	1	0.514529399297669	0.895509664638606	0.834190498654281	0.74110216376223	1	0.881312190516305	0.807563279400391	1	1	1	1	0.97021917813506	0.998084064709988	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF4A_1	903	2	3	1	1	2	1	0	0	1	0	5	2	5	2	2	3	5	0	2	3	1	9	2.23301894577964	2.66044016951432	1.61153056903337	1.40989670786372	1.61153056903337	-0.31446884952285	-Inf	-Inf	0.00272132635784946	-Inf	0.863069336029338	-0.195824353024231	1.50049925664463	0.558419232573811	1.07547766879316	0.484998163104442	0.708492298920462	-Inf	2.07547766879316	0.963832312964254	1.17857116175727	0.35183960627395	0.0743236090617377	0.0145791251061604	0.288865648545561	0.322674648042051	0.146600403605308	0.713659608722769	1	1	0.634620891919025	1	0.148189659629295	0.668723186311537	0.0363445304551884	0.398351392959746	0.251596040308165	0.366196189560377	0.198697880271056	1	0.0886306584470942	0.20574912826934	0.365268886130047	0.280397216919083	0.685657997284913	0.470407475274883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF4A_2	907	0	2	0	0	0	1	0	0	1	0	3	2	4	1	0	0	0	1	0	2	0	5	-Inf	2.02008693372942	-Inf	-Inf	-Inf	-0.320949984105643	-Inf	-Inf	-0.00375980822494328	-Inf	0.102549093921397	-0.202305487607024	1.15879320456102	-0.465339893440817	-Inf	-Inf	-Inf	0.500712774635845	-Inf	0.357121921006995	-Inf	-0.515965966510785	1	0.0942681988175361	1	1	1	0.715254383251739	1	1	0.636260116500622	1	0.531788454962546	0.671086817081855	0.111359811897659	0.750118613203544	1	1	1	0.51207429858964	1	0.466516253916293	1	0.840499147162099	1	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF4A_3	944	2	4	1	1	3	5	0	1	1	0	9	4	7	3	3	4	5	0	1	3	2	11	2.16788585616871	3.0609706522522	1.54639747942244	1.34476361825279	2.16788585616871	2.02032866775486	-Inf	2.16788585616871	-0.0624117632530804	-Inf	1.68069857113403	0.759801117531637	1.94776004180421	1.09573607041288	1.62039806086622	0.845957761281351	0.643359209309531	-Inf	0.961434978701287	0.898699223353324	2.16788585616871	0.582923355447557	0.0802326588823147	0.00197044564666605	0.299880352976201	0.334651406287103	0.0335671028224053	0.00974668005403122	1	0.211524855632814	0.651083973642789	1	0.00279559302035015	0.217906414608874	0.00309488738252972	0.172629716806735	0.0804425833679411	0.190153428923554	0.223573654452253	1	0.40922213394676	0.224167918586135	0.0802326588823147	0.127070633640428	0.685657997284913	0.224015855848384	1	1	1	0.931901136951257	1	1	1	1	0.510028631565543	1	0.891207563492217	1	1	1	1	1	1	1	1	1
HNF4A_4	1114	0	1	0	0	0	0	0	0	0	0	1	6	5	3	2	2	3	2	0	0	1	8	-Inf	0.670784493411556	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-1.80128395090367	1.12248046326925	1.19202139652233	0.852391299901504	0.76699980867086	-0.419413315560022	-0.352299119701485	1.23266338101967	-Inf	-Inf	0.870093301634963	-0.129906698365037	1	0.473827095566051	1	1	1	1	1	1	1	1	0.969066249308104	0.0647092861148601	0.0751953817463971	0.238754444837644	0.335077393369367	0.747702241304006	0.736657228884855	0.217476838311879	1	1	0.42984070024154	0.647646935865262	1	0.906432147983592	1	1	1	1	1	1	1	1	1	0.974234252062616	1	1	1	1	1	1	1	1	1	1
HNF4A_5	917	0	2	0	0	0	0	0	0	2	0	3	5	4	4	3	2	3	1	0	0	1	6	-Inf	2.00400628865904	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	1.00400628865904	-Inf	0.0864684488510163	1.1347928961944	1.14271255949064	1.57104688138294	1.66296937082398	-0.133497235090891	-0.0663830392323547	0.484632129565464	-Inf	-Inf	1.15600938210409	-0.265691847455761	1	0.096026972434904	1	1	1	1	1	1	0.26928449060808	1	0.53918572481868	0.0843855077314122	0.114666347471091	0.0509473236621429	0.0752018009985055	0.645914456227703	0.60962932968617	0.515951145023773	1	1	0.369763147770494	0.726532264613764	1	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HNF4A_6	982	2	2	0	0	1	3	0	0	0	0	5	2	3	2	1	3	2	2	0	0	1	5	2.10995521639001	1.90350433892259	-Inf	-Inf	0.452842929913022	1.18590406962331	-Inf	-Inf	-Inf	-Inf	0.740005606639707	-0.318888082413861	0.613997721727602	0.435355503184181	-0.072248114830736	0.361934433714811	-0.759460673799843	1.41807751175234	-Inf	-Inf	1.05550743236764	-0.632548561317623	0.0858383761229363	0.107687242655607	1	1	0.523889286509454	0.15261836298876	1	1	1	1	0.187874956204812	0.712933192448711	0.317395530219679	0.439767161362453	0.653655579226123	0.417032613038576	0.851613238260463	0.179812384478011	1	1	0.390230495116406	0.885188474184057	0.696807573586765	0.641429237137833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA10_1	1350	1	1	1	1	1	2	0	0	1	0	3	4	2	2	2	3	4	0	0	2	2	10	0.586676620150657	0.38736781192725	1.01963602742676	0.818002166257113	-0.0159878823039581	0.112745431818245	-Inf	-Inf	-0.589173215248761	-Inf	-0.48286431310242	0.233039665535957	-0.452851744035981	-0.0334753090327992	0.483583127186553	-0.106896378502169	-0.213024729363512	-Inf	-Inf	-0.228291486016823	1.64112440417303	-0.0847006323879725	0.494559915163659	0.541515614942279	0.400531587170428	0.442799169002461	0.640707347908264	0.556012185616057	1	1	0.779383226224267	1	0.78892479093982	0.446730084155903	0.758951052630244	0.609830285694511	0.425214847314527	0.628712175366246	0.681373918580412	1	1	0.680986851822893	0.145362554265632	0.616387603318308	1	0.917192072808486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA10_2	1520	1	1	0	0	0	0	0	0	1	0	2	6	3	4	3	4	9	1	1	7	1	18	0.411077312765589	0.211768504542182	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-0.764772522633829	-Inf	-1.25188769995684	0.663464474399874	-0.0304323978744465	0.826114812044432	0.918037301485472	0.143597001900603	0.820189978087327	-0.260299939773041	0.259074219320539	1.48146664065699	0.411077312765589	0.614790627664184	0.536727164522381	0.584964325593484	1	1	1	1	1	1	0.818097059058603	1	0.950042121725252	0.18898023795882	0.594039615391863	0.199264373409883	0.221949271834791	0.493405311721412	0.078994766026869	0.701591990481439	0.573397296034858	0.016503295743573	0.536727164522381	0.0567875910296596	1	0.962291902039838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXA1_1	1132	0	1	0	0	0	1	0	0	1	0	2	6	2	3	1	4	4	1	0	1	0	11	-Inf	0.647187329711907	-Inf	-Inf	-Inf	-0.646543873344803	-Inf	-Inf	-0.329353697464103	-Inf	-0.816468874787115	1.0988832995696	-0.193032226251323	0.828794136201855	-0.281259409263059	0.579015827070328	0.0467947884211454	0.175118885396685	-Inf	-0.983578860622374	-Inf	0.315981421236534	1	0.479313619587925	1	1	1	0.792157258050619	1	1	0.71769541074768	1	0.866297392278849	0.0687549729076692	0.667975922451593	0.246018502279906	0.705932995746059	0.286110209347939	0.543813302310208	0.59238499895748	1	0.861844518817329	1	0.278006577775584	1	0.906432147983592	1	1	1	1	1	1	1	1	1	0.99366750292524	1	1	1	1	1	1	1	1	1	1
HOXA2_1	991	0	1	0	0	1	1	0	0	1	0	3	5	2	3	2	4	6	3	1	2	0	11	-Inf	0.842800957321835	-Inf	-Inf	0.439445263090627	-0.450930245734875	-Inf	-Inf	-0.133740069854175	-Inf	-0.0274311677078349	1.02089327963555	0.00258140135860484	1.02440776381178	0.939016272581139	0.774629454680256	0.842800957321835	2.02440776381178	0.890106672100192	0.227141659377763	-Inf	0.511595048846462	1	0.434808320968306	1	1	0.527145350247648	0.746790809220334	1	1	0.669059721945779	1	0.591790190638941	0.107959926298842	0.595720917867813	0.190373117880361	0.28652788480926	0.213173332232133	0.126319176021673	0.0426413580751129	0.424637169774865	0.513180452335342	1	0.159638130157799	1	0.906432147983592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB3_1	1103	1	2	0	0	0	2	0	0	1	0	5	3	3	1	0	1	3	2	1	2	0	8	0.884698379479439	1.73269528603439	-Inf	-Inf	-Inf	0.410767191147027	-Inf	-Inf	-0.291151455919978	-Inf	0.56919655375151	0.105607309640557	0.443188668839405	-0.752731541135852	-Inf	-1.41569655385828	-0.337694041857009	1.24726845886415	0.732695286034389	0.06973027331196	-Inf	-0.115301620520561	0.426636982067946	0.13033617758102	1	1	1	0.448727257188961	1	1	0.708304043322313	1	0.254897595675443	0.530850920279575	0.38385305596629	0.815377441543958	1	0.930368094928356	0.730520120092853	0.214304737618409	0.45981823980648	0.571147183663018	1	0.636756575770335	0.998084064709988	0.642201893171937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB5_1	1335	0	2	0	0	0	2	0	0	0	0	3	5	3	3	1	1	4	3	0	3	1	12	-Inf	1.45118846903585	-Inf	-Inf	-Inf	0.129260374148483	-Inf	-Inf	-Inf	-Inf	-0.466349370772182	0.581975076571199	0.16168185184086	0.585489560747436	-0.524563984717478	-1.69720337085683	-0.196509787033274	1.58548956074744	-Inf	0.388452713687882	0.603191562480895	0.201574578964373	1	0.176410912439565	1	1	1	0.549921933274324	1	1	1	1	0.782584087114144	0.250507315978925	0.506011239076568	0.329635099416696	0.764513390392967	0.96051309690527	0.672900777762004	0.0868890517674909	1	0.407312404687015	0.490666514166843	0.357008061094288	1	0.702772428864756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXC10_1	1242	2	0	1	1	0	1	0	0	1	1	3	4	3	4	2	2	9	3	2	2	1	11	1.76426221775093	-Inf	1.14277384100466	0.941139979835006	-Inf	-0.783225577551567	-Inf	-Inf	-0.466035401670868	3.14277384100466	-0.359726499524527	0.356177479113849	0.268304723088515	1.12485193300739	0.606720940764446	-0.579692183466435	1.11892709905029	1.69211243199509	1.60672094076445	-0.105153672438929	0.70981443372855	0.17929971702977	0.127048364574553	1	0.375193347173105	0.415801905071006	1	0.821889750408576	1	1	0.750689672797698	0.125722090314801	0.739737597806315	0.385450427089277	0.458305483568885	0.119981173085029	0.384616036724259	0.799599134007521	0.0280265445083775	0.0734853958825641	0.149829527263453	0.636008878654972	0.465874062684483	0.384326194383958	0.80070015813265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
