"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,-0.0287004901418792,0.575730589728561,-0.0498505562391788,0.960241478681741,0.99328700688941,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,-3.17421946348643,4.98938281217462,-0.636194812661197,0.524649453777595,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,-0.00648512172290744,0.812161560598456,-0.00798501435863175,0.993628948029059,0.999069501380648,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,0.234874080065446,0.289667281395343,0.810840903170165,0.417457041524836,0.878807574507052,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,0.544810396690706,0.348321584799329,1.56410173950195,0.117793677540889,0.674090958808606,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,-0.507131353827524,0.808590623454202,-0.627179365079847,0.530541667827955,0.911131159873327,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,0.280913396299094,0.264963325892545,1.06019727580344,0.289054860202507,0.817668359918372,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,-0.0860366443662277,1.61388985276651,-0.0533101092486235,0.957484825641337,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.211766895001812,0.432553821704314,-0.489573515192687,0.624435721562935,0.934601772969943,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,0.392401242858985,0.319276105960518,1.22903416677072,0.219058996088559,0.770666808149658,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,-0.238901444000238,2.68585205296939,-0.0889481026090458,0.929123154670779,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,-0.559518666962624,0.541362985787229,-1.03353698286002,0.301352672657076,0.822957530743077,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-0.632880877082094,0.525608490052803,-1.20409180798909,0.228554095864988,0.776821767958214,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.10229322786334,0.232507908870869,-0.439955906704884,0.659969043071454,0.941809957527528,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,-0.968374701202227,0.893817100173285,-1.08341482951544,0.278624336288282,0.810871450117551,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,0.114225720103988,0.599752410681939,0.190454791126408,0.848952766181759,0.974181144646873,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,0.225774186302628,0.314445641995447,0.718007045255526,0.472752942803097,0.897109104830251,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,-2.70377328197249,1.33719494084414,-2.02197390925341,0.0431790473334946,0.503895312604113,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,-0.270978712906039,0.373633643368875,-0.725252443711317,0.468297174847708,0.897019853405522,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
