"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,0.449169082098289,0.573294913822438,0.783486947587688,0.433341215515803,0.942742173505915,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,-0.328479574689686,5.06095476399547,-0.0649046652277053,0.948249906114126,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,0.225533325960905,0.907537321973217,0.248511350993851,0.803738788672457,NA,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,-0.474136711604325,0.289301570224644,-1.63890127259301,0.101233822658594,0.728515895272102,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,-0.445802541115508,0.345317301029366,-1.29099393452516,0.19670578076628,0.839925475475864,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,-0.309299340943771,0.793944356023444,-0.389573070955413,0.696852268175747,0.977150372025332,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,-0.0739470207451626,0.265136057702348,-0.27890216587658,0.780319906341927,0.985346676132928,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,-0.108491242058981,1.52813653618418,-0.0709957778575777,0.943401115794687,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,0.0716750934598021,0.430212319432534,0.166604000448765,0.867681645793632,0.991637899952058,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,-0.0600348930944805,0.317673417446262,-0.1889830555452,0.850106097204801,0.99088104160425,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,-3.20879879790275,2.97390359093546,-1.07898548146727,0.280594199891001,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,0.0905109736304421,0.539355843326662,0.167813095473639,0.866730319904493,0.991637899952058,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,0.794546411530784,0.483294191747855,1.64402226448712,0.100171603485059,0.726822669206325,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.105260831277767,0.231639298160245,-0.454416984137766,0.649528730277238,0.973053565152854,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,0.0668794728776954,0.844916454094444,0.0791551313193146,0.936909232580521,0.997041053337657,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.580500796961865,0.599347906942759,-0.968553973806246,0.332767777038406,0.904264413093706,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.662604450705754,0.315616108320882,-2.09939997749448,0.0357816566854517,0.569144540580921,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,1.68912085694282,1.19125396189969,1.41793514310684,0.156209700979257,NA,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,0.85650762713779,0.361822157212667,2.36720612616978,0.0179229475654047,0.455566417808541,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,0.218645395065024,0.238308154191547,0.917490195863303,0.358885828098107,0.916548468804741,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,-0.0157822508378791,0.950218191002432,-0.0166090809324853,0.986748480021829,NA,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,0.0896041489932016,0.265847962184009,0.337050351099481,0.736078943779533,0.978820415164176,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,0.0683115780132429,0.38097613538687,0.179306711544739,0.857696877207721,0.99088104160425,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,-0.0782659748869924,0.177283461391817,-0.441473639292363,0.658870141272167,0.973709276108896,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,0.916189120080124,1.66343084191777,0.550782814044647,0.581782566667844,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,1.00725373885007,0.850698154879114,1.18403188378045,0.236400441854719,0.859864421579654,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,-0.881100837404471,0.661886831490036,-1.33119559943645,0.183124659006346,0.829291991547569,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,0.145391894289458,0.25336887569247,0.573834863860427,0.566079553958741,0.963245653352999,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,0.109820860568157,0.788954143369198,0.139198027529422,0.889293667134195,0.993740715336669,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,-0.953019401234788,0.739621876348926,-1.28852246223338,0.19756415487848,0.839938116790242,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
