"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.709",33.719088787804,-0.395427728665428,1.02399616511425,-0.38616133745121,0.699377185381533,0.914951617127918,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.199075971908172,0.768673607308162,-0.258986350013137,0.795645772389773,0.946890332655527,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.275141955373156,0.34053843550504,-0.807961529996175,0.419112728454667,0.787005698558002,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,-0.981646192413259,1.79799305267464,-0.545967733831335,0.585088116937117,NA,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,0.698590365111782,0.377331087745,1.85139891146178,0.0641121855755821,0.3757473656461,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,0.264321200312932,0.294267807003239,0.898233493513012,0.36906108053821,0.755046565406653,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,-0.778013218813381,1.11326420375674,-0.698857662168564,0.484640988559055,NA,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.0848426023659134,0.311652399658843,-0.272234715531753,0.785441550349156,0.942308430239973,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,0.437936526359346,0.346725903736837,1.26306261412686,0.20656667836124,0.610798266623953,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,-0.162534917929282,0.188203137206549,-0.863614285828311,0.387799813735809,0.76558635304834,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,0.312480002251583,1.77120449428003,0.176422317841172,0.859962172544628,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,-1.7056360518041,0.975584512776864,-1.74832218989337,0.0804082529534964,0.41655587856596,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,-0.459162775044876,0.777385963962458,-0.590649685394951,0.554755166766496,0.858444373412992,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,0.298446466160266,0.298484221672267,0.999873509186551,0.317371725881978,0.718990117988912,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,0.957170131434664,0.906574108299983,1.05581013473853,0.291054967043802,0.700982125160801,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,0.290498894446819,0.628949787248588,0.46187931109356,0.644167871180506,0.896292716992995,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
"KH2013:KH.C1.1011",643.409662434636,0.021808002276233,0.297254182479306,0.0733648290306268,0.941515804514429,0.98374145815258,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,0.092469302499249,0.444665858542703,0.207952332572366,0.83526618674529,0.957908358690708,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,0.0589952831818115,0.41938068251745,0.140672390601483,0.888128757277067,0.971868110281885,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,-0.39172281792313,0.513535239007542,-0.762796373390409,0.445584844298578,0.800795865240426,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.197614984974941,0.337294372581338,0.585882840151109,0.55795424956065,0.859524388852214,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,-0.242049012054282,0.182249075181839,-1.3281220319652,0.184137796146453,0.581694817006695,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,0.155066398903108,0.428663230640685,0.361744110105605,0.717543261074648,0.921782407623882,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,1.0723013838241,0.415876966180175,2.57841013334586,0.00992561134494639,0.149218741343127,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.70770626720486,0.700074971038879,-1.01090068418623,0.312063966545106,0.716852019733529,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,-0.495561695996913,0.382922129438174,-1.29415789242582,0.195610888003249,0.598404957183989,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,-1.69642950324452,1.06239755678459,-1.59679349073323,0.110311747396447,0.467819708451493,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.812017824261389,0.366100032967789,2.21802171848707,0.0265533516111689,0.247800414686967,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,1.6057368989485,1.05369555525127,1.52390972036091,0.12753126494276,NA,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,0.374462925684483,0.490721953382367,0.763085741535398,0.445412262925566,0.800795865240426,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.011531583818365,0.179258406895198,-0.0643293891655907,0.948707952742281,0.986263305855004,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,-1.73391825840807,0.953512719384164,-1.81845320273015,0.0689948930905475,0.386606755691939,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,-0.246036815638189,0.32173654879621,-0.764715157661586,0.444441178241562,0.800328557210573,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-1.5385833697951,1.22302707763135,-1.25801251495992,0.208387230225967,0.6125855784496,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.679285294907229,0.448159701402829,-1.51572150012804,0.129589788747804,0.500226865761447,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,0.331512848456752,0.909816643117763,0.364373251428687,0.715579306866178,NA,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-2.29481963017832,1.37098280268066,-1.67385004807594,0.0941600734224961,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.587970979034213,0.342439177952669,1.71700849928883,0.0859776190654888,0.424208898752134,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,0.855030429501583,0.241815535853893,3.53587881143501,0.000406421090342141,0.0226579757865743,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,-0.23881522172905,0.336061435753155,-0.710629653753145,0.47731376222733,0.816840731906516,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,-1.24886427207213,0.497471717809348,-2.51042265793842,0.0120586734272048,0.16612930622192,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-4.32366559948437,2.99504039498362,-1.44360844238564,0.148849148797716,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,0.0613013112697652,0.196126950166634,0.312559345962817,0.754615468782607,0.934460100108805,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,2.36312240235527,2.41638469020623,0.977957860738468,0.328095166020686,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.746565801376412,0.674751984209093,1.10642994588819,0.268540469975271,0.678683882886102,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,0.466217133479072,0.596039094636943,0.782192204628879,0.434101625078474,0.796200101925974,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,0.00419761311371477,0.54739232876134,0.00766838132937172,0.993881576895703,0.9986218586691,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,0.20023400553467,0.326110987802823,0.614005700586017,0.539211560209078,0.851663057470558,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,-0.885154778562593,0.623191683491654,-1.42035717422158,0.155503723910737,0.537187731346557,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,-1.53674203426738,1.07117538125346,-1.4346315842968,0.151392109364022,NA,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,-0.00524093370596954,1.5111768225172,-0.00346811413983944,0.997232850819848,NA,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,0.911856860042649,0.319149856321708,2.85714325725243,0.00427472857142033,0.093571972655385,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,-0.277667312697385,0.847726550851635,-0.327543489605743,0.743256855371341,0.930614268323176,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,-0.141266838953337,0.827580760627299,-0.170698553753543,0.864460800075974,NA,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,0.255819683784457,0.308066404792724,0.830404353751525,0.406310204872879,0.778810688124234,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,1.68604611081847,1.07552341771578,1.567651696882,0.116962440220436,0.479680444490247,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,0.0962046618644627,0.666090740521468,0.144431765841913,0.885159534263235,0.971426200450224,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,-0.374069512389761,0.242501571505642,-1.54254469390545,0.122941285843145,0.488917754468082,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,0.511862869634201,0.506911368579201,1.00976798186412,0.312606463465384,0.716852019733529,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,-0.44882611907954,0.638414253631376,-0.703032735448125,0.482035349143334,0.819886626088207,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,0.198014987136525,1.1221782850509,0.176455907028661,0.859935786177466,NA,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,-0.254138783234333,1.61959923626404,-0.156914610444347,0.875312145033302,NA,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,2.5372272967634,2.95895119738035,0.857475209124668,0.391182309962611,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,-0.0489158309336662,0.341159586091547,-0.143381083011808,0.885989222174029,0.971426200450224,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,0.205689912933364,0.760688962533698,0.270399497119366,0.786852926936937,0.942308430239973,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,-0.638131573175594,0.385150760504865,-1.65683581239491,0.0975526744296215,0.446791958018705,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,1.07766170899652,0.776413662599512,1.38799941436939,0.165137223441716,0.554463249598535,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,-0.132494428863824,0.220536459087029,-0.600782425782664,0.547984910890823,0.855544750594122,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,0.0122120072118812,1.13450218200171,0.0107641989637556,0.991411577691586,0.997671793736572,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,1.64307236971942,2.36757974969148,0.693988183474508,0.487689619389721,NA,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,-0.391652125137272,0.770861658318121,-0.508070573897507,0.611403850815463,0.880730320434815,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,0.182542703039274,8.4119877386995,0.0217003054105135,0.982687020148668,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,-0.60899346875629,0.583054757029562,-1.04448760843471,0.296259849348634,0.705173544013292,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,-0.107654208513256,0.452082994837776,-0.238129303120297,0.811780807743951,0.952043581252466,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,-1.08542996647074,0.926634711112708,-1.1713676958716,0.241451011289684,0.647742261865858,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,0.612910352552892,0.353691397845179,1.73289584164888,0.0831141835250875,0.421437337968989,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,0.378403584863786,0.213330699243777,1.77378870554105,0.0760981070321448,0.403844391508219,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
"KH2013:KH.C1.539",2273.8923514605,-0.0965082628580566,0.175550683191522,-0.549745868848417,0.582493691190514,0.868507099944736,2807,2964,2148,2238,3010,1850,2655,2409,1235,1575,3848,1592,7880,4049,5601,3553
"KH2013:KH.C1.584",797.015484065066,-0.136491717947545,0.239078494982396,-0.570907550499659,0.568062312481722,0.861373179984981,588,639,407,457,1830,1639,636,602,397,372,1092,696,2482,1462,1402,529
"KH2013:KH.C1.352",50.8744560838589,0.883742852179459,0.693538392492985,1.27425224291155,0.202574035673189,0.6053468670703,65,60,59,59,81,110,39,40,33,38,66,20,343,153,173,97
"KH2013:KH.C1.245",96.0982445869766,-0.464716270953689,0.470214534108763,-0.988306905133217,0.323002364667166,0.723309060961787,108,126,71,102,166,118,100,77,64,85,109,101,272,224,224,131
"KH2013:KH.C1.96",3864.14834614596,0.338747963921187,0.197999911932249,1.71084906359503,0.0871089796227762,0.426269047272539,4854,4906,4744,5159,3587,2506,3554,3186,1625,2500,4404,3224,16490,8863,11386,6044
"KH2013:KH.C1.359",71.6461192441838,-0.487804359800051,0.48403499954034,-1.00778737129193,0.313556549834956,0.716864452877805,115,68,90,53,110,78,66,39,38,45,79,99,172,92,129,105
"KH2013:KH.C1.596",35.8860063920641,-0.00966782925387582,0.73221770853609,-0.0132034900838503,0.989465445199537,0.997208320325738,17,15,16,7,21,92,9,24,60,29,20,33,84,55,51,53
"KH2013:KH.C1.866",89.1528548574612,0.19780318918877,0.517454526687131,0.382261974699795,0.702267056633718,0.915725915173434,32,64,26,43,109,18,48,21,29,29,588,80,47,67,107,103
"KH2013:KH.C1.858",234.011514257231,0.429909602988198,0.365818150242178,1.17520030841442,0.239914586888038,0.645886755042647,261,218,172,192,282,150,256,183,151,186,398,164,617,324,465,268
"KH2013:KH.C1.234",209.835123399729,-0.326858726814318,0.401174078672803,-0.814755349836306,0.415212363670776,0.784265597446972,222,181,159,260,145,107,260,171,114,195,495,125,618,396,627,338
"KH2013:KH.C1.1155",101.195831870161,0.172190071471633,0.583701174142168,0.29499695923122,0.767996202585146,0.938429717679914,147,166,104,117,259,48,85,99,47,76,201,121,301,216,242,200
"KH2013:KH.C1.240",790.936535227504,0.628067951079944,0.181552330609754,3.45943204898853,0.000541315841982335,0.0269499756864135,679,869,352,470,1509,1218,843,570,665,888,1344,739,1570,810,1061,721
"KH2013:KH.C1.177",277.948433785023,-0.0484300867783951,0.332062289297409,-0.145846391894923,0.884042651997528,0.971426200450224,273,239,217,310,433,482,188,220,135,108,256,217,933,434,391,319
"KH2013:KH.C1.326",1853.91237546627,0.0728897411618863,0.19811018726986,0.36792525496227,0.712928968348731,0.919497418058955,1834,1537,920,1013,3325,3537,2416,2049,1968,2441,2729,1837,2611,1227,1892,1394
"KH2013:KH.C1.383",7.52368813176155,2.2706152961231,1.45872053415541,1.55658005968756,0.119570221108198,NA,17,8,10,10,13,40,21,16,9,22,8,15,7,6,3,11
"KH2013:KH.C1.566",9.43626444547082,2.19210307727502,1.69049795441633,1.29672033707481,0.194727429249418,NA,3,5,9,1,14,20,1,0,2,4,5,16,1,1,1,3
"KH2013:KH.C1.404",2532.74411590731,0.249992807733394,0.21468567875084,1.16445963786682,0.244237791161726,0.650854568787045,3236,3251,1843,2354,2342,3317,3077,2586,1649,2109,1640,2054,4033,2661,3502,2812
"KH2013:KH.C1.1083",796.034447428139,-0.0913397769758099,0.344886910104603,-0.264839790376813,0.791132882715947,0.944594130127328,401,369,672,463,1229,1808,561,325,469,405,217,294,1422,750,583,540
"KH2013:KH.C1.1295",10.6467442574605,1.56231928493183,1.8182970215252,0.859221164879515,0.390218508613424,NA,5,6,1,0,3,9,3,8,2,0,57,12,8,46,2,6
"KH2013:KH.C1.1067",45.830443470152,-3.20234962009642,1.75006523296296,-1.82984585933101,0.0672729911336868,0.381808110866905,53,20,31,93,7,21,8,7,2,0,32,33,202,69,114,18
"KH2013:KH.C1.405",61.7106302672137,-0.767907784688145,0.820176902945511,-0.936270921468708,0.349133715855729,0.74208246515483,47,76,49,100,89,110,26,23,24,128,15,60,57,86,103,87
"KH2013:KH.C1.577",45.9591178192139,-0.81973502938861,0.699641453754163,-1.17165017165584,0.241337536024522,0.647742261865858,31,48,24,24,112,305,29,22,23,35,181,62,66,27,38,59
"KH2013:KH.C1.842",123.627876587925,0.319437931079239,0.489762954392512,0.652229671955202,0.514253021138345,0.839639362700098,186,185,90,110,162,75,141,121,75,74,192,150,352,213,261,119
"KH2013:KH.C1.476",16.0138621160598,1.11763538787068,0.845797422182143,1.32139843248423,0.186368548442792,NA,37,28,22,20,10,6,22,5,8,11,8,10,61,45,47,24
"KH2013:KH.C1.823",23.6444963439434,0.0132958658370204,0.777626029838462,0.017098020548235,0.9863584180561,NA,41,45,28,26,15,21,14,16,16,13,14,18,123,74,48,23
"KH2013:KH.C1.355",242.417377228927,-0.325982029364534,0.416341791614307,-0.782967350216234,0.433646285280027,0.795637613582004,265,248,306,249,188,270,274,214,116,172,203,221,361,256,619,365
"KH2013:KH.C1.1027",8007.00107724935,-0.198238588847844,0.180321441798543,-1.09936226591022,0.27161008287804,0.681348565063637,9610,9255,7477,9386,12299,9135,10814,8341,4968,6767,11463,6292,17427,9324,12584,11138
"KH2013:KH.C1.970",102.452050746311,-0.0744174952186682,0.467201829891589,-0.159283398431758,0.873445599902563,0.969013474397241,160,146,102,77,113,196,117,85,80,137,103,130,335,187,156,127
"KH2013:KH.C1.140",287.490549783005,-0.595447350129787,0.341801523015438,-1.74208512845887,0.081493549435235,0.418563996366682,223,365,313,232,880,329,322,234,199,279,315,231,942,706,627,412
"KH2013:KH.C1.1062",465.523981044234,-0.289951009138883,0.360014902559763,-0.805386130066522,0.420596893049184,0.788361614907803,637,603,318,448,806,1017,642,512,440,472,410,438,1752,598,793,618
"KH2013:KH.C1.928",17.6110495201612,-1.72372461112765,1.24893129057419,-1.38015968062998,0.167537485128006,NA,6,19,2,16,31,21,18,23,6,8,77,40,27,21,43,17
"KH2013:KH.C1.1274",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.538",419.2936566838,0.349793265308699,0.309005850651558,1.13199560646226,0.257636281547175,0.668126998553232,565,452,426,351,417,283,579,416,198,217,684,299,963,606,879,558
"KH2013:KH.C1.875",36.2686271449622,0.149144010879964,0.564650556921412,0.264135063804997,0.791675846007574,0.944715524600343,63,49,32,57,37,29,67,46,18,21,122,49,133,95,69,62
"KH2013:KH.C1.1120",100.871955898253,-0.0938891422765074,0.562748177203899,-0.16684042006677,0.867495613781719,0.966610774278392,108,109,136,84,155,69,72,74,36,94,135,73,445,236,179,135
"KH2013:KH.C1.388",590.404506109613,-0.0534239074004755,0.255612403100539,-0.209003580234964,0.834445443717032,0.957908358690708,618,626,525,723,1667,920,655,515,346,534,820,341,1707,625,853,965
"KH2013:KH.C1.195",160.347634000179,-0.605455451634431,0.462288308942791,-1.30969232819028,0.190299939947131,0.590597436124699,174,225,150,188,235,230,210,139,109,143,222,65,544,171,329,199
"KH2013:KH.C1.797",15.7286060412386,0.666024855003493,0.876716237917224,0.759681212915297,0.447445161283163,NA,18,21,22,12,15,40,31,22,9,17,22,5,13,43,15,28
"KH2013:KH.C1.603",8494.22963125604,0.323480009028029,0.224449821208315,1.44121303945171,0.149524505681769,0.528744733669525,10801,10410,5819,7859,10300,9070,11413,9320,4632,5070,10135,6696,11966,5721,7214,7091
"KH2013:KH.C1.483",257.633449823361,-0.472466407775848,0.628341548052636,-0.751926096945398,0.452095503171372,0.803639787735645,208,273,592,659,291,317,330,151,19,17,63,144,953,595,1006,958
"KH2013:KH.C1.1188",31.7727348434214,-5.25800334242731,1.79006659404896,-2.93732275654293,0.00331059354056534,0.0796176937276956,21,48,38,20,52,37,27,1,3,5,74,105,15,49,37,35
"KH2013:KH.C1.1170",36.0934318282328,-0.713939917275266,1.55763797923068,-0.458347784783651,0.646702598738617,0.897053444916298,9,12,72,11,150,92,35,28,5,5,15,22,50,53,15,23
"KH2013:KH.C1.445",63.6913132333641,-0.858417872184863,0.804016571134438,-1.0676619151937,0.285673043724396,0.695438767347268,49,59,47,58,202,165,67,61,57,86,103,113,152,100,65,59
"KH2013:KH.C1.98",5287.81440925557,-0.556204941900197,0.189443694929839,-2.9359907813569,0.0033248420306689,0.0796176937276956,6695,6763,3390,5682,6951,5796,7854,6727,3359,6376,11127,6308,17499,8901,9034,6343
"KH2013:KH.C1.779",37.7980598453407,0.338185722903697,0.808082229292987,0.418504096049216,0.675578592401419,0.909131541076525,40,70,39,23,39,187,45,33,8,50,112,22,10,7,87,45
"KH2013:KH.C1.515",87.8813110378632,0.145364807760821,0.602625868987019,0.241218997128635,0.80938538797853,0.950379683295544,71,70,118,75,34,32,79,43,26,10,108,78,355,85,332,265
"KH2013:KH.C1.414",11.0340361053037,2.66498094756838,1.51655269174908,1.75726235037359,0.0788731019999488,NA,4,4,18,3,9,14,8,5,1,1,10,7,5,4,26,16
"KH2013:KH.C1.769",3.70697521376357,-0.677069477288963,2.41753833179403,-0.280065663648243,0.779427127374295,NA,2,4,7,12,6,6,0,1,0,0,6,8,4,0,21,9
"KH2013:KH.C1.879",6.31676743636713,-1.21064082444268,1.80890074492158,-0.669268796445306,0.503324027803477,NA,1,3,7,3,10,6,5,1,9,9,0,1,9,1,18,7
