"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,0.497447230889168,0.674615265838808,0.737379149389169,0.460891811597134,0.77005241372303,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,-0.94752680802439,5.84402026797402,-0.162136126258316,0.871198657922466,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,1.89523528937006,1.40198957467686,1.35181838980999,0.176433419718,0.527845914609458,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,-0.136770142345651,0.334863507339316,-0.408435494904683,0.682953978797179,0.88412884304419,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,-0.0534548822481402,0.400991245561522,-0.133306856046908,0.893950705654864,0.965245750439989,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,1.14815832319746,0.961111496106963,1.194615117859,0.232237439869341,0.592517811819174,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,0.192336052034189,0.306793777302846,0.626922924334048,0.530709759534717,0.809368898560484,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,3.4952862659086,2.21361317802747,1.57899596036161,0.114336983632023,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,0.979983715597434,0.504782819673521,1.94139673024383,0.0522101746053762,0.303621858364715,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,-0.000922151384781914,0.368813939542706,-0.00250031597483895,0.998005038565158,0.999338011982474,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,-3.48970570765606,3.3973822052879,-1.02717489431259,0.304338117562,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,0.390558992454127,0.633774783828307,0.61624255558885,0.537734445692161,0.813559533516927,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,3.10223513506187,0.79194520397522,3.91723457568781,8.95705807119679e-05,0.00671515912455312,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.479829954255495,0.268575603032526,-1.78657312443001,0.0740065086944408,0.355671782943956,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,1.57119398003241,1.0016265644513,1.56864248193449,0.116731267839227,0.438215024627672,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,0.244052909279368,0.730006627658524,0.334316018557477,0.738141104102139,0.906233346670048,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.582239962657317,0.365677842410124,-1.5922210621783,0.111335042321708,0.429209048514874,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,3.49133411805155,1.6582271596937,2.1054619070987,0.0352511198476236,0.250851771333312,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,0.252863833404939,0.420778810340155,0.60094241247682,0.54787834308323,0.818652050246724,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,-0.152248179831154,0.27655832298769,-0.550510207707366,0.581969477491033,0.839135571103925,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,0.505802862069562,1.12679363204478,0.4488868659576,0.653513271136575,0.87041766544421,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,0.367671372651848,0.31519181060166,1.16650039843996,0.243412187590354,0.604734567415023,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,-0.148461300015336,0.442114079139632,-0.335798625332733,0.737022726870145,0.905942953162173,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,-0.0128982618140352,0.205932859052054,-0.0626333353181624,0.950058483775212,0.984510559859751,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,-0.591392628627851,1.8612922094056,-0.317732286010434,0.750688018619207,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,2.34853702164477,1.02761493967189,2.28542514416406,0.0222879110479541,0.1972634904904,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,-0.188156416435616,0.772763391143679,-0.24348515806002,0.807629581363031,0.936053607062061,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,0.125094086935976,0.295633327590327,0.423139325852074,0.672193611608552,0.879579833670534,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,0.202228075455529,0.915839852640738,0.22081161337588,0.825239120602473,0.943119852230857,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,-0.644883955004794,0.860490396844945,-0.749437712924294,0.453593427525382,0.763972355009552,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
"KH2013:KH.C1.1011",643.409662434636,0.19353554415246,0.283576306347419,0.68248136328905,0.494934623268443,0.790424069919881,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,-1.00268958889361,0.455737571091937,-2.20014686630111,0.0277964766657727,0.223370803975582,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,-1.04438833819874,0.502081338416029,-2.08011781814792,0.0375147276597904,0.259060687647063,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,-0.128869551260049,0.493811586664116,-0.260969071484555,0.794116358365964,0.930463455716831,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.271281103548681,0.32166752506767,0.843358693084141,0.399027866426832,0.728151880355819,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,0.194037114978807,0.211576263398457,0.917102475779059,0.359088943847259,0.705773114769387,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,0.313546486695867,0.436021811149641,0.719107344353145,0.472074782476016,0.778847003580171,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,-0.797605841546414,0.432306583546859,-1.84500045084314,0.065037473029073,0.333655494890189,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,0.124663085824408,0.673863904474864,0.184997423065058,0.853231056784726,0.952530282305719,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,0.155314050536165,0.400509105691554,0.387791559115707,0.698170292532562,0.89035224918226,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,2.37394822121794,1.12400669021099,2.11204100642169,0.0346829322483934,0.247915856144573,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.024716873910677,0.353861535750062,0.0698489985872183,0.94431384715076,0.982198090551317,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,0.531324995846414,1.00468731269579,0.528846128673362,0.596912195175862,0.84721021668277,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,-2.04307521418939,0.581911408699812,-3.51097294819209,0.000446469829866493,0.0185956143191126,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.105507474408671,0.206741272833581,-0.510335807468889,0.609816220685701,0.852485218014617,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,1.63214124655256,0.973097377656683,1.67726404780056,0.0934908595911416,0.395073277682062,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,0.756452266696824,0.303181476193125,2.49504777203132,0.0125940173487724,0.14141916397366,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,4.30029284030699,1.32899654710484,3.23574417832385,0.00121326066079118,0.0358557230572236,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.0172541758574641,0.467909165761045,-0.0368750542199799,0.970584630064552,0.992834195848964,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-1.25604057712675,0.949391570689355,-1.32299529077843,0.185836943902198,0.541037284866906,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-1.55413020803206,1.79426911030644,-0.866163386029999,0.386400568932746,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.200099187360938,0.36742823598641,0.544593930903937,0.586032829799204,0.841291779205998,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,-1.24984147411118,0.244402427050775,-5.11386686782584,3.1562985020024e-07,7.05737270316152e-05,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,-0.197476599739428,0.35104676912832,-0.562536439887425,0.573750583397517,0.834303598644597,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,2.74421471458922,0.59681947599998,4.59806495086516,4.26433066296969e-06,0.000678003979392128,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,0.494407110015388,2.9971340009503,0.164959961702956,0.868975496181584,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,-0.379812851000896,0.209922584794432,-1.80929961096291,0.0704044694121238,0.348332671839098,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,-1.17380819708715,2.00667211001381,-0.584952664279102,0.55857954568051,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,-1.6882209826229,0.641889155129798,-2.63008179703788,0.00853643260659609,0.114595990288664,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,-0.695908326773716,0.63719790030225,-1.0921384493634,0.274772251551787,0.635330265738952,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
