"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,0.474562992258322,0.602405173597995,0.787780406041157,0.430825164058263,0.904894063962737,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,0.108275337805261,7.28706129992961,0.0148585737581633,0.988145009623041,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,-0.0686945226090011,0.899610660466814,-0.0763602807611852,0.939132468666884,0.992534729401755,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,-0.254912560413763,0.320358208583508,-0.795711030914056,0.426200013797367,0.90313051764192,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,-0.793406841183195,0.379196633226311,-2.09233619621743,0.0364084519533428,0.476468876710921,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,-0.703055496412142,0.929707144221592,-0.756211782152952,0.449522229778671,0.908148080605233,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,0.10388230716424,0.279313608027027,0.371919964437209,0.709952440233623,0.959903882606436,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,-1.02393835094393,1.73052209058311,-0.591693314125167,0.554055974454002,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.00314788636045524,0.284123386224754,-0.0110792934093962,0.99116018369341,0.998442943990755,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,0.14105300263185,0.29238459935443,0.482422818928522,0.629505614205937,0.948294761905261,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,-3.71264069885235,3.41798931046427,-1.08620605906695,0.277387837221877,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,0.182679095598342,0.521242122058085,0.350468789584862,0.725986908989627,0.962037103487572,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,0.821799460892526,0.621102270702986,1.3231306656831,0.185791928314329,0.759489286953413,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.0463396293724952,0.267239796511856,-0.173400930465233,0.862336293778906,0.982939273162535,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,-0.543422533474733,0.978500482003465,-0.555362560846249,0.578646695389924,0.93773118518948,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.983663501124348,0.699832241343416,-1.40557042532948,0.159851723219034,0.737900130087535,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.441444818424649,0.338732281977216,-1.3032262996839,0.19249751388676,0.766289063444092,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,1.21373905469291,1.38940524536865,0.873567347423444,0.382353914823324,0.889347904467194,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,0.776866067808991,0.351727075732509,2.20871841097557,0.0271942330319827,0.433228505947689,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,0.328675707891099,0.289531520831559,1.13519836094915,0.256292216115565,0.821422077761329,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,0.277687898090126,1.07382837817995,0.258596162787934,0.795946844219364,0.971131317109751,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.0700717937942432,0.293302208302959,-0.238906465108726,0.811178112275897,0.97252493375392,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,-0.118794485596623,0.335385006497668,-0.354203328399085,0.723186509383908,0.962037103487572,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,0.023394851511136,0.185557221518317,0.126078906116983,0.899669464695608,0.989151737670852,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,4.13652417944841,2.15333448065206,1.92098543752284,0.0547335434172602,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,1.47342019023369,0.920259017916565,1.60109291139516,0.109356342019416,0.659021197414336,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,-1.07817143670939,0.764561027386782,-1.41018361921285,0.158485471393352,0.736671440125861,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,-0.0785160938932005,0.288936935618483,-0.271741284045715,0.785820955228625,0.969380588297261,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,-0.483803592338244,0.883779532388331,-0.547425658332243,0.584086331549095,0.939108058938317,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,-1.36038713385892,0.605192439791876,-2.2478587708841,0.024585196889915,0.42191006445412,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
"KH2013:KH.C1.1011",643.409662434636,0.018088243134117,0.28970014394455,0.062437812034982,0.950214184037696,0.99291839328886,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,-0.766644334466677,0.440194226769994,-1.74160470047976,0.081577638299172,0.616045358898685,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,-0.82072690660523,0.409754038695762,-2.00297453862221,0.04518002145701,0.51340933473875,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,-0.28507644691271,0.500762727455973,-0.569284476025173,0.569163100182892,0.937422573098517,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.0742503963459289,0.314000885118988,0.236465563840027,0.813071425713901,0.97252493375392,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,-0.101717183111164,0.181725199687632,-0.55973075438082,0.575663101710749,0.937556576680787,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,0.0257745813753007,0.419059286996278,0.0615058111706509,0.950956386525582,0.99291839328886,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,0.692143999755278,0.412324868454107,1.67863753246384,0.0932227071303473,0.638172566997638,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.908230349547171,0.662441367929953,-1.37103507346662,0.170364022781899,0.741851533630195,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,-0.607062211669401,0.379247730809137,-1.6007009728818,0.109443165588801,0.659021197414336,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,-0.0909538270918544,0.867257705063787,-0.104875202100585,0.916474836293029,0.989887366119907,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.270764897580381,0.346323136525467,0.781827342801481,0.434316049585741,0.906074996487166,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,0.259227070439229,0.882106254470658,0.293872840290412,0.768855072513417,0.966656050154053,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,-0.644477957370446,0.542361155963191,-1.18828192300369,0.234722357184462,0.803068657338222,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.0455835412045999,0.178335447480301,-0.255605612056656,0.798255384537042,0.971716264354334,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,-0.233131354018606,0.856831792340287,-0.272085321883129,0.785556415388451,0.969380588297261,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,0.510976691948958,0.315718920927366,1.61845444817833,0.105564696067223,0.654439096267043,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,1.82959804955071,1.00220340981012,1.8255755584561,0.0679142202150248,0.58560106709614,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.421734906583104,0.44335905233594,-0.951226560867757,0.341489377947143,0.874005063366057,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-0.152970918631826,0.919133039266544,-0.166429572321646,0.8678189031262,0.983650058209929,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-2.21561515987134,1.52297640651746,-1.45479283223942,0.145726623136877,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.0274946155001515,0.326433260458323,0.0842273715048159,0.932875656193168,0.991284075613313,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,-0.11603763257781,0.241649671030994,-0.480189491186712,0.631092658599299,0.948294761905261,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,-0.15201464845271,0.333190838618348,-0.456238980288515,0.648218137628923,0.95077832969795,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,0.355120639745657,0.476370167017644,0.745472039042495,0.455986408265777,0.908148080605233,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-2.12775346731689,3.02667657328195,-0.702999945914168,0.482055783181287,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,-0.151907911556327,0.194462396465569,-0.781168566865954,0.434703358492578,0.906156986771608,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,1.04670238062813,2.22818922157983,0.469754709560078,0.638530275579954,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.482367762807443,0.674996011018879,0.71462313100092,0.47484194778053,0.916873215646415,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,-1.32467865895623,0.579535529016263,-2.28575918581699,0.0222683506191037,0.408520101285715,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,-0.133226033095245,0.523917473308008,-0.254288203548657,0.799272912553156,0.971793010934497,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,-0.549557663678192,0.319982024080907,-1.71746417711027,0.0858943943494517,0.624052222397964,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,0.363411511104056,0.620723158052053,0.585464721897134,0.558235280860484,0.936513135654102,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,0.634756823838244,1.04962980595423,0.604743520274922,0.545349426474508,0.932440014422686,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,-0.680644006903759,1.40247691353118,-0.485315658558702,0.627452449727603,0.948198247087644,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,1.06207207406575,0.318410610605882,3.33554234277811,0.00085133187901903,0.100504457939747,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,-3.33934988479404,0.798422818418526,-4.18243292621377,2.88406117912588e-05,0.0159877304495022,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,-0.65291506163194,0.82017064644989,-0.796072213091366,0.425990063801865,0.90313051764192,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,-0.119243856198225,0.304343983493893,-0.391806188607037,0.695201422087826,0.957075728393943,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,0.851141423906884,1.06008902723007,0.802896173853298,0.422034747711985,0.901779486795079,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,0.129147596599008,0.673643912957408,0.19171493145693,0.847965509331695,0.98045427959226,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,-0.244798255514413,0.238104472215997,-1.02811279954601,0.303896770469027,0.855786854349286,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,0.0500813592443697,0.502785926749883,0.0996077188717404,0.920655765532898,0.989887366119907,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,-0.193134853000562,0.616359552468363,-0.313347707887558,0.754016508105282,0.964671561060633,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,-1.2020960784615,1.25527219859759,-0.957637777531042,0.338245442710498,0.873942625952886,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,-3.02200547524938,1.92773745340844,-1.56764370060153,0.116964307393369,NA,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,-3.34666400028524,2.79924396027155,-1.19555996111199,0.231868324003746,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,0.867653175237437,0.325894979151294,2.66237048971116,0.00775924222395487,0.28185281582742,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,0.554399660187049,0.661658554063909,0.837893890711341,0.40209030022787,0.895364454643764,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,0.713079220962831,0.370921272408967,1.9224543697149,0.0545486099338391,0.544554472399291,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,0.125817888069611,0.739194628667092,0.170209418724382,0.864845444733865,0.983577102985861,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,0.0345719745206943,0.215932227891859,0.160105672313112,0.872797832959337,0.985320313608022,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,-2.58397749449722,1.17447892935205,-2.20010545095328,0.0277994142355214,0.435433085384396,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,1.11918009281092,2.14558150573713,0.521620870527789,0.601934329063197,NA,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,-0.520979583182061,0.692437279383961,-0.752385232126091,0.451819424946306,0.908148080605233,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,0.108037916341187,8.40945961587821,0.0128471889129709,0.989749708286289,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,0.108527268206102,0.578235652086442,0.187686919363245,0.851122084878776,0.98045427959226,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,-0.0302006216633662,0.449079968401816,-0.0672499861680406,0.946382691952826,0.99291839328886,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,1.24613586147175,0.887518499807182,1.40406747773988,0.160298756977612,0.738191968156334,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,-0.113206362213674,0.344568769077641,-0.328545046368279,0.742499590627321,0.964026879774074,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,-0.0195287759208585,0.21240437532874,-0.0919414955112561,0.926744522414667,0.99044992031064,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
