"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,-0.974691792677633,0.617143371493247,-1.57936038479885,0.114253418526914,0.35030690355453,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,0.953487087739805,7.26593408985799,0.131227048848504,0.895595699089756,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,1.1459418323133,0.813775314594928,1.40817964339913,0.15907788246425,0.421491838123383,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,-0.0984146588445134,0.319738745797078,-0.307797100408257,0.758236728090331,0.909075060413458,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,-0.263626145142538,0.382242359514818,-0.689683229972629,0.490393414166334,0.745204685940359,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,1.00737817009686,0.913906239276328,1.10227737464026,0.270341102528918,0.557074249266922,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,-0.469755635738131,0.279562342860136,-1.6803251501335,0.0928940703183797,0.309601464978938,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,-2.292570252106,1.94589919617984,-1.17815468376097,0.238734944817767,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.4276584406945,0.279222239334112,-1.53160594125446,0.125619705520691,0.369112838903832,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,0.561777106283697,0.290369636956634,1.93469645163898,0.0530275560706716,0.225267934579524,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,0.78506722292299,3.12627170383938,0.251119319526466,0.801721859568591,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,0.713980131121617,0.505170400551934,1.41334514124649,0.15755426720466,0.419283860516377,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-0.126028219065062,0.612932814360828,-0.205615062715292,0.837091610585227,0.940391102881499,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,0.442590520481674,0.260959409278146,1.69601288455529,0.08988344001141,0.304138881374907,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,-1.55949551637121,1.00778800824122,-1.54744400967106,0.121756215876156,0.362272576905824,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.520754476766025,0.692034321430153,-0.752498049070511,0.451751602651005,0.714788208629734,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.474441202838373,0.338147672084314,-1.40305920166168,0.160599185830167,0.423137259068095,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,-0.418381560285092,1.36558455026771,-0.306375434756546,0.759318809872221,0.909394212227668,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,-0.669720541949123,0.340500559461359,-1.96687060664029,0.0491981299690712,0.215433561030977,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,-0.308315229838283,0.285414951917556,-1.08023503242165,0.280037531878766,0.567402837413592,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,2.32644423730132,1.04456071270191,2.22719867692863,0.0259339985202465,0.145743724467595,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.417273576660125,0.287744127805149,-1.45015496873211,0.147015309318185,0.402233414051039,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,-0.178458339239289,0.327439474354209,-0.545011683735604,0.585745481938894,0.812533797183515,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,-0.11351972172001,0.185282119963959,-0.612685788256804,0.540084121323743,0.781028852086917,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,-1.26618985278194,1.71797802988491,-0.737023309236826,0.461108174572415,0.72237983711609,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,0.626325291906246,0.909653518177241,0.68853170948129,0.491118008950617,0.745816383550146,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,0.869987031445664,0.758094521645483,1.14759704311978,0.251134951013181,0.53670597653858,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,-0.149132681010811,0.286486453354488,-0.520557531655012,0.602675040223315,0.823755813737521,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,-0.138606929231597,0.881884908619897,-0.157171222544798,0.875109907479816,0.95752692245162,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,0.0231790298121858,0.592342316971267,0.0391311394578452,0.968785834277973,0.990002001860801,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
"KH2013:KH.C1.1011",643.409662434636,0.0479514803034242,0.285495748350208,0.167958649403786,0.866615809866721,0.954362849039489,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,-0.880713886200899,0.427767435000772,-2.05886146101633,0.0395075118939356,0.190115950596947,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,0.384098872610457,0.358866028142547,1.07031271418616,0.284478573391798,0.5713070625075,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,1.01038785809869,0.487262136303318,2.07360224162736,0.038116266853492,0.186449563775804,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.481237801081972,0.303869732904478,1.58369771310277,0.113262525486915,0.348665393570291,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,-0.443393865136272,0.181576285440731,-2.44191505548229,0.0146095837261659,0.100251463756389,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,0.708012893903246,0.416936123009036,1.69813277101898,0.0894827056692636,0.303501820025068,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,1.20730799340492,0.408440676909988,2.95589558449143,0.00311762615467331,0.0373676422479225,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.26794532238399,0.640792516876352,-0.418146771891365,0.675839810042466,0.866774414761786,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,0.727146306764211,0.378568726513847,1.92077753875851,0.0547597593424487,0.229891869887576,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,3.92072709684908,0.867822948467306,4.51788824410973,6.24594331451742e-06,0.000370085719522797,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.849222017884643,0.33771476916858,2.51461320443682,0.0119163039271521,0.0886826646632104,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,-0.783886066816197,0.852783427008381,-0.919208842467916,0.357986346935867,0.637828721233255,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,-1.19751998349462,0.423600330149695,-2.82700436770537,0.00469856870281821,0.0492627305881222,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.458869160010919,0.177544141490219,-2.58453563243144,0.00975102282417717,0.0781687876752273,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,0.867857645441238,0.846997456066352,1.02462839672715,0.305538560360581,0.592545801692705,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,-0.691402388587708,0.315204943818285,-2.19350109237595,0.0282712959710886,0.154483248393743,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-1.08565344891909,1.00038704236154,-1.08523341761431,0.277818286930756,0.565259422856425,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.235920120029411,0.44294376570241,-0.532618671481455,0.594297574473382,0.817627950648735,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-2.9792147162424,0.936357779595837,-3.18170552022148,0.00146410602492723,0.0223186095164522,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-2.09286118471413,1.12059079405835,-1.86764088712043,0.0618121432718347,0.245161783617161,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.0242592801919017,0.321130145855007,0.0755434533475875,0.939782325515112,0.980880258261464,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,0.519672918112988,0.242039615445142,2.14705727885595,0.0317887218361521,0.16566604251743,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,0.437547199031138,0.33038377076895,1.32436044910067,0.185383363365963,0.456854335615071,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,-0.760780476649132,0.478417520951582,-1.59020195400855,0.111789290214604,0.346451234126824,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-4.33610516323095,2.98195038037946,-1.45411714150628,0.145913831921651,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,0.351515196368063,0.193519700198246,1.81643107139978,0.0693042725127345,0.263085968190403,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,1.82834764975278,1.92455650183386,0.950009858380669,0.342107243418638,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.848544770720263,0.676351526429592,1.25459134423732,0.209627147259914,0.491534542817981,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,0.557548392399886,0.567915870061292,0.981744694578993,0.326225640564286,0.612200912917941,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,0.439691527193326,0.522066354869045,0.842213873950217,0.399668249285118,0.672980352537535,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
