"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,-0.0482781487908793,0.594001357764797,-0.081276158984801,0.935222333625778,0.980443697347413,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,0.619047233334704,5.06164623834728,0.12230156043794,0.902660196226533,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,-1.66970196340916,1.31882932185912,-1.2660485596843,0.205495697501326,0.530663212626708,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,-0.337366569258673,0.290193096318401,-1.16255890832259,0.245008510934777,0.5742991755126,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,-0.392347658867368,0.347851590429352,-1.12791681758044,0.259355050690574,0.590664706772277,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,-1.45745766414123,0.845351965279287,-1.72408384200031,0.0846927085789039,0.345464759735941,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,-0.266283072779351,0.265995227942372,-1.001082142861,0.316787097434383,0.649863995091201,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,-3.60377750796758,2.03875432569243,-1.76763696466646,0.0771216142243324,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.908308622137632,0.440352489440266,-2.06268533486023,0.0391425341377937,0.230925387781119,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,-0.0591127417096986,0.320502494086297,-0.184437696431099,0.853670099564783,0.951041590486916,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,0.280906909753312,2.78159884998999,0.100987570423508,0.919560327095851,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,-0.300048018823685,0.554576437224785,-0.541039969756355,0.58848003332111,0.835057740050397,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-2.30768872353108,0.752909843330393,-3.06502663495982,0.00217650613088221,0.0427026905348295,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,0.374569122977728,0.233664944742869,1.60301804530377,0.108930670137761,0.394931904256331,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,-1.50431450715472,0.87645822693675,-1.71635619464985,0.0860968689584509,0.348200965770634,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.824553706241233,0.640132547057099,-1.28809839467151,0.197711714094365,0.522564695234939,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,-0.0803644880484373,0.316647250562106,-0.253798155220915,0.79965149871369,0.93216717483821,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,-1.80221326110873,1.54096638049993,-1.16953444534205,0.242188371673824,NA,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,0.603643793732851,0.372854548330569,1.61897929483662,0.105451718118979,0.388334546575307,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,0.370893574896178,0.241319995498056,1.53693677198484,0.124308793573263,0.421103133480202,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,-0.521585112907441,0.988439954869412,-0.527685177372611,0.597717862849306,0.839007523705433,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.278067223658647,0.277231340832085,-1.00301510941748,0.315853571167063,0.649096587561121,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,0.216772878028578,0.384795380736523,0.563345842701286,0.573199407509983,0.826314909781819,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,-0.0653677130729572,0.178999194880829,-0.36518439715037,0.714973764488942,0.897028909181364,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,1.50758174870797,1.69263598926142,0.890670976082582,0.373105709824433,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
