"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,1.09824747302598,0.672270491006871,1.63363926829678,0.102334617368658,0.384720281973658,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,0.727262670216968,5.83308709176511,0.124678863657579,0.900777791172199,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,-2.19520328208861,1.10733820882055,-1.98241446434578,0.0474328720317843,NA,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,0.624072614642621,0.334661751629006,1.86478619562849,0.0622113790067538,0.294113248730174,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,0.972345704805355,0.407741363529643,2.38471195658977,0.0170924985410365,0.134508175631209,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,0.343569964868675,0.917578375886607,0.374431191816941,0.708083540192188,0.90020766754641,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,0.729665450018841,0.307190061554513,2.37528989813805,0.0175351720758089,0.136715301207889,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,2.00392925429749,2.0025025750677,1.00071244813742,0.316965847498983,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.781232807049965,0.505199055802989,-1.54638611865225,0.122011344596833,0.423112607554628,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,-0.0932318275136191,0.367908982901841,-0.253410033042041,0.799951375388827,0.935286248274835,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,6.22002237889865,3.26954983738399,1.90240941054912,0.0571176517030733,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,-1.03482892815327,0.625241869889787,-1.65508578038077,0.0979070988599301,0.376225818320701,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-0.490626540522896,0.613411070875901,-0.79983320128592,0.423807443971388,0.745947489556207,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.561860173704391,0.263970969436182,-2.12849229180191,0.0332962883775525,0.205888620279565,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,0.989233669836491,1.01037679702514,0.979074017484463,0.327543408591354,0.670965602383349,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
