"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.286",50.7510885924162,0.995125482552345,0.57852331151097,1.72011302354145,0.0854118988430459,0.796003436003297,55,51,50,53,92,19,32,42,41,46,128,83,70,114,60,77
"KH2013:KH.C1.560",0.46593380744501,0.344073876615827,5.0323442041575,0.0683724846030143,0.945489124666117,NA,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"KH2013:KH.C1.907",14.5444481606357,-1.94968599370531,1.00533025339899,-1.93934877331452,0.0524588836898457,0.724541977286027,14,13,8,9,39,11,10,3,2,4,26,25,14,16,41,20
"KH2013:KH.C1.1180",1487.86280180981,0.297867984167913,0.289619025791355,1.02848210111203,0.303723106123609,0.921467985345699,1426,1346,1129,1440,2039,1911,1854,1304,1123,1237,1046,1078,4926,2394,2505,2059
"KH2013:KH.C1.526",339.085645887788,0.374898625083029,0.350848501566926,1.06854845726487,0.285273184362694,0.915259269189511,316,356,202,250,615,573,352,281,232,316,351,292,553,312,368,239
"KH2013:KH.C1.183",50.2834836549822,-0.472377542170336,0.791807268709319,-0.596581467280962,0.550786847580505,0.975631117643806,55,25,64,44,307,15,62,14,36,7,76,65,37,48,30,25
"KH2013:KH.C1.172",2239.87671665839,0.376847255115696,0.265805223242723,1.41775714757709,0.156261679118911,0.856630424212313,2484,2782,1385,2293,4399,2419,3068,2428,1910,2098,6331,1885,4422,2421,3140,2905
"KH2013:KH.C1.969",2.36313878286063,1.93834767260738,1.66316864247084,1.16545467675949,0.243834996101406,NA,4,3,0,0,1,2,0,1,0,0,8,5,0,2,0,4
"KH2013:KH.C1.655",238.865407619354,-0.205551778606616,0.440339412329559,-0.466803045221801,0.640640796933947,0.977669808183357,87,141,125,118,267,507,260,117,112,137,275,141,634,262,306,164
"KH2013:KH.C1.962",451.578337228838,0.133499928888721,0.319181714879611,0.418256819439279,0.675759356910591,0.980465492227305,437,466,350,407,702,658,470,397,382,460,429,298,969,533,924,644
"KH2013:KH.C1.403",2.31761881347799,1.99571444980741,2.57367638805839,0.775433329173524,0.438083647191856,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,-0.552392977873864,0.545560723642373,-1.01252336162669,0.311287882479511,0.925613180639289,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-0.446469636926382,0.540688045282322,-0.825743496313584,0.408949612691802,0.953231891645357,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.157297859516047,0.229536309764022,-0.685285302694636,0.493163904363063,0.97290886915065,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,1.16238246599572,0.873516508809272,1.33069318584512,0.183289986089678,0.861148207670746,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.155510506805427,0.635222488908743,-0.244812659376372,0.806601491375998,0.989365491184253,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,0.253523532123545,0.31563435522163,0.803219066395759,0.42184812715336,0.953926770917158,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,1.63106855296932,1.23897193185183,1.3164693331926,0.188016564828644,0.863283336841627,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,-0.22772779501713,0.369836414179051,-0.615752766050988,0.538057705987418,0.975631117643806,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,-0.0137497126661757,0.237545384915285,-0.0578824660015146,0.953842249807014,0.9946414702682,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,-1.10188500013963,1.06236749478636,-1.03719758515505,0.299643783273009,0.91669571100098,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.274724425419358,0.263092306545698,-1.04421307117029,0.296386820745184,0.916675508291918,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,-0.896817374557303,0.383539694273721,-2.33826482094777,0.0193735147415585,0.539727917397379,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,0.349761180940815,0.178388965191424,1.96066601185503,0.0499179963651974,0.713531086139761,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,-0.744962190202439,1.61670207164717,-0.460791263441281,0.644948370376154,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
