"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.1225",17.669103035408,0.541733529351677,0.850632802022882,0.636859439306109,0.52421640486137,0.877941793457113,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,-0.745205063746474,0.439485214598498,-1.69563170498756,0.0899556495825574,0.469221033685951,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.345077557304037,0.17828062113158,-1.9355864653924,0.0529183693531378,0.354155422179554,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,0.138180456366968,0.76175459120539,0.181397602275443,0.856055500766926,0.970712210104727,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,-0.6577164921835,0.261417873520021,-2.51595839001853,0.0118709196834592,0.15291800396053,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-1.37325872524788,1.09618576703535,-1.25276095215309,0.210292716225001,0.664523555346974,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.154607413530876,0.407536837347702,-0.379370401304284,0.704412827028839,0.938852165582279,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,0.549001719603185,0.748839899305702,0.73313630872527,0.463475296826732,NA,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-0.369094700448588,1.16904600371833,-0.315722990604841,0.752212774644294,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,-0.139020122964352,0.313958177054973,-0.442798223216879,0.657911688616033,0.927437752272327,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,0.232884006674517,0.213082002597398,1.09293137775945,0.274423930259933,0.726042386463314,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,-0.0464353733055956,0.301222854502285,-0.154156208971333,0.877486569554668,0.974518146398104,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,-0.706253298226869,0.507065600953721,-1.39282431483915,0.163672923778589,0.606013786859132,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-1.75110262491675,2.53739549062901,-0.690118127577603,0.490119904276234,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,0.00452098551688905,0.181022512511882,0.0249747142173397,0.980075132447744,0.995363801621677,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,-4.74312528415712,2.11487442453856,-2.24274558769228,0.0249132250749846,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.0654103569552257,0.558715653634475,0.117072712263793,0.90680243346898,0.980129630876371,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,-0.404696990085516,0.541815837433149,-0.74692720685827,0.455107502065736,0.842673062356804,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,0.406946855782886,0.469417209401364,0.866919336642674,0.385986207871288,0.804201604234979,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,-0.101510600644974,0.290988612524054,-0.348847330362739,0.727203928286471,0.94475015624064,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,0.172310019521506,0.707455124364498,0.24356317960986,0.807569147976749,0.962534935148492,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,-2.65258192571691,1.14425797277779,-2.31816774610495,0.0204402062188959,0.210548672244108,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,-1.43723327793805,1.33315205210861,-1.07807153404956,0.281001833935422,NA,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,1.37177891607005,0.431080823747797,3.18218496509278,0.00146168437308291,0.0393053183859667,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,1.36116865208282,0.949916413790803,1.43293518495048,0.151876360975083,0.586532524139261,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,0.137840910066709,0.854209432015184,0.161366644877153,0.871804635888016,0.974011532975948,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,0.99350111021329,0.32758021130746,3.03284837093169,0.00242257293124511,0.0557625236539879,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,-0.0842296867798093,1.03798153179125,-0.0811475774857517,0.93532458905592,0.986121682947798,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,0.540635129911817,0.609845628429766,0.886511446025852,0.375341989053329,0.798403841248427,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,-0.0213375524432546,0.197467909194225,-0.108055797675294,0.913951431125906,0.981294877133988,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,0.124819637274661,0.414954011918393,0.300803543741152,0.763564305974612,0.953158763835478,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,-0.47302179649941,0.517474334764805,-0.914097115008421,0.360665818328466,0.792520183072116,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,1.09069431180014,1.05340847751835,1.0353954188499,0.300484284287991,NA,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,1.01172827910615,1.14422370667583,0.884204962022148,0.376585580241468,NA,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,1.22141688116285,2.10125538153882,0.58127959689905,0.561052029343086,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,-0.418275816671897,0.327261711318458,-1.27810801632359,0.201211342811044,0.65634490642893,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,1.2309256022602,0.573925741909812,2.14474715520537,0.0319730684242721,0.276876728658356,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,0.9334685701066,0.348896069698814,2.67549179018388,0.00746197007771847,0.115039533368608,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,0.586670161329529,0.599401073651949,0.978760611413566,0.327698275918074,0.770076860372199,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,0.0338836261904746,0.200822084011279,0.168724601964451,0.866013266639805,0.973369985676162,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,-0.577291454964379,0.923600427656052,-0.625044594694971,0.5319417900287,0.881214075752624,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,-0.591324625775011,1.44721168039161,-0.408595807915952,0.682836307590369,NA,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,0.817296158328349,0.854154541138734,0.95684810999044,0.338643925233654,0.775125916068138,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,1.56758873520187,7.27681459622009,0.215422382207752,0.829438021150464,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,-0.144624829593747,0.503339030028517,-0.287330846538075,0.773859005863173,0.957339413386453,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,0.28355668252495,0.395465189597585,0.717020587358118,0.473361393712976,0.851418085507042,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,-0.820881613716066,0.743195444323757,-1.10452993218089,0.269363326713132,0.721804821544273,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,0.210159323425572,0.276272003914746,0.760697140671642,0.446837983062724,0.839321322781627,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,-0.168136431972493,0.204880031599241,-0.820657975597052,0.411841114433257,0.819316819882281,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
"KH2013:KH.C1.539",2273.8923514605,-0.719231474988372,0.137280680738273,-5.23913103519347,1.61334457672975e-07,2.74695639843779e-05,2807,2964,2148,2238,3010,1850,2655,2409,1235,1575,3848,1592,7880,4049,5601,3553
"KH2013:KH.C1.584",797.015484065066,0.110434157727589,0.265637995111751,0.415731784457759,0.677606280297592,0.933522788349063,588,639,407,457,1830,1639,636,602,397,372,1092,696,2482,1462,1402,529
"KH2013:KH.C1.352",50.8744560838589,-0.17274899393282,0.578375430158564,-0.298679689566792,0.765184455432266,0.953964282062735,65,60,59,59,81,110,39,40,33,38,66,20,343,153,173,97
"KH2013:KH.C1.245",96.0982445869766,-0.23021717576085,0.352128035354629,-0.653788260650697,0.513248230737208,0.872217173224904,108,126,71,102,166,118,100,77,64,85,109,101,272,224,224,131
"KH2013:KH.C1.96",3864.14834614596,-0.27952224886411,0.173271277204718,-1.61320591256367,0.106699779341444,0.503410776371328,4854,4906,4744,5159,3587,2506,3554,3186,1625,2500,4404,3224,16490,8863,11386,6044
"KH2013:KH.C1.359",71.6461192441838,0.218901361119057,0.391596805416143,0.55899680000309,0.576163904097333,0.896348765766881,115,68,90,53,110,78,66,39,38,45,79,99,172,92,129,105
"KH2013:KH.C1.596",35.8860063920641,0.973702716978014,0.742109097265296,1.31207489648914,0.189494865143605,0.642075372734171,17,15,16,7,21,92,9,24,60,29,20,33,84,55,51,53
"KH2013:KH.C1.866",89.1528548574612,0.697867930437423,0.598374670064407,1.16627251344431,0.24350428262807,0.700900632379275,32,64,26,43,109,18,48,21,29,29,588,80,47,67,107,103
"KH2013:KH.C1.858",234.011514257231,0.0523089553820252,0.300418111229913,0.174120512135144,0.861770753080733,0.971676281983282,261,218,172,192,282,150,256,183,151,186,398,164,617,324,465,268
"KH2013:KH.C1.234",209.835123399729,-0.584155284818786,0.36039357414565,-1.62088152155206,0.105043050538879,0.500773578971951,222,181,159,260,145,107,260,171,114,195,495,125,618,396,627,338
"KH2013:KH.C1.1155",101.195831870161,-0.112720386923571,0.465859303467186,-0.241962296523098,0.808809378266088,0.962534935148492,147,166,104,117,259,48,85,99,47,76,201,121,301,216,242,200
"KH2013:KH.C1.240",790.936535227504,0.464388560185937,0.174115866636475,2.66712373293069,0.00765035004006452,0.116280488512265,679,869,352,470,1509,1218,843,570,665,888,1344,739,1570,810,1061,721
"KH2013:KH.C1.177",277.948433785023,-0.193409843633638,0.293696178069533,-0.658537148508104,0.510193034515745,0.871159238791666,273,239,217,310,433,482,188,220,135,108,256,217,933,434,391,319
"KH2013:KH.C1.326",1853.91237546627,0.14263810440879,0.219359792894189,0.650247260570645,0.515532517787541,0.873827229425182,1834,1537,920,1013,3325,3537,2416,2049,1968,2441,2729,1837,2611,1227,1892,1394
"KH2013:KH.C1.383",7.52368813176155,2.15711682641349,1.08322389123762,1.99138593956685,0.0464384738318629,NA,17,8,10,10,13,40,21,16,9,22,8,15,7,6,3,11
"KH2013:KH.C1.566",9.43626444547082,-1.88433539432958,1.71440358110249,-1.09912007598456,0.271715694171058,NA,3,5,9,1,14,20,1,0,2,4,5,16,1,1,1,3
"KH2013:KH.C1.404",2532.74411590731,0.408263938240673,0.178976642228618,2.28110178600385,0.0225424244854951,0.221746975949925,3236,3251,1843,2354,2342,3317,3077,2586,1649,2109,1640,2054,4033,2661,3502,2812
"KH2013:KH.C1.1083",796.034447428139,1.96482219076497,0.288076684443685,6.82048321459721,9.07347895653934e-12,7.50376709705804e-09,401,369,672,463,1229,1808,561,325,469,405,217,294,1422,750,583,540
"KH2013:KH.C1.1295",10.6467442574605,0.757501126087234,1.38541052313512,0.546770154721393,0.584536649723377,NA,5,6,1,0,3,9,3,8,2,0,57,12,8,46,2,6
"KH2013:KH.C1.1067",45.830443470152,0.00604471535308316,0.89731328944924,0.00673646030228008,0.994625122982275,0.998456336226226,53,20,31,93,7,21,8,7,2,0,32,33,202,69,114,18
"KH2013:KH.C1.405",61.7106302672137,-0.350830280152092,0.694272191506173,-0.505320945364369,0.613333433860037,0.91014859806586,47,76,49,100,89,110,26,23,24,128,15,60,57,86,103,87
"KH2013:KH.C1.577",45.9591178192139,0.0386508073645757,0.652100146031757,0.059271275431816,0.952736039763837,0.989840081513433,31,48,24,24,112,305,29,22,23,35,181,62,66,27,38,59
"KH2013:KH.C1.842",123.627876587925,-0.186355816036212,0.380635848171241,-0.489590817395565,0.624423475590208,0.913148548573488,186,185,90,110,162,75,141,121,75,74,192,150,352,213,261,119
"KH2013:KH.C1.476",16.0138621160598,-1.12415710648616,0.664819617988564,-1.6909204783808,0.0908519915425959,0.470846132478079,37,28,22,20,10,6,22,5,8,11,8,10,61,45,47,24
"KH2013:KH.C1.823",23.6444963439434,-0.192657396624348,0.623448912438147,-0.309018738794354,0.757307272484326,0.95248999999174,41,45,28,26,15,21,14,16,16,13,14,18,123,74,48,23
"KH2013:KH.C1.355",242.417377228927,-0.284703392679716,0.337960912359588,-0.842415150000525,0.399555615791426,0.813157834352809,265,248,306,249,188,270,274,214,116,172,203,221,361,256,619,365
"KH2013:KH.C1.1027",8007.00107724935,-0.4509611430735,0.223553924546714,-2.0172365302371,0.0436708355729283,0.325158157082549,9610,9255,7477,9386,12299,9135,10814,8341,4968,6767,11463,6292,17427,9324,12584,11138
"KH2013:KH.C1.970",102.452050746311,-0.0501101515586398,0.366358571319496,-0.136778979615955,0.891205499303438,0.977406237726048,160,146,102,77,113,196,117,85,80,137,103,130,335,187,156,127
"KH2013:KH.C1.140",287.490549783005,-0.227255246386681,0.279601128121486,-0.812783724849417,0.416342068326411,0.821561449370214,223,365,313,232,880,329,322,234,199,279,315,231,942,706,627,412
"KH2013:KH.C1.1062",465.523981044234,-0.328648305857867,0.362177149732675,-0.907424187584567,0.364182523451976,0.792948890447415,637,603,318,448,806,1017,642,512,440,472,410,438,1752,598,793,618
"KH2013:KH.C1.928",17.6110495201612,-0.18960361194584,0.800198777268927,-0.236945640673128,0.812698961848577,0.963685843945393,6,19,2,16,31,21,18,23,6,8,77,40,27,21,43,17
"KH2013:KH.C1.1274",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.538",419.2936566838,-0.476597212088356,0.245169782164175,-1.94394761002483,0.0519017691255966,0.352495116198599,565,452,426,351,417,283,579,416,198,217,684,299,963,606,879,558
"KH2013:KH.C1.875",36.2686271449622,0.249717886541715,0.419267888182259,0.595604608844169,0.551439397024421,0.890455416840829,63,49,32,57,37,29,67,46,18,21,122,49,133,95,69,62
"KH2013:KH.C1.1120",100.871955898253,-0.267708352341608,0.498589465273411,-0.53693142552622,0.591314982812859,0.900407319168718,108,109,136,84,155,69,72,74,36,94,135,73,445,236,179,135
"KH2013:KH.C1.388",590.404506109613,-0.298604658023835,0.260497188326763,-1.14628745109245,0.251676233526862,0.705517200991703,618,626,525,723,1667,920,655,515,346,534,820,341,1707,625,853,965
"KH2013:KH.C1.195",160.347634000179,-0.147556787595004,0.413571004606861,-0.356787071509695,0.721251215580511,0.942013217236138,174,225,150,188,235,230,210,139,109,143,222,65,544,171,329,199
"KH2013:KH.C1.797",15.7286060412386,0.27061765702048,0.618007533887834,0.437887310722649,0.661467974572747,NA,18,21,22,12,15,40,31,22,9,17,22,5,13,43,15,28
"KH2013:KH.C1.603",8494.22963125604,0.424271771354964,0.230432101097324,1.84120081071418,0.0655921366047642,0.401886558005636,10801,10410,5819,7859,10300,9070,11413,9320,4632,5070,10135,6696,11966,5721,7214,7091
"KH2013:KH.C1.483",257.633449823361,0.117140820741184,0.523662472503252,0.223695274899534,0.822994422873366,0.965478229985511,208,273,592,659,291,317,330,151,19,17,63,144,953,595,1006,958
"KH2013:KH.C1.1188",31.7727348434214,-1.05016040581224,0.981916415046153,-1.06950081465221,0.284844061964877,0.735113369555573,21,48,38,20,52,37,27,1,3,5,74,105,15,49,37,35
"KH2013:KH.C1.1170",36.0934318282328,0.951079882492733,1.30197328209289,0.730491090388505,0.465090057047276,0.847012843023409,9,12,72,11,150,92,35,28,5,5,15,22,50,53,15,23
"KH2013:KH.C1.445",63.6913132333641,-0.250405636840002,0.644528311945697,-0.388509910579536,0.6976387213663,0.938484018288773,49,59,47,58,202,165,67,61,57,86,103,113,152,100,65,59
"KH2013:KH.C1.98",5287.81440925557,-0.000813936433226845,0.177785734983638,-0.00457818752051031,0.996347147621439,0.998943132119556,6695,6763,3390,5682,6951,5796,7854,6727,3359,6376,11127,6308,17499,8901,9034,6343
"KH2013:KH.C1.779",37.7980598453407,0.0457145040587322,0.683679603448022,0.0668653910811129,0.946688865268588,0.98806860911995,40,70,39,23,39,187,45,33,8,50,112,22,10,7,87,45
"KH2013:KH.C1.515",87.8813110378632,-0.291077296946358,0.550713763103676,-0.5285455284537,0.597120755894042,0.903573193120756,71,70,118,75,34,32,79,43,26,10,108,78,355,85,332,265
"KH2013:KH.C1.414",11.0340361053037,1.49345658604208,1.25718711170303,1.18793501153459,0.234859014630336,NA,4,4,18,3,9,14,8,5,1,1,10,7,5,4,26,16
"KH2013:KH.C1.769",3.70697521376357,-2.1914315947948,2.04844584928068,-1.06980206265366,0.284708413679581,NA,2,4,7,12,6,6,0,1,0,0,6,8,4,0,21,9
"KH2013:KH.C1.879",6.31676743636713,-1.6590662191777,1.7703456614852,-0.937142533953428,0.348685244943605,NA,1,3,7,3,10,6,5,1,9,9,0,1,9,1,18,7
