"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.1011",643.409662434636,0.112418498717703,0.238510502353735,0.471335633476528,0.637401073092279,0.823783436210913,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,-1.24642368738592,0.380959513582379,-3.27180092095636,0.00106864795859861,0.0164301608262193,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,0.838484253335247,0.390387031342921,2.14782814493321,0.0317274102829668,0.152287097559751,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,1.03138757446208,0.406893041153736,2.53478794215209,0.0112515414601772,0.0781583364459633,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.446977222356349,0.260663844454642,1.71476494291531,0.0863883313730899,0.278264802545337,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,-0.561537669961051,0.18291436226358,-3.06994848852752,0.0021409569311575,0.0265396558688527,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,0.387144558334509,0.371993975172015,1.04072803371476,0.298001788607035,0.561622003318507,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,0.769529699518261,0.373008902722038,2.06303306409741,0.039109486874819,0.173050735870485,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.425946610873401,0.535172039825027,-0.795905950192508,0.426086702532733,0.679802419993077,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,0.478778891826378,0.344053393622531,1.39158311093905,0.164048676094957,0.409580473930628,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,3.04939976526246,0.832863821151741,3.66134257224133,0.00025089701148218,0.00589261912139699,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.916823525652512,0.295198762115025,3.10578377457853,0.0018977543021765,0.0246201991469031,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,-0.207485489433422,0.823434458804176,-0.251975718546854,0.801059832162237,0.913217594251736,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,-0.812215595840554,0.429022135953119,-1.89317876112879,0.0583341008665866,0.218373806571911,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,-0.409305989263321,0.178110069688605,-2.2980508063296,0.0215588976452014,0.11938020476542,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,0.497883978571772,0.762770841069253,0.652730743972643,0.513929878681584,0.748023593054871,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,-0.740966465501629,0.259767956567974,-2.85241673103641,0.00433881782452304,0.0430913836624073,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-0.451794473147117,1.02619554993492,-0.440261578970762,0.659747664485857,0.837583740951545,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.0818562596787433,0.402488943063382,-0.203375176112237,0.838841800948563,0.932336888060901,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-2.58332554287926,0.878659642156187,-2.94007533627004,0.00328132454310042,0.0357230267152056,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-1.24225465968814,1.14783980504307,-1.08225438273726,0.279139509732307,0.5419667048993,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.270893408801617,0.310170424507596,0.873369565237138,0.382461674273617,0.64276786183119,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,0.419229312441274,0.212261605167912,1.97505955968645,0.04826138940602,0.194386944556122,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,0.357595585288037,0.300189940850194,1.19123107281763,0.233562884330111,0.494650747876985,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,-0.597475948241616,0.507976249584092,-1.17618874648333,0.239519460437724,0.4998060799759,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-4.29974616889563,2.41616530355708,-1.77957450285605,0.0751456220417893,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,0.220186480498222,0.180481815994131,1.21999260305195,0.22246767899011,0.482095883424002,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,1.56641508781594,1.57884524011101,0.992127060981481,0.321135547336805,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.589320420898275,0.557517117663614,1.05704453231488,0.290491263976279,0.554522421228262,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,1.01897592014755,0.53607935953094,1.90079304869924,0.0573291249386847,0.216206351028451,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,0.556405454597506,0.465521332706506,1.1952308422959,0.231996851440199,0.493328303202996,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,0.233464452699521,0.287884503500066,0.810965681935248,0.417385378934266,0.672297934473522,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,0.361614304249913,0.703930451855423,0.513707431319058,0.607456555563803,0.806586723841517,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,1.50623375841314,1.05030696358869,1.43408909074224,0.151546840665811,0.390979368096529,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,-0.220027604335784,1.30742560629375,-0.168290725894157,0.866354569475482,0.944635437998611,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,0.203344071278731,0.43094817552346,0.471852725752313,0.637031913354052,0.823775272803198,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,-5.04976731368181,1.40343283036944,-3.59815390121129,0.000320483965988735,0.00698501213551768,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,-1.41857357529255,0.893066419189727,-1.5884300930043,0.112189117162697,0.327217915555141,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,0.040440610645902,0.327590392336288,0.123448707874154,0.901751788701844,0.960830626720431,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,-0.010523578760534,0.985128879558951,-0.0106824385914313,0.991476809279747,0.996501114264874,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,-0.277435358769657,0.647209223771962,-0.428664098995302,0.668167690794264,0.842019895890432,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,0.171844740066263,0.195685497806595,0.878167988902813,0.379852561032244,0.640563907800267,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,0.198188901541422,0.411331260599874,0.481823096188674,0.629931620793926,0.819886158843384,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,1.08356534839503,0.505966025635392,2.14157728680356,0.0322275130804387,0.153874231749644,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,0.788599663748253,0.991324517195325,0.795501019161086,0.42632211835028,0.680018723204627,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,-0.275088107075,1.07692554590238,-0.255438370945596,0.798384537757132,0.912320370650137,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,1.67400271199266,2.30034882973982,0.727716896824731,0.466786904818722,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,-0.357628087864903,0.327205923384075,-1.09297559214758,0.274404516438712,0.536905820587208,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,0.400061546901781,0.574752844245362,0.696058403028963,0.486392255365124,0.72933142732943,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,1.21111651626452,0.34864292474975,3.47380207739435,0.000513139393642808,0.00988955648773878,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,-1.16932778101156,0.600007163297225,-1.94885636795692,0.0513125799474457,0.201842322854203,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,0.460048931224192,0.199509502241486,2.30589984965904,0.0211162290437505,0.11774264102905,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,-0.848417139898367,0.93169189823728,-0.910619853519747,0.3624957060607,0.625527806936769,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,0.556026462778977,1.22084059511103,0.455445588069102,0.648788704418213,0.831728356081637,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,-3.04801353857972,0.893467117358469,-3.41144456171052,0.000646196402222948,0.0115366807222556,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,1.81494474332764,7.26341421675092,0.249874878282723,0.802684111304862,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,-0.21821034921438,0.500649937074296,-0.435854142895852,0.662942558069093,0.838608854371076,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,-0.245180184232371,0.395759016940714,-0.619518883303423,0.535574585972305,0.761546990756342,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,-0.897400142123005,0.739978644176627,-1.21273789343143,0.225230047178783,0.485302705262478,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,0.886465649252849,0.268679087414143,3.29934740282353,0.000969098994521091,0.0154218066628111,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,-0.178238827128952,0.20477620695531,-0.870407894447672,0.384077533988265,0.64398011837132,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
"KH2013:KH.C1.539",2273.8923514605,-0.652705111354806,0.1361659559317,-4.79345301025314,1.63934870709526e-06,0.00012983260516309,2807,2964,2148,2238,3010,1850,2655,2409,1235,1575,3848,1592,7880,4049,5601,3553
"KH2013:KH.C1.584",797.015484065066,0.915066765783135,0.263073364026991,3.47837102082767,0.000504471145593053,0.00976123003589285,588,639,407,457,1830,1639,636,602,397,372,1092,696,2482,1462,1402,529
"KH2013:KH.C1.352",50.8744560838589,0.315823321380647,0.564878332974287,0.559099726338811,0.576093661515078,0.787313300980143,65,60,59,59,81,110,39,40,33,38,66,20,343,153,173,97
"KH2013:KH.C1.245",96.0982445869766,-0.128942803128706,0.342354639618662,-0.376635185293039,0.706444736012893,0.864028032407003,108,126,71,102,166,118,100,77,64,85,109,101,272,224,224,131
"KH2013:KH.C1.96",3864.14834614596,-0.201192489224075,0.173031757127158,-1.16274892288253,0.244931385950017,0.504998022070354,4854,4906,4744,5159,3587,2506,3554,3186,1625,2500,4404,3224,16490,8863,11386,6044
"KH2013:KH.C1.359",71.6461192441838,0.730033624295463,0.379152034753977,1.92543770672144,0.0541746221160708,0.208112437243406,115,68,90,53,110,78,66,39,38,45,79,99,172,92,129,105
"KH2013:KH.C1.596",35.8860063920641,-2.04620602638408,0.76490487066518,-2.67511177514747,0.00747043388995975,0.0601720890456384,17,15,16,7,21,92,9,24,60,29,20,33,84,55,51,53
"KH2013:KH.C1.866",89.1528548574612,1.11418884878043,0.589479107841077,1.89012440637813,0.0587413236564073,0.219045800943767,32,64,26,43,109,18,48,21,29,29,588,80,47,67,107,103
"KH2013:KH.C1.858",234.011514257231,0.591232725192062,0.294768819383438,2.00575056218202,0.0448828676694321,0.186457585664228,261,218,172,192,282,150,256,183,151,186,398,164,617,324,465,268
"KH2013:KH.C1.234",209.835123399729,0.0908587020871309,0.354680688900511,0.256170422947997,0.797819245857242,0.912320370650137,222,181,159,260,145,107,260,171,114,195,495,125,618,396,627,338
"KH2013:KH.C1.1155",101.195831870161,-0.0329421077044876,0.464661566894804,-0.0708948405710203,0.943481449672881,0.979423159682183,147,166,104,117,259,48,85,99,47,76,201,121,301,216,242,200
"KH2013:KH.C1.240",790.936535227504,0.32459769165322,0.17179455873225,1.88945269308046,0.0588311959698518,0.219200916712615,679,869,352,470,1509,1218,843,570,665,888,1344,739,1570,810,1061,721
"KH2013:KH.C1.177",277.948433785023,-0.698862696229598,0.291593404750917,-2.39670268546223,0.0165433410963103,0.101464832244007,273,239,217,310,433,482,188,220,135,108,256,217,933,434,391,319
"KH2013:KH.C1.326",1853.91237546627,-0.142172662917924,0.218619838586374,-0.650319128571462,0.515486103578342,0.748768560386335,1834,1537,920,1013,3325,3537,2416,2049,1968,2441,2729,1837,2611,1227,1892,1394
"KH2013:KH.C1.383",7.52368813176155,0.0626097548734134,1.05849529019573,0.0591497718065766,0.952832815838715,0.982847843204223,17,8,10,10,13,40,21,16,9,22,8,15,7,6,3,11
"KH2013:KH.C1.566",9.43626444547082,0.824072004717073,1.4086475399599,0.585009366317802,0.55854141888157,0.774719974861941,3,5,9,1,14,20,1,0,2,4,5,16,1,1,1,3
"KH2013:KH.C1.404",2532.74411590731,0.33315621222688,0.178503479205691,1.86638497865345,0.0619875231989379,0.225603511765365,3236,3251,1843,2354,2342,3317,3077,2586,1649,2109,1640,2054,4033,2661,3502,2812
"KH2013:KH.C1.1083",796.034447428139,1.51773899799561,0.288967310207491,5.25228613889164,1.50222843170153e-07,1.92344664676886e-05,401,369,672,463,1229,1808,561,325,469,405,217,294,1422,750,583,540
"KH2013:KH.C1.1295",10.6467442574605,0.275567348558319,1.37470343449374,0.200455852254273,0.84112408199835,0.933348993563174,5,6,1,0,3,9,3,8,2,0,57,12,8,46,2,6
"KH2013:KH.C1.1067",45.830443470152,2.53078280132733,0.894705357333639,2.82862149039708,0.00467489534763807,0.0454542644008036,53,20,31,93,7,21,8,7,2,0,32,33,202,69,114,18
"KH2013:KH.C1.405",61.7106302672137,-0.614441508871334,0.696464604415948,-0.882229340838651,0.377652798191186,0.638865086422806,47,76,49,100,89,110,26,23,24,128,15,60,57,86,103,87
"KH2013:KH.C1.577",45.9591178192139,-0.713658325662444,0.631409899689233,-1.1302615401084,0.258366035320684,0.519477805629278,31,48,24,24,112,305,29,22,23,35,181,62,66,27,38,59
"KH2013:KH.C1.842",123.627876587925,-0.727267477747936,0.378577992755328,-1.9210505937094,0.0547253294108382,0.209283671317922,186,185,90,110,162,75,141,121,75,74,192,150,352,213,261,119
"KH2013:KH.C1.476",16.0138621160598,-0.935136926018859,0.631408559268866,-1.48103302099942,0.138597774408029,0.370482512359924,37,28,22,20,10,6,22,5,8,11,8,10,61,45,47,24
"KH2013:KH.C1.823",23.6444963439434,-1.70379382107443,0.606130791463315,-2.81093428195776,0.00493978744364801,0.0470229102427485,41,45,28,26,15,21,14,16,16,13,14,18,123,74,48,23
"KH2013:KH.C1.355",242.417377228927,0.163792215613805,0.334559801923155,0.489575300655596,0.624434457861816,0.817237544070567,265,248,306,249,188,270,274,214,116,172,203,221,361,256,619,365
"KH2013:KH.C1.1027",8007.00107724935,-0.25860529553491,0.223405632067566,-1.15755942740377,0.247043874505481,0.507346850371424,9610,9255,7477,9386,12299,9135,10814,8341,4968,6767,11463,6292,17427,9324,12584,11138
"KH2013:KH.C1.970",102.452050746311,0.407498231794128,0.356119911939347,1.14427252768593,0.252510632802058,0.513736414943339,160,146,102,77,113,196,117,85,80,137,103,130,335,187,156,127
"KH2013:KH.C1.140",287.490549783005,-0.685535402920017,0.279371944625547,-2.45384483341327,0.0141337954109025,0.0911603035451297,223,365,313,232,880,329,322,234,199,279,315,231,942,706,627,412
"KH2013:KH.C1.1062",465.523981044234,-0.0394189449848194,0.359972083102752,-0.109505561223111,0.912801511079183,0.965761723022962,637,603,318,448,806,1017,642,512,440,472,410,438,1752,598,793,618
"KH2013:KH.C1.928",17.6110495201612,-0.312344317892703,0.770808341096259,-0.405216577506778,0.685318320577953,0.852626373450806,6,19,2,16,31,21,18,23,6,8,77,40,27,21,43,17
"KH2013:KH.C1.1274",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.538",419.2936566838,0.251757557739723,0.241312892439992,1.04328266589539,0.296817396860378,0.560714108354893,565,452,426,351,417,283,579,416,198,217,684,299,963,606,879,558
"KH2013:KH.C1.875",36.2686271449622,-1.13025376085171,0.422637871008359,-2.67428415289683,0.00748889674826539,0.0601851041326674,63,49,32,57,37,29,67,46,18,21,122,49,133,95,69,62
"KH2013:KH.C1.1120",100.871955898253,-0.333091324823215,0.489229474593548,-0.680848849305222,0.495967136723568,0.735569946502382,108,109,136,84,155,69,72,74,36,94,135,73,445,236,179,135
"KH2013:KH.C1.388",590.404506109613,0.355623144010593,0.258811129541992,1.37406434043206,0.169421708755928,0.417059246915764,618,626,525,723,1667,920,655,515,346,534,820,341,1707,625,853,965
"KH2013:KH.C1.195",160.347634000179,0.0863631857365661,0.410052164794624,0.210615119614894,0.833187613205057,0.929470703625947,174,225,150,188,235,230,210,139,109,143,222,65,544,171,329,199
"KH2013:KH.C1.797",15.7286060412386,0.243729208753898,0.586780163744755,0.415367157605413,0.677873145179396,0.848010651449512,18,21,22,12,15,40,31,22,9,17,22,5,13,43,15,28
"KH2013:KH.C1.603",8494.22963125604,0.383587486338406,0.230277740872829,1.66576015938181,0.0957611943346617,0.296872778613282,10801,10410,5819,7859,10300,9070,11413,9320,4632,5070,10135,6696,11966,5721,7214,7091
"KH2013:KH.C1.483",257.633449823361,0.264153034538405,0.524472049824236,0.503655122569313,0.614503749681812,0.811142897124031,208,273,592,659,291,317,330,151,19,17,63,144,953,595,1006,958
"KH2013:KH.C1.1188",31.7727348434214,-0.0645477333818064,0.943170220896386,-0.0684369925509952,0.945437775048807,0.980267420590261,21,48,38,20,52,37,27,1,3,5,74,105,15,49,37,35
"KH2013:KH.C1.1170",36.0934318282328,3.56081370377928,1.26211909544587,2.82129770211689,0.00478297936738506,0.04610766016643,9,12,72,11,150,92,35,28,5,5,15,22,50,53,15,23
"KH2013:KH.C1.445",63.6913132333641,-1.69227439467687,0.648562050976767,-2.60927137523421,0.00907352541872846,0.0678806708071064,49,59,47,58,202,165,67,61,57,86,103,113,152,100,65,59
"KH2013:KH.C1.98",5287.81440925557,0.510237702046174,0.177298945227842,2.8778383390295,0.0040041027468707,0.0408568446575825,6695,6763,3390,5682,6951,5796,7854,6727,3359,6376,11127,6308,17499,8901,9034,6343
"KH2013:KH.C1.779",37.7980598453407,0.202074580496627,0.66563250558576,0.303582801021414,0.761445756329665,0.893835193746198,40,70,39,23,39,187,45,33,8,50,112,22,10,7,87,45
"KH2013:KH.C1.515",87.8813110378632,2.10897683818997,0.543764981109449,3.8784712356559,0.000105114952525188,0.00310692455851504,71,70,118,75,34,32,79,43,26,10,108,78,355,85,332,265
"KH2013:KH.C1.414",11.0340361053037,0.670042737790832,1.26907792813984,0.527976039086074,0.597515966587094,0.800488050437589,4,4,18,3,9,14,8,5,1,1,10,7,5,4,26,16
"KH2013:KH.C1.769",3.70697521376357,-4.51366392792712,2.26202764431555,-1.99540617430999,0.0459985980805332,NA,2,4,7,12,6,6,0,1,0,0,6,8,4,0,21,9
