"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.403",2.31761881347799,0.97054633309527,3.0816699526665,0.314941686813501,0.752805929458331,NA,0,14,3,4,7,0,1,4,0,0,2,0,11,2,0,0
"KH2013:KH.C1.881",110.212747920876,-0.068060244451014,0.534139041565976,-0.12742046387674,0.898607620420667,0.999598619080225,70,92,96,123,232,120,95,70,30,99,53,102,399,185,263,102
"KH2013:KH.C1.1034",26.4632730263252,-0.331590188446061,0.682696676571558,-0.485706463537039,0.627175300301207,NA,24,18,16,12,53,72,22,18,21,14,16,17,57,30,27,60
"KH2013:KH.C1.165",592.332298971341,-0.0744570181179724,0.266051740827034,-0.27985916531318,0.77958555716252,0.999598619080225,598,661,569,738,918,1191,662,611,282,254,659,254,1069,837,1255,913
"KH2013:KH.C1.709",33.719088787804,1.36228277091847,1.02965523617548,1.32304748527138,0.185819586954999,NA,41,12,17,18,93,238,55,30,8,17,19,22,33,46,16,24
"KH2013:KH.C1.841",29.9990813977889,-0.267329031228453,0.749452966677124,-0.356698876533533,0.721317246682553,NA,27,18,29,20,91,63,59,36,14,4,19,24,38,66,50,14
"KH2013:KH.C1.1238",574.212159458034,0.0317958142152266,0.339310804701271,0.0937070490378862,0.925341870597808,0.999598619080225,713,711,558,622,889,702,805,601,446,600,449,637,1951,848,874,731
"KH2013:KH.C1.443",10.8078677456409,2.02243052497064,1.5292015044248,1.32254024019638,0.185988318864863,NA,2,7,0,7,2,4,7,10,6,2,16,12,32,4,9,11
"KH2013:KH.C1.914",116.384336691763,-0.116303246534781,0.365848130604905,-0.317900343900847,0.750560531727762,0.999598619080225,128,199,90,114,171,192,92,89,55,149,173,86,432,215,233,158
"KH2013:KH.C1.150",577.214478900475,0.0728787435805604,0.2895869160288,0.251664490164025,0.80130040645554,0.999598619080225,922,750,451,705,1044,619,731,576,298,445,758,431,1470,831,1244,844
"KH2013:KH.C1.771",23.0699468403475,-1.15575274332928,1.18769866155398,-0.973102673886232,0.330502275246596,NA,11,8,18,6,23,14,12,25,8,5,26,36,84,36,34,34
"KH2013:KH.C1.110",271.857253180905,-0.0729427788058541,0.293045559422106,-0.248912759332369,0.803428265351098,0.999598619080225,247,251,273,405,387,221,146,209,163,171,796,187,566,388,633,546
"KH2013:KH.C1.831",347.805720676782,-0.429155208019053,0.341661080948601,-1.25608455849736,0.209085314002064,0.999598619080225,302,307,197,230,398,612,370,218,101,244,723,269,1290,705,952,370
"KH2013:KH.C1.997",1309.07771136847,0.256514723011559,0.18754050639043,1.36778303497558,0.171379999549024,0.999598619080225,1216,1228,1093,1327,1903,1841,1645,1288,1041,1190,1486,1336,3148,1498,1983,1737
"KH2013:KH.C1.781",5.06721276758372,-0.885682174997386,1.71408894683875,-0.516707243594814,0.605360538759793,NA,4,16,4,5,0,2,11,0,0,1,5,7,18,13,3,19
"KH2013:KH.C1.15",41.7113326960679,-0.768455261571733,0.973526990652633,-0.789351778584563,0.429906431454775,NA,8,22,97,4,11,6,14,16,83,5,403,72,77,50,43,30
"KH2013:KH.C1.344",92.0899061917587,0.411913779699879,0.762905975230941,0.539927321417542,0.589247155182017,0.999598619080225,49,118,173,100,86,72,43,27,52,115,51,103,255,204,283,354
"KH2013:KH.C1.269",397.259593059735,0.0475646530503032,0.290375852026423,0.163803748549914,0.86988564062568,0.999598619080225,511,420,378,458,675,678,404,253,230,293,186,247,706,465,715,454
"KH2013:KH.C1.1208",76.9700718061155,0.0565589733293291,0.9035496995249,0.062596416510424,0.950087883033683,NA,81,70,40,73,88,80,54,43,31,42,316,50,360,92,50,89
"KH2013:KH.C1.208",88.9941541196302,-0.711927107574455,0.633847410207138,-1.12318374439962,0.261359464976898,0.999598619080225,52,65,27,15,28,100,37,24,18,15,486,244,96,29,86,77
"KH2013:KH.C1.1011",643.409662434636,0.264701915422488,0.287923782100534,0.919347174072832,0.357914010615755,0.999598619080225,733,897,733,871,901,605,538,343,250,279,777,480,2370,1135,1489,938
"KH2013:KH.C1.230",201.741455045667,-0.0340211735385385,0.430933341485355,-0.0789476474975763,0.937074264260211,0.999598619080225,321,294,217,210,159,148,238,142,66,50,168,75,839,380,611,426
"KH2013:KH.C1.516",76.0739827179298,-0.0911559788877586,0.408265607783382,-0.223276164217399,0.823320577228024,NA,72,74,67,71,87,32,62,50,58,31,252,62,287,129,163,79
"KH2013:KH.C1.897",133.798978130198,0.286334661838332,0.502021038629294,0.570363868853253,0.568430930139551,0.999598619080225,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,0.304128649777909,0.319819984994647,0.950936977196716,0.341636369431524,0.999598619080225,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,0.239294238371289,0.181711245610919,1.31689284043359,0.187874546699062,0.999598619080225,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,-0.181506855230705,0.420454657238837,-0.431691865236257,0.66596538054792,0.999598619080225,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,0.238490995567324,0.420270674610257,0.567469990116468,0.570394909892452,0.999598619080225,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.322672910583239,0.655384380060291,-0.492341472272432,0.622477966762804,NA,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,0.108659710439827,0.380973277817694,0.285216094583472,0.775478590554153,0.999598619080225,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,-0.55065739237064,0.890301248999116,-0.618506817764991,0.536241305044125,NA,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.383075609062284,0.348878041362399,1.09802155379668,0.272195077635906,0.999598619080225,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,0.0602879002892057,0.904401129695284,0.0666605760538116,0.946851920219083,NA,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,0.270851746078098,0.438064835389996,0.618291458699183,0.536383231159468,NA,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,0.231819419986956,0.177905307961357,1.30304948538865,0.192557867720292,0.999598619080225,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,0.313636227554737,0.85772443802,0.365660827245106,0.714618180028535,NA,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,0.278507840637166,0.317048739359137,0.878438568152409,0.379705761878426,0.999598619080225,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-1.12116817803289,1.10136690228948,-1.01797881859556,0.308688022254676,NA,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,-0.487229834109142,0.46363119298978,-1.05089959751669,0.293304705280198,0.999598619080225,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-1.44604865643577,0.892472693964965,-1.62027215646391,0.105173827279991,NA,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,-2.22391113909633,1.36996102517433,-1.62333898427026,0.104516960222147,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,-0.52354453480313,0.332974037978362,-1.57232839527613,0.115874411006041,0.999598619080225,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,0.0892692761103251,0.244504171353598,0.365103284807462,0.715034308997793,0.999598619080225,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,0.0226554518277768,0.333701890615305,0.0678912899953996,0.945872172333224,0.999598619080225,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,0.0697545762385065,0.478607786677225,0.145744758401829,0.884122886498521,0.999598619080225,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,2.04149308266355,3.06531278540172,0.665998293024443,0.505412191466661,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,-0.0505827017566335,0.195535223224877,-0.258688439465765,0.795875639994208,0.999598619080225,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,-1.14650918859517,2.00036323922455,-0.573150498926192,0.56654279754102,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,0.187076247495961,0.678564800641937,0.275694004933623,0.782783100621815,0.999598619080225,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,-0.18840854478731,0.579316325655973,-0.325225677998925,0.745010275897649,0.999598619080225,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,0.219816434739297,0.536518169445516,0.409709208853959,0.682019273978175,0.999598619080225,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,-0.0270489300808027,0.32324536396491,-0.0836792514176292,0.933311454246587,0.999598619080225,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,0.45909766047031,0.628094616727967,0.730937104447671,0.464817570955969,0.999598619080225,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,-0.97427740982349,1.18933732363276,-0.819176688113697,0.412685613230172,NA,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,0.43093330460043,1.47735959120031,0.291691546978288,0.770522472840197,NA,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,-0.676902916647515,0.322024366573392,-2.10202390536569,0.0355511817866488,0.773754936153021,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,-0.410725089765194,0.81633829679059,-0.503130983049488,0.61487218466663,NA,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,-3.37567753824913,1.29342364391683,-2.60987771031206,0.00905745947305612,NA,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,-0.0138502015142483,0.304696605468119,-0.045455713210095,0.963744074123566,0.999598619080225,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,1.63213717488736,1.07105390921008,1.52386090079358,0.127543462389301,NA,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,0.607568904067921,0.640547340128896,0.948515224410519,0.342867226044058,NA,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,0.376609261488076,0.242770138945462,1.55129977320926,0.120829861166845,0.999598619080225,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,0.12977360518301,0.507125603742951,0.255900321784558,0.798027806146549,0.999598619080225,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,-0.695596970622074,0.62997190168081,-1.10417142219545,0.269518783835385,0.999598619080225,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,0.0330008535314084,1.11729804567099,0.0295363029222789,0.976436866017858,NA,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,-0.586741499369515,1.72188822177494,-0.340754697052689,0.733288257920672,NA,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,-2.01108882017091,2.94757791398856,-0.68228521140246,0.495058622387572,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,0.0403963512262498,0.333209394003596,0.121234130709454,0.903505591089192,0.999598619080225,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,-0.617718488240255,0.686729608587693,-0.899507579861944,0.368382360230224,NA,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,-0.781238318892119,0.363896002852319,-2.14687249315341,0.0318034340251042,0.739479225297998,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,0.465212136586904,0.73960359960819,0.629001990841247,0.529347752854316,NA,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,-0.0944368377747629,0.220169871585217,-0.42892716017328,0.667976233951314,0.999598619080225,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,-0.688891793848427,1.07640084522759,-0.639995589842528,0.522175466541315,NA,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,0.847378006830667,1.6584296206227,0.510952045412997,0.609384636242736,NA,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,-0.169023694063647,0.744210819781918,-0.227118028347367,0.820331965732488,NA,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,0.431611638708177,8.41198773869951,0.0513091141018359,0.95907920566926,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,-0.245607345195874,0.590504046137804,-0.415928301935051,0.677462468899747,0.999598619080225,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,0.428093263003958,0.453047624495496,0.944918900039865,0.344700281658803,0.999598619080225,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,-0.492930521315828,0.888658005342346,-0.554690914111477,0.579106091951067,NA,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,-0.3926091326447,0.354811800447542,-1.10652783292292,0.268498123931972,0.999598619080225,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,0.167504480079679,0.212589159082558,0.78792578512731,0.430740117647621,0.999598619080225,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
"KH2013:KH.C1.539",2273.8923514605,0.0323851566891815,0.172135340691688,0.188137755785935,0.850768664688256,0.999598619080225,2807,2964,2148,2238,3010,1850,2655,2409,1235,1575,3848,1592,7880,4049,5601,3553
"KH2013:KH.C1.584",797.015484065066,0.210552197061531,0.23863573675296,0.882316286430725,0.377605791566949,0.999598619080225,588,639,407,457,1830,1639,636,602,397,372,1092,696,2482,1462,1402,529
"KH2013:KH.C1.352",50.8744560838589,0.188506113916815,0.651105376612664,0.289517059277727,0.772185727187378,NA,65,60,59,59,81,110,39,40,33,38,66,20,343,153,173,97
"KH2013:KH.C1.245",96.0982445869766,-0.126919475040622,0.449497287107702,-0.282358712012008,0.777668470472273,0.999598619080225,108,126,71,102,166,118,100,77,64,85,109,101,272,224,224,131
"KH2013:KH.C1.96",3864.14834614596,0.226880101808289,0.195701970381634,1.15931434602245,0.246328076190217,0.999598619080225,4854,4906,4744,5159,3587,2506,3554,3186,1625,2500,4404,3224,16490,8863,11386,6044
"KH2013:KH.C1.359",71.6461192441838,0.0778671860886596,0.4752045703183,0.163860347631974,0.869841083105434,NA,115,68,90,53,110,78,66,39,38,45,79,99,172,92,129,105
"KH2013:KH.C1.596",35.8860063920641,-0.0805695683501161,0.816926875941188,-0.0986251899930349,0.92143586880274,NA,17,15,16,7,21,92,9,24,60,29,20,33,84,55,51,53
"KH2013:KH.C1.866",89.1528548574612,1.42816091342138,0.483125144737849,2.95608897399931,0.00311567197634508,0.222162248446625,32,64,26,43,109,18,48,21,29,29,588,80,47,67,107,103
"KH2013:KH.C1.858",234.011514257231,-0.103840305655219,0.367987687319642,-0.282184185051336,0.777802284273824,0.999598619080225,261,218,172,192,282,150,256,183,151,186,398,164,617,324,465,268
"KH2013:KH.C1.234",209.835123399729,0.258760001070504,0.392098307498056,0.659936541735231,0.509294553115874,0.999598619080225,222,181,159,260,145,107,260,171,114,195,495,125,618,396,627,338
"KH2013:KH.C1.1155",101.195831870161,0.108372311188624,0.555359864101252,0.195138896765622,0.845284212639126,0.999598619080225,147,166,104,117,259,48,85,99,47,76,201,121,301,216,242,200
"KH2013:KH.C1.240",790.936535227504,-0.106440308739533,0.187794572841156,-0.566791186396871,0.570856059304759,0.999598619080225,679,869,352,470,1509,1218,843,570,665,888,1344,739,1570,810,1061,721
"KH2013:KH.C1.177",277.948433785023,-0.205957030932551,0.332291835943606,-0.619807677030934,0.53538441375995,0.999598619080225,273,239,217,310,433,482,188,220,135,108,256,217,933,434,391,319
"KH2013:KH.C1.326",1853.91237546627,-0.152339156722821,0.201219432841537,-0.75707974409604,0.449002088690677,0.999598619080225,1834,1537,920,1013,3325,3537,2416,2049,1968,2441,2729,1837,2611,1227,1892,1394
"KH2013:KH.C1.383",7.52368813176155,-1.36061393962466,1.68387135280278,-0.808027250632857,0.419074894984658,NA,17,8,10,10,13,40,21,16,9,22,8,15,7,6,3,11
"KH2013:KH.C1.566",9.43626444547082,0.0255492028038855,1.66880525731563,0.0153098767467828,0.987784962902971,NA,3,5,9,1,14,20,1,0,2,4,5,16,1,1,1,3
"KH2013:KH.C1.404",2532.74411590731,-0.00966245074309306,0.212931709880193,-0.045378167246812,0.963805883070913,0.999598619080225,3236,3251,1843,2354,2342,3317,3077,2586,1649,2109,1640,2054,4033,2661,3502,2812
"KH2013:KH.C1.1083",796.034447428139,-0.696374568210496,0.346172068444231,-2.01164285535846,0.0442575984309874,0.812148626109811,401,369,672,463,1229,1808,561,325,469,405,217,294,1422,750,583,540
"KH2013:KH.C1.1295",10.6467442574605,-1.50768281161147,1.72308860946414,-0.874988554465775,0.381580133365796,NA,5,6,1,0,3,9,3,8,2,0,57,12,8,46,2,6
"KH2013:KH.C1.1067",45.830443470152,-0.00864195215124591,0.970080848304691,-0.00890848651053007,0.992892150167753,NA,53,20,31,93,7,21,8,7,2,0,32,33,202,69,114,18
"KH2013:KH.C1.405",61.7106302672137,-0.189375765941348,0.802245950931429,-0.236056991900647,0.813388446375426,NA,47,76,49,100,89,110,26,23,24,128,15,60,57,86,103,87
"KH2013:KH.C1.577",45.9591178192139,-0.19250056948224,0.753138095416671,-0.255597971545629,0.798261284859473,NA,31,48,24,24,112,305,29,22,23,35,181,62,66,27,38,59
"KH2013:KH.C1.842",123.627876587925,-0.42254374115284,0.477416431403914,-0.885063255804346,0.376122515751428,0.999598619080225,186,185,90,110,162,75,141,121,75,74,192,150,352,213,261,119
"KH2013:KH.C1.476",16.0138621160598,-0.0796407253861376,0.744881725938904,-0.106917276411571,0.914854607160358,NA,37,28,22,20,10,6,22,5,8,11,8,10,61,45,47,24
"KH2013:KH.C1.823",23.6444963439434,0.7080281837708,0.749224274067289,0.945015008559655,0.344651213744608,NA,41,45,28,26,15,21,14,16,16,13,14,18,123,74,48,23
"KH2013:KH.C1.355",242.417377228927,-0.0868585233791098,0.407011840128085,-0.213405397129911,0.831010771164429,0.999598619080225,265,248,306,249,188,270,274,214,116,172,203,221,361,256,619,365
"KH2013:KH.C1.1027",8007.00107724935,0.178483559163954,0.180042836810257,0.991339407476975,0.32151987655374,0.999598619080225,9610,9255,7477,9386,12299,9135,10814,8341,4968,6767,11463,6292,17427,9324,12584,11138
"KH2013:KH.C1.970",102.452050746311,-0.271423354372361,0.459633230136686,-0.590521608482584,0.554841003230539,0.999598619080225,160,146,102,77,113,196,117,85,80,137,103,130,335,187,156,127
"KH2013:KH.C1.140",287.490549783005,0.362597624303801,0.331756328132198,1.09296370123591,0.274409737453079,0.999598619080225,223,365,313,232,880,329,322,234,199,279,315,231,942,706,627,412
"KH2013:KH.C1.1062",465.523981044234,0.0492519348937682,0.358673294155467,0.137316983718391,0.890780246532889,0.999598619080225,637,603,318,448,806,1017,642,512,440,472,410,438,1752,598,793,618
"KH2013:KH.C1.928",17.6110495201612,0.981376148074041,0.934322554875596,1.05036118731471,0.293552083214282,NA,6,19,2,16,31,21,18,23,6,8,77,40,27,21,43,17
"KH2013:KH.C1.1274",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.538",419.2936566838,-0.162139110966918,0.297533931678344,-0.54494326093268,0.585792541524128,0.999598619080225,565,452,426,351,417,283,579,416,198,217,684,299,963,606,879,558
"KH2013:KH.C1.875",36.2686271449622,0.0169005121421769,0.533302272465133,0.0316903058823584,0.974719025790601,NA,63,49,32,57,37,29,67,46,18,21,122,49,133,95,69,62
"KH2013:KH.C1.1120",100.871955898253,-0.0369712842310765,0.552765436731516,-0.0668842184664919,0.946673876742115,0.999598619080225,108,109,136,84,155,69,72,74,36,94,135,73,445,236,179,135
"KH2013:KH.C1.388",590.404506109613,-0.0639669642911372,0.254334610144601,-0.251507115979099,0.801422061222145,0.999598619080225,618,626,525,723,1667,920,655,515,346,534,820,341,1707,625,853,965
"KH2013:KH.C1.195",160.347634000179,0.302496466760534,0.463282370972792,0.652941889684594,0.513793741986603,0.999598619080225,174,225,150,188,235,230,210,139,109,143,222,65,544,171,329,199
"KH2013:KH.C1.797",15.7286060412386,-1.08564217321662,0.930749648765773,-1.16641695718741,0.24344590581716,NA,18,21,22,12,15,40,31,22,9,17,22,5,13,43,15,28
"KH2013:KH.C1.603",8494.22963125604,-0.375704027527766,0.224282727576199,-1.67513580554313,0.0939075891946133,0.995658834008043,10801,10410,5819,7859,10300,9070,11413,9320,4632,5070,10135,6696,11966,5721,7214,7091
"KH2013:KH.C1.483",257.633449823361,0.164098437014734,0.611252326077082,0.268462679018158,0.788343198587753,0.999598619080225,208,273,592,659,291,317,330,151,19,17,63,144,953,595,1006,958
"KH2013:KH.C1.1188",31.7727348434214,-0.769032718440269,1.04718370387633,-0.734381862125588,0.462716038076891,NA,21,48,38,20,52,37,27,1,3,5,74,105,15,49,37,35
"KH2013:KH.C1.1170",36.0934318282328,2.97984050978305,1.4646387755517,2.03452247716206,0.0418989446981561,NA,9,12,72,11,150,92,35,28,5,5,15,22,50,53,15,23
"KH2013:KH.C1.445",63.6913132333641,0.970943827628962,0.747563899605138,1.29881048047105,0.194008977034171,NA,49,59,47,58,202,165,67,61,57,86,103,113,152,100,65,59
"KH2013:KH.C1.98",5287.81440925557,0.0635189014488943,0.188505920351588,0.336959716333702,0.736147267726417,0.999598619080225,6695,6763,3390,5682,6951,5796,7854,6727,3359,6376,11127,6308,17499,8901,9034,6343
"KH2013:KH.C1.779",37.7980598453407,-0.87467838690326,0.797500501333132,-1.09677471730878,0.272739884927829,NA,40,70,39,23,39,187,45,33,8,50,112,22,10,7,87,45
"KH2013:KH.C1.515",87.8813110378632,-0.252529168927634,0.544336597500621,-0.463920982140734,0.642704359437066,NA,71,70,118,75,34,32,79,43,26,10,108,78,355,85,332,265
"KH2013:KH.C1.414",11.0340361053037,2.01200016067037,1.53570044961808,1.31015144338256,0.19014460835711,NA,4,4,18,3,9,14,8,5,1,1,10,7,5,4,26,16
"KH2013:KH.C1.769",3.70697521376357,-3.32160663892747,2.61132795932418,-1.27199903293155,0.203373462872209,NA,2,4,7,12,6,6,0,1,0,0,6,8,4,0,21,9
"KH2013:KH.C1.879",6.31676743636713,-3.33509792915841,2.2868259611463,-1.45839604142269,0.14473141117192,NA,1,3,7,3,10,6,5,1,9,9,0,1,9,1,18,7
"KH2013:KH.C1.1287",238.371170051764,-0.159573887914727,0.403230370908935,-0.395738762323449,0.692297756824468,0.999598619080225,232,171,103,129,1052,837,195,178,137,228,423,381,206,123,105,97
"KH2013:KH.C1.667",23.7411618009182,-0.58130513736418,1.05144821402681,-0.552861405449452,0.580358316956333,NA,5,12,2,2,67,21,12,9,17,45,4,45,15,2,14,5
