"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foxfdnnk418hpf1","foxfdnnk418hpf2","foxfdnnk420hpf1","foxfdnnk420hpf2","foxfnk412hpf1","foxfnk412hpf2","foxfnk415hpf1","foxfnk415hpf2","handrnoggin12hpf1","handrnoggin12hpf2","handrnoggin15hpf1","handrnoggin15hpf2","handrnoggin18hpf1","handrnoggin18hpf2","handrnoggin20hpf1","handrnoggin20hpf2"
"KH2013:KH.C1.897",133.798978130198,0.351914563688702,0.497940130104621,0.706740715223659,0.479727622495652,0.999503595910232,134,195,119,85,178,108,104,68,68,95,84,120,271,183,363,200
"KH2013:KH.C1.821",173.121423963017,-0.0217217259390773,0.315656332057169,-0.0688144787006625,0.945137293072236,0.999503595910232,225,202,128,233,258,224,237,168,101,143,277,134,440,391,442,226
"KH2013:KH.C1.329",12310.1808544586,0.188222157924943,0.181713681014574,1.03581720910627,0.300287427480921,0.999503595910232,13825,15657,14103,16126,18811,13499,18583,13907,6674,9182,15643,12714,36521,19969,27017,18602
"KH2013:KH.C1.301",306.329391770314,-0.00878010928762224,0.421111730411395,-0.0208498330812222,0.983365445314476,0.999503595910232,298,348,318,341,413,450,240,246,163,252,312,106,569,572,561,311
"KH2013:KH.C1.1197",165.121473746535,-0.32606452823386,0.419934809189425,-0.776464634744719,0.437474694220597,0.999503595910232,128,135,99,184,181,204,143,104,129,172,148,78,525,230,179,190
"KH2013:KH.C1.593",68.4710681969186,-0.314427396449859,0.650305631838384,-0.483507109666246,0.628735712859063,0.999503595910232,67,76,112,60,22,130,53,35,48,32,249,62,30,81,57,75
"KH2013:KH.C1.1300",670.926131160087,-0.0427996203905346,0.381347318280906,-0.112232650759085,0.910638941145835,0.999503595910232,445,635,431,607,835,883,765,530,347,394,602,351,804,519,924,745
"KH2013:KH.C1.582",31.9657894552891,-0.441607857349202,0.915417717758251,-0.48241130664441,0.629513790673221,NA,15,20,38,6,32,15,60,12,8,7,38,110,83,26,52,8
"KH2013:KH.C1.78",195.177612937017,0.279394695519908,0.35029025823337,0.797609094038152,0.425097372012863,0.999503595910232,187,240,119,240,247,241,216,179,86,122,119,107,361,266,351,227
"KH2013:KH.C1.1225",17.669103035408,-0.604281044887012,0.94799396329155,-0.637431321597106,0.523843931803782,NA,23,13,8,6,7,51,29,12,3,2,6,27,63,31,15,25
"KH2013:KH.C1.671",37.7438569561875,0.326209100907565,0.458218052854452,0.711908007280504,0.476521743401722,NA,53,40,57,61,57,26,37,27,21,44,45,23,279,140,115,65
"KH2013:KH.C1.287",7505.20198627257,0.226275487589478,0.177837303995071,1.27237358251759,0.203240415685796,0.999503595910232,9859,9531,7526,9519,5383,5492,11001,8148,3445,4202,5119,5814,26596,12865,18041,13668
"KH2013:KH.C1.869",41.1189343718194,-0.788190032053319,0.883799100861672,-0.891820359722999,0.372489227082509,NA,24,25,61,57,60,32,13,38,37,8,164,39,68,12,34,42
"KH2013:KH.C1.1216",696.909481687381,0.183045657712412,0.31652427661262,0.578298952836508,0.563062301281222,0.999503595910232,770,863,593,905,967,516,1005,840,526,556,2220,658,2054,1006,1520,979
"KH2013:KH.C1.1220",27.7634618045383,-0.876036101678968,1.11956150259021,-0.782481444433536,0.433931686119037,NA,8,12,17,4,21,13,5,13,10,6,108,56,33,85,8,22
"KH2013:KH.C1.791",242.004929344913,0.171891784315395,0.450612690337142,0.381462368906629,0.702860189311051,0.999503595910232,188,194,167,69,753,533,143,178,185,422,605,216,554,256,274,203
"KH2013:KH.C1.1166",15.5394081140114,-4.03434733112789,1.57003101583403,-2.56959721842486,0.0101816818763011,NA,7,20,11,10,29,16,5,11,10,6,46,7,19,5,9,3
"KH2013:KH.C1.1253",7.9316383217624,1.15534393478497,1.49199110111838,0.774363824233896,0.438715670247145,NA,6,0,0,11,21,15,3,2,3,16,26,9,5,8,2,1
"KH2013:KH.C1.139",260.729488924044,0.265389580382461,0.329909828311534,0.804430658342962,0.42114830106866,0.999503595910232,320,321,173,260,468,423,233,173,148,178,213,184,868,369,414,290
"KH2013:KH.C1.631",2209.54162956342,-0.139514508802986,0.244390331921892,-0.570867544987726,0.568089432431038,0.999503595910232,1462,1374,1222,1224,2928,4841,1912,1538,2112,2564,1113,1549,3654,1754,1933,1685
"KH2013:KH.C1.130",743.426273386777,0.142032062068051,0.33273842303716,0.42685801288476,0.669482748976812,0.999503595910232,850,862,674,796,590,449,904,600,458,583,448,563,1986,1107,1264,1196
"KH2013:KH.C1.608",413.799053569684,0.16102910979669,0.482501113833116,0.333738317239172,0.738577032735644,0.999503595910232,231,197,407,457,587,1357,596,309,131,104,1377,496,345,497,720,493
"KH2013:KH.C1.1246",1.59659395854191,-1.54087572706994,2.94493637333885,-0.523228868718464,0.600814994081768,NA,1,1,0,0,1,0,1,0,0,0,1,1,2,3,1,0
"KH2013:KH.C1.1202",1550.34356669858,0.110698619716177,0.195604744549978,0.56593013615727,0.571441274292463,0.999503595910232,1737,1747,1546,1826,1719,2345,1737,1181,993,1534,1486,1153,2620,1689,2307,2240
"KH2013:KH.C1.318",3.25654552232098,-1.00423252954674,2.13745807222207,-0.469825603878517,0.638479620093437,NA,2,0,8,0,1,5,3,1,1,2,0,0,2,4,7,1
"KH2013:KH.C1.1156",1313.39057176735,-0.275591384543587,0.679283313794457,-0.405709045028858,0.684956395542255,0.999503595910232,406,482,405,528,914,4156,423,331,3862,2096,1544,420,1114,292,662,629
"KH2013:KH.C1.568",103.944713662893,0.753849026622231,0.590960440149594,1.27563365566637,0.202085051107983,0.999503595910232,74,85,129,212,139,154,75,61,23,27,174,68,257,101,176,145
"KH2013:KH.C1.523",141.68899013468,-0.120466964907638,0.536147849982178,-0.224689821868432,0.822220583143592,0.999503595910232,119,150,104,107,437,308,115,159,71,63,308,206,441,238,293,250
"KH2013:KH.C1.996",446.961330876146,-0.00548446961010029,0.321727156409614,-0.017046958893074,0.986399153425398,0.999503595910232,436,386,354,388,579,570,457,293,206,301,280,326,1053,398,635,457
"KH2013:KH.C1.1100",248.670910673187,0.162656072285513,0.648611683581182,0.250775735934079,0.801987502155972,0.999503595910232,45,77,120,148,181,226,598,160,47,9,290,201,83,90,50,62
"KH2013:KH.C1.1153",18.5845276886486,-0.475036823011764,1.46115506794589,-0.325110478300962,0.745097458834525,NA,2,6,19,0,21,44,29,24,8,6,8,10,15,1,5,0
"KH2013:KH.C1.114",9.63844079999705,-1.77407370544734,1.67605145797834,-1.05848403221893,0.289834826755125,NA,3,3,6,3,15,26,4,9,5,1,18,6,29,0,1,0
"KH2013:KH.C1.159",3318.7337896822,-0.89632549825323,0.320693956716261,-2.79495599926838,0.00519067794630593,0.268001371953963,2435,1854,676,990,10837,4153,1807,1919,2142,3483,11954,4636,710,452,679,332
"KH2013:KH.C1.636",36.7673662890855,-0.319976740563881,0.79186894314769,-0.404077901189013,0.686155434902822,NA,31,26,8,15,19,0,3,18,6,17,177,59,26,26,15,10
"KH2013:KH.C1.1256",17.9665851463759,-0.595208778288128,0.830782460097619,-0.7164436021172,0.473717479928502,NA,16,17,9,3,40,27,16,26,9,3,97,81,3,12,21,7
"KH2013:KH.C1.1039",1884.28135765471,0.0120897538879018,0.30387290779036,0.039785560271936,0.968264088350712,0.999503595910232,2099,2368,1352,1405,1855,1421,2683,2094,857,588,4262,2263,3900,2351,3399,2685
"KH2013:KH.C1.1214",34.2775100183809,0.146867945861666,1.04692269099242,0.140285378400237,0.888434516427835,NA,8,19,2,1,14,19,5,11,8,3,248,104,21,28,19,14
"KH2013:KH.C1.56",27.6886820379504,-0.261417235839155,0.688895029797234,-0.379473249961026,0.704336464910362,NA,17,28,27,19,16,42,32,19,30,19,106,31,82,33,102,47
"KH2013:KH.C1.335",678.999266746134,0.219662284866234,0.242843817523257,0.904541392515363,0.365708396155554,0.999503595910232,624,734,449,667,1418,1018,893,728,549,927,2336,618,1037,523,839,549
"KH2013:KH.C1.714",186.987014133127,-0.261136363822615,0.505712418521868,-0.51637324743949,0.605593746865676,0.999503595910232,182,255,101,179,350,336,216,118,138,198,353,138,432,197,349,221
"KH2013:KH.C1.1066",102.755283689443,0.435384057289894,0.619720527628249,0.702549032797357,0.482336834512755,0.999503595910232,126,119,95,61,154,133,92,73,53,59,128,155,103,108,189,61
"KH2013:KH.C1.816",10.6633559362608,1.09178944270717,1.09768098121543,0.994632740651356,0.319914917661051,NA,6,14,3,6,8,25,6,14,5,16,15,25,9,10,6,12
"KH2013:KH.C1.512",5.11816280372391,0.557522305428768,1.35021280135322,0.412914397545337,0.679669332195077,NA,5,15,4,0,9,1,6,2,1,1,10,9,9,10,7,7
"KH2013:KH.C1.375",1.57065108618487,0.731698712457536,2.7373997637845,0.267296988236001,0.789240505473838,NA,3,1,0,0,5,0,0,0,0,0,16,2,2,4,1,3
"KH2013:KH.C1.1064",186.019629372837,-0.186056886772829,0.336806204279771,-0.552415259602164,0.580663878126646,0.999503595910232,213,324,173,198,1434,336,291,206,99,164,136,151,438,407,399,290
"KH2013:KH.C1.1094",57.5963491769321,-0.490316137126546,0.669111177742742,-0.732787245881374,0.463688201417773,0.999503595910232,56,58,49,39,51,38,32,30,13,17,231,75,67,84,55,40
"KH2013:KH.C1.421",503.117006327226,-0.223805189292599,0.362562542665524,-0.617287124166785,0.53704535808066,0.999503595910232,813,565,330,611,184,64,251,196,177,103,688,319,645,314,672,560
"KH2013:KH.C1.331",25.6055899115363,0.112356398315905,0.717264213509456,0.156645760655148,0.875524035918624,NA,19,41,28,35,35,15,16,27,7,22,34,26,41,36,42,35
"KH2013:KH.C1.1000",652.98870191979,0.030264712857241,0.220833063543251,0.137047923764882,0.890992914766315,0.999503595910232,630,733,585,701,1207,1538,702,514,540,513,1130,446,1281,481,821,980
"KH2013:KH.C1.666",55.9906829711531,-1.45141607404437,1.09104399586075,-1.33030022579366,0.183419372824867,0.999503595910232,23,84,118,36,287,21,27,22,16,28,1,12,57,83,148,66
"KH2013:KH.C1.588",5.60097920548936,2.11272021844351,1.49607313558263,1.41217709762614,0.157897822207153,NA,14,4,2,2,4,0,3,2,2,0,11,13,7,10,3,3
"KH2013:KH.C1.922",78.5819568452812,-0.589665512270088,0.719164832948807,-0.819930960545262,0.412255465795218,0.999503595910232,13,59,51,30,453,19,18,22,16,5,707,115,2,27,95,62
"KH2013:KH.C1.193",0.0730012001083596,0.592628137064704,8.4119877386995,0.0704504280644998,0.943835155131289,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.10",181.852720418911,0.0627571249714268,0.585477297497894,0.107189681375566,0.914638501335432,0.999503595910232,162,180,125,111,755,473,571,314,319,409,791,192,329,197,117,94
"KH2013:KH.C1.487",409.635081931062,0.0282445446838624,0.451671376910848,0.0625333951357235,0.950138068497195,0.999503595910232,392,458,364,537,591,389,460,377,329,309,600,306,623,418,571,709
"KH2013:KH.C1.927",44.2935330783228,-0.415697466250447,0.874780449893726,-0.475202053613508,0.634642963500379,NA,46,30,25,44,74,50,73,25,17,18,184,34,77,75,123,71
"KH2013:KH.C1.376",188.070130923497,-0.00895205990285026,0.344942662755183,-0.025952312860772,0.979295374449358,0.999503595910232,200,189,142,151,186,244,192,140,121,221,379,154,472,238,283,202
"KH2013:KH.C1.912",4654.54155562103,0.150210639438696,0.212566263650916,0.706653242423157,0.479781993240512,0.999503595910232,5012,5892,4026,5558,8305,7588,5627,4411,2610,3012,6139,2724,9153,5031,9239,7021
"KH2013:KH.C1.539",2273.8923514605,0.097511939926817,0.171577897409618,0.568324600073757,0.569814578020806,0.999503595910232,2807,2964,2148,2238,3010,1850,2655,2409,1235,1575,3848,1592,7880,4049,5601,3553
"KH2013:KH.C1.584",797.015484065066,0.363460588846045,0.237243336569219,1.53201600560023,0.125518485120858,0.999503595910232,588,639,407,457,1830,1639,636,602,397,372,1092,696,2482,1462,1402,529
"KH2013:KH.C1.352",50.8744560838589,-0.561883387624261,0.645229258956645,-0.870827507935463,0.383848343135378,0.999503595910232,65,60,59,59,81,110,39,40,33,38,66,20,343,153,173,97
"KH2013:KH.C1.245",96.0982445869766,-0.28825083349236,0.441574909981811,-0.652779012068945,0.513898756058277,0.999503595910232,108,126,71,102,166,118,100,77,64,85,109,101,272,224,224,131
"KH2013:KH.C1.96",3864.14834614596,0.309592723213883,0.195599023330205,1.58279278670649,0.113468701358149,0.999503595910232,4854,4906,4744,5159,3587,2506,3554,3186,1625,2500,4404,3224,16490,8863,11386,6044
"KH2013:KH.C1.359",71.6461192441838,-0.584082644300085,0.478500424916325,-1.22065230015673,0.222217695216345,0.999503595910232,115,68,90,53,110,78,66,39,38,45,79,99,172,92,129,105
"KH2013:KH.C1.596",35.8860063920641,-1.11053636433185,0.919894373025469,-1.20724334977653,0.227338440326522,NA,17,15,16,7,21,92,9,24,60,29,20,33,84,55,51,53
"KH2013:KH.C1.866",89.1528548574612,-0.183892150653406,0.464124571811489,-0.396212917440829,0.69194796271365,0.999503595910232,32,64,26,43,109,18,48,21,29,29,588,80,47,67,107,103
"KH2013:KH.C1.858",234.011514257231,-0.234421574510533,0.362712087983361,-0.646302073399019,0.518083745369205,0.999503595910232,261,218,172,192,282,150,256,183,151,186,398,164,617,324,465,268
"KH2013:KH.C1.234",209.835123399729,0.194281509030821,0.388988495174143,0.499453098076447,0.617460220498091,0.999503595910232,222,181,159,260,145,107,260,171,114,195,495,125,618,396,627,338
"KH2013:KH.C1.1155",101.195831870161,0.460707585788273,0.550587198682339,0.83675680598974,0.402729281257287,0.999503595910232,147,166,104,117,259,48,85,99,47,76,201,121,301,216,242,200
"KH2013:KH.C1.240",790.936535227504,-0.344221514005915,0.182431921607616,-1.88684913787339,0.0591806198038167,0.83878614802729,679,869,352,470,1509,1218,843,570,665,888,1344,739,1570,810,1061,721
"KH2013:KH.C1.177",277.948433785023,0.164461949520128,0.330107014614652,0.498207981772551,0.618337457209528,0.999503595910232,273,239,217,310,433,482,188,220,135,108,256,217,933,434,391,319
"KH2013:KH.C1.326",1853.91237546627,-0.0770420665120741,0.199134603819016,-0.386884373858468,0.698841809947542,0.999503595910232,1834,1537,920,1013,3325,3537,2416,2049,1968,2441,2729,1837,2611,1227,1892,1394
"KH2013:KH.C1.383",7.52368813176155,-1.14776071297508,1.42526173895522,-0.805298200046004,0.420647620232276,NA,17,8,10,10,13,40,21,16,9,22,8,15,7,6,3,11
"KH2013:KH.C1.566",9.43626444547082,-0.0700448151522373,1.77017912761476,-0.0395693373961649,0.968436473498263,NA,3,5,9,1,14,20,1,0,2,4,5,16,1,1,1,3
"KH2013:KH.C1.404",2532.74411590731,-0.20500711153137,0.212467432281887,-0.964887226854519,0.334601299815062,0.999503595910232,3236,3251,1843,2354,2342,3317,3077,2586,1649,2109,1640,2054,4033,2661,3502,2812
"KH2013:KH.C1.1083",796.034447428139,-0.382342750345372,0.351078832880274,-1.08905098951311,0.276131400865563,0.999503595910232,401,369,672,463,1229,1808,561,325,469,405,217,294,1422,750,583,540
"KH2013:KH.C1.1295",10.6467442574605,-1.4229189410393,1.69872911682225,-0.837637341320851,0.402234414167544,NA,5,6,1,0,3,9,3,8,2,0,57,12,8,46,2,6
"KH2013:KH.C1.1067",45.830443470152,-0.213536286793678,0.968155142617758,-0.22055998816089,0.825435058600361,0.999503595910232,53,20,31,93,7,21,8,7,2,0,32,33,202,69,114,18
"KH2013:KH.C1.405",61.7106302672137,0.211236896735124,0.796109756187092,0.265336400029598,0.790750325931116,0.999503595910232,47,76,49,100,89,110,26,23,24,128,15,60,57,86,103,87
"KH2013:KH.C1.577",45.9591178192139,0.234399865034732,0.688789276541151,0.34030707651519,0.733625288564188,0.999503595910232,31,48,24,24,112,305,29,22,23,35,181,62,66,27,38,59
"KH2013:KH.C1.842",123.627876587925,0.145600987047906,0.468713606209981,0.310639557117268,0.756074651656043,0.999503595910232,186,185,90,110,162,75,141,121,75,74,192,150,352,213,261,119
"KH2013:KH.C1.476",16.0138621160598,-0.269769820254852,0.738688498736536,-0.36520105662437,0.714961329616154,NA,37,28,22,20,10,6,22,5,8,11,8,10,61,45,47,24
"KH2013:KH.C1.823",23.6444963439434,-0.475049123113991,0.73951010487574,-0.642383545514654,0.520624180782031,NA,41,45,28,26,15,21,14,16,16,13,14,18,123,74,48,23
"KH2013:KH.C1.355",242.417377228927,0.466317399912664,0.406448343140113,1.14729807067245,0.251258451132276,0.999503595910232,265,248,306,249,188,270,274,214,116,172,203,221,361,256,619,365
"KH2013:KH.C1.1027",8007.00107724935,0.182363339950191,0.180016228795665,1.01303833087844,0.311041852518827,0.999503595910232,9610,9255,7477,9386,12299,9135,10814,8341,4968,6767,11463,6292,17427,9324,12584,11138
"KH2013:KH.C1.970",102.452050746311,0.23772362521927,0.450214914554968,0.528022545530854,0.597483687875752,0.999503595910232,160,146,102,77,113,196,117,85,80,137,103,130,335,187,156,127
"KH2013:KH.C1.140",287.490549783005,0.415335536821651,0.329812113638837,1.25930952698865,0.207918553445229,0.999503595910232,223,365,313,232,880,329,322,234,199,279,315,231,942,706,627,412
"KH2013:KH.C1.1062",465.523981044234,-0.0768653743889009,0.358382456796102,-0.214478618948228,0.830173838633817,0.999503595910232,637,603,318,448,806,1017,642,512,440,472,410,438,1752,598,793,618
"KH2013:KH.C1.928",17.6110495201612,-0.829921656701893,0.950821261198105,-0.87284718019045,0.382746379537317,NA,6,19,2,16,31,21,18,23,6,8,77,40,27,21,43,17
"KH2013:KH.C1.1274",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KH2013:KH.C1.538",419.2936566838,-0.0268771280494589,0.294456931323942,-0.0912769413462726,0.927272539632063,0.999503595910232,565,452,426,351,417,283,579,416,198,217,684,299,963,606,879,558
"KH2013:KH.C1.875",36.2686271449622,-0.331999416049946,0.522677939344216,-0.635189264858763,0.525304983855257,NA,63,49,32,57,37,29,67,46,18,21,122,49,133,95,69,62
"KH2013:KH.C1.1120",100.871955898253,-0.288778771232169,0.551853805223362,-0.523288538556485,0.600773475732575,0.999503595910232,108,109,136,84,155,69,72,74,36,94,135,73,445,236,179,135
"KH2013:KH.C1.388",590.404506109613,0.343253860001535,0.254277998450134,1.34991569106932,0.177043027907492,0.999503595910232,618,626,525,723,1667,920,655,515,346,534,820,341,1707,625,853,965
"KH2013:KH.C1.195",160.347634000179,-0.0403979010316618,0.460114411994692,-0.0877996862922169,0.930035887106122,0.999503595910232,174,225,150,188,235,230,210,139,109,143,222,65,544,171,329,199
"KH2013:KH.C1.797",15.7286060412386,0.734880731054184,0.786376033124973,0.934515677104055,0.350037953027788,NA,18,21,22,12,15,40,31,22,9,17,22,5,13,43,15,28
"KH2013:KH.C1.603",8494.22963125604,-0.637318695777611,0.22413198984434,-2.84349724561956,0.00446213950752359,0.242784864446946,10801,10410,5819,7859,10300,9070,11413,9320,4632,5070,10135,6696,11966,5721,7214,7091
"KH2013:KH.C1.483",257.633449823361,-0.157303713783996,0.616195465307651,-0.255282167169889,0.798505172294436,0.999503595910232,208,273,592,659,291,317,330,151,19,17,63,144,953,595,1006,958
"KH2013:KH.C1.1188",31.7727348434214,0.182646413623659,1.04032545703802,0.175566609841197,0.860634436321466,NA,21,48,38,20,52,37,27,1,3,5,74,105,15,49,37,35
"KH2013:KH.C1.1170",36.0934318282328,1.61620102523011,1.43054948596323,1.12977638389201,0.258570461751155,NA,9,12,72,11,150,92,35,28,5,5,15,22,50,53,15,23
"KH2013:KH.C1.445",63.6913132333641,-0.116100893756795,0.755481786216322,-0.15367795210294,0.877863669920332,0.999503595910232,49,59,47,58,202,165,67,61,57,86,103,113,152,100,65,59
"KH2013:KH.C1.98",5287.81440925557,-0.0361709945000818,0.188087966195427,-0.192308924551289,0.847500228093266,0.999503595910232,6695,6763,3390,5682,6951,5796,7854,6727,3359,6376,11127,6308,17499,8901,9034,6343
"KH2013:KH.C1.779",37.7980598453407,-0.123490003346811,0.74839581288914,-0.165006272376224,0.868939045090508,NA,40,70,39,23,39,187,45,33,8,50,112,22,10,7,87,45
"KH2013:KH.C1.515",87.8813110378632,-0.591537085196666,0.56417654019927,-1.04849642451941,0.294409948767362,0.999503595910232,71,70,118,75,34,32,79,43,26,10,108,78,355,85,332,265
"KH2013:KH.C1.414",11.0340361053037,-0.980803677753278,1.37774255990392,-0.711891834002482,0.476531759246074,NA,4,4,18,3,9,14,8,5,1,1,10,7,5,4,26,16
"KH2013:KH.C1.769",3.70697521376357,1.00677918115878,2.49763473687838,0.403093040905204,0.686879779892929,NA,2,4,7,12,6,6,0,1,0,0,6,8,4,0,21,9
"KH2013:KH.C1.879",6.31676743636713,0.12351912286657,2.00336302666115,0.0616558862386662,0.950836870774811,NA,1,3,7,3,10,6,5,1,9,9,0,1,9,1,18,7
"KH2013:KH.C1.1287",238.371170051764,-1.13633336547605,0.409314153634968,-2.77618879138356,0.00550002612046069,0.277766346477036,232,171,103,129,1052,837,195,178,137,228,423,381,206,123,105,97
