"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","p_val_adj"
"KH2013:KH.L153.1_CPT1A",0.735,0.436472091174907,0.47,0.436472091174907,0.875,0.574,NA
"KH2013:KH.S546.3",0.735,0.290600242077066,0.47,0.290600242077066,0.958,0.826,NA
"KH2013:KH.L154.2_PTGR1",0.735,0.277742232711889,0.47,0.277742232711889,1,0.841,NA
"PRMT1/8",0.265,-0.297163914216898,0.47,-0.297163914216898,0.792,0.988,NA
"MORF4L1/2",0.265,-0.417482111046981,0.47,-0.417482111046981,0.458,0.782,NA
"KH2013:KH.C1.479_NEB",0.265,-0.518084603627235,0.47,-0.518084603627235,0.458,0.756,NA
"KH2013:KH.L170.42_GNG10/12/2/3/4/5/7/8",0.734,0.784205593731834,0.468,0.784205593731834,0.5,0.041,NA
"AGXT2",0.734,0.77755412887993,0.468,0.77755412887993,0.5,0.059,NA
"KH2013:KH.L35.11_PTPRE",0.734,0.747070773184113,0.468,0.747070773184113,0.5,0.056,NA
"EVL",0.734,0.339510635130079,0.468,0.339510635130079,0.917,0.774,NA
"SETD2",0.266,-0.39156386309329,0.468,-0.39156386309329,0.5,0.776,NA
"SUV39H1/2",0.266,-0.485579326473471,0.468,-0.485579326473471,0.292,0.706,NA
"KH2013:KH.C2.725_RBPJ",0.266,-0.488640659723845,0.468,-0.488640659723845,0.417,0.809,NA
"ACSS2",0.266,-0.489523357204857,0.468,-0.489523357204857,0.375,0.732,NA
"MYOM1/2/3",0.266,-0.569682842228337,0.468,-0.569682842228337,0.167,0.597,NA
"ZC4H2",0.266,-0.576518825597436,0.468,-0.576518825597436,0.125,0.597,NA
"KH2013:KH.C9.692_GABRR1/2/3",0.266,-0.614084588160421,0.468,-0.614084588160421,0.125,0.588,NA
"MRC1/2",0.733,0.576347020049216,0.466,0.576347020049216,0.583,0.138,NA
"KH2013:KH.C14.543",0.733,0.532840397037608,0.466,0.532840397037608,0.708,0.329,NA
"KH2013:KH.C7.592",0.733,0.27636010144659,0.466,0.27636010144659,0.5,0.026,NA
"KH2013:KH.C8.737_ROR/1/2",0.267,-0.468863415330595,0.466,-0.468863415330595,0.208,0.665,NA
"KH2013:KH.C3.885_CRG1",0.267,-0.552341767407839,0.466,-0.552341767407839,0.333,0.706,NA
"CG5639",0.267,-0.552963779432465,0.466,-0.552963779432465,0.167,0.568,NA
"KH2013:KH.C5.26_CSAD",0.732,0.712703935076758,0.464,0.712703935076758,0.542,0.121,NA
"SLC52A3",0.732,0.500040258089342,0.464,0.500040258089342,0.75,0.329,NA
"KH2013:KH.L53.12_MET31/32",0.268,-0.407684527502842,0.464,-0.407684527502842,0.5,0.797,NA
"DVL1/2/3",0.268,-0.433086224005856,0.464,-0.433086224005856,0.292,0.735,NA
"SRF",0.268,-0.482172541822315,0.464,-0.482172541822315,0.5,0.747,NA
"ITGA3/6/7",0.268,-0.530705294025978,0.464,-0.530705294025978,0.125,0.532,NA
"SCYL",0.268,-0.652398773502172,0.464,-0.652398773502172,0.167,0.615,NA
"SLIT1/2/3",0.268,-0.755411537245198,0.464,-0.755411537245198,0.292,0.606,NA
"C1ORF50",0.731,0.508021211557493,0.462,0.508021211557493,0.708,0.356,NA
"KH2013:KH.L119.22_POLA1",0.269,-0.358824838442947,0.462,-0.358824838442947,0.542,0.835,NA
"ANLN",0.269,-0.410745571271804,0.462,-0.410745571271804,0.583,0.874,NA
"MAP1LC3C",0.269,-0.673888616854023,0.462,-0.673888616854023,0.167,0.556,NA
"EIF3D",0.73,0.26155909242616,0.46,0.26155909242616,0.958,0.879,NA
"CENPE",0.27,-0.36174487795593,0.46,-0.36174487795593,0.625,0.906,NA
"KH2013:KH.C6.209_TPM1/2",0.27,-0.397779374357608,0.46,-0.397779374357608,0.583,0.882,NA
"KH2013:KH.L130.9_PRC1",0.27,-0.454684662916353,0.46,-0.454684662916353,0.458,0.762,NA
"KH2013:KH.C5.620_SVEP1",0.27,-0.466032236274316,0.46,-0.466032236274316,0.167,0.612,NA
"DDR/1/2",0.27,-0.521313162884694,0.46,-0.521313162884694,0.125,0.556,NA
"NKX2-3",0.27,-0.754314162546666,0.46,-0.754314162546666,0.125,0.535,NA
"KH2013:KH.L140.1",0.729,1.09736687084621,0.458,1.09736687084621,0.458,0,NA
"IRA2",0.729,1.09021189065025,0.458,1.09021189065025,0.458,0,NA
"NADK",0.729,0.651502504930904,0.458,0.651502504930904,0.625,0.197,NA
"SLCO1C1",0.729,0.640712213696456,0.458,0.640712213696456,0.5,0.044,NA
"KH2013:KH.S2148.1_CCBL1/2",0.729,0.598758649375268,0.458,0.598758649375268,0.667,0.271,NA
"SCRT1/2",0.729,0.560622100658817,0.458,0.560622100658817,0.625,0.165,NA
"KH2013:KH.C14.537",0.729,0.515074802339119,0.458,0.515074802339119,0.833,0.518,NA
"MYH10/11/14/9",0.729,0.402844019624368,0.458,0.402844019624368,0.792,0.588,NA
"GABARAP",0.729,0.3440971298557,0.458,0.3440971298557,0.958,0.765,NA
"ACTR2",0.729,0.254645187322969,0.458,0.254645187322969,0.958,0.847,NA
"UNG/1",0.271,-0.275576126970385,0.458,-0.275576126970385,0.792,0.941,NA
"RGPD1/2/3/4/5/6/8",0.271,-0.348395309785586,0.458,-0.348395309785586,0.583,0.841,NA
"RNF10",0.271,-0.374560564446013,0.458,-0.374560564446013,0.625,0.9,NA
"KCND1/2/3",0.271,-0.479371651656788,0.458,-0.479371651656788,0.208,0.647,NA
"NCKAP5",0.271,-0.496368162103118,0.458,-0.496368162103118,0.167,0.594,NA
"KH2013:KH.C1.24",0.271,-0.518064792973812,0.458,-0.518064792973812,0.083,0.529,NA
"KH2013:KH.C8.370_GTSF1",0.271,-0.571530323154678,0.458,-0.571530323154678,0.25,0.629,NA
"KH2013:KH.C4.226",0.271,-0.612155913377265,0.458,-0.612155913377265,0.125,0.618,NA
"KH2013:KH.L4.16",0.271,-0.646563551056615,0.458,-0.646563551056615,0.125,0.606,NA
"TSPAN8",0.271,-0.654375513757672,0.458,-0.654375513757672,0.167,0.568,NA
"Fli/ERG-d",0.271,-0.663241657173068,0.458,-0.663241657173068,0.125,0.585,NA
"EFNB1/2/3",0.271,-0.692597076360994,0.458,-0.692597076360994,0.042,0.491,NA
"KH2013:KH.S483.4_PDCD6",0.728,1.11743969751358,0.456,1.11743969751358,0.458,0.003,NA
"KH2013:KH.C14.351",0.728,1.01542246864231,0.456,1.01542246864231,0.458,0.003,NA
"KH2013:KH.C11.285_CACHD1",0.728,0.840625711418189,0.456,0.840625711418189,0.5,0.068,NA
"TBC1D25",0.728,0.591383989368187,0.456,0.591383989368187,0.625,0.259,NA
"GTPBP2",0.728,0.482231711826292,0.456,0.482231711826292,0.792,0.5,NA
"DRAM2",0.728,0.441608608824408,0.456,0.441608608824408,0.917,0.597,NA
"PTTG1IP",0.728,0.346136352231514,0.456,0.346136352231514,0.958,0.759,NA
"MYL12.1/2",0.728,0.27864778607888,0.456,0.27864778607888,1,0.918,NA
"NAB1/2",0.272,-0.549781642785885,0.456,-0.549781642785885,0.167,0.591,NA
"GPC1/2/4/6",0.272,-0.61016775746282,0.456,-0.61016775746282,0.042,0.512,NA
"LMOD1/3",0.272,-0.646427829583905,0.456,-0.646427829583905,0.083,0.509,NA
"KH2013:KH.C3.552",0.727,1.02123569022701,0.454,1.02123569022701,0.458,0.006,NA
"MSRB3",0.727,0.602750489352097,0.454,0.602750489352097,0.667,0.294,NA
"FAM84A",0.727,0.601843278649818,0.454,0.601843278649818,0.667,0.256,NA
"YARS",0.727,0.355759444340398,0.454,0.355759444340398,0.875,0.679,NA
"NDUFS4",0.727,0.336530874199988,0.454,0.336530874199988,0.917,0.706,NA
"HIGD1A",0.727,0.300093666541656,0.454,0.300093666541656,1,0.8,NA
"NDUFB8",0.727,0.298125929864333,0.454,0.298125929864333,0.958,0.774,NA
"SSRP/1",0.273,-0.415286178282888,0.454,-0.415286178282888,0.417,0.788,NA
"CDK4/6",0.273,-0.474276279060082,0.454,-0.474276279060082,0.375,0.712,NA
"ODZ1/2/3/4",0.273,-0.53466469165838,0.454,-0.53466469165838,0.167,0.606,NA
"TBC-19",0.273,-0.550970746529238,0.454,-0.550970746529238,0.208,0.618,NA
"KH2013:KH.S695.4",0.726,1.13722328100632,0.452,1.13722328100632,0.458,0.009,NA
"RFK",0.726,0.565084255093656,0.452,0.565084255093656,0.667,0.271,NA
"KH2013:KH.L27.1",0.726,0.326176062805783,0.452,0.326176062805783,0.458,0.006,NA
"KH2013:KH.C5.495_PTPRA",0.274,-0.390844855336423,0.452,-0.390844855336423,0.125,0.6,NA
"ZGC:174877",0.274,-0.52931463415408,0.452,-0.52931463415408,0.292,0.685,NA
"GMNN",0.274,-0.578753893066066,0.452,-0.578753893066066,0.25,0.656,NA
"KH2013:KH.C3.542_YPC1",0.725,0.744436966723785,0.45,0.744436966723785,0.458,0.012,NA
"CG4877",0.725,0.606460928773557,0.45,0.606460928773557,0.458,0.012,NA
"KH2013:KH.C2.271",0.725,0.478392346974924,0.45,0.478392346974924,0.833,0.509,NA
"KH2013:KH.C1.277_LPHN1/2/3",0.725,0.466750653514036,0.45,0.466750653514036,0.708,0.332,NA
"KH2013:KH.L9.26",0.725,0.426529980548791,0.45,0.426529980548791,0.792,0.497,NA
"SMAP1/2",0.725,0.409917641829331,0.45,0.409917641829331,0.833,0.588,NA
"ICA1L",0.725,0.363061349752324,0.45,0.363061349752324,0.833,0.632,NA
"TUBA1L/2",0.275,-0.37812197810721,0.45,-0.37812197810721,0.792,0.985,NA
"PELI1/2/3",0.275,-0.545799767413077,0.45,-0.545799767413077,0.25,0.594,NA
"KH2013:KH.C2.289_QDR1/2/3",0.724,0.960436973506734,0.448,0.960436973506734,0.458,0.018,NA
"FADS1/2/3",0.724,0.862004570723676,0.448,0.862004570723676,0.458,0.012,NA
"KH2013:KH.C1.298_BHMT/2",0.724,0.727039221523915,0.448,0.727039221523915,0.583,0.188,NA
"PIK3R1/2/3",0.724,0.495664847979404,0.448,0.495664847979404,0.833,0.459,NA
"SEC16A",0.724,0.352102256041804,0.448,0.352102256041804,0.875,0.621,NA
"HMGB3",0.276,-0.30291299667847,0.448,-0.30291299667847,0.75,0.956,NA
"AFG3L1/2",0.276,-0.37257813264884,0.448,-0.37257813264884,0.417,0.791,NA
"MYO6",0.276,-0.377028816495009,0.448,-0.377028816495009,0.417,0.768,NA
"NUP155",0.276,-0.475111149774309,0.448,-0.47511114977431,0.25,0.653,NA
"CAPN3/8",0.276,-0.622603232517824,0.448,-0.622603232517824,0.042,0.476,NA
"TWIST1",0.723,0.997833778160333,0.446,0.997833778160333,0.458,0.021,NA
"KH2013:KH.C12.11",0.723,0.694001679029977,0.446,0.694001679029977,0.542,0.112,NA
"ARHGAP28/40",0.723,0.515563737534986,0.446,0.515563737534986,0.708,0.329,NA
"KH2013:KH.L157.10_ATP1A1/2/3/4",0.723,0.329117114314238,0.446,0.329117114314238,0.958,0.874,NA
"SUCLG2",0.723,0.296337819765932,0.446,0.296337819765932,1,0.747,NA
"MAD2L1",0.277,-0.516238148807449,0.446,-0.516238148807449,0.542,0.812,NA
"EPH",0.277,-0.52567447390037,0.446,-0.52567447390037,0.208,0.591,NA
"KH2013:KH.C6.163_FLRT1/2/3",0.277,-0.67150189196089,0.446,-0.67150189196089,0.042,0.468,NA
"EPHX1",0.722,0.845723796425194,0.444,0.845723796425194,0.542,0.141,NA
"TLR1/15/2/4/6",0.722,0.648384244253591,0.444,0.648384244253591,0.458,0.018,NA
"GNL1",0.722,0.611836987684413,0.444,0.611836987684413,0.583,0.179,NA
"KH2013:KH.C9.721_CLEC-54/55/56/57",0.722,0.476452115704486,0.444,0.476452115704486,0.667,0.268,NA
"TMEM59L",0.722,0.432256040934773,0.444,0.432256040934773,0.833,0.529,NA
"LIN7C",0.278,-0.402965566581922,0.444,-0.402965566581922,0.5,0.829,NA
"PCNA",0.278,-0.437642298051149,0.444,-0.437642298051149,0.625,0.959,NA
"LMO7",0.278,-0.488330590519328,0.444,-0.488330590519328,0.292,0.624,NA
"GARS",0.278,-0.528217061463072,0.444,-0.528217061463072,0.292,0.653,NA
"MTHFD2",0.278,-0.581300203614844,0.444,-0.581300203614844,0.208,0.591,NA
"MOGAT1/2",0.278,-0.73691671190955,0.444,-0.73691671190955,0.125,0.524,NA
"KH2013:KH.C1.1233",0.721,1.16958578307155,0.442,1.16958578307155,0.458,0.029,NA
"ASRGL1",0.721,0.614779423734876,0.442,0.614779423734876,0.583,0.212,NA
"RBFOX1/2/3",0.279,-0.390221097057561,0.442,-0.390221097057561,0.542,0.832,NA
"DSEL",0.279,-0.482372585780771,0.442,-0.482372585780771,0.25,0.656,NA
"MELK",0.279,-0.49944926013907,0.442,-0.49944926013907,0.208,0.606,NA
"KH2013:KH.C3.835_CYYR1",0.279,-0.5174006811399,0.442,-0.5174006811399,0.083,0.515,NA
"KH2013:KH.C7.260_TPM1/2",0.279,-0.568700868820453,0.442,-0.568700868820453,0.25,0.697,NA
"KH2013:KH.C4.547_BMP2/4",0.279,-0.830033313423698,0.442,-0.830033313423698,0.083,0.491,NA
"KH2013:KH.C13.45",0.72,0.82724835398904,0.44,0.82724835398904,0.458,0.024,NA
"Y82E9BR.1",0.72,0.758652203254472,0.44,0.758652203254472,0.5,0.082,NA
"KH2013:KH.C1.967",0.72,0.714928060423813,0.44,0.714928060423813,0.542,0.144,NA
"RPS6KA4/5",0.72,0.631744782996372,0.44,0.631744782996372,0.583,0.209,NA
"KH2013:KH.C10.542",0.72,0.319351047240094,0.44,0.319351047240094,0.917,0.776,NA
"KH2013:KH.C1.484_MS4A15/2",0.28,-0.380513080158659,0.44,-0.380513080158659,0.542,0.809,NA
"MRPL24",0.28,-0.449853773389427,0.44,-0.449853773389427,0.542,0.85,NA
"SMO",0.28,-0.535992950074691,0.44,-0.535992950074691,0.208,0.6,NA
"KH2013:KH.C7.205_ASB2",0.28,-0.740321196486274,0.44,-0.740321196486274,0.208,0.568,NA
"UNC13D",0.719,0.637733513072662,0.438,0.637733513072662,0.5,0.071,NA
"C17ORF39",0.719,0.456891123989714,0.438,0.456891123989714,0.75,0.374,NA
"KH2013:KH.S2225.1_ATG3",0.719,0.448343250548392,0.438,0.448343250548392,0.792,0.421,NA
"KH2013:KH.L154.14_CCT3",0.281,-0.431418888805588,0.438,-0.431418888805588,0.417,0.741,NA
"RAI14",0.281,-0.481735384546769,0.438,-0.481735384546769,0.25,0.656,NA
"TFAM",0.281,-0.496477815524253,0.438,-0.496477815524253,0.375,0.703,NA
"PDLIM1/2/3/4/7",0.281,-0.517737512897261,0.438,-0.517737512897261,0.333,0.653,NA
"IGF2BP1/2/3",0.282,-0.270158622462512,0.436,-0.270158622462512,0.75,0.959,NA
"KH2013:KH.L18.112_BPTF",0.282,-0.358810921368921,0.436,-0.358810921368921,0.625,0.897,NA
"KH2013:KH.S612.4_YLPM1",0.282,-0.445730355335756,0.436,-0.445730355335756,0.333,0.665,NA
"CSMD1/2/3",0.282,-0.449487236006131,0.436,-0.449487236006131,0.25,0.624,NA
"KH2013:KH.L20.58_DCBLD1/2",0.282,-0.483393684666118,0.436,-0.483393684666118,0.125,0.559,NA
"CACNA2D3/4",0.282,-0.509789815854403,0.436,-0.509789815854403,0.125,0.547,NA
"TAX1BP3",0.282,-0.571928835844496,0.436,-0.571928835844496,0.208,0.606,NA
"KH2013:KH.C3.239_AIFM2",0.718,0.626780515827394,0.436,0.626780515827394,0.583,0.215,NA
"TAX1BP1",0.718,0.601167416907255,0.436,0.601167416907255,0.667,0.291,NA
"CEP57",0.718,0.499074512038177,0.436,0.499074512038177,0.708,0.344,NA
"PHO-1/10/11/12/13/4",0.718,0.454406320416365,0.436,0.454406320416365,0.75,0.371,NA
"ERAP1/2",0.718,0.423733547835361,0.436,0.423733547835361,0.708,0.365,NA
"NCOA4",0.718,0.42119299642924,0.436,0.42119299642924,0.833,0.603,NA
"SI:DKEY-98P3.7",0.718,0.368291095129635,0.436,0.368291095129635,0.875,0.644,NA
"C8H1ORF27",0.717,0.660631657057409,0.434,0.660631657057409,0.625,0.341,NA
"NT5C1A",0.717,0.640868469397004,0.434,0.640868469397004,0.583,0.215,NA
"KSH/1",0.717,0.442684013065309,0.434,0.442684013065309,0.875,0.538,NA
"CTSA",0.717,0.40633387489873,0.434,0.40633387489873,0.792,0.544,NA
"LRRFIP1/2",0.717,0.400462066828423,0.434,0.400462066828423,0.833,0.629,NA
"CLPTM1",0.717,0.37779639266321,0.434,0.37779639266321,0.875,0.612,NA
"ARID4A",0.717,0.348646439921297,0.434,0.348646439921297,0.917,0.635,NA
"SRP14",0.717,0.304303001875331,0.434,0.304303001875331,0.917,0.856,NA
"INCENP",0.284,-0.358066697404825,0.432,-0.358066697404825,0.667,0.874,NA
"STX10/6",0.284,-0.366497107795738,0.432,-0.366497107795738,0.583,0.903,NA
"SMARCA1/5",0.284,-0.410181176849025,0.432,-0.410181176849025,0.417,0.821,NA
"MLLT4",0.284,-0.41232878028373,0.432,-0.41232878028373,0.375,0.741,NA
"CXXC4/5",0.284,-0.438078297456341,0.432,-0.438078297456341,0.25,0.697,NA
"LGR4/5/6",0.284,-0.445202048164599,0.432,-0.445202048164599,0.125,0.556,NA
"KH2013:KH.C8.281",0.716,0.738129252839055,0.432,0.738129252839055,0.458,0.044,NA
"FYB",0.716,0.499453327034438,0.432,0.499453327034438,0.5,0.076,NA
"MOCOS",0.716,0.467018879348368,0.432,0.467018879348368,0.625,0.268,NA
"CELF3/4/5/6",0.716,0.427956769038233,0.432,0.427956769038233,0.75,0.365,NA
"NUP153",0.285,-0.331403904888227,0.43,-0.331403904888227,0.5,0.803,NA
"ACTL6B",0.285,-0.336899301690193,0.43,-0.336899301690193,0.667,0.871,NA
"PUS3",0.285,-0.351965945261037,0.43,-0.351965945261037,0.583,0.865,NA
"KH2013:KH.C8.467_SRP-1/2/3/6/7/8",0.285,-0.385792473636172,0.43,-0.385792473636172,0.625,0.935,NA
"RMI2",0.285,-0.428790978141552,0.43,-0.428790978141552,0.333,0.712,NA
"UGDH",0.285,-0.438685647311107,0.43,-0.438685647311107,0.417,0.753,NA
"CYBA",0.715,0.732300534813009,0.43,0.732300534813009,0.542,0.153,NA
"KH2013:KH.C14.17_QDR1/2/3",0.715,0.679916691687211,0.43,0.679916691687211,0.5,0.091,NA
"DDO",0.715,0.658760678305999,0.43,0.658760678305999,0.542,0.132,NA
"BSDC1",0.715,0.534668745459371,0.43,0.534668745459371,0.583,0.174,NA
"ERBB2/3/4",0.715,0.441745472105759,0.43,0.441745472105759,0.75,0.429,NA
"KH2013:KH.C2.94",0.286,-0.295996843187392,0.428,-0.295996843187392,0.75,0.947,NA
"PPH-6",0.286,-0.339202260715626,0.428,-0.339202260715626,0.625,0.835,NA
"KIF23",0.286,-0.413943330293689,0.428,-0.413943330293689,0.417,0.8,NA
"JAG1/2",0.286,-0.43228790806863,0.428,-0.43228790806863,0.125,0.547,NA
"IRX4/6",0.286,-0.508612846391131,0.428,-0.508612846391131,0.167,0.606,NA
"MCU",0.286,-0.513861614125374,0.428,-0.513861614125374,0.25,0.644,NA
"MRPS35",0.286,-0.530396653967393,0.428,-0.530396653967393,0.25,0.624,NA
"KH2013:KH.S1269.1",0.286,-0.592504876668257,0.428,-0.592504876668257,0.292,0.7,NA
"6-Mar",0.714,0.544850614123666,0.428,0.544850614123666,0.667,0.335,NA
"ATG2B",0.714,0.505394360334921,0.428,0.505394360334921,0.583,0.188,NA
"MYBBP1A",0.287,-0.31175485865238,0.426,-0.31175485865238,0.708,0.912,NA
"KH2013:KH.C11.236_PARP/1",0.287,-0.409219873452773,0.426,-0.409219873452773,0.375,0.747,NA
"WDHD1",0.287,-0.452161304343982,0.426,-0.452161304343982,0.25,0.618,NA
"KH2013:KH.L23.2_SLC5A3",0.713,0.775596157940945,0.426,0.775596157940945,0.458,0.041,NA
"SCD/1/2/3/4/5",0.713,0.755958374767272,0.426,0.755958374767272,0.458,0.038,NA
"KH2013:KH.L141.27_TM6SF1/2",0.713,0.552650922471179,0.426,0.552650922471179,0.625,0.259,NA
"KLF10/11/2/4",0.713,0.482960212569421,0.426,0.482960212569421,0.708,0.438,NA
"TMEM38A",0.288,-0.383611817004887,0.424,-0.383611817004887,0.5,0.762,NA
"NMGP-1",0.288,-0.462338549710036,0.424,-0.462338549710036,0.333,0.609,NA
"KH2013:KH.S1965.2_MAEL",0.288,-0.486203547578645,0.424,-0.486203547578645,0.292,0.65,NA
"KH2013:KH.C10.351_CRYM",0.712,0.747738896786389,0.424,0.747738896786389,0.5,0.109,NA
"NIMB1/2/4/5",0.712,0.721025656442857,0.424,0.721025656442857,0.542,0.171,NA
"WDR25",0.712,0.493339609296905,0.424,0.493339609296905,0.708,0.388,NA
"STX5A",0.712,0.456606288983714,0.424,0.456606288983714,0.833,0.476,NA
"UBE2O",0.712,0.264913404991761,0.424,0.264913404991761,0.958,0.824,NA
"KH2013:KH.C10.45",0.289,-0.293614884652082,0.422,-0.293614884652082,0.708,0.95,NA
"TWISTNB",0.289,-0.313298662379328,0.422,-0.313298662379328,0.583,0.891,NA
"U2AF2/50",0.289,-0.36272037751181,0.422,-0.36272037751181,0.625,0.938,NA
"THOC7",0.289,-0.36625087411947,0.422,-0.36625087411947,0.5,0.794,NA
"NUP93",0.289,-0.387219572565653,0.422,-0.387219572565653,0.375,0.735,NA
"CG10011",0.289,-0.393854376501929,0.422,-0.393854376501929,0.5,0.862,NA
"PPFIA1/2/3/4",0.289,-0.437199719010388,0.422,-0.437199719010388,0.25,0.591,NA
"KH2013:KH.L18.122",0.289,-0.44196209825953,0.422,-0.44196209825953,0.417,0.8,NA
"CSE1L",0.289,-0.45264997323053,0.422,-0.45264997323053,0.333,0.659,NA
"KH2013:KH.C9.32_BX119910.1/10/11/12/13/14/16/2/3/4/5/6/7/8/9",0.289,-0.48199892934288,0.422,-0.48199892934288,0.167,0.565,NA
"KH2013:KH.C3.665_ZAN",0.289,-0.562043274558666,0.422,-0.562043274558666,0.458,0.7,NA
"KH2013:KH.L44.4",0.289,-0.565302268277983,0.422,-0.565302268277983,0.167,0.591,NA
"GGT7",0.711,0.74172076808362,0.422,0.74172076808362,0.5,0.135,NA
"UNC50",0.711,0.471341426986178,0.422,0.471341426986178,0.792,0.488,NA
"DOCK6/7/8",0.711,0.416188206295914,0.422,0.416188206295914,0.792,0.5,NA
"TSPAN6/7",0.29,-0.331801539413752,0.42,-0.331801539413752,0.583,0.868,NA
"GSTM/1/2/3/4/5/6/7",0.29,-0.346599598784464,0.42,-0.346599598784464,0.542,0.832,NA
"UIMC1",0.29,-0.378953452852415,0.42,-0.378953452852415,0.542,0.812,NA
"CEBPZ",0.29,-0.430881348291601,0.42,-0.430881348291601,0.333,0.679,NA
"SI:CH211-151O1.2",0.29,-0.588339197535321,0.42,-0.588339197535321,0.125,0.503,NA
"KH2013:KH.L84.16_PTGS1/2",0.71,0.720013167782193,0.42,0.720013167782193,0.458,0.053,NA
"KH2013:KH.C7.615",0.71,0.65546336241076,0.42,0.65546336241076,0.5,0.118,NA
"KH2013:KH.C5.66_ARHGAP21/23",0.71,0.33552974401035,0.42,0.33552974401035,0.958,0.644,NA
"ARHGEF3",0.71,0.296739120017176,0.42,0.296739120017176,0.958,0.765,NA
"SF3B1",0.291,-0.3057945381077,0.418,-0.3057945381077,0.708,0.968,NA
"KH2013:KH.C3.202_EFNA1/2/3/4/5",0.291,-0.650815743681493,0.418,-0.650815743681493,0.167,0.535,NA
"RASGRP1/2/3/4",0.709,0.69457845938232,0.418,0.69457845938232,0.458,0.053,NA
"SLC12A9",0.709,0.553698006018544,0.418,0.553698006018544,0.583,0.226,NA
"TRAPPC6B",0.709,0.503352962549204,0.418,0.503352962549204,0.708,0.35,NA
"GTPBP1",0.709,0.382487076313379,0.418,0.382487076313379,0.833,0.603,NA
"DKC1",0.292,-0.256518843458917,0.416,-0.256518843458917,0.792,0.982,NA
"SLC6A11/12/13/2/6/8",0.292,-0.424885618040869,0.416,-0.424885618040869,0.417,0.709,NA
"NFAT5",0.292,-0.492312559290701,0.416,-0.492312559290701,0.042,0.447,NA
"DCTN6",0.292,-0.516473827097669,0.416,-0.516473827097669,0.333,0.647,NA
"KH2013:KH.L140.10",0.708,1.0449603234682,0.416,1.0449603234682,0.417,0,NA
"KH2013:KH.C3.468_FLVCR2",0.708,0.688891625774342,0.416,0.688891625774342,0.417,0,NA
"KH2013:KH.C7.542_Y38C1AB.1/5",0.708,0.640554577306764,0.416,0.640554577306764,0.417,0,NA
"MXD1/3/4",0.708,0.542696491537452,0.416,0.542696491537452,0.667,0.306,NA
"DYN2",0.708,0.521407014612689,0.416,0.521407014612689,0.542,0.132,NA
"4632415K11RIK",0.708,0.459594196669107,0.416,0.459594196669107,0.708,0.453,NA
"RNF185",0.708,0.41577739679744,0.416,0.41577739679744,0.833,0.468,NA
"KH2013:KH.C10.166",0.708,0.404204100644992,0.416,0.404204100644992,0.667,0.282,NA
"KH2013:KH.C6.252_KBTBD12",0.708,0.355908373952478,0.416,0.355908373952478,0.833,0.579,NA
"NAA40",0.293,-0.331846318258228,0.414,-0.331846318258228,0.625,0.876,NA
"CCNA1/2",0.293,-0.362659413264811,0.414,-0.362659413264811,0.667,0.941,NA
"GPR124",0.293,-0.362903888731337,0.414,-0.362903888731337,0.167,0.574,NA
"NUDC",0.293,-0.372382148196912,0.414,-0.372382148196912,0.542,0.918,NA
"KH2013:KH.L18.10_THSD7A",0.293,-0.465063746866164,0.414,-0.465063746866164,0.208,0.553,NA
"NUAK1/2",0.293,-0.505613642587425,0.414,-0.505613642587425,0.208,0.574,NA
"KH2013:KH.C2.794",0.293,-0.623537685070999,0.414,-0.623537685070999,0.042,0.453,NA
"KH2013:KH.C12.389",0.707,0.955507981497982,0.414,0.955507981497982,0.417,0.003,NA
"B4GALT2/4",0.707,0.902885682321708,0.414,0.902885682321708,0.417,0.003,NA
"KH2013:KH.C3.48",0.707,0.481736280478997,0.414,0.481736280478997,0.708,0.494,NA
"BCAS3",0.707,0.454350713789231,0.414,0.454350713789231,0.667,0.279,NA
"LUC7L3",0.294,-0.300194729713351,0.412,-0.300194729713351,0.667,0.888,NA
"PCP1",0.294,-0.330400403613107,0.412,-0.330400403613107,0.667,0.915,NA
"HN1L",0.294,-0.398761342377857,0.412,-0.398761342377857,0.458,0.744,NA
"MCM3/5",0.294,-0.433541483211501,0.412,-0.433541483211501,0.417,0.756,NA
"ERF",0.294,-0.477109577467245,0.412,-0.477109577467245,0.25,0.594,NA
"STXBP6",0.294,-0.516153299293229,0.412,-0.516153299293229,0.208,0.591,NA
"KH2013:KH.L154.26_CSMD2",0.294,-0.553286914570658,0.412,-0.553286914570657,0.208,0.644,NA
"KH2013:KH.S164.22",0.706,0.903355905227302,0.412,0.903355905227302,0.417,0.006,NA
"FBXL4",0.706,0.805478424471647,0.412,0.805478424471647,0.458,0.062,NA
"KH2013:KH.C5.584_FUT3/4/5/6/7/9",0.706,0.74533042720634,0.412,0.74533042720634,0.417,0.006,NA
"KH2013:KH.S2060.1_MET31/32",0.706,0.669680037196051,0.412,0.669680037196051,0.417,0.009,NA
"KH2013:KH.C1.704_NAAA",0.706,0.615944253037047,0.412,0.615944253037047,0.542,0.2,NA
"KH2013:KH.C13.125_SLC31A1",0.706,0.584271261640612,0.412,0.584271261640612,0.625,0.297,NA
"KLHL2/20/8",0.706,0.560028518798721,0.412,0.560028518798721,0.417,0.006,NA
"WBP2",0.706,0.433101194542042,0.412,0.433101194542042,0.875,0.479,NA
"KLHDC8A",0.706,0.370865029967027,0.412,0.370865029967027,0.917,0.653,NA
