"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","p_val_adj"
"AKR1C2/21",1,1.71400874715514,1,1.71400874715514,1,0.029,NA
"KH2013:KH.C5.228_JMJD5",1,1.54645460439832,1,1.54645460439832,1,0.032,NA
"KH2013:KH.L18.13_JMJD5",0.999,1.58400117516993,0.998,1.58400117516993,1,0.115,NA
"KH2013:KH.C1.561_TUB1/3",0.998,1.6141813638638,0.996,1.6141813638638,1,0.053,NA
"AKR1B15/8",0.997,1.65616995031903,0.994,1.65616995031903,1,0.053,NA
"RTP4",0.997,1.55136880992452,0.994,1.55136880992452,1,0.05,NA
"KH2013:KH.C14.521_JMJD5/7",0.996,1.64386564598293,0.992,1.64386564598293,1,0.103,NA
"TXNDC16",0.996,1.5723841982621,0.992,1.5723841982621,1,0.188,NA
"KH2013:KH.L18.67",0.994,1.49960529693142,0.988,1.49960529693142,1,0.209,NA
"KH2013:KH.C3.921_JMJD5/7",0.994,1.42710940271535,0.988,1.42710940271535,1,0.074,NA
"KH2013:KH.L122.14_JMJD5",0.993,1.43546941929325,0.986,1.43546941929325,1,0.262,NA
"KH2013:KH.L18.135_JMJD5",0.992,1.45655432212089,0.984,1.45655432212089,1,0.165,NA
"EGLN3",0.988,1.19766069784112,0.976,1.19766069784112,1,0.418,NA
"KH2013:KH.L154.6_JMJD5",0.986,1.30509882813586,0.972,1.30509882813586,1,0.315,NA
"KH2013:KH.C6.268_JMJD7",0.983,1.29701307034641,0.966,1.29701307034641,1,0.256,NA
"KH2013:KH.C1.452_CG14331",0.978,1.44388169635937,0.956,1.44388169635937,0.958,0.012,NA
"KH2013:KH.C9.326_JMJD5",0.976,1.61348791653614,0.952,1.61348791653614,0.958,0.074,NA
"KH2013:KH.S936.1_JMJD5",0.976,1.55967563057274,0.952,1.55967563057274,0.958,0.082,NA
"KH2013:KH.C5.508_RAB27B",0.973,1.470918909712,0.946,1.470918909712,0.958,0.038,NA
"KH2013:KH.L132.11",0.971,1.64823962296451,0.942,1.64823962296451,0.958,0.079,NA
"KH2013:KH.C1.30_CG14331",0.969,1.21177905394861,0.938,1.21177905394861,1,0.318,NA
"KH2013:KH.C4.120",0.969,1.05836249471352,0.938,1.05836249471352,1,0.521,NA
"KH2013:KH.C2.641_PLBD1/2",0.968,1.12388001327919,0.936,1.12388001327919,1,0.318,NA
"KH2013:KH.C1.439_CG14331",0.966,0.906214700603444,0.932,0.906214700603444,1,0.653,NA
"NCAM1/2",0.035,-1.04670768002335,0.93,-1.04670768002335,0.458,0.965,NA
"NHLRC2",0.963,1.46433240679439,0.926,1.46433240679439,0.958,0.153,NA
"KH2013:KH.C1.312_FOXRED2",0.959,1.38641653673363,0.918,1.38641653673363,0.958,0.359,NA
"KH2013:KH.C1.874_CG14331",0.958,1.07899059829708,0.916,1.07899059829708,0.917,0.006,NA
"KH2013:KH.C1.266_FOXRED2",0.957,1.39598273690751,0.914,1.39598273690751,0.958,0.329,NA
"KH2013:KH.C7.9_P4HA1/2",0.957,1.37189790109393,0.914,1.37189790109393,0.917,0.012,NA
"KH2013:KH.S1182.1_TMED6",0.956,1.4999073028369,0.912,1.4999073028369,0.917,0.024,NA
"TSP47F",0.956,1.43021877182504,0.912,1.43021877182504,0.917,0.035,NA
"KH2013:KH.S936.3_JMJD5",0.956,1.35445442200918,0.912,1.35445442200918,0.958,0.109,NA
"KH2013:KH.L153.5",0.955,1.72673313361617,0.91,1.72673313361617,0.917,0.006,NA
"KH2013:KH.C12.179",0.955,1.55548312459872,0.91,1.55548312459872,0.917,0.047,NA
"ARF2/6",0.954,1.4484853368875,0.908,1.4484853368875,0.917,0.032,NA
"KH2013:KH.C8.137",0.952,1.63417707057451,0.904,1.63417707057451,0.917,0.038,NA
"KH2013:KH.C12.27_PHEX",0.949,1.27258824007013,0.898,1.27258824007013,0.958,0.174,NA
"KH2013:KH.C1.131",0.949,1.11724333694502,0.898,1.11724333694502,0.958,0.306,NA
"KH2013:KH.C13.134_THBS1",0.949,1.10794765196253,0.898,1.10794765196253,0.917,0.059,NA
"ELAVL1/2/3/4",0.948,0.876643710658747,0.896,0.876643710658747,1,0.429,NA
"KH2013:KH.C1.324_CDIPT",0.947,1.50976921944441,0.894,1.50976921944441,0.917,0.056,NA
"KH2013:KH.C1.1022",0.946,1.36451811753574,0.892,1.36451811753574,0.917,0.056,NA
"KH2013:KH.C4.618",0.945,1.29500975960318,0.89,1.29500975960318,0.917,0.203,NA
"COG2",0.945,1.04012671485945,0.89,1.04012671485945,0.958,0.253,NA
"KH2013:KH.C10.528",0.057,-1.06129778329817,0.886,-1.06129778329817,0.208,0.944,NA
"GNG10/5",0.943,1.39170523739081,0.886,1.39170523739081,0.917,0.065,NA
"KH2013:KH.C1.903_FOXRED2",0.943,1.12632102029534,0.886,1.12632102029534,0.958,0.238,NA
"B3GALT4/5",0.943,1.03502600477639,0.886,1.03502600477639,0.958,0.168,NA
"KH2013:KH.C13.78_THBS1",0.937,0.912398616034407,0.874,0.912398616034407,0.917,0.109,NA
"CFL1/2",0.063,-0.662104454126482,0.874,-0.662104454126482,0.625,0.988,NA
"KH2013:KH.C8.4_AASDH",0.936,1.28430616810252,0.872,1.28430616810252,0.917,0.209,NA
"KH2013:KH.L18.125_JMJD5",0.936,1.25152661030106,0.872,1.25152661030106,0.917,0.159,NA
"KH2013:KH.L132.13",0.935,1.46906190145471,0.87,1.46906190145471,0.875,0.026,NA
"KH2013:KH.C9.318",0.935,1.3820116626776,0.87,1.3820116626776,0.875,0.012,NA
"KH2013:KH.L96.27",0.935,1.00310313736021,0.87,1.00310313736021,0.958,0.285,NA
"KH2013:KH.C1.189_FOXRED2",0.934,1.07394557156784,0.868,1.07394557156784,0.958,0.262,NA
"KH2013:KH.C10.227",0.932,1.44959903642279,0.864,1.44959903642279,0.875,0.026,NA
"KH2013:KH.C1.152_WBSCR27",0.931,1.68298868128924,0.862,1.68298868128924,0.875,0.041,NA
"KH2013:KH.L84.14",0.931,1.19239591379525,0.862,1.19239591379525,0.917,0.165,NA
"KH2013:KH.C4.539_FLI1",0.931,1.16312976722319,0.862,1.16312976722319,0.875,0.026,NA
"KH2013:KH.C10.410",0.93,1.21641099165277,0.86,1.21641099165277,0.875,0.056,NA
"KH2013:KH.S2590.2",0.929,1.73128456667431,0.858,1.73128456667431,0.875,0.071,NA
"KH2013:KH.S2590.1",0.928,1.71024288377543,0.856,1.71024288377543,0.875,0.074,NA
"LIP1",0.928,1.3229752523874,0.856,1.3229752523874,0.875,0.091,NA
"KH2013:KH.S2353.1",0.927,1.70966700111976,0.854,1.70966700111976,0.875,0.091,NA
"KH2013:KH.L150.1_CDC42",0.927,1.03276043039486,0.854,1.03276043039486,0.958,0.279,NA
"COL4A2/4/6",0.074,-0.738850442557172,0.852,-0.738850442557172,0.625,0.988,NA
"AL807798.3",0.924,1.19340754698486,0.848,1.19340754698486,0.875,0.065,NA
"SLC39A13",0.924,1.0928574635906,0.848,1.0928574635906,0.917,0.232,NA
"CG5844",0.923,0.9555140508064,0.846,0.9555140508064,0.958,0.412,NA
"PREX1/2",0.922,1.05813117876137,0.844,1.05813117876137,0.917,0.132,NA
"KH2013:KH.L153.41",0.919,1.62211671826612,0.838,1.62211671826612,0.875,0.132,NA
"MFSD9",0.918,0.809643628855915,0.836,0.809643628855915,1,0.512,NA
"KH2013:KH.C9.770_RGR",0.083,-0.911321560990815,0.834,-0.911321560990815,0.292,0.9,NA
"TRAM/1/2",0.916,0.58540737294652,0.832,0.58540737294652,1,0.824,NA
"KH2013:KH.L153.90",0.915,1.44569995169919,0.83,1.44569995169919,0.875,0.082,NA
"KH2013:KH.C8.138_NEB",0.914,1.40325626769365,0.828,1.40325626769365,0.833,0.021,NA
"P4HA1",0.914,1.15952760335917,0.828,1.15952760335917,0.875,0.168,NA
"CG15828",0.086,-0.739430553390427,0.828,-0.739430553390427,0.625,0.982,NA
"KH2013:KH.S1182.2_TMED6",0.913,1.63962565282667,0.826,1.63962565282667,0.833,0.032,NA
"CEH-31",0.912,1.19787569770468,0.824,1.19787569770468,0.833,0.018,NA
"KH2013:KH.S390.6_ITGB1",0.912,1.14142312936477,0.824,1.14142312936477,0.833,0.018,NA
"ITIH5",0.088,-0.794016808892482,0.824,-0.794016808892482,0.583,0.997,NA
"KH2013:KH.S1007.2_Ci-Meta5",0.91,1.7249182348871,0.82,1.7249182348871,0.833,0.053,NA
"KH2013:KH.L40.2_FUT8",0.91,1.25768353937798,0.82,1.25768353937798,0.833,0.05,NA
"KH2013:KH.C8.164",0.908,0.776366876353963,0.816,0.776366876353963,1,0.488,NA
"SDC/1/2/4",0.092,-0.834635893851938,0.816,-0.834635893851938,0.458,0.962,NA
"SYP-1",0.906,0.757421860195342,0.812,0.757421860195342,0.958,0.465,NA
"KH2013:KH.S781.7_CG43324",0.905,0.810026156739897,0.81,0.810026156739897,0.833,0.035,NA
"KH2013:KH.L153.65",0.904,1.4263026029156,0.808,1.4263026029156,0.833,0.088,NA
"KH2013:KH.L153.113",0.904,1.32608833270891,0.808,1.32608833270891,0.833,0.079,NA
"TOMM40L",0.097,-0.626307617624529,0.806,-0.626307617624529,0.583,0.974,NA
"JMJD-5",0.902,0.638597135468852,0.804,0.638597135468852,0.833,0.044,NA
"KH2013:KH.C4.359_GPA33",0.098,-0.970400611634085,0.804,-0.970400611634085,0.208,0.871,NA
"SEPT12/3/9",0.899,0.672775405451567,0.798,0.672775405451567,1,0.559,NA
"HADH",0.102,-0.649762115696403,0.796,-0.649762115696403,0.583,0.991,NA
"UBA5",0.897,0.827883655892927,0.794,0.827883655892927,1,0.426,NA
"ENOSF1",0.896,0.777127700205121,0.792,0.777127700205121,1,0.426,NA
"CTNNB1",0.104,-0.783143824474757,0.792,-0.783143824474757,0.458,0.976,NA
"KH2013:KH.C4.176_TAGLN/2/3",0.104,-0.841567341875731,0.792,-0.841567341875731,0.292,0.882,NA
"LAMC1/3",0.104,-0.933786544530487,0.792,-0.933786544530487,0.25,0.891,NA
"KH2013:KH.C2.122_C5ORF4",0.895,1.14392423236003,0.79,1.14392423236003,0.875,0.285,NA
"DDRGK1",0.895,0.786719431922152,0.79,0.786719431922152,0.958,0.424,NA
"SLC6A1/5",0.895,0.664409194610627,0.79,0.664409194610627,1,0.515,NA
"FARP1/2",0.105,-0.804923807865033,0.79,-0.804923807865033,0.208,0.874,NA
"NOS1APA",0.105,-0.89256741229954,0.79,-0.89256741229954,0.167,0.859,NA
"KH2013:KH.L96.83_FUT8",0.894,1.39321713402336,0.788,1.39321713402336,0.792,0.015,NA
"RP11-1280I22.1",0.894,1.16871972470447,0.788,1.16871972470447,0.833,0.1,NA
"KH2013:KH.C8.166",0.106,-0.863461039180522,0.788,-0.863461039180522,0.375,0.935,NA
"KH2013:KH.S2128.1",0.892,0.677970803389362,0.784,0.677970803389362,1,0.747,NA
"KH2013:KH.C11.122_SLC17A5",0.108,-0.838650210525487,0.784,-0.838650210525487,0.5,0.909,NA
"KLHL6",0.891,1.19822830097566,0.782,1.19822830097566,0.792,0.024,NA
"GPR50",0.891,1.17569405297124,0.782,1.17569405297124,0.792,0.024,NA
"SEC62",0.891,0.542383010498578,0.782,0.542383010498578,1,0.853,NA
"CTNNA/1/2/3",0.11,-0.852552453960462,0.78,-0.852552453960462,0.25,0.894,NA
"IRF10/4/8",0.886,0.988862930968544,0.772,0.988862930968544,0.875,0.2,NA
"GUT2",0.885,1.41722507115659,0.77,1.41722507115659,0.792,0.047,NA
"KH2013:KH.L153.55",0.884,1.51275441451048,0.768,1.51275441451048,0.792,0.076,NA
"KH2013:KH.C2.854_FUT8",0.884,1.25403032724461,0.768,1.25403032724461,0.792,0.026,NA
"RBM24/38",0.884,0.749294720729749,0.768,0.749294720729749,0.917,0.4,NA
"CD109",0.116,-0.741888005430592,0.768,-0.741888005430592,0.5,0.935,NA
"SI:DKEY-33C9.4",0.883,1.44072413380608,0.766,1.44072413380608,0.792,0.091,NA
"KH2013:KH.C4.533",0.882,1.2256341111766,0.764,1.2256341111766,0.792,0.079,NA
"SYT14/16",0.882,0.828922697199183,0.764,0.828922697199183,0.958,0.559,NA
"KH2013:KH.C4.801",0.882,0.401427370641878,0.764,0.401427370641878,0.958,0.279,NA
"ACN-1",0.881,1.28795417696495,0.762,1.28795417696495,0.792,0.088,NA
"KH2013:KH.C14.33_FAM167A",0.881,1.16906236817631,0.762,1.16906236817631,0.792,0.062,NA
"KH2013:KH.S1035.1_BRI3",0.881,1.16357411815469,0.762,1.16357411815469,0.792,0.047,NA
"YWHAG/1",0.88,1.16066359196681,0.76,1.16066359196681,0.833,0.171,NA
"KH2013:KH.C13.60_C6",0.879,0.429728280904094,0.758,0.429728280904094,0.833,0.065,NA
"COL18A1",0.121,-0.738008336571069,0.758,-0.738008336571069,0.292,0.915,NA
"PCBD1/2",0.876,0.838574183898565,0.752,0.838574183898565,0.917,0.353,NA
"LAMA3/4/5",0.124,-0.661967472946716,0.752,-0.661967472946716,0.375,0.953,NA
"FAM78B",0.873,0.893547739587105,0.746,0.893547739587105,0.833,0.15,NA
"AKAP2",0.127,-0.893900430465821,0.746,-0.893900430465821,0.25,0.882,NA
"KH2013:KH.C8.80_SI:DKEY-29D8.3",0.128,-0.849027198402903,0.744,-0.849027198402903,0.375,0.891,NA
"FOXH1",0.129,-0.91002516985029,0.742,-0.91002516985029,0.167,0.868,NA
"FOXI1/2",0.869,1.17877440199263,0.738,1.17877440199263,0.75,0.029,NA
"KH2013:KH.C14.523_TMED6",0.867,1.32117041231189,0.734,1.32117041231189,0.75,0.026,NA
"ANKS1B",0.867,1.17985138593591,0.734,1.17985138593591,0.75,0.029,NA
"KH2013:KH.C2.514_ENPP1/2/3",0.133,-0.4498825161553,0.734,-0.4498825161553,0.917,1,NA
"COL1A1/2",0.133,-0.646772569356101,0.734,-0.646772569356101,0.625,0.985,NA
"KH2013:KH.C1.738_CG9550",0.133,-0.902649598395138,0.734,-0.902649598395138,0.292,0.888,NA
"KH2013:KH.C1.106_QDR1/2/3",0.865,1.22497967104727,0.73,1.22497967104727,0.75,0.041,NA
"CDK5",0.865,0.587607858673188,0.73,0.587607858673188,0.958,0.535,NA
"KH2013:KH.S164.24",0.864,0.407935286638374,0.728,0.407935286638374,1,0.959,NA
"KH2013:KH.C3.223_ZNFX1",0.136,-0.622449497507336,0.728,-0.622449497507336,0.583,0.997,NA
"KH2013:KH.C11.242_CG11686",0.863,1.23573967133504,0.726,1.23573967133504,0.75,0.047,NA
"KH2013:KH.C12.686",0.863,0.856346201217256,0.726,0.856346201217256,0.792,0.235,NA
"SRCIN1",0.137,-0.715567532697167,0.726,-0.715567532697167,0.208,0.874,NA
"KH2013:KH.C2.994_RNF149",0.137,-0.902350875578481,0.726,-0.902350875578481,0.417,0.847,NA
"GPX1/3/5/6",0.137,-0.990517586107025,0.726,-0.990517586107025,0.125,0.797,NA
"CR626889.1",0.862,0.810947662954144,0.724,0.810947662954144,0.917,0.379,NA
"ATP6V1F",0.862,0.733422434074422,0.724,0.733422434074422,0.917,0.421,NA
"SPCS1",0.862,0.563944213839955,0.724,0.563944213839955,1,0.715,NA
"QKI",0.138,-0.845637863804658,0.724,-0.845637863804658,0.333,0.844,NA
"SLC6A11/13/8",0.138,-0.852577222035718,0.724,-0.852577222035718,0.292,0.947,NA
"COL9A1/2/3",0.139,-0.854366886533546,0.722,-0.854366886533546,0.25,0.912,NA
"SLC25A11",0.86,0.554621203163756,0.72,0.554621203163756,1,0.721,NA
"CG31883",0.14,-0.757754338062213,0.72,-0.757754338062213,0.458,0.974,NA
"CDH10/11/12/18/19/20/22/24/5/6/7/8/9",0.14,-0.841613213997174,0.72,-0.841613213997174,0.25,0.859,NA
"KH2013:KH.C9.650_SULT1ST1/2/3/4",0.141,-0.793636886633796,0.718,-0.793636886633796,0.333,0.888,NA
"KH2013:KH.C14.202",0.142,-0.924805450190437,0.716,-0.924805450190437,0.208,0.818,NA
"KH2013:KH.C12.280",0.857,1.59762068317543,0.714,1.59762068317543,0.75,0.091,NA
"LARP1",0.856,0.48909326353196,0.712,0.48909326353196,1,0.856,NA
"KH2013:KH.C12.84_TRIM2",0.144,-0.859686540492705,0.712,-0.859686540492705,0.292,0.818,NA
"C16ORF89",0.855,0.979159133744556,0.71,0.979159133744556,0.792,0.144,NA
"SRPR",0.855,0.830149556942301,0.71,0.830149556942301,0.875,0.406,NA
"KH2013:KH.C11.378_CLDN1/10/14/19/2/3/4/5/6/7/9",0.145,-0.823405129597796,0.71,-0.823405129597796,0.375,0.938,NA
"RIN1/2/3",0.854,0.852308559314683,0.708,0.852308559314683,0.792,0.194,NA
"DCBLD2",0.146,-0.426534041860204,0.708,-0.426534041860204,0.958,0.994,NA
"KH2013:KH.L153.48_WBSCR27",0.853,1.10414892932766,0.706,1.10414892932766,0.708,0.006,NA
"KH2013:KH.C2.1030",0.853,1.04114385586747,0.706,1.04114385586747,0.708,0.003,NA
"CYHR1",0.853,0.988148472790985,0.706,0.988148472790985,0.792,0.103,NA
"UFC1",0.853,0.524157967112416,0.706,0.524157967112416,1,0.721,NA
"PLOD/1/2/3",0.147,-0.819123376847964,0.706,-0.819123376847964,0.25,0.841,NA
"KH2013:KH.C11.382_RIPK1/2",0.852,1.18085758110172,0.704,1.18085758110172,0.75,0.147,NA
"KH2013:KH.L143.11",0.852,1.12977879686363,0.704,1.12977879686363,0.708,0.006,NA
"KH2013:KH.C3.216_CSAD",0.852,0.747080999448654,0.704,0.747080999448654,0.875,0.403,NA
"IQSEC1/2/3",0.851,0.618856043704438,0.702,0.618856043704438,1,0.462,NA
"TMEM187",0.149,-0.788744840215907,0.702,-0.788744840215907,0.375,0.909,NA
"CDK5RAP3",0.85,0.870143713843338,0.7,0.870143713843338,0.833,0.238,NA
"KH2013:KH.C2.1154",0.15,-0.555040415726749,0.7,-0.555040415726749,0.458,0.956,NA
"ZIP-3",0.849,1.00456360364288,0.698,1.00456360364288,0.75,0.076,NA
"KH2013:KH.C8.782_LPHN1/2/3",0.151,-0.772149993182806,0.698,-0.772149993182806,0.125,0.791,NA
"KH2013:KH.L22.24_ITGA1/10/11",0.848,0.960092285077546,0.696,0.960092285077546,0.75,0.085,NA
"KH2013:KH.C9.752_JMJD5",0.847,1.23868442054043,0.694,1.23868442054043,0.708,0.038,NA
"KH2013:KH.C7.741",0.847,1.05470791116486,0.694,1.05470791116486,0.708,0.024,NA
"KH2013:KH.C12.276_REEP5/6",0.847,0.464232871879564,0.694,0.464232871879564,1,0.818,NA
"KH2013:KH.C9.789_GPA1",0.846,1.03348499457865,0.692,1.03348499457865,0.792,0.168,NA
"KH2013:KH.C7.218",0.845,1.27840158888587,0.69,1.27840158888587,0.708,0.026,NA
"KH2013:KH.C7.394_YES1",0.845,1.05023816339709,0.69,1.05023816339709,0.708,0.035,NA
"KH2013:KH.C14.41",0.845,1.03724868271862,0.69,1.03724868271862,0.708,0.038,NA
"SLC29A1/2",0.845,0.921351045025256,0.69,0.921351045025256,0.792,0.162,NA
"KH2013:KH.C9.730_JMJD5",0.845,0.80389793262014,0.69,0.80389793262014,0.708,0.032,NA
"KH2013:KH.C11.736",0.845,0.565013140387392,0.69,0.565013140387392,0.75,0.047,NA
"CORO/6",0.845,0.390503945492566,0.69,0.390503945492566,1,0.924,NA
"KH2013:KH.C4.713_WBSCR27",0.844,1.24732034158397,0.688,1.24732034158397,0.708,0.035,NA
"BOKB",0.844,1.07242718675772,0.688,1.07242718675772,0.708,0.032,NA
"TMSB15B1/2",0.844,0.654328394832002,0.688,0.654328394832002,0.917,0.494,NA
"ATP6V1C1/2",0.844,0.47242254922591,0.688,0.47242254922591,1,0.671,NA
"KH2013:KH.C2.408",0.843,1.17944639450556,0.686,1.17944639450556,0.708,0.044,NA
"KH2013:KH.C11.42",0.843,1.03460109531548,0.686,1.03460109531548,0.708,0.038,NA
"TMED10",0.843,0.343693333290247,0.686,0.343693333290247,1,0.976,NA
"FAT1/2/3/4",0.157,-0.596379808443833,0.686,-0.596379808443833,0.167,0.818,NA
"ANO7",0.842,0.825264911301294,0.684,0.825264911301294,0.75,0.088,NA
"KH2013:KH.L18.44_PLEKHA8",0.842,0.691426540963417,0.684,0.691426540963417,0.958,0.429,NA
"CDH1/13/15/2/3/4",0.158,-0.69334999276754,0.684,-0.69334999276754,0.333,0.847,NA
"TMED2",0.841,0.352341638130451,0.682,0.352341638130451,1,0.971,NA
"COL4A1/3/5",0.159,-0.580426239910593,0.682,-0.580426239910593,0.5,0.95,NA
"KH2013:KH.C2.229_GPM6B",0.16,-0.846161833767403,0.68,-0.846161833767403,0.125,0.788,NA
"HIVEP1/2",0.839,0.71993765953884,0.678,0.71993765953884,0.833,0.209,NA
"NID1/2",0.161,-0.618411313180402,0.678,-0.618411313180402,0.583,0.935,NA
"DLGAP5",0.161,-0.672050865209141,0.678,-0.672050865209141,0.375,0.862,NA
"NAV1/2/3",0.161,-0.693530382861038,0.678,-0.693530382861038,0.167,0.818,NA
"ARVCF",0.162,-0.743126755616395,0.676,-0.743126755616395,0.208,0.803,NA
"KH2013:KH.C11.542_CD63",0.836,0.791738503634838,0.672,0.791738503634838,0.833,0.482,NA
"UFM1",0.836,0.563861822592059,0.672,0.563861822592059,0.958,0.665,NA
"DBP",0.836,0.545012672740249,0.672,0.545012672740249,1,0.615,NA
"LZTS1/2",0.164,-0.781777392866377,0.672,-0.781777392866377,0.125,0.747,NA
"R3HCC1",0.165,-0.564127340168591,0.67,-0.564127340168591,0.542,0.95,NA
"ITGB1/2/3/7",0.165,-0.768789687839859,0.67,-0.768789687839859,0.208,0.774,NA
"Ci-tune",0.165,-1.0023905444369,0.67,-1.0023905444369,0.125,0.747,NA
"HM13",0.834,0.395841648155817,0.668,0.395841648155817,0.958,0.897,NA
"SEMA-1A",0.833,0.783674214512002,0.666,0.783674214512002,0.708,0.059,NA
"BOC",0.167,-0.655115137380603,0.666,-0.655115137380603,0.375,0.879,NA
"KH2013:KH.C3.200_PIPOX",0.832,1.03639225552717,0.664,1.03639225552717,0.667,0.006,NA
"KH2013:KH.C1.101_CDIPT",0.832,0.744398188963192,0.664,0.744398188963192,0.917,0.282,NA
"KH2013:KH.C1.574_MS4A15/2",0.168,-0.413752872697375,0.664,-0.413752872697375,0.792,0.988,NA
"KH2013:KH.C10.145",0.831,1.09183302724383,0.662,1.09183302724383,0.75,0.182,NA
"KH2013:KH.C5.391",0.831,1.02168581178097,0.662,1.02168581178097,0.667,0.012,NA
"SLC2A1/14/2/3/4",0.831,0.750846312991696,0.662,0.750846312991696,0.833,0.347,NA
"KH2013:KH.C12.397",0.83,1.16998563946257,0.66,1.16998563946257,0.667,0.015,NA
"KH2013:KH.C14.78",0.829,1.03235490290332,0.658,1.03235490290332,0.667,0.012,NA
"DPR/10/11/12/14/16/18/19/2/3/4/5/6/7/8/9",0.171,-0.677674307290859,0.658,-0.677674307290859,0.375,0.871,NA
"LIN28A",0.172,-0.544203131771126,0.656,-0.544203131771126,0.667,0.988,NA
"AQP-4/5/6",0.827,0.998961929819804,0.654,0.998961929819804,0.667,0.024,NA
"DPYD",0.827,0.95087096866535,0.654,0.95087096866535,0.708,0.076,NA
"ATF4B1/2",0.827,0.453187773332581,0.654,0.453187773332581,1,0.818,NA
"KH2013:KH.L57.6",0.826,1.48768195004152,0.652,1.48768195004152,0.667,0.029,NA
"KH2013:KH.C6.179",0.826,0.849938079288623,0.652,0.849938079288623,0.708,0.076,NA
"PREX1",0.826,0.82870449898818,0.652,0.82870449898818,0.708,0.085,NA
"AFF1/2/3/4",0.826,0.559007952701168,0.652,0.559007952701168,0.958,0.603,NA
"KH2013:KH.C6.26_GJA4",0.175,-0.492504165946548,0.65,-0.492504165946548,0.875,0.994,NA
"SPTBN1/2/4",0.175,-0.641548402999019,0.65,-0.641548402999019,0.292,0.841,NA
"CDH-4",0.175,-0.762733132775984,0.65,-0.762733132775984,0.375,0.894,NA
"GYPC",0.825,0.769811524277158,0.65,0.769811524277158,0.75,0.171,NA
"TJP1/2/3",0.176,-0.662019000580159,0.648,-0.662019000580159,0.25,0.794,NA
"KH2013:KH.C7.746_SPTY2D1",0.824,0.940699234731297,0.648,0.940699234731297,0.667,0.026,NA
"UFSP2",0.824,0.792398084282147,0.648,0.792398084282147,0.792,0.209,NA
"KH2013:KH.C2.1103",0.824,0.749225573000691,0.648,0.749225573000691,0.792,0.232,NA
"RPS6KA1/2/3/6",0.824,0.683831327460639,0.648,0.683831327460639,0.875,0.397,NA
"RBPMS/2",0.177,-0.766075434054247,0.646,-0.766075434054247,0.375,0.929,NA
"CABZ01089974.1",0.823,1.32310832948302,0.646,1.32310832948302,0.667,0.032,NA
"CDO1",0.823,1.11081942620136,0.646,1.11081942620136,0.667,0.029,NA
"TCP11L1/2",0.822,0.651236891799628,0.644,0.651236891799628,0.917,0.488,NA
"KH2013:KH.C2.118_ENPP1/2/3",0.179,-0.397026402408877,0.642,-0.397026402408877,0.375,0.926,NA
"KH2013:KH.C12.687",0.821,0.95254931592308,0.642,0.95254931592308,0.667,0.035,NA
"KH2013:KH.C2.158_ENPP1/2/3",0.18,-0.287634905713541,0.64,-0.287634905713541,0.375,0.894,NA
"NAP1L1/4",0.18,-0.514933137358799,0.64,-0.514933137358799,0.583,0.979,NA
"LEV-11",0.82,1.13097883080633,0.64,1.13097883080633,0.667,0.041,NA
"PRDX4",0.819,0.343918441722852,0.638,0.343918441722852,1,0.932,NA
"ATIC",0.183,-0.546144793172302,0.634,-0.546144793172302,0.625,0.979,NA
"KH2013:KH.C14.564_CDKN1B",0.817,0.642789189438676,0.634,0.642789189438676,0.875,0.456,NA
"KH2013:KH.C14.398_SPARC",0.184,-0.533870790721174,0.632,-0.533870790721173,0.542,0.932,NA
"KH2013:KH.C2.687_VDR",0.184,-0.715278634190592,0.632,-0.715278634190592,0.292,0.809,NA
"EXT1",0.185,-0.75288780557833,0.63,-0.75288780557833,0.208,0.726,NA
"TRABD",0.815,0.692952217009772,0.63,0.692952217009772,0.875,0.426,NA
"AATF",0.186,-0.542130469931841,0.628,-0.542130469931841,0.5,0.912,NA
"KH2013:KH.L7.16_ACSL1/5/6",0.814,0.994093234649574,0.628,0.994093234649574,0.833,0.703,NA
"FAM134C",0.814,0.679052527104145,0.628,0.679052527104145,0.875,0.456,NA
"KH2013:KH.C11.217_SLC17A5",0.187,-0.679909173678519,0.626,-0.679909173678519,0.417,0.829,NA
"E1C4M3_CHICK",0.813,0.66367357217462,0.626,0.66367357217462,0.875,0.418,NA
"KH2013:KH.C2.1147_ZGC:152830",0.813,0.650652514154912,0.626,0.650652514154912,0.833,0.403,NA
"FAM49A",0.813,0.562940407002636,0.626,0.562940407002636,0.917,0.568,NA
"KH2013:KH.C7.474",0.812,1.08592294059627,0.624,1.08592294059627,0.625,0,NA
"KH2013:KH.C2.973_MET31/32",0.812,1.03918745202123,0.624,1.03918745202123,0.667,0.059,NA
"KH2013:KH.C3.706_BAI3",0.812,1.00971058542315,0.624,1.00971058542315,0.625,0.003,NA
"KH2013:KH.C13.94",0.812,0.758115510073588,0.624,0.758115510073588,0.667,0.085,NA
"KH2013:KH.C3.854_PIPOX",0.812,0.722222579212241,0.624,0.722222579212241,0.625,0,NA
"KH2013:KH.C14.344",0.812,0.326166433943186,0.624,0.326166433943186,1,0.962,NA
"Ci-Coll2A1",0.188,-0.567308942122483,0.624,-0.567308942122483,0.542,0.95,NA
"KH2013:KH.C3.308_BHLHA15",0.811,1.05553999852659,0.622,1.05553999852659,0.625,0.009,NA
"EHF",0.811,0.902989281357483,0.622,0.902989281357483,0.667,0.062,NA
"KH2013:KH.C7.540",0.811,0.811458318480671,0.622,0.811458318480671,0.75,0.221,NA
