GeneID,UniqueNAME,NewAnnotation_ASMTVC2.best_model,coevcoew_logfc,coevcoew_pval,coevlacz_logfc,coevlacz_pval,coewvlacz_logfc,coewvlacz_pval
KH2013:KH.C2.110,KH2013:KH.C2.110_GST-11,KYOTOGRAIL2005.353.11.1,-1.508693671,0.00864588,-0.395775735,0.830826264,1.112917936,0.111462977
KH2013:KH.C2.313,IGF1/2,KYOTOGRAIL2005.5.51.1,-1.645151154,0.000810035,-0.977845591,0.235297208,0.667305563,0.405005282
KH2013:KH.C2.359,HIVEP1/2,KYOTOGRAIL2005.5.48.1,-1.441104089,0.040092223,0.201018009,0.955485477,1.642122098,0.020063477
KH2013:KH.C2.405,FAM84A,KYOTOGRAIL2005.30.47.1,-1.20470884,0.00527529,-0.153208466,0.944063946,1.051500375,0.030084408
KH2013:KH.C2.408,KH2013:KH.C2.408,KYOTOGRAIL2005.30.76.1,-2.405808304,0.006901647,-0.937824367,0.642640979,1.467983938,0.217723512
KH2013:KH.C2.591,KH2013:KH.C2.591_C5ORF4,KYOTOGRAIL2005.62.33.1,-1.333982843,0.009070159,0.059270143,0.986301979,1.393252987,0.009886731
KH2013:KH.C2.648,KH2013:KH.C2.648_DNMBP,KYOTOGRAIL2005.15.54.1,-1.084666451,0.02676011,-0.235425956,0.895345783,0.849240495,0.147859764
KH2013:KH.C2.846,KH2013:KH.C2.846_F14B6.6,KYOTOGRAIL2005.46.12.1,-1.175245416,0.003012187,-0.370119596,0.721944853,0.80512582,0.101498758
KH2013:KH.C2.935,KH2013:KH.C2.935_S1PR1/2/3/4/5,KYOTOGRAIL2005.15.59.1,-2.004540305,0.000910963,-1.409731676,0.109688661,0.594808629,0.623221198
KH2013:KH.C2.99,PRODH/2,KYOTOGRAIL2005.622.1.1,-1.250604528,0.004084458,-1.262396269,0.015827267,-0.011791741,0.998164673
KH2013:KH.C2.994,KH2013:KH.C2.994_RNF149,KYOTOGRAIL2005.101.41.1,-1.250596431,0.001181035,-0.880244782,0.12119121,0.370351649,0.637533078
KH2013:KH.C3.124,CPL-1,KYOTOGRAIL2005.118.40.1,-1.109490756,0.001091102,0.057295536,0.982026302,1.166786292,0.000958528
KH2013:KH.C3.150,PMFBP1,KYOTOGRAIL2005.120.6.1,-1.462119894,0.004043699,-0.457426906,0.737253937,1.004692989,0.113321609
KH2013:KH.C3.225,FBN1/2/3,KYOTOGRAIL2005.60.2.1,-1.646988674,0.002691897,0.339526348,0.864550241,1.986515023,0.000337001
KH2013:KH.C3.304,KH2013:KH.C3.304_RGS3,KYOTOGRAIL2005.184.19.1,-1.518222716,0.004367436,0.751969063,0.449422217,2.270191779,0.0000149
KH2013:KH.C3.487,SLC16A12/8,KYOTOGRAIL2005.22.30.1,-1.339336535,0.026691909,-0.723637269,0.527779815,0.615699266,0.534887049
KH2013:KH.C3.597,KIF22,KYOTOGRAIL2005.128.37.1,-1.326334775,0.002208387,-0.809360709,0.271593043,0.516974066,0.485156836
KH2013:KH.C3.633,TRRAP,KYOTOGRAIL2005.2489.1.1,-1.142188827,0.027655223,-0.398086475,0.775740591,0.744102351,0.280382546
KH2013:KH.C3.640,SLC38A1/2/3/4,KYOTOGRAIL2005.74.17.1,-1.665480181,0.0000974,-0.003218968,0.998799778,1.662261212,0.000229684
