GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KH2013:KH.C10.130,198.9063419551,0.3646310131,0.2760022255,1.3211162062,0.1864626202,0.5615609888
KH2013:KH.C10.356,12.546081119,-0.6460756144,0.6632297855,-0.974135403,0.3299893132,NA
KH2013:KH.C10.162,100.1692048003,0.9970635027,0.4529648507,2.2011939802,0.0277222943,0.2154587404
KH2013:KH.C10.519,12.6252289397,0.1340203791,0.6630829537,0.202117063,0.8398252088,NA
KH2013:KH.C10.193,19.7450928582,-0.5887733396,0.642947129,-0.9157414554,0.3598025163,NA
KH2013:KH.C10.105,1236.0667375135,0.1198060449,0.2265398283,0.5288520159,0.5969081108,0.8701132337
KH2013:KH.C10.581,1498.2684978993,0.1943745265,0.2309819803,0.8415138112,0.4000601511,0.7619711063
KH2013:KH.C10.319,836.7777276394,0.6306448141,0.3545576246,1.7786807286,0.0752921204,0.3654501416
KH2013:KH.C10.518,19.117941941,0.2297240451,0.6333275956,0.3627254627,0.7168099769,NA
KH2013:KH.C10.387,39.5799734598,-0.6611479085,0.6499997226,-1.0171510626,0.3090815721,0.6964827359
KH2013:KH.C10.345,157.146353103,-0.3377940828,0.3683596832,-0.9170224056,0.3591308994,0.7358845061
KH2013:KH.C10.298,68.8228082481,-0.6118320764,0.5260585617,-1.1630493654,0.2448094741,0.6320464231
KH2013:KH.C10.309,17.4236940267,-0.2278662304,0.6499874898,-0.3505701786,0.7259108323,NA
KH2013:KH.C10.578,1.2119489152,-0.0534797587,0.2799271801,-0.1910488245,0.8484873412,NA
KH2013:KH.C10.556,253.1090871945,-0.6546756772,0.3648711093,-1.7942655929,0.0727707871,0.3581414446
KH2013:KH.C10.103,3.5378767778,-0.4505804129,0.58118076,-0.7752844621,0.4381715887,NA
KH2013:KH.C10.252,458.6901663715,0.2622698078,0.3170532786,0.8272105212,0.4081177493,0.7678204
KH2013:KH.C10.101,8925.6801496854,0.1276556572,0.2523978094,0.5057716528,0.6130169607,0.8790315058
KH2013:KH.C10.566,576.1058592058,-1.1075631064,0.2973493054,-3.7247879383,0.0001954795,0.0091534685
KH2013:KH.C10.434,2284.9074488653,0.3289553022,0.151391102,2.1728839924,0.0297890496,0.2240924211
KH2013:KH.C10.86,16.3066516075,-0.1954901441,0.6163413339,-0.3171783772,0.751108256,NA
KH2013:KH.C10.129,627.2801740449,0.2979054919,0.3221078263,0.9248626316,0.3550373666,0.7335402201
KH2013:KH.C10.423,53.219196018,0.8717824738,0.5651827782,1.5424788359,0.122957277,0.4650043135
KH2013:KH.C10.443,164.9469394979,0.065690555,0.4381808421,0.1499165382,0.8808304636,0.9715567435
KH2013:KH.C10.207,1511.9896618257,0.175743429,0.2134721326,0.8232616916,0.4103591934,0.7681165325
KH2013:KH.C10.30,9.5662078778,-0.0321788595,0.6628854354,-0.0485436212,0.9612830007,NA
KH2013:KH.C10.353,4.2145095151,-0.5162324031,0.5846364808,-0.8829972472,0.3772377589,NA
KH2013:KH.C10.82,93.5125704683,0.0586593034,0.5844962178,0.100358739,0.9200595258,0.9809769765
KH2013:KH.C10.445,13.9503301107,-0.8074658958,0.6608945234,-1.2217772538,0.2217918726,NA
KH2013:KH.C10.81,2752.0449724837,0.3842691667,0.2094188616,1.8349310263,0.0665159098,0.3407317488
KH2013:KH.C10.284,11.7643936296,-0.439847133,0.6574435301,-0.6690264833,0.5034785844,NA
KH2013:KH.C10.377,19.2082549768,-0.5622070048,0.6604057247,-0.8513054684,0.394599688,NA
KH2013:KH.C10.271,83.7260652144,0.0323974915,0.4731753705,0.0684682542,0.9454128903,0.9855930826
KH2013:KH.C10.240,1078.4056946606,-0.4060547244,0.2102320847,-1.9314593439,0.0534262724,0.3022132754
KH2013:KH.C10.97,149.3469119603,0.4749662771,0.3342559897,1.4209656424,0.155326748,0.5185983287
KH2013:KH.C10.69,163.3178692762,0.1716191864,0.3883564861,0.4419114719,0.6585532689,0.8974488153
KH2013:KH.C10.176,36.4184209693,0.5517644541,0.5758480018,0.9581772488,0.3379733876,0.7198951936
KH2013:KH.C10.397,84.6523196014,0.3203288044,0.3234898505,0.990228299,0.3220625435,0.7062636038
KH2013:KH.C10.45,5016.8178750449,0.3484087917,0.2493030938,1.3975309588,0.1622539636,0.5257172241
KH2013:KH.C10.170,4451.4488348521,0.7268804365,0.2449104954,2.967943188,0.0029979974,0.0553721773
KH2013:KH.C10.457,620.1921106551,-0.4850089548,0.4280215139,-1.1331415339,0.2571548219,0.6445034252
KH2013:KH.C10.315,133.6403709836,-0.4163787519,0.5448482969,-0.7642104312,0.4447418513,0.7869491076
KH2013:KH.C10.596,206.6391510364,-0.2714254658,0.4357249794,-0.6229284035,0.5333315719,0.8379704981
KH2013:KH.C10.440,182.1911148305,0.953122291,0.3952851433,2.4112272043,0.0158989406,0.1578008311
KH2013:KH.C10.411,234.9798588602,-0.1275069421,0.3770062607,-0.3382090842,0.7352056306,0.9261425117
KH2013:KH.C10.72,2862.2072508644,0.5368758337,0.1668072187,3.2185407681,0.0012884465,0.0327696234
KH2013:KH.C10.512,23.4342317329,0.0310654484,0.6600913771,0.0470623454,0.9624635381,0.989210792
KH2013:KH.C10.365,1274.2199527546,-0.2916635162,0.330867372,-0.8815118712,0.3780408316,0.7483232388
KH2013:KH.C10.113,3152.2392250035,1.0530315823,0.2725518643,3.8636007319,0.0001117278,0.0062076403
KH2013:KH.C10.360,1577.8913430112,0.2631379757,0.2929619273,0.8981985411,0.369079711,0.7420585313
KH2013:KH.C10.16,46.6240747238,0.4131900342,0.5307955726,0.7784353441,0.4363124092,0.7852582753
KH2013:KH.C10.122,2236.2593387382,0.4535269582,0.2061347547,2.2001479508,0.0277963997,0.2155892585
KH2013:KH.C10.251,128.1858872288,0.2154344244,0.4515875162,0.4770601859,0.6333192647,0.8865078036
KH2013:KH.C10.572,17.7962038023,-0.8687648832,0.6507697066,-1.3349805229,0.1818827212,NA
KH2013:KH.C10.361,50.6147102291,-1.2511559658,0.5600703691,-2.2339263685,0.0254879182,0.2045740807
KH2013:KH.C10.511,447.6557365662,-0.07043197,0.3540510982,-0.1989316525,0.8423162092,0.9621964188
KH2013:KH.C10.46,5756.87245611,-0.120317954,0.1717989309,-0.7003416926,0.4837139403,0.8129694193
KH2013:KH.C10.88,27.8924034281,-0.6576945319,0.6637294897,-0.9909075038,0.3217307479,0.7062636038
KH2013:KH.C10.604,245.9869542965,-0.0786717731,0.383385126,-0.2052029871,0.8374135357,0.9607779331
KH2013:KH.C10.47,23.2104670146,-0.0309863706,0.6407193066,-0.0483618493,0.9614278635,0.9886899084
KH2013:KH.C10.499,236.4061865272,-0.2867615406,0.3627145122,-0.790598476,0.4291783364,0.7808384191
KH2013:KH.C10.191,8.0990572936,-0.3756493695,0.6519159944,-0.576223582,0.5644640676,NA
KH2013:KH.C10.56,191.8765034142,0.3062837648,0.4113867592,0.7445153689,0.4565647469,0.7944265018
KH2013:KH.C10.263,57.2706991335,0.2422077992,0.5040945671,0.4804808761,0.6308854983,0.8850050556
KH2013:KH.C10.533,15.0304430169,-0.0370821923,0.647015081,-0.0573127171,0.9542960903,NA
KH2013:KH.C10.598,807.9682483585,0.5405372188,0.2726698118,1.9823874713,0.0474358907,0.2830486416
KH2013:KH.C10.357,446.3073003754,0.0051006782,0.2402281153,0.0212326448,0.9830600734,0.9951531728
KH2013:KH.C10.77,56.8060373309,-0.1114012496,0.4114220937,-0.2707711893,0.7865670199,0.9465140563
KH2013:KH.C10.79,421.7596281719,0.1467267308,0.3129285321,0.4688825586,0.6391535839,0.8901064808
KH2013:KH.C10.268,0.128505316,-0.0398562083,0.2631515415,-0.1514572482,0.8796150327,NA
KH2013:KH.C10.391,7.5277294199,0.1157665721,0.6609435205,0.1751535019,0.8609590196,NA
KH2013:KH.C10.501,3.9984103708,0.4709364929,0.6425331371,0.7329372848,0.4635966812,NA
KH2013:KH.C10.620,17.9438972874,-0.592029822,0.5786980789,-1.0230374759,0.3062901271,NA
KH2013:KH.C10.65,159.5885510047,0.3645286153,0.3968233424,0.9186168665,0.3582960067,0.7358415016
KH2013:KH.C10.290,0.8048745694,0.1036307889,0.4353577108,0.2380359559,0.8118532067,NA
KH2013:KH.C10.152,132.9565549263,-0.946535493,0.5315316891,-1.780769637,0.0749500916,0.3645740446
KH2013:KH.C10.530,464.4279860293,-0.11072401,0.3372189339,-0.3283445823,0.7426511391,0.9296525907
KH2013:KH.C10.480,125.479684008,-0.2138930249,0.3502335051,-0.610715485,0.5413879528,0.8405180478
KH2013:KH.C10.291,458.2455574996,0.2178198766,0.383367049,0.5681757918,0.5699156076,0.8550531063
KH2013:KH.C10.306,0.5286605973,-0.0749203625,0.3201651894,-0.2340053354,0.8149808366,NA
KH2013:KH.C10.487,14.7972614759,-0.0297642,0.6434522155,-0.046257048,0.9631053734,NA
KH2013:KH.C10.514,671.5336620339,-0.3345619707,0.2665435893,-1.2551867091,0.2094109892,0.5898850691
KH2013:KH.C10.187,306.1758392691,-0.2973938642,0.3038042088,-0.9788997504,0.3276295156,0.7101982002
KH2013:KH.C10.248,165.3122074214,0.046396268,0.3049059907,0.152165813,0.8790561572,0.9709949618
KH2013:KH.C10.102,12.2579081619,0.0844122898,0.6524517097,0.129377069,0.8970592915,NA
KH2013:KH.C10.96,151.6029802418,-0.3130830771,0.3820270544,-0.8195311655,0.4124834283,0.7694055142
KH2013:KH.C10.404,291.8070254533,-0.8762398953,0.352548073,-2.4854479784,0.0129388497,0.1401294803
KH2013:KH.C10.124,182.5761569693,0.3677472496,0.4093996637,0.8982597746,0.3690470725,0.7420585313
KH2013:KH.C10.549,293.234749335,-0.1592441591,0.3266470049,-0.4875114624,0.6258959218,0.8837489557
KH2013:KH.C10.197,474.9606940849,-0.0183222051,0.3215029178,-0.0569892343,0.954553771,0.9869045843
KH2013:KH.C10.44,324.0881222623,-0.2506945676,0.3486462431,-0.7190513953,0.4721092533,0.8066013558
KH2013:KH.C10.21,206.75263892,0.379234556,0.3367060686,1.1263074573,0.2600354024,0.6479354196
KH2013:KH.C10.444,125.6424976112,-0.2367073841,0.5076847116,-0.4662487931,0.6410374274,0.8910486561
KH2013:KH.C10.343,23.3762521868,0.2124529467,0.620827875,0.3422090973,0.7321935394,0.9258073947
KH2013:KH.C10.249,722.8168784745,-0.1792645229,0.247300131,-0.7248864859,0.4685216722,0.8041106153
KH2013:KH.C10.49,378.7600470839,-0.5949361137,0.2937959275,-2.0249978232,0.0428675878,0.2696713179
KH2013:KH.C10.87,81.4043244754,-1.4183911828,0.5046495061,-2.810646133,0.0049442131,0.0772790092
KH2013:KH.C10.304,144.3738162092,0.0809104719,0.4384182863,0.1845508604,0.8535813315,0.964713603
KH2013:KH.C10.78,788.7331833096,-0.0257571258,0.2031667264,-0.1267782688,0.899115896,0.9762361452
KH2013:KH.C10.426,6.4720644213,-1.3356008214,0.6523821227,-2.0472676594,0.0406318114,NA
KH2013:KH.C10.490,11.3656781343,0.2294511354,0.6598266855,0.3477445523,0.7280320344,NA
KH2013:KH.C10.292,1.3372165545,-0.1339745029,0.4361640321,-0.307165408,0.758717474,NA
KH2013:KH.C10.574,312.929119032,-2.2415109623,0.3460533059,-6.4773574587,9.33428812783062E-11,6.6812103373287E-08
KH2013:KH.C10.536,12.6712486926,-0.7334458265,0.6590883734,-1.1128186386,0.2657863288,NA
KH2013:KH.C10.71,36.9675619953,-1.6274097675,0.6388955931,-2.5472233415,0.0108583914,0.1269812919
KH2013:KH.C10.432,96.7000789866,-0.1254905706,0.4318522207,-0.2905868363,0.771367329,0.9400886168
KH2013:KH.C10.108,10.3411267899,-0.3511931315,0.6596944041,-0.5323572995,0.5944785536,NA
KH2013:KH.C10.116,70.2634621208,-0.3053596191,0.4361503289,-0.7001247022,0.4838494303,0.8129694193
KH2013:KH.C10.140,2284.9806641386,0.2449547783,0.241612358,1.0138338135,0.3106620577,0.6981740515
KH2013:KH.C10.104,2542.7582321366,0.2145085145,0.2415440929,0.8880718708,0.3745020925,0.7455436587
KH2013:KH.C10.182,127.9251739131,0.6510680869,0.6239817808,1.0434088093,0.2967589953,0.6845718033
KH2013:KH.C10.12,10.6755376229,-0.4836098796,0.6604945112,-0.7321936389,0.4640503864,NA
KH2013:KH.C10.569,313.9222583746,-0.4339647694,0.309406365,-1.4025722106,0.1607444434,0.5251611537
KH2013:KH.C10.472,309.109987274,-0.0970267926,0.4277821714,-0.2268135494,0.8205687274,0.9540612084
KH2013:KH.C10.429,261.2393009483,-0.8740939198,0.3828149213,-2.28333294,0.0224107641,0.1914500174
KH2013:KH.C10.28,5.0049412409,0.2308147477,0.6293062413,0.3667765112,0.7137857298,NA
KH2013:KH.C10.568,2.0631734094,-0.3165195603,0.5433730419,-0.5825087663,0.5602240385,NA
KH2013:KH.C10.393,60.8188398636,-0.2180447312,0.4828916291,-0.4515396789,0.651600634,0.8942372802
KH2013:KH.C10.123,6.4072456129,-0.4418509879,0.6593181614,-0.6701635323,0.5027535483,NA
KH2013:KH.C10.520,7.3224880615,-0.1421626209,0.6341287467,-0.2241857377,0.8226127807,NA
KH2013:KH.C10.177,110.5260697221,0.1369900158,0.3634920982,0.37687206,0.706268686,0.9157723422
KH2013:KH.C10.245,620.3089940436,0.4980043422,0.3440814253,1.4473444528,0.1478004748,0.5071449396
KH2013:KH.C10.563,702.8512837755,0.2442007161,0.2365230454,1.0324605609,0.3018564142,0.6894251434
KH2013:KH.C10.561,85.2574233034,-0.7109080542,0.5137239318,-1.383832853,0.1664096409,0.5313597006
KH2013:KH.C10.286,227.9184162507,0.2749989804,0.3315785043,0.8293631126,0.4068989679,0.7669709124
KH2013:KH.C10.80,96.438952166,-0.1488272866,0.5597368602,-0.2658879504,0.7903255053,0.9474191517
KH2013:KH.C10.627,27.0504166101,0.7976354256,0.6129298518,1.3013486344,0.1931391471,0.5715387754
KH2013:KH.C10.134,30.6904869593,0.294367324,0.5174493224,0.5688814562,0.5694365906,0.8550531063
KH2013:KH.C10.223,250.2088024166,0.4219043134,0.4343755206,0.9712893416,0.3314042149,0.7142659596
KH2013:KH.C10.456,11.4609378064,0.7395804451,0.6462669911,1.1443883957,0.2524625986,NA
KH2013:KH.C10.535,2821.6565464344,0.0795850074,0.2719296494,0.2926676351,0.7697762106,0.9396436123
KH2013:KH.C10.560,2431.8545267121,0.1870901256,0.159253236,1.1747963828,0.2400761877,0.6260263567
KH2013:KH.C10.208,415.1683899501,0.099914838,0.2801119895,0.3566960421,0.7213193689,0.9214499748
KH2013:KH.C10.595,3.8002026116,-0.4195341326,0.6510035862,-0.644442122,0.5192887776,NA
KH2013:KH.C10.601,274.0194237283,0.1604462823,0.3517600229,0.4561242662,0.6483006213,0.8926393987
KH2013:KH.C10.2,2647.6442185548,0.0933828943,0.187977266,0.4967775957,0.619345896,0.8817883242
KH2013:KH.C10.311,551.3958847309,0.2945595538,0.3379443188,0.8716215586,0.3834148657,0.7519489908
KH2013:KH.C10.227,115.9553840079,-1.4371452571,0.5667721706,-2.5356665899,0.0112233532,0.129532884
KH2013:KH.C10.410,2.3581284131,-1.1905243915,0.5689745431,-2.0924036163,0.0364024256,NA
KH2013:KH.C10.185,3.4417342467,0.6904756871,0.5938373374,1.1627353883,0.2449368789,NA
KH2013:KH.C10.506,38.4088008046,-0.3195815292,0.6360929418,-0.502413261,0.6153768528,0.8800381247
KH2013:KH.C10.225,4.6891897429,-0.4256951338,0.632382025,-0.6731613438,0.500844651,NA
KH2013:KH.C10.233,6.0637888495,-1.5636083797,0.6572917968,-2.3788648928,0.0173660397,NA
KH2013:KH.C10.368,87.985939605,0.2933041949,0.5278794467,0.5556272303,0.5784657124,0.8592846603
KH2013:KH.C10.55,95.6055017939,0.1614932026,0.4826559211,0.3345928136,0.7379322667,0.9272342122
KH2013:KH.C10.618,23.0041791371,0.1843199461,0.6452728113,0.2856465403,0.7751488539,0.9425228764
KH2013:KH.C10.19,744.5998391902,0.338074312,0.3877971569,0.8717813063,0.3833276946,0.7519489908
KH2013:KH.C10.6,41.172800625,-0.6048353593,0.6105401276,-0.9906561944,0.321853488,0.7062636038
KH2013:KH.C10.541,103.7981066699,0.676978443,0.4556267166,1.4858181453,0.1373272293,0.4896837366
KH2013:KH.C10.382,69.460487038,-0.1042960931,0.6026326153,-0.1730674551,0.8625984059,0.9662917422
KH2013:KH.C10.524,41.0065683408,0.6565538493,0.6467550924,1.0151506453,0.310034023,0.6977929696
KH2013:KH.C10.454,96.3401030397,-0.5410321307,0.5995466957,-0.902401989,0.3668433649,0.741137302
KH2013:KH.C10.459,5695.2306724846,0.395880809,0.2160297639,1.8325290083,0.066872644,0.3420932854
KH2013:KH.C10.460,69.4091300817,-0.5738960066,0.4592852828,-1.2495414682,0.2114670962,0.5928959454
KH2013:KH.C10.409,13.6055157661,0.3543855231,0.6452865069,0.5491909706,0.5828744003,NA
KH2013:KH.C10.403,5958.0831652056,0.1568525265,0.2173735238,0.7215806401,0.4705523455,0.8049555074
KH2013:KH.C10.612,35.1103366424,-0.6391583963,0.5035524663,-1.2692985123,0.2043346168,0.5831148069
KH2013:KH.C10.259,1.1960802893,0.3436847198,0.5300384304,0.6484147189,0.5167167529,NA
KH2013:KH.C10.485,120.6937110335,-0.2328183936,0.4440610724,-0.5242936346,0.6000743235,0.8722100388
KH2013:KH.C10.318,17.921937067,-0.1854809655,0.5449062695,-0.3403905881,0.7335624056,NA
KH2013:KH.C10.546,110.5990674638,-0.1877908714,0.4194472971,-0.4477102908,0.6543622938,0.8951306639
KH2013:KH.C10.270,2598.8956603283,0.5211108858,0.1622491632,3.2117939807,0.0013190893,0.0331535035
KH2013:KH.C10.279,106.8533780965,-0.2020591056,0.4391004847,-0.4601659818,0.6453970866,0.8910815589
KH2013:KH.C10.294,1169.3236099257,0.7416886731,0.3043613571,2.4368687284,0.0148150565,0.1508992413
KH2013:KH.C10.431,243.1898627686,-0.2912819697,0.3870023707,-0.7526619776,0.4516530638,0.7921829072
KH2013:KH.C10.336,16.0209332036,-0.4605477558,0.6014557282,-0.7657217884,0.4438418598,NA
KH2013:KH.C10.231,133.2905202091,-0.455135227,0.4270099418,-1.065865645,0.286484381,0.6746611519
KH2013:KH.C10.416,291.1667828275,-0.094777889,0.3055215955,-0.3102166602,0.7563962021,0.9344204861
KH2013:KH.C10.296,3.5514592917,-0.3162239683,0.6443891823,-0.4907344459,0.6236142803,NA
KH2013:KH.C10.230,2.4749426449,-0.0315532258,0.5356840382,-0.0589026806,0.953029623,NA
KH2013:KH.C10.89,1.0980105827,-0.3236467434,0.3484565426,-0.92880088,0.3529922883,NA
KH2013:KH.C10.330,359.9388685088,-0.0432867441,0.320213776,-0.1351807677,0.8924689527,0.9743125553
KH2013:KH.C10.59,3598.125072326,0.2326655963,0.2619618036,0.8881661111,0.374451405,0.7455436587
KH2013:KH.C10.331,0.4086965479,0.1189153938,0.2652794097,0.4482646956,0.6539621767,NA
KH2013:KH.C10.22,1444.7204386433,0.5062417998,0.2446821037,2.0689776333,0.0385481856,0.2552213284
KH2013:KH.C10.468,1649.9833470854,0.4962006631,0.2156411791,2.3010478113,0.0213889287,0.1881815716
KH2013:KH.C10.186,117.884122296,-0.2444404771,0.4724111157,-0.5174316796,0.6048548499,0.8746523553
KH2013:KH.C10.583,78.2355701305,0.1697391519,0.4278880079,0.3966906031,0.6915956305,0.9100526259
KH2013:KH.C10.100,249.0497489183,0.0831415603,0.4060476771,0.2047581231,0.8377611066,0.9608275971
KH2013:KH.C10.346,3788.6549027886,0.9389949822,0.2257733586,4.1590158734,3.19621690065274E-05,0.0025949142
KH2013:KH.C10.349,105.0347770138,0.3667219463,0.4579098948,0.800860498,0.4232124108,0.7767038634
KH2013:KH.C10.390,2.2206408382,-0.7512632504,0.5501574196,-1.3655423405,0.1720826549,NA
KH2013:KH.C10.147,99.4908431447,-0.7748044176,0.5966200577,-1.2986563351,0.1940618954,0.5719261955
KH2013:KH.C10.262,12.5468918929,0.849114606,0.6615859241,1.2834532523,0.1993333274,NA
KH2013:KH.C10.479,2.8323454015,-0.0919917845,0.5269884764,-0.1745612829,0.8614243731,NA
KH2013:KH.C10.427,170.3796765539,0.130289471,0.3577258197,0.3642160108,0.715696712,0.9190826804
KH2013:KH.C10.539,150.417355286,0.4091216346,0.5134635463,0.7967880829,0.4255741174,0.7781276596
KH2013:KH.C10.476,522.7024173883,0.4291597506,0.2372973955,1.8085312303,0.0705238607,0.351271339
KH2013:KH.C10.58,1749.5651240088,0.54165411,0.2307569426,2.3472928001,0.0189103877,0.1750658796
KH2013:KH.C10.462,8.5550599082,-0.5172025171,0.6461517794,-0.8004350272,0.4234587936,NA
KH2013:KH.C10.62,6.9652953627,0.479069872,0.6598566547,0.7260211269,0.4678258191,NA
KH2013:KH.C10.166,977.1131505596,0.1845676758,0.2292109961,0.8052304597,0.4206867024,0.7753469601
KH2013:KH.C10.203,848.5732165552,-0.2135649861,0.3445312557,-0.6198711512,0.5353426202,0.8391378176
KH2013:KH.C10.515,38.5724809745,-0.6582427188,0.6555612094,-1.0040904028,0.3153350409,0.7014791677
KH2013:KH.C10.525,17.2047009303,-0.5507465797,0.653756484,-0.8424338315,0.3995451626,NA
KH2013:KH.C10.433,12.8011841625,-0.7197866302,0.6275139243,-1.147044874,0.2513630752,NA
KH2013:KH.C10.463,539.6864439869,0.6421421748,0.3514287999,1.8272326431,0.0676647978,0.3438078536
KH2013:KH.C10.164,458.2242544361,0.1526041501,0.2998538302,0.5089284669,0.6108023655,0.8781215635
KH2013:KH.C10.551,309.0563829172,-0.3338205021,0.4175462343,-0.7994815297,0.4240112524,0.7774113701
KH2013:KH.C10.39,2.70345684,0.0315539407,0.5417454036,0.0582449624,0.9535535067,NA
KH2013:KH.C10.517,584.8710727501,-0.1121269475,0.3289560652,-0.3408569088,0.733211306,0.9258073947
KH2013:KH.C10.295,50.5312601001,0.0814478984,0.6011307105,0.1354911619,0.8922235516,0.9743125553
KH2013:KH.C10.106,531.2322776999,0.1646779691,0.3421583909,0.4812916283,0.6303092462,0.8849265791
KH2013:KH.C10.125,73.8204107854,0.3693596742,0.6022852386,0.6132637005,0.539701991,0.8393794058
KH2013:KH.C10.358,166.7023583339,0.8656797472,0.3491253186,2.4795673676,0.0131541879,0.1417812895
KH2013:KH.C10.253,1623.5905314876,-0.1146725682,0.2167335014,-0.5290947983,0.5967396897,0.8700526354
KH2013:KH.C10.576,41.9019999986,0.5293815588,0.4704073913,1.125368284,0.260433005,0.6486086066
KH2013:KH.C10.320,634.9364488582,-0.3354998451,0.254639234,-1.317549695,0.187654435,0.5635125861
KH2013:KH.C10.184,33.4345017631,0.4336420716,0.6069866276,0.7144178338,0.4749688475,0.8089655516
KH2013:KH.C10.607,174.6450990847,0.7737335928,0.366435109,2.1115159921,0.0347279848,0.2427069298
KH2013:KH.C10.350,25.5977873262,0.3916377162,0.6525950301,0.6001236573,0.5484238273,0.8440803146
KH2013:KH.C10.241,10.5731114497,0.2347333966,0.6541881338,0.3588163473,0.7197324825,NA
KH2013:KH.C10.220,23.5960771214,0.7643525375,0.6621771414,1.1543022096,0.2483762909,0.6365946953
KH2013:KH.C10.537,26.90278601,-1.0243179597,0.6050370841,-1.6929837636,0.0904585578,0.397517455
KH2013:KH.C10.552,33.0138018483,0.477101941,0.5765668692,0.8274876107,0.4079607414,0.7678204
KH2013:KH.C10.626,1.2671560906,0.2418510924,0.4299423146,0.562519864,0.5737618736,NA
KH2013:KH.C10.625,0.930555501,-0.137232271,0.3676062868,-0.3733131776,0.7089153699,NA
KH2013:KH.C10.344,10.5460766082,0.2234999315,0.6328133087,0.3531846256,0.7239500331,NA
KH2013:KH.C10.255,137.0057952792,0.5551494322,0.4792638508,1.1583377951,0.2467262134,0.6346718299
KH2013:KH.C10.587,44.3995460444,0.7976631696,0.4644522951,1.7174275549,0.0859010806,0.3878933304
KH2013:KH.C10.1,369.2756072525,1.3907409671,0.3407182991,4.0817912359,4.46899311859864E-05,0.0032250174
KH2013:KH.C10.418,90.2715625906,-0.4344781497,0.5497300349,-0.7903482111,0.4293244384,0.7808384191
KH2013:KH.C10.582,29.8429516341,-0.3198830908,0.4865308003,-0.6574775751,0.5108738855,0.8290497264
KH2013:KH.C10.188,116.9351378577,-0.6352674601,0.4792682036,-1.3254946923,0.1850071287,0.5588344345
KH2013:KH.C10.340,50.5484022697,-0.7342968293,0.560954219,-1.3090138274,0.1905296669,0.5685159416
KH2013:KH.C10.52,29.8672914466,0.592574631,0.5258685775,1.1268492858,0.2598062084,0.6477934294
KH2013:KH.C10.136,151.0023639354,0.7860978911,0.5365085357,1.4652104092,0.1428635205,0.5003666771
KH2013:KH.C10.562,8.9850279479,-0.5540863801,0.6606323493,-0.8387212353,0.4016257591,NA
KH2013:KH.C10.398,107.1570322217,-0.1386075757,0.5022331568,-0.2759825268,0.7825614868,0.9447210853
KH2013:KH.C10.222,139.6627118837,0.2104460581,0.3126483314,0.6731078884,0.5008786558,0.8227013699
KH2013:KH.C10.254,14.0077705684,0.340719618,0.6477892895,0.5259729104,0.598907029,NA
KH2013:KH.C10.266,5.2920477516,-0.3621595264,0.6477485601,-0.5591051044,0.5760899913,NA
KH2013:KH.C10.419,4.9001878549,-0.9963830649,0.6236688981,-1.5976154461,0.1101285867,NA
KH2013:KH.C10.507,162.5664593781,-0.236719246,0.3632948898,-0.6515898038,0.5146658271,0.8294251238
KH2013:KH.C10.332,34.144950351,-0.3587044874,0.5802108508,-0.6182312635,0.5364229044,0.8391378176
KH2013:KH.C10.141,14.225490652,-0.7055430233,0.6387230243,-1.104614984,0.2693264556,NA
KH2013:KH.C10.238,534.4598460741,-0.1205482467,0.2760428016,-0.4367012868,0.6623279959,0.8984539626
KH2013:KH.C10.322,21.6471809274,-0.7599180747,0.6634770107,-1.1453570546,0.2520612805,0.6387854368
KH2013:KH.C10.622,2.6844638913,-0.2676105393,0.5752956909,-0.4651704221,0.6418094183,NA
KH2013:KH.C10.5,195.3827518081,-0.7069209406,0.5030924338,-1.4051512071,0.1599763197,0.524044345
KH2013:KH.C10.470,9.1228412649,-0.9034366564,0.6530149345,-1.3834854436,0.1665160676,NA
KH2013:KH.C10.544,3.569438202,-0.9713976649,0.6137340346,-1.5827664918,0.1134746967,NA
KH2013:KH.C10.308,135.2601529298,-0.1004968166,0.3974604576,-0.2528473329,0.8003861895,0.949774779
KH2013:KH.C10.385,293.714949584,-0.005812759,0.4029615283,-0.0144250967,0.9884908372,0.9972153117
KH2013:KH.C10.609,283.6501847132,0.1294329639,0.5371020936,0.2409839124,0.8095675852,0.9508886137
KH2013:KH.C10.174,4331.6764715099,-0.0526265368,0.223844985,-0.2351025947,0.8141291048,0.9520075494
KH2013:KH.C10.439,30.9435961322,-0.2020062743,0.6267593259,-0.3223027819,0.7472233258,0.930832899
KH2013:KH.C10.20,4.8033576141,-0.178045247,0.6625237941,-0.2687378908,0.7881313914,NA
KH2013:KH.C10.24,29.4111141788,-0.952599633,0.6346812389,-1.5009103383,0.1333787538,0.4830485356
KH2013:KH.C10.513,83.3000060366,-0.3090589981,0.4593472031,-0.672822205,0.5010604094,0.8227013699
KH2013:KH.C10.157,3762.9690444216,0.4551562468,0.1986565503,2.2911716037,0.0219534906,0.1902804468
KH2013:KH.C10.282,292.2030796738,-0.5023162913,0.2995541265,-1.6768798922,0.0935659709,0.4040918414
KH2013:KH.C10.589,26.3950854389,-1.1736051694,0.6469052069,-1.8141841446,0.0696493804,0.3493303366
KH2013:KH.C10.491,16.6826104792,0.2155277175,0.6295658693,0.3423433957,0.7320924813,NA
KH2013:KH.C10.158,480.5962959931,0.0697168082,0.3003537827,0.2321156322,0.8164482037,0.9525455815
