N_unmapped	424965	424965	424965
N_multimapping	190330	190330	190330
N_noFeature	1370107	3775422	3782510
N_ambiguous	325968	22146	22073
KH2013:KH.C1.286	14	10	4
KH2013:KH.C1.560	0	0	0
KH2013:KH.C1.907	10	4	6
KH2013:KH.C1.1180	582	296	286
KH2013:KH.C1.526	131	57	74
KH2013:KH.C1.183	401	200	201
KH2013:KH.C1.172	295	148	147
KH2013:KH.C1.969	3	2	1
KH2013:KH.C1.655	252	130	122
KH2013:KH.C1.962	786	406	380
KH2013:KH.C1.403	0	0	0
KH2013:KH.C1.881	133	70	63
KH2013:KH.C1.1034	70	30	40
KH2013:KH.C1.165	662	338	324
KH2013:KH.C1.709	15	11	5
KH2013:KH.C1.841	26	36	50
KH2013:KH.C1.1238	242	158	144
KH2013:KH.C1.443	1	1	0
KH2013:KH.C1.914	583	289	295
KH2013:KH.C1.150	275	129	146
KH2013:KH.C1.771	4	3	1
KH2013:KH.C1.110	109	57	53
KH2013:KH.C1.831	255	121	135
KH2013:KH.C1.997	300	132	168
KH2013:KH.C1.781	0	0	0
KH2013:KH.C1.15	6	5	1
KH2013:KH.C1.344	23	11	12
KH2013:KH.C1.269	240	105	135
KH2013:KH.C1.1208	47	19	28
KH2013:KH.C1.208	4	3	1
KH2013:KH.C1.1011	224	108	116
KH2013:KH.C1.230	31	15	16
KH2013:KH.C1.516	20	7	13
KH2013:KH.C1.897	43	23	20
KH2013:KH.C1.821	343	165	178
KH2013:KH.C1.329	1240	630	610
KH2013:KH.C1.301	108	52	56
KH2013:KH.C1.1197	276	147	129
KH2013:KH.C1.593	35	8	27
KH2013:KH.C1.1300	273	126	147
KH2013:KH.C1.582	0	0	0
KH2013:KH.C1.78	63	29	34
KH2013:KH.C1.1225	2	1	1
KH2013:KH.C1.671	4	2	2
KH2013:KH.C1.287	2386	1205	1181
KH2013:KH.C1.869	0	0	0
KH2013:KH.C1.1216	282	151	131
KH2013:KH.C1.1220	18	8	10
KH2013:KH.C1.791	21	15	6
KH2013:KH.C1.1166	4	8	4
KH2013:KH.C1.1253	0	3	5
KH2013:KH.C1.139	226	120	106
KH2013:KH.C1.631	317	147	170
KH2013:KH.C1.130	219	105	114
KH2013:KH.C1.608	50	21	29
KH2013:KH.C1.1246	0	0	0
KH2013:KH.C1.1202	236	121	126
KH2013:KH.C1.318	0	2	9
KH2013:KH.C1.1156	62	34	28
KH2013:KH.C1.568	19	10	9
KH2013:KH.C1.523	28	16	12
KH2013:KH.C1.996	668	328	340
KH2013:KH.C1.1100	84	39	45
KH2013:KH.C1.1153	1	1	0
KH2013:KH.C1.114	1	1	0
KH2013:KH.C1.159	735	367	368
KH2013:KH.C1.636	0	0	0
KH2013:KH.C1.1256	0	0	0
KH2013:KH.C1.1039	135	66	69
KH2013:KH.C1.1214	0	0	0
KH2013:KH.C1.56	4	3	1
KH2013:KH.C1.335	337	168	169
KH2013:KH.C1.714	4	0	4
KH2013:KH.C1.1066	22	10	12
KH2013:KH.C1.816	3	2	1
KH2013:KH.C1.512	0	0	0
KH2013:KH.C1.375	0	0	0
KH2013:KH.C1.1064	530	284	279
KH2013:KH.C1.1094	1	18	17
KH2013:KH.C1.421	132	75	58
KH2013:KH.C1.331	67	39	28
KH2013:KH.C1.1000	584	318	266
KH2013:KH.C1.666	73	35	38
KH2013:KH.C1.588	0	0	0
KH2013:KH.C1.922	39	26	24
KH2013:KH.C1.193	0	4	7
KH2013:KH.C1.10	265	145	120
KH2013:KH.C1.487	204	99	105
KH2013:KH.C1.927	31	15	17
KH2013:KH.C1.376	406	209	197
KH2013:KH.C1.912	1325	677	648
KH2013:KH.C1.539	28	9	19
KH2013:KH.C1.584	350	402	410
KH2013:KH.C1.352	81	262	281
KH2013:KH.C1.245	291	142	152
KH2013:KH.C1.96	822	449	376
KH2013:KH.C1.359	91	39	52
KH2013:KH.C1.596	9	5	4
KH2013:KH.C1.866	62	29	33
KH2013:KH.C1.858	1155	588	664
KH2013:KH.C1.234	83	102	78
KH2013:KH.C1.1155	74	41	36
KH2013:KH.C1.240	413	224	192
KH2013:KH.C1.177	240	104	136
KH2013:KH.C1.326	601	383	356
KH2013:KH.C1.383	2	62	76
KH2013:KH.C1.566	1	1	1
KH2013:KH.C1.404	1672	848	825
KH2013:KH.C1.1083	813	409	404
KH2013:KH.C1.1295	2	2	0
KH2013:KH.C1.1067	6	2	4
KH2013:KH.C1.405	30	15	15
KH2013:KH.C1.577	28	13	15
KH2013:KH.C1.842	176	87	89
KH2013:KH.C1.476	26	9	17
KH2013:KH.C1.823	71	37	34
KH2013:KH.C1.355	419	205	214
KH2013:KH.C1.1027	2953	1503	1452
KH2013:KH.C1.970	25	18	7
KH2013:KH.C1.140	5	4	1
KH2013:KH.C1.1062	214	120	111
KH2013:KH.C1.928	8	95	86
KH2013:KH.C1.1274	0	69	80
KH2013:KH.C1.538	66	31	35
KH2013:KH.C1.875	97	48	49
KH2013:KH.C1.1120	140	77	63
KH2013:KH.C1.388	337	165	172
KH2013:KH.C1.195	62	43	34
KH2013:KH.C1.797	16	16	15
KH2013:KH.C1.603	824	423	401
KH2013:KH.C1.483	336	164	172
KH2013:KH.C1.1188	6	4	2
KH2013:KH.C1.1170	0	0	0
KH2013:KH.C1.445	59	52	55
KH2013:KH.C1.98	945	458	535
KH2013:KH.C1.779	6	5	1
KH2013:KH.C1.515	13	7	6
KH2013:KH.C1.414	0	0	0
KH2013:KH.C1.769	0	0	0
KH2013:KH.C1.879	0	0	0
KH2013:KH.C1.1287	75	35	40
